fragment_name,species,t_hours,t_hours,day,time,type,Tank,preservative,Plug #,Genotype,Color_Score_Image,Status,Notes
POR_R72_H2,POR,72,heat,"Sat, Jun 28",9:00 AM,LCM,Tank_3,PAXgene,1128,Genotype E16,IMG_4333,In flammable fridge in Paxgene Stabilizer,
POR_S72_H2,POR,72,heat,"Sat, Jun 28",9:00 AM,spatial,Tank_3,Formalin,1150,Unknown,IMG_4335,In flammable fridge in 70% ethanol,
POR_P72_H3,POR,72,heat,"Sat, Jun 28",9:00 AM, phys,Tank_5,LN2,2372,Unknown,IMG_4336,In -80 Freezer G Shelf 1; Black mesh bag,
POR_R72_H3,POR,72,heat,"Sat, Jun 28",9:00 AM,bulk_rna,Tank_5,DNA/RNA shield,1734,Unknown,IMG_4338,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POR_R72_H3,POR,72,heat,"Sat, Jun 28",9:00 AM,LCM,Tank_5,PAXgene,1734,Unknown,IMG_4338,In flammable fridge in Paxgene Stabilizer,
POR_S72_H3,POR,72,heat,"Sat, Jun 28",9:00 AM,spatial,Tank_5,Formalin,1450,Unknown,IMG_4339,In flammable fridge in 70% ethanol,
POR_P120_C1,POR,120,control,"Mon, Jun 30",9:00 AM, phys,Tank_1,LN2,1771,Unknown,IMG_4342,In -80 Freezer G Shelf 1; Black mesh bag,
POR_R120_C1,POR,120,control,"Mon, Jun 30",9:00 AM,bulk_rna,Tank_1,DNA/RNA shield,1177,Unknown,IMG_4343,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POR_R120_C1,POR,120,control,"Mon, Jun 30",9:00 AM,LCM,Tank_1,PAXgene,1177,Unknown,IMG_4343,In flammable fridge in Paxgene Stabilizer,
POR_S120_C1,POR,120,control,"Mon, Jun 30",9:00 AM,spatial,Tank_1,Formalin,1322,Genotype E12,IMG_4344,In flammable fridge in 70% ethanol,
POR_P120_C2,POR,120,control,"Mon, Jun 30",9:00 AM, phys,Tank_4,LN2,1473,Genotype E15,IMG_4345,In -80 Freezer G Shelf 1; Black mesh bag,
POR_R120_C2,POR,120,control,"Mon, Jun 30",9:00 AM,bulk_rna,Tank_4,DNA/RNA shield,1315,Unknown,IMG_4346,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POR_R120_C2,POR,120,control,"Mon, Jun 30",9:00 AM,LCM,Tank_4,PAXgene,1315,Unknown,IMG_4346,In flammable fridge in Paxgene Stabilizer,
POR_S120_C2,POR,120,control,"Mon, Jun 30",9:00 AM,spatial,Tank_4,Formalin,1537,Unknown,IMG_4347,In flammable fridge in 70% ethanol,
POR_P120_C3,POR,120,control,"Mon, Jun 30",9:00 AM, phys,Tank_6,LN2,1133,Genotype E12,IMG_4348,In -80 Freezer G Shelf 1; Black mesh bag,
POR_R120_C3,POR,120,control,"Mon, Jun 30",9:00 AM,bulk_rna,Tank_6,DNA/RNA shield,1067,Unknown,IMG_4349,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POR_R120_C3,POR,120,control,"Mon, Jun 30",9:00 AM,LCM,Tank_6,PAXgene,1067,Unknown,IMG_4349,In flammable fridge in Paxgene Stabilizer,
POR_S120_C3,POR,120,control,"Mon, Jun 30",9:00 AM,spatial,Tank_6,Formalin,1557,Unknown,IMG_4350,In flammable fridge in 70% ethanol,
POR_P120_H1,POR,120,heat,"Mon, Jun 30",9:00 AM, phys,Tank_2,LN2,2730,Unknown,IMG_4351,In -80 Freezer G Shelf 1; Black mesh bag,
POR_R120_H1,POR,120,heat,"Mon, Jun 30",9:00 AM,bulk_rna,Tank_2,DNA/RNA shield,1478,Unknown,IMG_4352,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POR_R120_H1,POR,120,heat,"Mon, Jun 30",9:00 AM,LCM,Tank_2,PAXgene,1478,Unknown,IMG_4352,In flammable fridge in Paxgene Stabilizer,
POR_S120_H1,POR,120,heat,"Mon, Jun 30",9:00 AM,spatial,Tank_2,Formalin,1189,Unknown,IMG_4353,In flammable fridge in 70% ethanol,
POR_P120_H2,POR,120,heat,"Mon, Jun 30",9:00 AM, phys,Tank_3,LN2,1761,Unknown,IMG_4354,In -80 Freezer G Shelf 1; Black mesh bag,
POR_R120_H2,POR,120,heat,"Mon, Jun 30",9:00 AM,bulk_rna,Tank_3,DNA/RNA shield,1533,Unknown,IMG_4355,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POR_R120_H2,POR,120,heat,"Mon, Jun 30",9:00 AM,LCM,Tank_3,PAXgene,1533,Unknown,IMG_4355,In flammable fridge in Paxgene Stabilizer,
POR_S120_H2,POR,120,heat,"Mon, Jun 30",9:00 AM,spatial,Tank_3,Formalin,1336,Unknown,IMG_4356,In flammable fridge in 70% ethanol,
POR_P120_H3,POR,120,heat,"Mon, Jun 30",9:00 AM, phys,Tank_5,LN2,1615,Unknown,IMG_4357,In -80 Freezer G Shelf 1; Black mesh bag,
POR_R120_H3,POR,120,heat,"Mon, Jun 30",9:00 AM,bulk_rna,Tank_5,DNA/RNA shield,1614,Unknown,IMG_4358,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POR_R120_H3,POR,120,heat,"Mon, Jun 30",9:00 AM,LCM,Tank_5,PAXgene,1614,Unknown,IMG_4358,Decalc 20250910,
POR_S120_H3,POR,120,heat,"Mon, Jun 30",9:00 AM,spatial,Tank_5,Formalin,1474,Genotype E12,IMG_4359,In flammable fridge in 70% ethanol,
POR_PAM_1281,POR,120,control,"Mon, Jun 30",9:00 AM,phys_PAM,Tank_1,LN2,1281,Sep2024,IMG_4360,In -80 Freezer G Shelf 1; Black mesh bag,
POR_PAM_1626,POR,120,control,"Mon, Jun 30",9:00 AM,phys_PAM,Tank_1,LN2,1626,Unknown,IMG_4361,In -80 Freezer G Shelf 1; Black mesh bag,
POR_PAM_1102,POR,120,control,"Mon, Jun 30",9:00 AM,phys_PAM,Tank_4,LN2,1102,Unknown,IMG_4362,In -80 Freezer G Shelf 1; Black mesh bag,
POR_PAM_1130,POR,120,control,"Mon, Jun 30",9:00 AM,phys_PAM,Tank_4,LN2,1130,Unknown,IMG_4363,In -80 Freezer G Shelf 1; Black mesh bag,
POR_PAM_1043,POR,120,control,"Mon, Jun 30",9:00 AM,phys_PAM,Tank_6,LN2,1043,Unknown,IMG_4364,In -80 Freezer G Shelf 1; Black mesh bag,
POR_PAM_1337,POR,120,control,"Mon, Jun 30",9:00 AM,phys_PAM,Tank_6,LN2,1337,Unknown,IMG_4365,In -80 Freezer G Shelf 1; Black mesh bag,
POR_PAM_1122,POR,120,heat,"Mon, Jun 30",9:00 AM,phys_PAM,Tank_2,LN2,1122,Genotype E14,IMG_4366,In -80 Freezer G Shelf 1; Black mesh bag,
POR_PAM_1244,POR,120,heat,"Mon, Jun 30",9:00 AM,phys_PAM,Tank_2,LN2,1244,Unknown,IMG_4367,In -80 Freezer G Shelf 1; Black mesh bag,
POR_PAM_1065,POR,120,heat,"Mon, Jun 30",9:00 AM,phys_PAM,Tank_3,LN2,1065,Sep2024,IMG_4368,In -80 Freezer G Shelf 1; Black mesh bag,
POR_PAM_1555,POR,120,heat,"Mon, Jun 30",9:00 AM,phys_PAM,Tank_3,LN2,1555,Unknown,IMG_4369,In -80 Freezer G Shelf 1; Black mesh bag,
POR_PAM_1575,POR,120,heat,"Mon, Jun 30",9:00 AM,phys_PAM,Tank_5,LN2,1575,Unknown,IMG_4370,In -80 Freezer G Shelf 1; Black mesh bag,
POR_PAM_1209,POR,120,heat,"Mon, Jun 30",9:00 AM,phys_PAM,Tank_5,LN2,1209,Unknown,IMG_4371,In -80 Freezer G Shelf 1; Black mesh bag,
MON_P0_H2,MON,0,heat,"Wed, Jul 2",9:00 AM,phys,Tank_3,LN2,2728,Unknown 1 (2023/2024),IMG_4372,In -80 Freezer G Shelf 1; Green mesh bag,Time: 9:21
MON_R0_H2,MON,0,heat,"Wed, Jul 2",9:00 AM,bulk_rna,Tank_3,DNA/RNA shield,2017,Sept 2024 Big,IMG_4373,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R0_H2,MON,0,heat,"Wed, Jul 2",9:00 AM,LCM,Tank_3,PAXgene,2017,Sept 2024 Big,IMG_4373,In flammable fridge in Paxgene Stabilizer,
MON_S0_H2,MON,0,heat,"Wed, Jul 2",9:00 AM,spatial,Tank_3,Formalin,2522,Colony D12,IMG_4374,In flammable fridge in 70% ethanol,
MON_P0_H3,MON,0,heat,"Wed, Jul 2",9:00 AM,phys,Tank_5,LN2,2746,Sept 2024 Big,IMG_4375,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R0_H3,MON,0,heat,"Wed, Jul 2",9:00 AM,bulk_rna,Tank_5,DNA/RNA shield,1493,Big 2023,IMG_4376,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R0_H3,MON,0,heat,"Wed, Jul 2",9:00 AM,LCM,Tank_5,PAXgene,1493,Big 2023,IMG_4376,In flammable fridge in Paxgene Stabilizer,
MON_S0_H3,MON,0,heat,"Wed, Jul 2",9:00 AM,spatial,Tank_5,Formalin,1171,Sept 2024 Big,IMG_4377,In flammable fridge in 70% ethanol,
MON_P0_H1,MON,0,heat,"Wed, Jul 2",9:00 AM,phys,Tank_2,LN2,2364,Sept 2024 Big,IMG_4379,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R0_H1,MON,0,heat,"Wed, Jul 2",9:00 AM,bulk_rna,Tank_2,DNA/RNA shield,1743,Colony G (2023?),IMG_4380,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R0_H1,MON,0,heat,"Wed, Jul 2",9:00 AM,LCM,Tank_2,PAXgene,1743,Colony G (2023?),IMG_4380,In flammable fridge in Paxgene Stabilizer,
MON_S0_H1,MON,0,heat,"Wed, Jul 2",9:00 AM,spatial,Tank_2,Formalin,1304,Colony D11,IMG_4381,In flammable fridge in 70% ethanol,
MON_P0_C3,MON,0,control,"Wed, Jul 2",9:00 AM,phys,Tank_6,LN2,1054,Sept 2024 Big,IMG_4382,In -80 Freezer G Shelf 1; Green mesh bag,Time: 9:32
MON_R0_C3,MON,0,control,"Wed, Jul 2",9:00 AM,bulk_rna,Tank_6,DNA/RNA shield,1291,Colony G (2023?),IMG_4383,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R0_C3,MON,0,control,"Wed, Jul 2",9:00 AM,LCM,Tank_6,PAXgene,1291,Colony G (2023?),IMG_4383,Decalc 20250910,
MON_S0_C3,MON,0,control,"Wed, Jul 2",9:00 AM,spatial,Tank_6,Formalin,1778,Big 2023,IMG_4384,In flammable fridge in 70% ethanol,
MON_P0_C1,MON,0,control,"Wed, Jul 2",9:00 AM,phys,Tank_1,LN2,1111,Unknown 1 (2023/2024),IMG_4385,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R0_C1,MON,0,control,"Wed, Jul 2",9:00 AM,bulk_rna,Tank_1,DNA/RNA shield,2732,Sept 2024 Big,IMG_4386,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R0_C1,MON,0,control,"Wed, Jul 2",9:00 AM,LCM,Tank_1,PAXgene,2732,Sept 2024 Big,IMG_4386,In flammable fridge in Paxgene Stabilizer,
MON_S0_C1,MON,0,control,"Wed, Jul 2",9:00 AM,spatial,Tank_1,Formalin,1205,Sept 2024 Big,IMG_4387,In flammable fridge in 70% ethanol,
MON_P0_C2,MON,0,control,"Wed, Jul 2",9:00 AM,phys,Tank_4,LN2,1170,Sept 2024 Big,IMG_4388,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R0_C2,MON,0,control,"Wed, Jul 2",9:00 AM,bulk_rna,Tank_4,DNA/RNA shield,1708,Sept 2024 Big,IMG_4389,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R0_C2,MON,0,control,"Wed, Jul 2",9:00 AM,LCM,Tank_4,PAXgene,1708,Sept 2024 Big,IMG_4389,In flammable fridge in Paxgene Stabilizer,
MON_S0_C2,MON,0,control,"Wed, Jul 2",9:00 AM,spatial,Tank_4,Formalin,1330,Sept 2024 Big,IMG_4390,In flammable fridge in 70% ethanol,Time: 9:40
MON_P1_C3,MON,1,control,"Wed, Jul 2",10:00 AM,phys,Tank_6,LN2,1491,Colony C (2023),IMG_4392,In -80 Freezer G Shelf 1; Green mesh bag,Time: 10:37
MON_R1_C3,MON,1,control,"Wed, Jul 2",10:00 AM,bulk_rna,Tank_6,DNA/RNA shield,2419,Sept 2024 Big,IMG_4393,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R1_C3,MON,1,control,"Wed, Jul 2",10:00 AM,LCM,Tank_6,PAXgene,2419,Sept 2024 Big,IMG_4393,In flammable fridge in Paxgene Stabilizer,
MON_S1_C3,MON,1,control,"Wed, Jul 2",10:00 AM,spatial,Tank_6,Formalin,1255,Colony G1,IMG_4394,In flammable fridge in 70% ethanol,
MON_P1_H3,MON,1,heat,"Wed, Jul 2",10:00 AM,phys,Tank_5,LN2,2389,Big 2023,IMG_4395,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R1_H3,MON,1,heat,"Wed, Jul 2",10:00 AM,bulk_rna,Tank_5,DNA/RNA shield,2515,Colony C New,IMG_4396,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R1_H3,MON,1,heat,"Wed, Jul 2",10:00 AM,LCM,Tank_5,PAXgene,2515,Colony C New,IMG_4396,In flammable fridge in Paxgene Stabilizer,
MON_S1_H3,MON,1,heat,"Wed, Jul 2",10:00 AM,spatial,Tank_5,Formalin,1167,Colony G (2023?),IMG_4397,In flammable fridge in 70% ethanol,
MON_P1_C1,MON,1,control,"Wed, Jul 2",10:00 AM,phys,Tank_1,LN2,1437,Unknown 1 (2023/2024),IMG_4398,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R1_C1,MON,1,control,"Wed, Jul 2",10:00 AM,bulk_rna,Tank_1,DNA/RNA shield,1608,Sept 2024 Big,IMG_4399,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R1_C1,MON,1,control,"Wed, Jul 2",10:00 AM,LCM,Tank_1,PAXgene,1608,Sept 2024 Big,IMG_4399,In flammable fridge in Paxgene Stabilizer,
MON_S1_C1,MON,1,control,"Wed, Jul 2",10:00 AM,spatial,Tank_1,Formalin,2020,Colony G (2023?),IMG_4400,In flammable fridge in 70% ethanol,
MON_P1_H2,MON,1,heat,"Wed, Jul 2",10:00 AM,phys,Tank_3,LN2,1285,Big 2023,IMG_4401,In -80 Freezer G Shelf 1; Green mesh bag,Time: 10:45
MON_R1_H2,MON,1,heat,"Wed, Jul 2",10:00 AM,bulk_rna,Tank_3,DNA/RNA shield,1452,Colony G (2023?),IMG_4402,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R1_H2,MON,1,heat,"Wed, Jul 2",10:00 AM,LCM,Tank_3,PAXgene,1452,Colony G (2023?),IMG_4402,In flammable fridge in Paxgene Stabilizer,
MON_S1_H2,MON,1,heat,"Wed, Jul 2",10:00 AM,spatial,Tank_3,Formalin,1145,Colony C (2023),IMG_4403,In flammable fridge in 70% ethanol,
MON_P1_C2,MON,1,control,"Wed, Jul 2",10:00 AM,phys,Tank_4,LN2,1712,Sept 2024 Big,IMG_4404,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R1_C2,MON,1,control,"Wed, Jul 2",10:00 AM,bulk_rna,Tank_4,DNA/RNA shield,2007,Sept 2024 Big,IMG_4405,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R1_C2,MON,1,control,"Wed, Jul 2",10:00 AM,LCM,Tank_4,PAXgene,2007,Sept 2024 Big,IMG_4405,In flammable fridge in Paxgene Stabilizer,
MON_S1_C2,MON,1,control,"Wed, Jul 2",10:00 AM,spatial,Tank_4,Formalin,1825,Unknown 1 (2023/2024),IMG_4406,In flammable fridge in 70% ethanol,
MON_P1_H1,MON,1,heat,"Wed, Jul 2",10:00 AM,phys,Tank_2,LN2,1276,Sept 2024 Big,IMG_4407,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R1_H1,MON,1,heat,"Wed, Jul 2",10:00 AM,bulk_rna,Tank_2,DNA/RNA shield,1074,Unknown 1 (2023/2024),IMG_4408,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R1_H1,MON,1,heat,"Wed, Jul 2",10:00 AM,LCM,Tank_2,PAXgene,1074,Unknown 1 (2023/2024),IMG_4408,In flammable fridge in Paxgene Stabilizer,
MON_S1_H1,MON,1,heat,"Wed, Jul 2",10:00 AM,spatial,Tank_2,Formalin,2862,Colony G (2023?),IMG_4409,In flammable fridge in 70% ethanol,Time: 10:53
MON_P3_H1,MON,3,heat,"Wed, Jul 2",12:00 PM,phys,Tank_2,LN2,2980,Colony C (2023),IMG_4411,In -80 Freezer G Shelf 1; Green mesh bag,Time: 12:36
MON_R3_H1,MON,3,heat,"Wed, Jul 2",12:00 PM,bulk_rna,Tank_2,DNA/RNA shield,1617,Sept 2024 Big,IMG_4412,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R3_H1,MON,3,heat,"Wed, Jul 2",12:00 PM,LCM,Tank_2,PAXgene,1617,Sept 2024 Big,IMG_4412,In flammable fridge in Paxgene Stabilizer,
MON_S3_H1,MON,3,heat,"Wed, Jul 2",12:00 PM,spatial,Tank_2,Formalin,1037,Sept 2024 Big,IMG_4413,In flammable fridge in 70% ethanol,
MON_P3_C2,MON,3,control,"Wed, Jul 2",12:00 PM,phys,Tank_4,LN2,1723,Unknown 1 (2023/2024),IMG_4414,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R3_C2,MON,3,control,"Wed, Jul 2",12:00 PM,bulk_rna,Tank_4,DNA/RNA shield,1741,Sept 2024 Big,IMG_4415,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R3_C2,MON,3,control,"Wed, Jul 2",12:00 PM,LCM,Tank_4,PAXgene,1741,Sept 2024 Big,IMG_4415,In flammable fridge in Paxgene Stabilizer,
MON_S3_C2,MON,3,control,"Wed, Jul 2",12:00 PM,spatial,Tank_4,Formalin,1576,Big 2023,IMG_4416,In flammable fridge in 70% ethanol,
MON_P3_H3,MON,3,heat,"Wed, Jul 2",12:00 PM,phys,Tank_5,LN2,1628,Unknown 1 (2023/2024),IMG_4417,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R3_H3,MON,3,heat,"Wed, Jul 2",12:00 PM,bulk_rna,Tank_5,DNA/RNA shield,1416,Colony D12,IMG_4418,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R3_H3,MON,3,heat,"Wed, Jul 2",12:00 PM,LCM,Tank_5,PAXgene,1416,Colony D12,IMG_4418,In flammable fridge in Paxgene Stabilizer,
MON_S3_H3,MON,3,heat,"Wed, Jul 2",12:00 PM,spatial,Tank_5,Formalin,2865,Colony G (2023?),IMG_4419,In flammable fridge in 70% ethanol,
MON_P3_C3,MON,3,control,"Wed, Jul 2",12:00 PM,phys,Tank_6,LN2,2518,Unknown 1 (2023/2024),IMG_4420,In -80 Freezer G Shelf 1; Green mesh bag,Time: 12:45
MON_R3_C3,MON,3,control,"Wed, Jul 2",12:00 PM,bulk_rna,Tank_6,DNA/RNA shield,1467,Sept 2024 Big,IMG_4421,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R3_C3,MON,3,control,"Wed, Jul 2",12:00 PM,LCM/spatial,Tank_6,PAXgene,1467,Sept 2024 Big,IMG_4421,"Subsampled; half clipped and put into new Paxgene 20260112, other half decalcified and embedded for ST",
MON_S3_C3,MON,3,control,"Wed, Jul 2",12:00 PM,spatial,Tank_6,Formalin,2071,Big 2023,IMG_4422,In flammable fridge in 70% ethanol,
MON_P3_H2,MON,3,heat,"Wed, Jul 2",12:00 PM,phys,Tank_3,LN2,1536,Sept 2024 Big,IMG_4423,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R3_H2,MON,3,heat,"Wed, Jul 2",12:00 PM,bulk_rna,Tank_3,DNA/RNA shield,2063,Sept 2024 Big,IMG_4424,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R3_H2,MON,3,heat,"Wed, Jul 2",12:00 PM,LCM/spatial,Tank_3,PAXgene,2063,Sept 2024 Big,IMG_4424,"Subsampled; half clipped and put into new Paxgene 20260112, other half decalcified and embedded for ST",
MON_S3_H2,MON,3,heat,"Wed, Jul 2",12:00 PM,spatial,Tank_3,Formalin,1650,Big 2023,IMG_4425,In flammable fridge in 70% ethanol,
MON_P3_C1,MON,3,control,"Wed, Jul 2",12:00 PM,phys,Tank_1,LN2,1057,Sept 2024 Big,IMG_4426,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R3_C1,MON,3,control,"Wed, Jul 2",12:00 PM,bulk_rna,Tank_1,DNA/RNA shield,1767,Colony C New,IMG_4427,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R3_C1,MON,3,control,"Wed, Jul 2",12:00 PM,LCM,Tank_1,PAXgene,1767,Colony C New,IMG_4427,In flammable fridge in Paxgene Stabilizer,
MON_S3_C1,MON,3,control,"Wed, Jul 2",12:00 PM,spatial,Tank_1,Formalin,2979,Colony G (2023?),IMG_4428,In flammable fridge in 70% ethanol,Time: 12:53
MON_P12_C1,MON,12,control,"Wed, Jul 2",9:00 PM,phys,Tank_1,LN2,2526,Big 2023,IMG_4430,In -80 Freezer G Shelf 1; Green mesh bag,Time: 21:28
MON_R12_C1,MON,12,control,"Wed, Jul 2",9:00 PM,bulk_rna,Tank_1,DNA/RNA shield,1728,Colony D12,IMG_4431,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R12_C1,MON,12,control,"Wed, Jul 2",9:00 PM,LCM,Tank_1,PAXgene,1728,Colony D12,IMG_4431,In flammable fridge in Paxgene Stabilizer,
MON_S12_C1,MON,12,control,"Wed, Jul 2",9:00 PM,spatial,Tank_1,Formalin,2743,Big 2023,IMG_4432,In flammable fridge in 70% ethanol,
MON_P12_H3,MON,12,heat,"Wed, Jul 2",9:00 PM,phys,Tank_5,LN2,1499,Sept 2024 Big,IMG_4433,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R12_H3,MON,12,heat,"Wed, Jul 2",9:00 PM,bulk_rna,Tank_5,DNA/RNA shield,1409,Sept 2024 Big,IMG_4434,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R12_H3,MON,12,heat,"Wed, Jul 2",9:00 PM,LCM,Tank_5,PAXgene,1409,Sept 2024 Big,IMG_4434,In flammable fridge in Paxgene Stabilizer,
MON_S12_H3,MON,12,heat,"Wed, Jul 2",9:00 PM,spatial,Tank_5,Formalin,1826,Sept 2024 Big,IMG_4435,In flammable fridge in 70% ethanol,
MON_P12_H1,MON,12,heat,"Wed, Jul 2",9:00 PM,phys,Tank_2,LN2,1716,Sept 2024 Big,IMG_4436,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R12_H1,MON,12,heat,"Wed, Jul 2",9:00 PM,bulk_rna,Tank_2,DNA/RNA shield,1105,Big 2023,IMG_4437,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R12_H1,MON,12,heat,"Wed, Jul 2",9:00 PM,LCM,Tank_2,PAXgene,1105,Big 2023,IMG_4437,In flammable fridge in Paxgene Stabilizer,
MON_S12_H1,MON,12,heat,"Wed, Jul 2",9:00 PM,spatial,Tank_2,Formalin,2297,Sept 2024 Big,IMG_4438,In flammable fridge in 70% ethanol,
MON_P12_C2,MON,12,control,"Wed, Jul 2",9:00 PM,phys,Tank_4,LN2,1573,Colony G (2023?),IMG_4439,In -80 Freezer G Shelf 1; Green mesh bag,Time: 21:41
MON_R12_C2,MON,12,control,"Wed, Jul 2",9:00 PM,bulk_rna,Tank_4,DNA/RNA shield,1774,Big 2023,IMG_4440,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R12_C2,MON,12,control,"Wed, Jul 2",9:00 PM,LCM,Tank_4,PAXgene,1774,Big 2023,IMG_4440,In flammable fridge in Paxgene Stabilizer,
MON_S12_C2,MON,12,control,"Wed, Jul 2",9:00 PM,spatial,Tank_4,Formalin,1578,Colony C New,IMG_4441,In flammable fridge in 70% ethanol,
MON_P12_C3,MON,12,control,"Wed, Jul 2",9:00 PM,phys,Tank_6,LN2,2168,Colony G (2023?),IMG_4442,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R12_C3,MON,12,control,"Wed, Jul 2",9:00 PM,bulk_rna,Tank_6,DNA/RNA shield,1238,Unknown 1 (2023/2024),IMG_4443,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R12_C3,MON,12,control,"Wed, Jul 2",9:00 PM,LCM,Tank_6,PAXgene,1238,Unknown 1 (2023/2024),IMG_4443,In flammable fridge in Paxgene Stabilizer,
MON_S12_C3,MON,12,control,"Wed, Jul 2",9:00 PM,spatial,Tank_6,Formalin,1572,Big 2023,IMG_4444,In flammable fridge in 70% ethanol,
MON_P12_H2,MON,12,heat,"Wed, Jul 2",9:00 PM,phys,Tank_3,LN2,1488,Sept 2024 Big,IMG_4445,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R12_H2,MON,12,heat,"Wed, Jul 2",9:00 PM,bulk_rna,Tank_3,DNA/RNA shield,1226,Sept 2024 Big,IMG_4446,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R12_H2,MON,12,heat,"Wed, Jul 2",9:00 PM,LCM,Tank_3,PAXgene,1226,Sept 2024 Big,IMG_4446,In flammable fridge in Paxgene Stabilizer,
MON_S12_H2,MON,12,heat,"Wed, Jul 2",9:00 PM,spatial,Tank_3,Formalin,2853,Big 2023,IMG_4447,In flammable fridge in 70% ethanol,Time: 21:54
MON_P24_C2,MON,24,control,"Thu, Jul 3",9:00 AM,phys,Tank_4,LN2,1342,Colony G (2023?),IMG_4449,In -80 Freezer G Shelf 1; Green mesh bag,Time: 9:32
MON_R24_C2,MON,24,control,"Thu, Jul 3",9:00 AM,bulk_rna,Tank_4,DNA/RNA shield,1706,Sept 2024 Big,IMG_4450,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R24_C2,MON,24,control,"Thu, Jul 3",9:00 AM,LCM,Tank_4,PAXgene,1706,Sept 2024 Big,IMG_4450,In flammable fridge in Paxgene Stabilizer,
MON_S24_C2,MON,24,control,"Thu, Jul 3",9:00 AM,spatial,Tank_4,Formalin,1483,Big 2023,IMG_4451,In flammable fridge in 70% ethanol,
