fragment_name,species,t_hours,t_hours,day,time,type,Tank,preservative,Plug #,Genotype,Color_Score_Image,Status,Notes
MON_P24_H2,MON,24,heat,"Thu, Jul 3",9:00 AM,phys,Tank_3,LN2,1154,Colony G (2023?),IMG_4452,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R24_H2,MON,24,heat,"Thu, Jul 3",9:00 AM,bulk_rna,Tank_3,DNA/RNA shield,1652,Unknown 1 (2023/2024),IMG_4453,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R24_H2,MON,24,heat,"Thu, Jul 3",9:00 AM,LCM,Tank_3,PAXgene,1652,Unknown 1 (2023/2024),IMG_4453,In flammable fridge in Paxgene Stabilizer,
MON_S24_H2,MON,24,heat,"Thu, Jul 3",9:00 AM,spatial,Tank_3,Formalin,2520,Sept 2024 Big,IMG_4454,In flammable fridge in 70% ethanol,
MON_P24_H3,MON,24,heat,"Thu, Jul 3",9:00 AM,phys,Tank_5,LN2,1088,Colony G (2023?),IMG_4455,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R24_H3,MON,24,heat,"Thu, Jul 3",9:00 AM,bulk_rna,Tank_5,DNA/RNA shield,2860,Big 2023,IMG_4456,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R24_H3,MON,24,heat,"Thu, Jul 3",9:00 AM,LCM,Tank_5,PAXgene,2860,Big 2023,IMG_4456,In flammable fridge in Paxgene Stabilizer,
MON_S24_H3,MON,24,heat,"Thu, Jul 3",9:00 AM,spatial,Tank_5,Formalin,2082,Colony G1,IMG_4457,In flammable fridge in 70% ethanol,
MON_P24_C3,MON,24,control,"Thu, Jul 3",9:00 AM,phys,Tank_6,LN2,1280,Big 2023,IMG_4458,In -80 Freezer G Shelf 1; Green mesh bag,Time: 9:39
MON_R24_C3,MON,24,control,"Thu, Jul 3",9:00 AM,bulk_rna,Tank_6,DNA/RNA shield,1214,Colony D12,IMG_4459,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R24_C3,MON,24,control,"Thu, Jul 3",9:00 AM,LCM,Tank_6,PAXgene,1214,Colony D12,IMG_4459,In flammable fridge in Paxgene Stabilizer,
MON_S24_C3,MON,24,control,"Thu, Jul 3",9:00 AM,spatial,Tank_6,Formalin,1620,Sept 2024 Big,IMG_4460,In flammable fridge in 70% ethanol,
MON_P24_C1,MON,24,control,"Thu, Jul 3",9:00 AM,phys,Tank_1,LN2,2566,Sept 2024 Big,IMG_4461,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R24_C1,MON,24,control,"Thu, Jul 3",9:00 AM,bulk_rna,Tank_1,DNA/RNA shield,2667,Colony C (2023),IMG_4462,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R24_C1,MON,24,control,"Thu, Jul 3",9:00 AM,LCM,Tank_1,PAXgene,2667,Colony C (2023),IMG_4462,In flammable fridge in Paxgene Stabilizer,
MON_S24_C1,MON,24,control,"Thu, Jul 3",9:00 AM,spatial,Tank_1,Formalin,2013,Sept 2024 Big,IMG_4463,In flammable fridge in 70% ethanol,
MON_P24_H1,MON,24,heat,"Thu, Jul 3",9:00 AM,phys,Tank_2,LN2,1601,Big 2023,IMG_4464,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R24_H1,MON,24,heat,"Thu, Jul 3",9:00 AM,bulk_rna,Tank_2,DNA/RNA shield,2529,Sept 2024 Big,IMG_4465,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R24_H1,MON,24,heat,"Thu, Jul 3",9:00 AM,LCM,Tank_2,PAXgene,2529,Sept 2024 Big,IMG_4465,In flammable fridge in Paxgene Stabilizer,
MON_S24_H1,MON,24,heat,"Thu, Jul 3",9:00 AM,spatial,Tank_2,Formalin,1312,Unknown 1 (2023/2024),IMG_4466,In flammable fridge in 70% ethanol,Time: 9:47
MON_P72_C2,MON,72,control,"Sat, Jul 5",9:00 AM,phys,Tank_4,LN2,1541,Colony D12,IMG_4468,In -80 Freezer G Shelf 1; Green mesh bag,Time: 9:37
MON_R72_C2,MON,72,control,"Sat, Jul 5",9:00 AM,bulk_rna,Tank_4,DNA/RNA shield,1646,Colony G1,IMG_4470,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R72_C2,MON,72,control,"Sat, Jul 5",9:00 AM,LCM,Tank_4,PAXgene,1646,Colony G1,IMG_4470,In flammable fridge in Paxgene Stabilizer,
MON_S72_C2,MON,72,control,"Sat, Jul 5",9:00 AM,spatial,Tank_4,Formalin,2202,Colony C New,IMG_4472,In flammable fridge in 70% ethanol,recorded incorrectly as 2203
MON_P72_H2,MON,72,heat,"Sat, Jul 5",9:00 AM,phys,Tank_3,LN2,2086,Colony G (2023?),IMG_4474,In -80 Freezer G Shelf 1; Green mesh bag,"polyps pigmented, but rest of tissue is bleached or sloughing off. possibly dead"
MON_R72_H2,MON,72,heat,"Sat, Jul 5",9:00 AM,bulk_rna,Tank_3,DNA/RNA shield,2068,Big 2023,IMG_4480,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",very bleached
MON_R72_H2,MON,72,heat,"Sat, Jul 5",9:00 AM,LCM,Tank_3,PAXgene,2068,Big 2023,IMG_4480,In flammable fridge in Paxgene Stabilizer,very bleached
MON_S72_H2,MON,72,heat,"Sat, Jul 5",9:00 AM,spatial,Tank_3,Formalin,2002,Big 2023,IMG_4484,In flammable fridge in 70% ethanol,looks very dead
MON_P72_C3,MON,72,control,"Sat, Jul 5",9:00 AM,phys,Tank_6,LN2,1731,Sept 2024 Big,IMG_4489,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R72_C3,MON,72,control,"Sat, Jul 5",9:00 AM,bulk_rna,Tank_6,DNA/RNA shield,1724,Colony C (2023),IMG_4492,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R72_C3,MON,72,control,"Sat, Jul 5",9:00 AM,LCM,Tank_6,PAXgene,1724,Colony C (2023),IMG_4492,In flammable fridge in Paxgene Stabilizer,
MON_S72_C3,MON,72,control,"Sat, Jul 5",9:00 AM,spatial,Tank_6,Formalin,1188,Colony D12,IMG_4496,In flammable fridge in 70% ethanol,
MON_P72_C1,MON,72,control,"Sat, Jul 5",9:00 AM,phys,Tank_1,LN2,1589,Sept 2024 Big,IMG_4499,In -80 Freezer G Shelf 1; Green mesh bag,Time:
MON_R72_C1,MON,72,control,"Sat, Jul 5",9:00 AM,bulk_rna,Tank_1,DNA/RNA shield,1687,Big 2023,IMG_4503,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R72_C1,MON,72,control,"Sat, Jul 5",9:00 AM,LCM,Tank_1,PAXgene,1687,Big 2023,IMG_4503,In flammable fridge in Paxgene Stabilizer,
MON_S72_C1,MON,72,control,"Sat, Jul 5",9:00 AM,spatial,Tank_1,Formalin,2523,Unknown 1 (2023/2024),IMG_4506,In flammable fridge in 70% ethanol,
MON_P72_H1,MON,72,heat,"Sat, Jul 5",9:00 AM,phys,Tank_2,LN2,1039,Colony G (2023?),IMG_4509,In -80 Freezer G Shelf 1; Green mesh bag,"tissue sloughing off, parts still alive"
MON_R72_H1,MON,72,heat,"Sat, Jul 5",9:00 AM,bulk_rna,Tank_2,DNA/RNA shield,2182,Big 2023,IMG_4516,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",bleached
MON_R72_H1,MON,72,heat,"Sat, Jul 5",9:00 AM,LCM,Tank_2,PAXgene,2182,Big 2023,IMG_4516,In flammable fridge in Paxgene Stabilizer,bleached
MON_S72_H1,MON,72,heat,"Sat, Jul 5",9:00 AM,spatial,Tank_2,Formalin,1324,Big 2023,IMG_4520,In flammable fridge in 70% ethanol,
MON_P72_H3,MON,72,heat,"Sat, Jul 5",9:00 AM,phys,Tank_5,LN2,1314,Colony C (2023),IMG_4524,In -80 Freezer G Shelf 1; Green mesh bag,a couple areas of tissue loss
MON_R72_H3,MON,72,heat,"Sat, Jul 5",9:00 AM,bulk_rna,Tank_5,DNA/RNA shield,1596,Sept 2024 Big,IMG_4527,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R72_H3,MON,72,heat,"Sat, Jul 5",9:00 AM,LCM,Tank_5,PAXgene,1596,Sept 2024 Big,IMG_4527,In flammable fridge in Paxgene Stabilizer,
MON_S72_H3,MON,72,heat,"Sat, Jul 5",9:00 AM,spatial,Tank_5,Formalin,2018,Sept 2024 Big,IMG_4530,In flammable fridge in 70% ethanol,Time: 10:01
MON_P120_H3,MON,120,heat,"Mon, Jul 7",9:00 AM,phys,Tank_5,LN2,1549,Colony C New,IMG_4533,In -80 Freezer G Shelf 1; Green mesh bag,Time: 9:50
MON_R120_H3,MON,120,heat,"Mon, Jul 7",9:00 AM,bulk_rna,Tank_5,DNA/RNA shield,1636,Colony C (2023),IMG_4534,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R120_H3,MON,120,heat,"Mon, Jul 7",9:00 AM,LCM,Tank_5,PAXgene,1636,Colony C (2023),IMG_4534,Decalc 20250910,
MON_S120_H3,MON,120,heat,"Mon, Jul 7",9:00 AM,spatial,Tank_5,Formalin,1272,Sept 2024 Big,IMG_4535,In flammable fridge in 70% ethanol,
MON_P120_H2,MON,120,heat,"Mon, Jul 7",9:00 AM,phys,Tank_3,LN2,1458,Sept 2024 Big,IMG_4536,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R120_H2,MON,120,heat,"Mon, Jul 7",9:00 AM,bulk_rna,Tank_3,DNA/RNA shield,2512,Sept 2024 Big,IMG_4537,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R120_H2,MON,120,heat,"Mon, Jul 7",9:00 AM,LCM,Tank_3,PAXgene,2512,Sept 2024 Big,IMG_4537,In flammable fridge in Paxgene Stabilizer,
MON_S120_H2,MON,120,heat,"Mon, Jul 7",9:00 AM,spatial,Tank_3,Formalin,1770,Colony C (2023),IMG_4538,In flammable fridge in 70% ethanol,
MON_P120_C2,MON,120,control,"Mon, Jul 7",9:00 AM,phys,Tank_4,LN2,2852,Colony C (2023),IMG_4539,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R120_C2,MON,120,control,"Mon, Jul 7",9:00 AM,bulk_rna,Tank_4,DNA/RNA shield,1182,Sept 2024 Big,IMG_4540,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R120_C2,MON,120,control,"Mon, Jul 7",9:00 AM,LCM,Tank_4,PAXgene,1182,Sept 2024 Big,IMG_4540,In flammable fridge in Paxgene Stabilizer,
MON_S120_C2,MON,120,control,"Mon, Jul 7",9:00 AM,spatial,Tank_4,Formalin,1561,Colony G (2023?),IMG_4541,In flammable fridge in 70% ethanol,
MON_P120_H1,MON,120,heat,"Mon, Jul 7",9:00 AM,phys,Tank_2,LN2,2084,Sept 2024 Big,IMG_4542,In -80 Freezer G Shelf 1; Green mesh bag,Time: 10:01
MON_R120_H1,MON,120,heat,"Mon, Jul 7",9:00 AM,bulk_rna,Tank_2,DNA/RNA shield,1607,Colony C New,IMG_4543,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R120_H1,MON,120,heat,"Mon, Jul 7",9:00 AM,LCM,Tank_2,PAXgene,1607,Colony C New,IMG_4543,In flammable fridge in Paxgene Stabilizer,
MON_S120_H1,MON,120,heat,"Mon, Jul 7",9:00 AM,spatial,Tank_2,Formalin,2876,Colony D12,IMG_4544,In flammable fridge in 70% ethanol,
MON_P120_C3,MON,120,control,"Mon, Jul 7",9:00 AM,phys,Tank_6,LN2,1041,Colony G1,IMG_4545,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R120_C3,MON,120,control,"Mon, Jul 7",9:00 AM,bulk_rna,Tank_6,DNA/RNA shield,2736,Sept 2024 Big,IMG_4546,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R120_C3,MON,120,control,"Mon, Jul 7",9:00 AM,LCM,Tank_6,PAXgene,2736,Sept 2024 Big,IMG_4546,In flammable fridge in Paxgene Stabilizer,
MON_S120_C3,MON,120,control,"Mon, Jul 7",9:00 AM,spatial,Tank_6,Formalin,1431,Sept 2024 Big,IMG_4547,In flammable fridge in 70% ethanol,
MON_P120_C1,MON,120,control,"Mon, Jul 7",9:00 AM,phys,Tank_1,LN2,1108,Colony G (2023?),IMG_4548,In -80 Freezer G Shelf 1; Green mesh bag,
MON_R120_C1,MON,120,control,"Mon, Jul 7",9:00 AM,bulk_rna,Tank_1,DNA/RNA shield,1582,Big 2023,IMG_4549,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
MON_R120_C1,MON,120,control,"Mon, Jul 7",9:00 AM,LCM,Tank_1,PAXgene,1582,Big 2023,IMG_4549,In flammable fridge in Paxgene Stabilizer,
MON_S120_C1,MON,120,control,"Mon, Jul 7",9:00 AM,spatial,Tank_1,Formalin,1692,Sept 2024 Big,IMG_4550,In flammable fridge in 70% ethanol,Time: 10:09
MON_PAM_1739,MON,120,control,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_1,LN2,1739,Sept 2024 Big,IMG_4551,In -80 Freezer G Shelf 1; Green mesh bag,Time: 10:12
MON_PAM_1252,MON,120,control,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_1,LN2,1252,Colony D11,IMG_4552,In -80 Freezer G Shelf 1; Green mesh bag,
MON_PAM_1250,MON,120,control,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_1,LN2,1250,Big 2023,IMG_4553,In -80 Freezer G Shelf 1; Green mesh bag,
MON_PAM_1211,MON,120,heat,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_2,LN2,1211,Colony C (2023),IMG_4554,In -80 Freezer G Shelf 1; Green mesh bag,Time: 10:15
MON_PAM_1248,MON,120,heat,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_2,LN2,1248,Sept 2024 Big,IMG_4555,In -80 Freezer G Shelf 1; Green mesh bag,
MON_PAM_1494,MON,120,heat,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_2,LN2,1494,Colony G (2023?),IMG_4556,In -80 Freezer G Shelf 1; Green mesh bag,
MON_PAM_1339,MON,120,heat,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_3,LN2,1339,Colony C New,IMG_4557,In -80 Freezer G Shelf 1; Green mesh bag,Time: 10:18
MON_PAM_1113,MON,120,heat,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_3,LN2,1113,Sept 2024 Big,IMG_4558,In -80 Freezer G Shelf 1; Green mesh bag,
MON_PAM_1597,MON,120,heat,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_3,LN2,1597,Colony D11,IMG_4559,In -80 Freezer G Shelf 1; Green mesh bag,
MON_PAM_1056,MON,120,control,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_4,LN2,1056,Colony G (2023?),IMG_4560,In -80 Freezer G Shelf 1; Green mesh bag,Time: 10:21
MON_PAM_1461,MON,120,control,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_4,LN2,1461,Big 2023,IMG_4561,In -80 Freezer G Shelf 1; Green mesh bag,
MON_PAM_2360,MON,120,control,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_4,LN2,2360,Sept 2024 Big,IMG_4562,In -80 Freezer G Shelf 1; Green mesh bag,
MON_PAM_1441,MON,120,heat,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_5,LN2,1441,Big 2023,IMG_4563,In -80 Freezer G Shelf 1; Green mesh bag,Time: 10:25
MON_PAM_1560,MON,120,heat,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_5,LN2,1560,Sept 2024 Big,IMG_4564,In -80 Freezer G Shelf 1; Green mesh bag,
MON_PAM_1086,MON,120,heat,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_5,LN2,1086,Unknown 1 (2023/2024),IMG_4565,In -80 Freezer G Shelf 1; Green mesh bag,
MON_PAM_1563,MON,120,control,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_6,LN2,1563,Unknown 1 (2023/2024),IMG_4566,In -80 Freezer G Shelf 1; Green mesh bag,Time: 10:29
MON_PAM_1631,MON,120,control,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_6,LN2,1631,Sept 2024 Big,IMG_4567,In -80 Freezer G Shelf 1; Green mesh bag,
MON_PAM_1472,MON,120,control,"Mon, Jul 7",9:00 AM,phys_PAM,Tank_6,LN2,1472,Colony C New,IMG_4568,In -80 Freezer G Shelf 1; Green mesh bag,Time: 10:31
POC_P0_H3,POC,0,heat,"Wed, Jul 9",9:00 AM, phys,Tank_5,LN2,2405,CBLS_POC,IMG_4570,In -80 Freezer G Shelf 1; Light blue mesh bag,Time: 9:22
POC_R0_H3,POC,0,heat,"Wed, Jul 9",9:00 AM,bulk_rna,Tank_5,DNA/RNA shield,1290,CBLS_POC,IMG_4571,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POC_R0_H3,POC,0,heat,"Wed, Jul 9",9:00 AM,LCM,Tank_5,PAXgene,1290,CBLS_POC,IMG_4571,In flammable fridge in Paxgene Stabilizer,
POC_S0_H3,POC,0,heat,"Wed, Jul 9",9:00 AM,spatial,Tank_5,Formalin,1455,CBLS_POC,IMG_4572,In flammable fridge in 70% ethanol,
POC_P0_H1,POC,0,heat,"Wed, Jul 9",9:00 AM, phys,Tank_2,LN2,1621,CBLS_POC,IMG_4573,In -80 Freezer G Shelf 1; Light blue mesh bag,
POC_R0_H1,POC,0,heat,"Wed, Jul 9",9:00 AM,bulk_rna,Tank_2,DNA/RNA shield,2060,CBLS_POC,IMG_4574,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POC_R0_H1,POC,0,heat,"Wed, Jul 9",9:00 AM,LCM,Tank_2,PAXgene,2060,CBLS_POC,IMG_4574,In flammable fridge in Paxgene Stabilizer,
POC_S0_H1,POC,0,heat,"Wed, Jul 9",9:00 AM,spatial,Tank_2,Formalin,2079,CBLS_POC,IMG_4575,In flammable fridge in 70% ethanol,
POC_P0_H2,POC,0,heat,"Wed, Jul 9",9:00 AM, phys,Tank_3,LN2,1066,CBLS_POC,IMG_4576,In -80 Freezer G Shelf 1; Light blue mesh bag,
POC_R0_H2,POC,0,heat,"Wed, Jul 9",9:00 AM,bulk_rna,Tank_3,DNA/RNA shield,1533,CBLS_POC,IMG_4577,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POC_R0_H2,POC,0,heat,"Wed, Jul 9",9:00 AM,LCM,Tank_3,PAXgene,1533,CBLS_POC,IMG_4577,In flammable fridge in Paxgene Stabilizer,
POC_S0_H2,POC,0,heat,"Wed, Jul 9",9:00 AM,spatial,Tank_3,Formalin,1219,CBLS_POC,IMG_4578,In flammable fridge in 70% ethanol,
POC_P0_C3,POC,0,control,"Wed, Jul 9",9:00 AM, phys,Tank_6,LN2,1771,CBLS_POC,IMG_4579,In -80 Freezer G Shelf 1; Light blue mesh bag,Time: 9:37
POC_R0_C3,POC,0,control,"Wed, Jul 9",9:00 AM,bulk_rna,Tank_6,DNA/RNA shield,1439,CBLS_POC,IMG_4580,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POC_R0_C3,POC,0,control,"Wed, Jul 9",9:00 AM,LCM,Tank_6,PAXgene,1439,CBLS_POC,IMG_4580,Decalc 20250910,
POC_S0_C3,POC,0,control,"Wed, Jul 9",9:00 AM,spatial,Tank_6,Formalin,1337,CBLS_POC,IMG_4581,In flammable fridge in 70% ethanol,
POC_P0_C2,POC,0,control,"Wed, Jul 9",9:00 AM, phys,Tank_4,LN2,2404,CBLS_POC,IMG_4582,In -80 Freezer G Shelf 1; Light blue mesh bag,
POC_R0_C2,POC,0,control,"Wed, Jul 9",9:00 AM,bulk_rna,Tank_4,DNA/RNA shield,1315,CBLS_POC,IMG_4583,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POC_R0_C2,POC,0,control,"Wed, Jul 9",9:00 AM,LCM,Tank_4,PAXgene,1315,CBLS_POC,IMG_4583,In flammable fridge in Paxgene Stabilizer,
POC_S0_C2,POC,0,control,"Wed, Jul 9",9:00 AM,spatial,Tank_4,Formalin,1065,CBLS_POC,IMG_4584,In flammable fridge in 70% ethanol,
POC_P0_C1,POC,0,control,"Wed, Jul 9",9:00 AM, phys,Tank_1,LN2,1495,CBLS_POC,IMG_4585,In -80 Freezer G Shelf 1; Light blue mesh bag,
POC_R0_C1,POC,0,control,"Wed, Jul 9",9:00 AM,bulk_rna,Tank_1,DNA/RNA shield,1537,CBLS_POC,IMG_4586,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POC_R0_C1,POC,0,control,"Wed, Jul 9",9:00 AM,LCM,Tank_1,PAXgene,1537,CBLS_POC,IMG_4586,In flammable fridge in Paxgene Stabilizer,
POC_S0_C1,POC,0,control,"Wed, Jul 9",9:00 AM,spatial,Tank_1,Formalin,1254,CBLS_POC,IMG_4587,In flammable fridge in 70% ethanol,Time: 9:42
POC_P1_H2,POC,1,heat,"Wed, Jul 9",10:00 AM, phys,Tank_3,LN2,1234,CBLS_POC,IMG_4589,In -80 Freezer G Shelf 1; Light blue mesh bag,Time: 10:36
POC_R1_H2,POC,1,heat,"Wed, Jul 9",10:00 AM,bulk_rna,Tank_3,DNA/RNA shield,2737,CBLS_POC,IMG_4590,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POC_R1_H2,POC,1,heat,"Wed, Jul 9",10:00 AM,LCM,Tank_3,PAXgene,2737,CBLS_POC,IMG_4590,In flammable fridge in Paxgene Stabilizer,
POC_S1_H2,POC,1,heat,"Wed, Jul 9",10:00 AM,spatial,Tank_3,Formalin,2026,CBLS_POC,IMG_4591,In flammable fridge in 70% ethanol,
POC_P1_C2,POC,1,control,"Wed, Jul 9",10:00 AM, phys,Tank_4,LN2,1295,CBLS_POC,IMG_4592,In -80 Freezer G Shelf 1; Light blue mesh bag,
POC_R1_C2,POC,1,control,"Wed, Jul 9",10:00 AM,bulk_rna,Tank_4,DNA/RNA shield,1123,CBLS_POC,IMG_4593,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POC_R1_C2,POC,1,control,"Wed, Jul 9",10:00 AM,LCM,Tank_4,PAXgene,1123,CBLS_POC,IMG_4593,In flammable fridge in Paxgene Stabilizer,
POC_S1_C2,POC,1,control,"Wed, Jul 9",10:00 AM,spatial,Tank_4,Formalin,2073,CBLS_POC,IMG_4594,In flammable fridge in 70% ethanol,
POC_P1_H3,POC,1,heat,"Wed, Jul 9",10:00 AM, phys,Tank_5,LN2,2984,CBLS_POC,IMG_4595,In -80 Freezer G Shelf 1; Light blue mesh bag,
POC_R1_H3,POC,1,heat,"Wed, Jul 9",10:00 AM,bulk_rna,Tank_5,DNA/RNA shield,1177,CBLS_POC,IMG_4596,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POC_R1_H3,POC,1,heat,"Wed, Jul 9",10:00 AM,LCM,Tank_5,PAXgene,1177,CBLS_POC,IMG_4596,In flammable fridge in Paxgene Stabilizer,
POC_S1_H3,POC,1,heat,"Wed, Jul 9",10:00 AM,spatial,Tank_5,Formalin,1554,CBLS_POC,IMG_4597,In flammable fridge in 70% ethanol,
POC_P1_C1,POC,1,control,"Wed, Jul 9",10:00 AM, phys,Tank_1,LN2,1749,CBLS_POC,IMG_4598,In -80 Freezer G Shelf 1; Light blue mesh bag,Time: 10:45
POC_R1_C1,POC,1,control,"Wed, Jul 9",10:00 AM,bulk_rna,Tank_1,DNA/RNA shield,1118,CBLS_POC,IMG_4599,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POC_R1_C1,POC,1,control,"Wed, Jul 9",10:00 AM,LCM,Tank_1,PAXgene,1118,CBLS_POC,IMG_4599,In flammable fridge in Paxgene Stabilizer,
POC_S1_C1,POC,1,control,"Wed, Jul 9",10:00 AM,spatial,Tank_1,Formalin,2742,CBLS_POC,IMG_4600,In flammable fridge in 70% ethanol,
POC_P1_H1,POC,1,heat,"Wed, Jul 9",10:00 AM, phys,Tank_2,LN2,2376,CBLS_POC,IMG_4601,In -80 Freezer G Shelf 1; Light blue mesh bag,
POC_R1_H1,POC,1,heat,"Wed, Jul 9",10:00 AM,bulk_rna,Tank_2,DNA/RNA shield,2372,CBLS_POC,IMG_4602,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",NOTE: PAXgene and Formalin sample are from the same plug; DNA/RNA shield sample from different plug
POC_R1_H1,POC,1,heat,"Wed, Jul 9",10:00 AM,LCM,Tank_2,PAXgene,1616,CBLS_POC,IMG_4603,In flammable fridge in Paxgene Stabilizer,NOTE: PAXgene and Formalin sample are from the same plug; DNA/RNA shield sample from different plug
POC_S1_H1,POC,1,heat,"Wed, Jul 9",10:00 AM,spatial,Tank_2,Formalin,1616,CBLS_POC,IMG_4603,In flammable fridge in 70% ethanol,NOTE: PAXgene and Formalin sample are from the same plug; DNA/RNA shield sample from different plug
POC_P1_C3,POC,1,control,"Wed, Jul 9",10:00 AM, phys,Tank_6,LN2,1429,CBLS_POC,IMG_4604,In -80 Freezer G Shelf 1; Light blue mesh bag,
POC_R1_C3,POC,1,control,"Wed, Jul 9",10:00 AM,bulk_rna,Tank_6,DNA/RNA shield,1562,CBLS_POC,IMG_4605,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POC_R1_C3,POC,1,control,"Wed, Jul 9",10:00 AM,LCM,Tank_6,PAXgene,1562,CBLS_POC,IMG_4605,In flammable fridge in Paxgene Stabilizer,
POC_S1_C3,POC,1,control,"Wed, Jul 9",10:00 AM,spatial,Tank_6,Formalin,1559,CBLS_POC,IMG_4606,In flammable fridge in 70% ethanol,Time: 10:54
POC_P3_C2,POC,3,control,"Wed, Jul 9",12:00 PM, phys,Tank_4,LN2,2201,CBLS_POC,IMG_4608,In -80 Freezer G Shelf 1; Light blue mesh bag,Time: 12:37
POC_R3_C2,POC,3,control,"Wed, Jul 9",12:00 PM,bulk_rna,Tank_4,DNA/RNA shield,1752,CBLS_POC,IMG_4609,"Tube In -80 Freezer G Shelf 3, Zoe Rack; RNA sent for bulk RNA-seq 20250909",
POC_R3_C2,POC,3,control,"Wed, Jul 9",12:00 PM,LCM/spatial,Tank_4,PAXgene,1752,CBLS_POC,IMG_4609,"Subsampled; half clipped and put into new Paxgene 20260112, other half decalcified and embedded for ST",
POC_S3_C2,POC,3,control,"Wed, Jul 9",12:00 PM,spatial,Tank_4,Formalin,1547,CBLS_POC,IMG_4610,In flammable fridge in 70% ethanol,
POC_P3_H1,POC,3,heat,"Wed, Jul 9",12:00 PM, phys,Tank_2,LN2,1067,CBLS_POC,IMG_4611,In -80 Freezer G Shelf 1; Light blue mesh bag,
