Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
MON_R1_C2_S67_R2_001	51.093946677537396	44.0	151.0	18.181818181818183	18805394.0
MON_R1_C3_S24_R1_001	45.855045873415165	43.0	151.0	9.090909090909092	22531945.0
MON_R1_C3_S24_R2_001	43.39530322327124	43.0	151.0	9.090909090909092	22531945.0
MON_R1_H1_S13_R1_001	44.47166223452976	44.0	151.0	9.090909090909092	15214527.0
MON_R1_H1_S13_R2_001	42.45740440016147	44.0	151.0	9.090909090909092	15214527.0
MON_R1_H2_S38_R1_001	44.41522525741992	43.0	151.0	9.090909090909092	16761939.0
MON_R1_H2_S38_R2_001	42.30973074646913	43.0	151.0	9.090909090909092	16761939.0
MON_R1_H3_S101_R1_001	45.501961172436566	42.0	151.0	9.090909090909092	12319517.0
MON_R1_H3_S101_R2_001	42.52384517043417	43.0	151.0	9.090909090909092	12319517.0
MON_R24_C1_S50_R1_001	45.72977390335821	43.0	151.0	9.090909090909092	16499512.0
MON_R24_C1_S50_R2_001	43.261749153078746	43.0	151.0	9.090909090909092	16499512.0
MON_R24_C2_S25_R1_001	46.615564693116355	43.0	151.0	9.090909090909092	18442220.0
MON_R24_C2_S25_R2_001	43.935054518488045	44.0	151.0	9.090909090909092	18442220.0
MON_R24_C3_S35_R1_001	43.24512229128777	43.0	151.0	9.090909090909092	14951405.0
MON_R24_C3_S35_R2_001	39.8867305638693	43.0	151.0	9.090909090909092	14951405.0
MON_R24_H1_S69_R1_001	47.40980054924406	42.0	151.0	9.090909090909092	18635440.0
MON_R24_H1_S69_R2_001	43.56168058135339	43.0	151.0	9.090909090909092	18635440.0
MON_R24_H2_S98_R1_001	47.85117462105215	42.0	151.0	9.090909090909092	15511235.0
MON_R24_H2_S98_R2_001	43.73900412984262	43.0	151.0	9.090909090909092	15511235.0
MON_R24_H3_S79_R1_001	54.41916340321838	43.0	151.0	18.181818181818183	19036037.0
MON_R24_H3_S79_R2_001	49.9141574521356	43.0	151.0	9.090909090909092	19036037.0
MON_R3_C1_S76_R1_001	50.71737957350073	43.0	151.0	18.181818181818183	16955313.0
MON_R3_C1_S76_R2_001	45.47502984574111	43.0	151.0	9.090909090909092	16955313.0
MON_R3_C2_S99_R1_001	50.09401790762888	43.0	151.0	18.181818181818183	15880180.0
MON_R3_C2_S99_R2_001	46.741134258921434	43.0	151.0	9.090909090909092	15880180.0
MON_R3_C3_S31_R1_001	43.54606899563463	43.0	151.0	9.090909090909092	14000443.0
MON_R3_C3_S31_R2_001	40.96408794928739	43.0	151.0	9.090909090909092	14000443.0
MON_R3_H1_S21_R1_001	49.852285818376366	43.0	151.0	9.090909090909092	14301583.0
MON_R3_H1_S21_R2_001	48.1229500286439	43.0	151.0	9.090909090909092	14301583.0
MON_R3_H2_S94_R1_001	14.96414038491487	42.0	151.0	9.090909090909092	212458.0
MON_R3_H2_S94_R2_001	14.256707018729145	43.0	151.0	9.090909090909092	212458.0
MON_R3_H3_S97_R1_001	49.76783890376547	43.0	151.0	9.090909090909092	15368618.0
MON_R3_H3_S97_R2_001	46.0341740873086	43.0	151.0	9.090909090909092	15368618.0
MON_R72_C1_S22_R1_001	46.21651022811841	43.0	151.0	9.090909090909092	13578617.0
MON_R72_C1_S22_R2_001	43.761817589044284	43.0	151.0	9.090909090909092	13578617.0
MON_R72_C2_S68_R1_001	40.862316761624044	42.0	151.0	9.090909090909092	12010981.0
MON_R72_C2_S68_R2_001	37.340487196876694	43.0	151.0	9.090909090909092	12010981.0
MON_R72_C3_S34_R1_001	41.3338334187256	43.0	151.0	9.090909090909092	9972386.0
MON_R72_C3_S34_R2_001	39.578107971661225	44.0	151.0	9.090909090909092	9972386.0
MON_R72_H1_S3_R1_001	58.94020805011885	38.0	151.0	9.090909090909092	15398572.0
MON_R72_H1_S3_R2_001	57.79718192125185	38.0	151.0	18.181818181818183	15398572.0
MON_R72_H2_S4_R1_001	70.08258186755872	45.0	151.0	18.181818181818183	14157300.0
MON_R72_H2_S4_R2_001	69.77446927709255	45.0	151.0	27.27272727272727	14157300.0
MON_R72_H3_S44_R1_001	43.082803349177766	42.0	151.0	9.090909090909092	12701485.0
MON_R72_H3_S44_R2_001	39.66032650989455	42.0	151.0	9.090909090909092	12701485.0
POC_R0_C1_S104_R1_001	48.574884755488334	42.0	151.0	9.090909090909092	14852270.0
POC_R0_C1_S104_R2_001	44.63406913903388	42.0	151.0	9.090909090909092	14852270.0
POC_R0_C2_S37_R1_001	46.27170236145657	43.0	151.0	9.090909090909092	13643610.0
POC_R0_C2_S37_R2_001	44.45219578252723	43.0	151.0	9.090909090909092	13643610.0
POC_R0_C3_S1_R1_001	48.64454459853205	43.0	151.0	9.090909090909092	14368840.0
POC_R0_C3_S1_R2_001	46.98107380687093	43.0	151.0	9.090909090909092	14368840.0
POC_R0_H1_S102_R1_001	46.75230347326623	43.0	151.0	9.090909090909092	14337493.0
POC_R0_H1_S102_R2_001	43.62941610406102	43.0	151.0	9.090909090909092	14337493.0
POC_R0_H2_S52_R1_001	49.32785738416891	43.0	151.0	9.090909090909092	17288780.0
POC_R0_H2_S52_R2_001	48.20030469687124	43.0	151.0	9.090909090909092	17288780.0
POC_R0_H3_S64_R1_001	54.553711219919805	42.0	151.0	18.181818181818183	20823917.0
POC_R0_H3_S64_R2_001	52.956537913716204	43.0	151.0	18.181818181818183	20823917.0
POC_R120_C1_S19_R1_001	41.74481135164777	43.0	151.0	9.090909090909092	10212416.0
POC_R120_C1_S19_R2_001	40.322241295524364	43.0	151.0	9.090909090909092	10212416.0
POC_R120_C2_S111_R1_001	45.8897863773406	42.0	151.0	9.090909090909092	12849776.0
POC_R120_C2_S111_R2_001	42.55559230075949	43.0	151.0	9.090909090909092	12849776.0
POC_R120_C3_S120_R1_001	47.832513239146344	42.0	151.0	9.090909090909092	14249114.0
POC_R120_C3_S120_R2_001	43.49828735580768	42.0	151.0	9.090909090909092	14249114.0
POC_R120_H1_S122_R1_001	53.99998558396995	43.0	151.0	18.181818181818183	14073855.0
POC_R120_H1_S122_R2_001	51.28013302797174	43.0	151.0	18.181818181818183	14073855.0
POC_R120_H2_S92_R1_001	42.03384217638184	43.0	151.0	9.090909090909092	12471533.0
POC_R120_H2_S92_R2_001	39.106122943906996	43.0	151.0	9.090909090909092	12471533.0
POC_R120_H3_S17_R1_001	46.419831588272885	43.0	151.0	9.090909090909092	14312992.0
POC_R120_H3_S17_R2_001	44.82334488627473	43.0	151.0	9.090909090909092	14312992.0
POC_R12_C1_S18_R1_001	46.064098991145705	43.0	151.0	9.090909090909092	16028995.0
POC_R12_C1_S18_R2_001	44.78915236012564	43.0	151.0	9.090909090909092	16028995.0
POC_R12_C2_S83_R1_001	51.85592565837403	43.0	151.0	18.181818181818183	20945794.0
POC_R12_C2_S83_R2_001	50.17141786232269	43.0	151.0	18.181818181818183	20945794.0
POC_R12_C3_S103_R1_001	44.8844711768001	42.0	151.0	9.090909090909092	10301123.0
POC_R12_C3_S103_R2_001	41.55127319117561	43.0	151.0	9.090909090909092	10301123.0
POC_R12_H1_S85_R1_001	54.844940775312566	43.0	151.0	18.181818181818183	18902261.0
POC_R12_H1_S85_R2_001	53.460500694712984	43.0	151.0	18.181818181818183	18902261.0
POC_R12_H2_S14_R1_001	49.95678093834145	43.0	151.0	9.090909090909092	18863456.0
POC_R12_H2_S14_R2_001	48.84892234870296	43.0	151.0	9.090909090909092	18863456.0
POC_R12_H3_S124_R1_001	44.4341221748358	42.0	151.0	9.090909090909092	12004201.0
POC_R12_H3_S124_R2_001	40.689791149849775	42.0	151.0	9.090909090909092	12004201.0
POC_R1_C1_S29_R1_001	46.24024113925781	43.0	151.0	9.090909090909092	14987061.0
POC_R1_C1_S29_R2_001	45.010481775139496	43.0	151.0	9.090909090909092	14987061.0
POC_R1_C2_S117_R1_001	39.49485994645078	42.0	151.0	9.090909090909092	8884161.0
POC_R1_C2_S117_R2_001	35.56743497484564	42.0	151.0	9.090909090909092	8884161.0
POC_R1_C3_S49_R1_001	52.02155560311706	42.0	151.0	18.181818181818183	18891320.0
POC_R1_C3_S49_R2_001	50.626359396613985	43.0	151.0	18.181818181818183	18891320.0
POC_R1_H1_S45_R1_001	42.0408781230975	42.0	151.0	9.090909090909092	10888152.0
POC_R1_H1_S45_R2_001	39.93884212911885	43.0	151.0	9.090909090909092	10888152.0
POC_R1_H2_S70_R1_001	48.24009592595302	42.0	151.0	9.090909090909092	20127244.0
POC_R1_H2_S70_R2_001	46.297271946517945	43.0	151.0	9.090909090909092	20127244.0
POC_R1_H3_S93_R1_001	55.73944649620745	43.0	151.0	18.181818181818183	19931450.0
POC_R1_H3_S93_R2_001	54.296376571567926	43.0	151.0	27.27272727272727	19931450.0
POC_R24_C1_S81_R1_001	54.989317118825525	43.0	151.0	18.181818181818183	21230454.0
POC_R24_C1_S81_R2_001	53.075832835117644	43.0	151.0	18.181818181818183	21230454.0
POC_R24_C2_S9_R1_001	53.565983335634684	43.0	151.0	18.181818181818183	16480319.0
POC_R24_C2_S9_R2_001	52.30888086277247	43.0	151.0	18.181818181818183	16480319.0
POC_R24_C3_S63_R1_001	54.74802822888614	42.0	151.0	18.181818181818183	22803627.0
POC_R24_C3_S63_R2_001	53.15214593434337	43.0	151.0	18.181818181818183	22803627.0
POC_R24_H1_S53_R1_001	45.141275513966086	42.0	151.0	9.090909090909092	14431154.0
POC_R24_H1_S53_R2_001	43.33066761800585	42.0	151.0	9.090909090909092	14431154.0
POC_R24_H2_S78_R1_001	48.525168874136426	43.0	151.0	9.090909090909092	16821207.0
POC_R24_H2_S78_R2_001	46.36851552813774	43.0	151.0	9.090909090909092	16821207.0
POC_R24_H3_S56_R1_001	53.840687803017	42.0	151.0	18.181818181818183	18129516.0
POC_R24_H3_S56_R2_001	52.519166656546986	43.0	151.0	18.181818181818183	18129516.0
POC_R3_C1_S125_R1_001	45.62836931481081	42.0	151.0	9.090909090909092	8937301.0
POC_R3_C1_S125_R2_001	42.728004358122384	43.0	151.0	9.090909090909092	8937301.0
POC_R3_C2_S28_R1_001	47.113086104342564	43.0	151.0	9.090909090909092	14091201.0
POC_R3_C2_S28_R2_001	45.60641256767344	43.0	151.0	9.090909090909092	14091201.0
POC_R3_C3_S74_R1_001	57.12277547060658	43.0	151.0	18.181818181818183	22321928.0
POC_R3_C3_S74_R2_001	55.69565637707352	43.0	151.0	18.181818181818183	22321928.0
POC_R3_H1_S106_R1_001	47.365893981952745	43.0	151.0	9.090909090909092	12210004.0
POC_R3_H1_S106_R2_001	45.119502282292586	43.0	151.0	9.090909090909092	12210004.0
POC_R3_H2_S57_R1_001	22.155979673897335	43.0	151.0	9.090909090909092	182030.0
POC_R3_H2_S57_R2_001	21.97913518206086	43.0	151.0	9.090909090909092	182030.0
POC_R3_H3_S59_R1_001	54.8373863220367	43.0	151.0	18.181818181818183	17070662.0
POC_R3_H3_S59_R2_001	54.1789200689713	43.0	151.0	18.181818181818183	17070662.0
POC_R72_C1_S112_R1_001	49.565166857878204	42.0	151.0	9.090909090909092	14495585.0
POC_R72_C1_S112_R2_001	46.94361472610744	43.0	151.0	9.090909090909092	14495585.0
POC_R72_C2_S8_R1_001	52.51401912417358	43.0	151.0	18.181818181818183	23344490.0
POC_R72_C2_S8_R2_001	50.66733447655659	43.0	151.0	18.181818181818183	23344490.0
POC_R72_C3_S39_R1_001	46.91172291381911	43.0	151.0	9.090909090909092	17950200.0
POC_R72_C3_S39_R2_001	44.98684773018006	43.0	151.0	9.090909090909092	17950200.0
POC_R72_H1_S48_R1_001	53.759362100885745	42.0	151.0	18.181818181818183	22379909.0
POC_R72_H1_S48_R2_001	52.406464722078724	43.0	151.0	18.181818181818183	22379909.0
POC_R72_H2_S75_R1_001	50.27888617192419	43.0	151.0	18.181818181818183	17222141.0
POC_R72_H2_S75_R2_001	48.75727479639793	43.0	151.0	9.090909090909092	17222141.0
POC_R72_H3_S91_R1_001	51.211766726559844	43.0	151.0	18.181818181818183	15501693.0
POC_R72_H3_S91_R2_001	49.12350166346972	43.0	151.0	9.090909090909092	15501693.0
POR_R0_C1_S77_R1_001	83.27773490249419	49.0	151.0	9.090909090909092	13225356.0
POR_R0_C1_S77_R2_001	81.49834625461034	47.0	151.0	27.27272727272727	13225356.0
POR_R0_C2_S32_R1_001	84.74534605295091	48.0	151.0	9.090909090909092	18657814.0
POR_R0_C2_S32_R2_001	83.78367865120696	47.0	151.0	27.27272727272727	18657814.0
POR_R0_C3_S54_R1_001	64.78801773769023	46.0	151.0	9.090909090909092	12388386.0
POR_R0_C3_S54_R2_001	63.72017474368499	46.0	151.0	18.181818181818183	12388386.0
POR_R0_H1_S23_R1_001	85.74716845491005	49.0	151.0	18.181818181818183	16553876.0
POR_R0_H1_S23_R2_001	84.87802990689802	48.0	151.0	27.27272727272727	16553876.0
POR_R0_H2_S6_R1_001	83.69759769950497	49.0	151.0	9.090909090909092	13739092.0
POR_R0_H2_S6_R2_001	82.89050002260649	48.0	151.0	18.181818181818183	13739092.0
POR_R0_H3_S60_R1_001	82.11888244696885	48.0	151.0	9.090909090909092	19415189.0
POR_R0_H3_S60_R2_001	81.21999099442394	48.0	151.0	18.181818181818183	19415189.0
POR_R120_C1_S126_R1_001	89.92406232334878	50.0	151.0	27.27272727272727	10416885.0
POR_R120_C1_S126_R2_001	88.44020416409603	49.0	151.0	27.27272727272727	10416885.0
POR_R120_C2_S87_R1_001	72.72672398898322	47.0	151.0	9.090909090909092	21010923.0
POR_R120_C2_S87_R2_001	71.78592735004054	47.0	151.0	18.181818181818183	21010923.0
POR_R120_C3_S80_R1_001	92.5027382429173	50.0	151.0	27.27272727272727	21152455.0
POR_R120_C3_S80_R2_001	91.52294932155161	49.0	151.0	27.27272727272727	21152455.0
POR_R120_H1_S47_R1_001	20.633548855173586	44.0	151.0	0.0	93726.0
POR_R120_H1_S47_R2_001	20.298529756951112	44.0	151.0	9.090909090909092	93726.0
POR_R120_H2_S46_R1_001	55.257912092811104	43.0	151.0	18.181818181818183	19900205.0
POR_R120_H2_S46_R2_001	54.26867992636679	43.0	151.0	18.181818181818183	19900205.0
POR_R120_H3_S123_R1_001	83.50262718476742	49.0	151.0	9.090909090909092	12712210.0
POR_R120_H3_S123_R2_001	82.37516719379882	48.0	151.0	27.27272727272727	12712210.0
POR_R12_C1_S109_R1_001	87.33380745710815	50.0	151.0	18.181818181818183	11006367.0
POR_R12_C1_S109_R2_001	86.40456931436755	49.0	151.0	27.27272727272727	11006367.0
POR_R12_C2_S105_R1_001	71.64506193413449	46.0	151.0	9.090909090909092	18353366.0
POR_R12_C2_S105_R2_001	70.1785894227921	46.0	151.0	27.27272727272727	18353366.0
POR_R12_C3_S114_R1_001	86.7440374906644	49.0	151.0	18.181818181818183	15184451.0
POR_R12_C3_S114_R2_001	85.55232393963601	48.0	151.0	27.27272727272727	15184451.0
POR_R12_H1_S2_R1_001	54.4103391832202	45.0	151.0	9.090909090909092	13182852.0
POR_R12_H1_S2_R2_001	53.36933252883528	45.0	151.0	18.181818181818183	13182852.0
POR_R12_H2_S88_R1_001	70.84959622380455	45.0	151.0	9.090909090909092	20845245.0
POR_R12_H2_S88_R2_001	69.90011542413134	45.0	151.0	18.181818181818183	20845245.0
POR_R12_H3_S42_R1_001	71.73002396211928	47.0	151.0	9.090909090909092	20256371.0
POR_R12_H3_S42_R2_001	70.97329428329779	46.0	151.0	18.181818181818183	20256371.0
POR_R1_C1_S66_R1_001	88.85546529662419	50.0	151.0	27.27272727272727	11793558.0
POR_R1_C1_S66_R2_001	88.1696725234101	49.0	151.0	27.27272727272727	11793558.0
POR_R1_C2_S116_R1_001	70.10199574958732	47.0	151.0	9.090909090909092	11362342.0
POR_R1_C2_S116_R2_001	68.57474820992914	47.0	151.0	18.181818181818183	11362342.0
POR_R1_C3_S12_R1_001	74.13325886525527	47.0	151.0	9.090909090909092	11481574.0
POR_R1_C3_S12_R2_001	73.53760494844974	47.0	151.0	18.181818181818183	11481574.0
POR_R1_H1_S73_R1_001	92.13264722614045	50.0	151.0	27.27272727272727	18808752.0
POR_R1_H1_S73_R2_001	91.27300736235291	49.0	151.0	27.27272727272727	18808752.0
POR_R1_H2_S62_R1_001	90.43133979021694	50.0	151.0	18.181818181818183	17569528.0
POR_R1_H2_S62_R2_001	89.78076313569944	49.0	151.0	27.27272727272727	17569528.0
POR_R1_H3_S86_R1_001	82.65992257157833	48.0	151.0	9.090909090909092	21978703.0
POR_R1_H3_S86_R2_001	81.65600772340434	47.0	151.0	27.27272727272727	21978703.0
POR_R24_C1_S65_R1_001	73.52381644734767	47.0	151.0	9.090909090909092	21550555.0
POR_R24_C1_S65_R2_001	72.58491213848706	46.0	151.0	18.181818181818183	21550555.0
POR_R24_C2_S15_R1_001	83.58762157837594	49.0	151.0	9.090909090909092	16091796.0
POR_R24_C2_S15_R2_001	82.54692997131735	48.0	151.0	18.181818181818183	16091796.0
POR_R24_C3_S40_R1_001	59.53723149478648	49.0	151.0	27.27272727272727	27141.0
POR_R24_C3_S40_R2_001	60.112007663682256	48.0	151.0	27.27272727272727	27141.0
POR_R24_H1_S119_R1_001	96.07628067428558	50.0	151.0	27.27272727272727	13039763.0
POR_R24_H1_S119_R2_001	94.98050676994266	49.0	151.0	27.27272727272727	13039763.0
POR_R24_H2_S20_R1_001	66.26644530851921	45.0	151.0	9.090909090909092	15840224.0
POR_R24_H2_S20_R2_001	65.19907983312454	45.0	151.0	18.181818181818183	15840224.0
POR_R24_H3_S95_R1_001	68.87485287923455	46.0	151.0	9.090909090909092	20916554.0
POR_R24_H3_S95_R2_001	67.3515106060858	45.0	151.0	27.27272727272727	20916554.0
POR_R3_C1_S30_R1_001	70.10551884217094	47.0	151.0	9.090909090909092	15543569.0
POR_R3_C1_S30_R2_001	69.17802883182225	46.0	151.0	18.181818181818183	15543569.0
POR_R3_C2_S61_R1_001	50.332332761578044	48.0	151.0	27.27272727272727	27984.0
POR_R3_C2_S61_R2_001	50.18224699828473	47.0	151.0	18.181818181818183	27984.0
POR_R3_C3_S58_R1_001	83.92694642776186	49.0	151.0	9.090909090909092	15040627.0
POR_R3_C3_S58_R2_001	82.94972835270018	48.0	151.0	18.181818181818183	15040627.0
POR_R3_H1_S108_R1_001	70.43526810179875	47.0	151.0	9.090909090909092	10757285.0
POR_R3_H1_S108_R2_001	69.15893744292342	46.0	151.0	18.181818181818183	10757285.0
POR_R3_H2_S82_R1_001	63.17807654814993	45.0	151.0	9.090909090909092	19721599.0
POR_R3_H2_S82_R2_001	60.92861027388224	44.0	151.0	18.181818181818183	19721599.0
POR_R3_H3_S33_R1_001	76.41465984435274	48.0	151.0	9.090909090909092	12925860.0
POR_R3_H3_S33_R2_001	75.24902083373364	47.0	151.0	18.181818181818183	12925860.0
POR_R72_C1_S5_R1_001	84.97869487137939	48.0	151.0	9.090909090909092	15935878.0
POR_R72_C1_S5_R2_001	84.15528783947843	48.0	151.0	18.181818181818183	15935878.0
POR_R72_C2_S71_R1_001	74.39343400050475	47.0	151.0	9.090909090909092	17821962.0
POR_R72_C2_S71_R2_001	73.2144081707788	47.0	151.0	18.181818181818183	17821962.0
POR_R72_C3_S55_R1_001	69.69280160175136	48.0	151.0	18.181818181818183	15426025.0
POR_R72_C3_S55_R2_001	68.34964566991015	47.0	151.0	27.27272727272727	15426025.0
POR_R72_H1_S100_R1_001	92.29140642206116	51.0	151.0	36.36363636363637	10983706.0
POR_R72_H1_S100_R2_001	91.49221307012343	50.0	151.0	36.36363636363637	10983706.0
POR_R72_H2_S51_R1_001	93.82602615975416	50.0	151.0	36.36363636363637	15254037.0
POR_R72_H2_S51_R2_001	92.90992753200803	49.0	151.0	36.36363636363637	15254037.0
POR_R72_H3_S10_R1_001	64.49802342305105	45.0	151.0	9.090909090909092	16191355.0
POR_R72_H3_S10_R2_001	63.36662468020201	45.0	151.0	18.181818181818183	16191355.0
run-2-MON_R0_C2_S48_R1_001	28.82601302287631	43.0	151.0	18.181818181818183	3994923.0
run-2-MON_R0_C2_S48_R2_001	24.77223252799135	43.0	151.0	18.181818181818183	3994923.0
run-2-MON_R0_C3_S40_R1_001	28.94284350468436	43.0	151.0	27.27272727272727	4007859.0
run-2-MON_R0_C3_S40_R2_001	25.186879864563835	43.0	151.0	18.181818181818183	4007859.0
run-2-MON_R0_H2_S43_R1_001	27.681310262638988	43.0	151.0	27.27272727272727	3292779.0
run-2-MON_R0_H2_S43_R2_001	24.483673167576953	43.0	151.0	18.181818181818183	3292779.0
run-2-MON_R120_C3_S61_R1_001	47.74134354948614	42.0	151.0	27.27272727272727	8700521.0
run-2-MON_R120_C3_S61_R2_001	34.46158495184203	43.0	151.0	18.181818181818183	8700521.0
run-2-MON_R120_H3_S46_R1_001	32.79577108506369	43.0	151.0	27.27272727272727	4633310.0
run-2-MON_R120_H3_S46_R2_001	28.560447105484755	43.0	151.0	18.181818181818183	4633310.0
run-2-MON_R12_H1_S26_R1_001	31.99822591638919	43.0	151.0	18.181818181818183	4716027.0
run-2-MON_R12_H1_S26_R2_001	28.360996701401163	43.0	151.0	18.181818181818183	4716027.0
run-2-MON_R1_H3_S35_R1_001	29.161657740500175	43.0	151.0	27.27272727272727	3974482.0
run-2-MON_R1_H3_S35_R2_001	25.903426614863506	43.0	151.0	18.181818181818183	3974482.0
run-2-MON_R24_C3_S25_R1_001	28.59511887697161	43.0	151.0	27.27272727272727	5203449.0
run-2-MON_R24_C3_S25_R2_001	24.79593526617964	43.0	151.0	18.181818181818183	5203449.0
run-2-MON_R3_C3_S23_R1_001	27.838482277406257	43.0	151.0	27.27272727272727	4559576.0
run-2-MON_R3_C3_S23_R2_001	24.804891270440578	44.0	151.0	18.181818181818183	4559576.0
run-2-MON_R3_H1_S19_R1_001	35.02739499836683	43.0	151.0	18.181818181818183	5204910.0
run-2-MON_R3_H1_S19_R2_001	31.808632289519025	44.0	151.0	18.181818181818183	5204910.0
run-2-MON_R3_H2_S62_R1_001	48.22137727343085	42.0	151.0	18.181818181818183	11263517.0
run-2-MON_R3_H2_S62_R2_001	38.352938623518625	42.0	151.0	9.090909090909092	11263517.0
run-2-MON_R72_C1_S20_R1_001	32.3335628330165	43.0	151.0	9.090909090909092	5302350.0
run-2-MON_R72_C1_S20_R2_001	29.281763263851474	43.0	151.0	18.181818181818183	5302350.0
run-2-MON_R72_C2_S33_R1_001	25.38675432972697	43.0	151.0	18.181818181818183	3945080.0
run-2-MON_R72_C2_S33_R2_001	21.847247404200175	43.0	151.0	18.181818181818183	3945080.0
run-2-MON_R72_C3_S56_R1_001	48.18460933647211	43.0	151.0	27.27272727272727	13144024.0
run-2-MON_R72_C3_S56_R2_001	37.10741085795915	43.0	151.0	18.181818181818183	13144024.0
run-2-MON_R72_H2_S14_R1_001	56.907882500488846	45.0	151.0	36.36363636363637	6878576.0
run-2-MON_R72_H2_S14_R2_001	55.40367392342804	45.0	151.0	36.36363636363637	6878576.0
run-2-MON_R72_H3_S28_R1_001	27.188663902540128	42.0	151.0	27.27272727272727	4128731.0
run-2-MON_R72_H3_S28_R2_001	23.58772010356634	43.0	151.0	18.181818181818183	4128731.0
run-2-POC_R0_C1_S38_R1_001	30.493469762912625	43.0	151.0	27.27272727272727	4425453.0
run-2-POC_R0_C1_S38_R2_001	26.183163666593913	43.0	151.0	18.181818181818183	4425453.0
run-2-POC_R0_C2_S27_R1_001	31.71878317464237	43.0	151.0	27.27272727272727	4819950.0
run-2-POC_R0_C2_S27_R2_001	29.16515994962701	43.0	151.0	18.181818181818183	4819950.0
run-2-POC_R0_C3_S12_R1_001	34.65136334446589	44.0	151.0	27.27272727272727	5157725.0
