Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
MON_R0_C1_S96_R1_001	MON_R0_C1_S96_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34559724.0	5.2 Gbp	0.0	151.0	43.0	40.95265704333752	151.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	warn
MON_R0_C1_S96_R2_001	MON_R0_C1_S96_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34559724.0	5.2 Gbp	0.0	151.0	43.0	43.24845804212	151.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	warn
MON_R0_C2_S118_R1_001	MON_R0_C2_S118_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12219803.0	1.8 Gbp	0.0	151.0	43.0	55.20245162187253	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R0_C2_S118_R2_001	MON_R0_C2_S118_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12219803.0	1.8 Gbp	0.0	151.0	43.0	59.12358996813354	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R0_C3_S107_R1_001	MON_R0_C3_S107_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13524272.0	2 Gbp	0.0	151.0	43.0	54.06617739712109	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R0_C3_S107_R2_001	MON_R0_C3_S107_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13524272.0	2 Gbp	0.0	151.0	43.0	57.9441047602702	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R0_H1_S89_R1_001	MON_R0_H1_S89_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26074354.0	3.9 Gbp	0.0	151.0	45.0	49.198695969448885	151.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	warn
MON_R0_H1_S89_R2_001	MON_R0_H1_S89_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26074354.0	3.9 Gbp	0.0	151.0	45.0	51.83687614731003	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R0_H2_S110_R1_001	MON_R0_H2_S110_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10765035.0	1.6 Gbp	0.0	151.0	43.0	55.86656862639499	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R0_H2_S110_R2_001	MON_R0_H2_S110_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10765035.0	1.6 Gbp	0.0	151.0	43.0	58.984925159455074	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R0_H3_S27_R1_001	MON_R0_H3_S27_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17154834.0	2.5 Gbp	0.0	151.0	42.0	55.533065479757504	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R0_H3_S27_R2_001	MON_R0_H3_S27_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17154834.0	2.5 Gbp	0.0	151.0	43.0	58.00368835149234	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R120_C1_S72_R1_001	MON_R120_C1_S72_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20393993.0	3 Gbp	0.0	151.0	43.0	50.26174689924616	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R120_C1_S72_R2_001	MON_R120_C1_S72_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20393993.0	3 Gbp	0.0	151.0	43.0	53.00441851082807	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R120_C2_S115_R1_001	MON_R120_C2_S115_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18599062.0	2.8 Gbp	0.0	151.0	43.0	49.6008477366246	151.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	warn
MON_R120_C2_S115_R2_001	MON_R120_C2_S115_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18599062.0	2.8 Gbp	0.0	151.0	44.0	53.216454005965275	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	pass	warn
MON_R120_C3_S84_R1_001	MON_R120_C3_S84_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	304563.0	45.9 Mbp	0.0	151.0	43.0	84.50696124110047	151.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	warn
MON_R120_C3_S84_R2_001	MON_R120_C3_S84_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	304563.0	45.9 Mbp	0.0	151.0	43.0	85.77686557612414	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	warn	warn
MON_R120_H1_S7_R1_001	MON_R120_H1_S7_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15587847.0	2.3 Gbp	0.0	151.0	42.0	55.28188853662345	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R120_H1_S7_R2_001	MON_R120_H1_S7_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15587847.0	2.3 Gbp	0.0	151.0	42.0	58.2091682801499	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R120_H2_S90_R1_001	MON_R120_H2_S90_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28317909.0	4.2 Gbp	0.0	151.0	43.0	44.97171237204235	151.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	warn
MON_R120_H2_S90_R2_001	MON_R120_H2_S90_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28317909.0	4.2 Gbp	0.0	151.0	43.0	48.765928898606106	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	warn
MON_R120_H3_S113_R1_001	MON_R120_H3_S113_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14099609.0	2.1 Gbp	0.0	151.0	42.0	51.20507442554939	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R120_H3_S113_R2_001	MON_R120_H3_S113_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14099609.0	2.1 Gbp	0.0	151.0	43.0	54.66323557777593	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R12_C1_S121_R1_001	MON_R12_C1_S121_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15180622.0	2.2 Gbp	0.0	151.0	43.0	51.0862841430367	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R12_C1_S121_R2_001	MON_R12_C1_S121_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15180622.0	2.2 Gbp	0.0	151.0	43.0	55.77077565369728	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R12_C2_S26_R1_001	MON_R12_C2_S26_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15954021.0	2.4 Gbp	0.0	151.0	43.0	55.41184911971515	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R12_C2_S26_R2_001	MON_R12_C2_S26_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15954021.0	2.4 Gbp	0.0	151.0	43.0	57.69060154952367	151.0	pass	pass	fail	pass	warn	warn	pass	pass	warn	warn	warn
MON_R12_C3_S16_R1_001	MON_R12_C3_S16_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18140126.0	2.7 Gbp	0.0	151.0	43.0	53.551323285771126	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R12_C3_S16_R2_001	MON_R12_C3_S16_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18140126.0	2.7 Gbp	0.0	151.0	43.0	56.29580627916254	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R12_H1_S36_R1_001	MON_R12_H1_S36_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13995583.0	2.1 Gbp	0.0	151.0	43.0	52.58767920108526	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R12_H1_S36_R2_001	MON_R12_H1_S36_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13995583.0	2.1 Gbp	0.0	151.0	43.0	55.18465333803553	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R12_H2_S11_R1_001	MON_R12_H2_S11_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16915763.0	2.5 Gbp	0.0	151.0	43.0	50.00849443274497	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R12_H2_S11_R2_001	MON_R12_H2_S11_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16915763.0	2.5 Gbp	0.0	151.0	43.0	52.14094670386298	151.0	pass	pass	fail	pass	warn	warn	pass	pass	warn	warn	warn
MON_R12_H3_S43_R1_001	MON_R12_H3_S43_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15363615.0	2.3 Gbp	0.0	151.0	42.0	54.238734076525475	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R12_H3_S43_R2_001	MON_R12_H3_S43_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15363615.0	2.3 Gbp	0.0	151.0	43.0	56.759197186982306	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R1_C1_S41_R1_001	MON_R1_C1_S41_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18285161.0	2.7 Gbp	0.0	151.0	43.0	53.3238604936494	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R1_C1_S41_R2_001	MON_R1_C1_S41_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18285161.0	2.7 Gbp	0.0	151.0	43.0	55.27395631586815	151.0	pass	pass	fail	pass	warn	warn	pass	pass	warn	warn	warn
MON_R1_C2_S67_R1_001	MON_R1_C2_S67_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18805394.0	2.8 Gbp	0.0	151.0	43.0	47.40603199934055	151.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	warn
MON_R1_C2_S67_R2_001	MON_R1_C2_S67_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18805394.0	2.8 Gbp	0.0	151.0	44.0	48.906053322462604	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	warn
MON_R1_C3_S24_R1_001	MON_R1_C3_S24_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22531945.0	3.4 Gbp	0.0	151.0	43.0	54.144954126584835	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R1_C3_S24_R2_001	MON_R1_C3_S24_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22531945.0	3.4 Gbp	0.0	151.0	43.0	56.60469677672876	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R1_H1_S13_R1_001	MON_R1_H1_S13_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15214527.0	2.2 Gbp	0.0	151.0	44.0	55.52833776547024	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R1_H1_S13_R2_001	MON_R1_H1_S13_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15214527.0	2.2 Gbp	0.0	151.0	44.0	57.54259559983853	151.0	pass	pass	fail	pass	warn	warn	pass	pass	warn	warn	warn
MON_R1_H2_S38_R1_001	MON_R1_H2_S38_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16761939.0	2.5 Gbp	0.0	151.0	43.0	55.58477474258008	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R1_H2_S38_R2_001	MON_R1_H2_S38_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16761939.0	2.5 Gbp	0.0	151.0	43.0	57.69026925353087	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R1_H3_S101_R1_001	MON_R1_H3_S101_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12319517.0	1.8 Gbp	0.0	151.0	42.0	54.498038827563434	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R1_H3_S101_R2_001	MON_R1_H3_S101_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12319517.0	1.8 Gbp	0.0	151.0	43.0	57.47615482956583	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R24_C1_S50_R1_001	MON_R24_C1_S50_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16499512.0	2.4 Gbp	0.0	151.0	43.0	54.27022609664179	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R24_C1_S50_R2_001	MON_R24_C1_S50_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16499512.0	2.4 Gbp	0.0	151.0	43.0	56.738250846921254	151.0	pass	pass	fail	pass	warn	warn	pass	pass	warn	warn	warn
MON_R24_C2_S25_R1_001	MON_R24_C2_S25_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18442220.0	2.7 Gbp	0.0	151.0	43.0	53.384435306883645	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R24_C2_S25_R2_001	MON_R24_C2_S25_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18442220.0	2.7 Gbp	0.0	151.0	44.0	56.064945481511955	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R24_C3_S35_R1_001	MON_R24_C3_S35_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14951405.0	2.2 Gbp	0.0	151.0	43.0	56.75487770871223	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R24_C3_S35_R2_001	MON_R24_C3_S35_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14951405.0	2.2 Gbp	0.0	151.0	43.0	60.1132694361307	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R24_H1_S69_R1_001	MON_R24_H1_S69_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18635440.0	2.8 Gbp	0.0	151.0	42.0	52.59019945075594	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R24_H1_S69_R2_001	MON_R24_H1_S69_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18635440.0	2.8 Gbp	0.0	151.0	43.0	56.43831941864661	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R24_H2_S98_R1_001	MON_R24_H2_S98_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15511235.0	2.3 Gbp	0.0	151.0	42.0	52.14882537894785	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R24_H2_S98_R2_001	MON_R24_H2_S98_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15511235.0	2.3 Gbp	0.0	151.0	43.0	56.26099587015738	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R24_H3_S79_R1_001	MON_R24_H3_S79_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19036037.0	2.8 Gbp	0.0	151.0	43.0	45.58083659678162	151.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	pass
MON_R24_H3_S79_R2_001	MON_R24_H3_S79_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19036037.0	2.8 Gbp	0.0	151.0	43.0	50.0858425478644	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	pass
MON_R3_C1_S76_R1_001	MON_R3_C1_S76_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16955313.0	2.5 Gbp	0.0	151.0	43.0	49.28262042649927	151.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	warn
MON_R3_C1_S76_R2_001	MON_R3_C1_S76_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16955313.0	2.5 Gbp	0.0	151.0	43.0	54.52497015425889	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R3_C2_S99_R1_001	MON_R3_C2_S99_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15880180.0	2.3 Gbp	0.0	151.0	43.0	49.90598209237112	151.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	warn
MON_R3_C2_S99_R2_001	MON_R3_C2_S99_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15880180.0	2.3 Gbp	0.0	151.0	43.0	53.258865741078566	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R3_C3_S31_R1_001	MON_R3_C3_S31_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14000443.0	2.1 Gbp	0.0	151.0	43.0	56.45393100436537	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R3_C3_S31_R2_001	MON_R3_C3_S31_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14000443.0	2.1 Gbp	0.0	151.0	43.0	59.03591205071261	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R3_H1_S21_R1_001	MON_R3_H1_S21_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14301583.0	2.1 Gbp	0.0	151.0	43.0	50.147714181623634	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R3_H1_S21_R2_001	MON_R3_H1_S21_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14301583.0	2.1 Gbp	0.0	151.0	43.0	51.8770499713561	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R3_H2_S94_R1_001	MON_R3_H2_S94_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	212458.0	32 Mbp	0.0	151.0	42.0	85.03585961508513	151.0	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	warn
MON_R3_H2_S94_R2_001	MON_R3_H2_S94_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	212458.0	32 Mbp	0.0	151.0	43.0	85.74329298127086	151.0	pass	pass	fail	pass	warn	warn	pass	pass	pass	warn	warn
MON_R3_H3_S97_R1_001	MON_R3_H3_S97_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15368618.0	2.3 Gbp	0.0	151.0	43.0	50.23216109623453	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R3_H3_S97_R2_001	MON_R3_H3_S97_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15368618.0	2.3 Gbp	0.0	151.0	43.0	53.9658259126914	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R72_C1_S22_R1_001	MON_R72_C1_S22_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13578617.0	2 Gbp	0.0	151.0	43.0	53.78348977188159	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R72_C1_S22_R2_001	MON_R72_C1_S22_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13578617.0	2 Gbp	0.0	151.0	43.0	56.238182410955716	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	pass	warn
MON_R72_C2_S68_R1_001	MON_R72_C2_S68_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12010981.0	1.8 Gbp	0.0	151.0	42.0	59.137683238375956	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R72_C2_S68_R2_001	MON_R72_C2_S68_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12010981.0	1.8 Gbp	0.0	151.0	43.0	62.659512803123306	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
MON_R72_C3_S34_R1_001	MON_R72_C3_S34_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9972386.0	1.5 Gbp	0.0	151.0	43.0	58.6661665812744	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R72_C3_S34_R2_001	MON_R72_C3_S34_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9972386.0	1.5 Gbp	0.0	151.0	44.0	60.421892028338775	151.0	pass	pass	fail	pass	warn	warn	pass	pass	warn	warn	warn
MON_R72_H1_S3_R1_001	MON_R72_H1_S3_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15398572.0	2.3 Gbp	0.0	151.0	38.0	41.05979194988115	151.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	warn
MON_R72_H1_S3_R2_001	MON_R72_H1_S3_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15398572.0	2.3 Gbp	0.0	151.0	38.0	42.20281807874815	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	warn
MON_R72_H2_S4_R1_001	MON_R72_H2_S4_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14157300.0	2.1 Gbp	0.0	151.0	45.0	29.917418132441288	151.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	pass	warn
MON_R72_H2_S4_R2_001	MON_R72_H2_S4_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14157300.0	2.1 Gbp	0.0	151.0	45.0	30.22553072290745	151.0	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	warn
MON_R72_H3_S44_R1_001	MON_R72_H3_S44_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12701485.0	1.9 Gbp	0.0	151.0	42.0	56.917196650822234	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
MON_R72_H3_S44_R2_001	MON_R72_H3_S44_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12701485.0	1.9 Gbp	0.0	151.0	42.0	60.33967349010545	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	pass	warn
POC_R0_C1_S104_R1_001	POC_R0_C1_S104_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14852270.0	2.2 Gbp	0.0	151.0	42.0	51.425115244511666	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
POC_R0_C1_S104_R2_001	POC_R0_C1_S104_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14852270.0	2.2 Gbp	0.0	151.0	42.0	55.36593086096612	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	pass	warn
POC_R0_C2_S37_R1_001	POC_R0_C2_S37_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13643610.0	2 Gbp	0.0	151.0	43.0	53.72829763854343	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
POC_R0_C2_S37_R2_001	POC_R0_C2_S37_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13643610.0	2 Gbp	0.0	151.0	43.0	55.54780421747277	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
POC_R0_C3_S1_R1_001	POC_R0_C3_S1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14368840.0	2.1 Gbp	0.0	151.0	43.0	51.35545540146795	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	warn
POC_R0_C3_S1_R2_001	POC_R0_C3_S1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14368840.0	2.1 Gbp	0.0	151.0	43.0	53.01892619312907	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	pass	warn
POC_R0_H1_S102_R1_001	POC_R0_H1_S102_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14337493.0	2.1 Gbp	0.0	151.0	43.0	53.24769652673377	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
POC_R0_H1_S102_R2_001	POC_R0_H1_S102_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14337493.0	2.1 Gbp	0.0	151.0	43.0	56.37058389593898	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
POC_R0_H2_S52_R1_001	POC_R0_H2_S52_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17288780.0	2.6 Gbp	0.0	151.0	43.0	50.67214261583109	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
POC_R0_H2_S52_R2_001	POC_R0_H2_S52_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17288780.0	2.6 Gbp	0.0	151.0	43.0	51.79969530312876	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
POC_R0_H3_S64_R1_001	POC_R0_H3_S64_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20823917.0	3.1 Gbp	0.0	151.0	42.0	45.446288780080195	151.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	warn
POC_R0_H3_S64_R2_001	POC_R0_H3_S64_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20823917.0	3.1 Gbp	0.0	151.0	43.0	47.043462086283796	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	warn
POC_R120_C1_S19_R1_001	POC_R120_C1_S19_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10212416.0	1.5 Gbp	0.0	151.0	43.0	58.25518864835223	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
POC_R120_C1_S19_R2_001	POC_R120_C1_S19_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10212416.0	1.5 Gbp	0.0	151.0	43.0	59.677758704475636	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
POC_R120_C2_S111_R1_001	POC_R120_C2_S111_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12849776.0	1.9 Gbp	0.0	151.0	42.0	54.1102136226594	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
POC_R120_C2_S111_R2_001	POC_R120_C2_S111_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12849776.0	1.9 Gbp	0.0	151.0	43.0	57.44440769924051	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
POC_R120_C3_S120_R1_001	POC_R120_C3_S120_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14249114.0	2.1 Gbp	0.0	151.0	42.0	52.167486760853656	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
POC_R120_C3_S120_R2_001	POC_R120_C3_S120_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14249114.0	2.1 Gbp	0.0	151.0	42.0	56.50171264419232	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
