Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
run-2-POC_R120_C1_S18_R2_001	run-2-POC_R120_C1_S18_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3488400.0	526.7 Mbp	0.0	151.0	43.0	74.65125837087751	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	warn	fail
run-2-POC_R120_C2_S44_R1_001	run-2-POC_R120_C2_S44_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3799452.0	573.7 Mbp	0.0	151.0	43.0	71.55909372364837	151.0	pass	pass	fail	pass	fail	pass	pass	pass	pass	pass	fail
run-2-POC_R120_C2_S44_R2_001	run-2-POC_R120_C2_S44_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3799452.0	573.7 Mbp	0.0	151.0	43.0	74.99575085076042	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	warn	fail
run-2-POC_R120_C3_S50_R1_001	run-2-POC_R120_C3_S50_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4282259.0	646.6 Mbp	0.0	151.0	43.0	69.5500789868326	151.0	pass	pass	fail	pass	fail	pass	pass	pass	warn	pass	fail
run-2-POC_R120_C3_S50_R2_001	run-2-POC_R120_C3_S50_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4282259.0	646.6 Mbp	0.0	151.0	43.0	73.77271080021947	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	warn	fail
run-2-POC_R120_H1_S51_R1_001	run-2-POC_R120_H1_S51_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4110455.0	620.6 Mbp	0.0	151.0	43.0	64.14726535363023	151.0	pass	pass	fail	pass	fail	pass	pass	pass	warn	warn	fail
run-2-POC_R120_H1_S51_R2_001	run-2-POC_R120_H1_S51_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4110455.0	620.6 Mbp	0.0	151.0	43.0	67.45056728457523	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	fail
run-2-POC_R120_H2_S55_R1_001	run-2-POC_R120_H2_S55_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17952875.0	2.7 Gbp	0.0	151.0	43.0	56.1982189091108	151.0	pass	pass	fail	pass	fail	pass	pass	pass	warn	pass	warn
run-2-POC_R120_H2_S55_R2_001	run-2-POC_R120_H2_S55_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17952875.0	2.7 Gbp	0.0	151.0	43.0	59.89402810604199	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
run-2-POC_R120_H3_S17_R1_001	run-2-POC_R120_H3_S17_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5248791.0	792.5 Mbp	0.0	151.0	44.0	67.1161417756172	151.0	pass	pass	fail	pass	fail	pass	pass	pass	warn	pass	fail
run-2-POC_R120_H3_S17_R2_001	run-2-POC_R120_H3_S17_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5248791.0	792.5 Mbp	0.0	151.0	44.0	69.40617125629043	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	pass	fail
run-2-POC_R12_C3_S37_R1_001	run-2-POC_R12_C3_S37_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3105058.0	468.8 Mbp	0.0	151.0	43.0	71.38958105346886	151.0	pass	pass	fail	pass	fail	pass	pass	pass	pass	pass	fail
run-2-POC_R12_C3_S37_R2_001	run-2-POC_R12_C3_S37_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3105058.0	468.8 Mbp	0.0	151.0	43.0	74.75106324866597	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	fail
run-2-POC_R12_H3_S53_R1_001	run-2-POC_R12_H3_S53_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3394333.0	512.5 Mbp	0.0	151.0	42.0	73.61034559942938	151.0	pass	pass	fail	pass	fail	pass	pass	pass	pass	pass	fail
run-2-POC_R12_H3_S53_R2_001	run-2-POC_R12_H3_S53_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3394333.0	512.5 Mbp	0.0	151.0	43.0	77.27552422113808	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	warn	fail
run-2-POC_R1_C1_S22_R1_001	run-2-POC_R1_C1_S22_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5469824.0	825.9 Mbp	0.0	151.0	43.0	68.24032096506414	151.0	pass	pass	fail	pass	fail	pass	pass	pass	warn	pass	fail
run-2-POC_R1_C1_S22_R2_001	run-2-POC_R1_C1_S22_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5469824.0	825.9 Mbp	0.0	151.0	43.0	70.23372823668079	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	warn	fail
run-2-POC_R1_C2_S63_R1_001	run-2-POC_R1_C2_S63_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16698430.0	2.5 Gbp	0.0	151.0	42.0	48.85783700748213	151.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	fail
run-2-POC_R1_C2_S63_R2_001	run-2-POC_R1_C2_S63_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16698430.0	2.5 Gbp	0.0	151.0	42.0	59.90319636790904	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	pass	fail
run-2-POC_R1_H1_S29_R1_001	run-2-POC_R1_H1_S29_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3590824.0	542.2 Mbp	0.0	151.0	43.0	73.19046086533909	151.0	pass	pass	fail	pass	fail	pass	pass	pass	pass	pass	fail
run-2-POC_R1_H1_S29_R2_001	run-2-POC_R1_H1_S29_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3590824.0	542.2 Mbp	0.0	151.0	43.0	75.51661813582672	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	warn	fail
run-2-POC_R24_H1_S30_R1_001	run-2-POC_R24_H1_S30_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4670037.0	705.1 Mbp	0.0	151.0	43.0	71.23386111259725	151.0	pass	pass	fail	pass	fail	pass	pass	pass	pass	pass	fail
run-2-POC_R24_H1_S30_R2_001	run-2-POC_R24_H1_S30_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4670037.0	705.1 Mbp	0.0	151.0	43.0	73.76830160225138	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	fail
run-2-POC_R3_C1_S64_R1_001	run-2-POC_R3_C1_S64_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11652301.0	1.7 Gbp	0.0	151.0	43.0	53.64652684082657	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	warn
run-2-POC_R3_C1_S64_R2_001	run-2-POC_R3_C1_S64_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11652301.0	1.7 Gbp	0.0	151.0	43.0	57.619406916441704	151.0	pass	pass	fail	pass	warn	warn	pass	pass	warn	warn	warn
run-2-POC_R3_C2_S21_R1_001	run-2-POC_R3_C2_S21_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4685068.0	707.4 Mbp	0.0	151.0	43.0	68.36534259762769	151.0	pass	pass	fail	pass	fail	pass	pass	pass	warn	pass	fail
run-2-POC_R3_C2_S21_R2_001	run-2-POC_R3_C2_S21_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4685068.0	707.4 Mbp	0.0	151.0	44.0	70.6018404670629	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	fail
run-2-POC_R3_H1_S39_R1_001	run-2-POC_R3_H1_S39_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3297598.0	497.9 Mbp	0.0	151.0	43.0	70.02137291721834	151.0	pass	pass	fail	pass	fail	pass	pass	pass	pass	pass	fail
run-2-POC_R3_H1_S39_R2_001	run-2-POC_R3_H1_S39_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3297598.0	497.9 Mbp	0.0	151.0	43.0	73.03514805393344	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	warn	fail
run-2-POC_R3_H2_S59_R1_001	run-2-POC_R3_H2_S59_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10114446.0	1.5 Gbp	0.0	151.0	42.0	52.178711724039594	151.0	pass	pass	fail	pass	fail	pass	pass	pass	warn	pass	warn
run-2-POC_R3_H2_S59_R2_001	run-2-POC_R3_H2_S59_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10114446.0	1.5 Gbp	0.0	151.0	42.0	61.666450332812175	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	pass	warn
run-2-POC_R72_C1_S45_R1_001	run-2-POC_R72_C1_S45_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4419877.0	667.4 Mbp	0.0	151.0	43.0	68.40957847917679	151.0	pass	pass	fail	pass	fail	pass	pass	pass	warn	pass	fail
run-2-POC_R72_C1_S45_R2_001	run-2-POC_R72_C1_S45_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4419877.0	667.4 Mbp	0.0	151.0	43.0	71.47508008886355	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	warn	fail
run-2-POR_R0_C1_S65_R1_001	run-2-POR_R0_C1_S65_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9851159.0	1.4 Gbp	0.0	151.0	47.0	23.053963857051382	151.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	warn
run-2-POR_R0_C1_S65_R2_001	run-2-POR_R0_C1_S65_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9851159.0	1.4 Gbp	0.0	151.0	47.0	28.65081081974543	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	warn
run-2-POR_R0_C3_S31_R1_001	run-2-POR_R0_C3_S31_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4712054.0	711.5 Mbp	0.0	151.0	46.0	44.44093749875883	151.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
run-2-POR_R0_C3_S31_R2_001	run-2-POR_R0_C3_S31_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4712054.0	711.5 Mbp	0.0	151.0	46.0	46.70631267730472	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
run-2-POR_R0_H2_S15_R1_001	run-2-POR_R0_H2_S15_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5720755.0	863.8 Mbp	0.0	151.0	49.0	22.358070085763202	151.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
run-2-POR_R0_H2_S15_R2_001	run-2-POR_R0_H2_S15_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5720755.0	863.8 Mbp	0.0	151.0	48.0	24.693887608637	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
run-2-POR_R120_C1_S54_R1_001	run-2-POR_R120_C1_S54_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3696736.0	558.2 Mbp	0.0	151.0	49.0	16.081277301246956	151.0	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	fail
run-2-POR_R120_C1_S54_R2_001	run-2-POR_R120_C1_S54_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3696736.0	558.2 Mbp	0.0	151.0	49.0	19.2101717364022	151.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
run-2-POR_R120_H1_S58_R1_001	run-2-POR_R120_H1_S58_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11397628.0	1.7 Gbp	0.0	151.0	43.0	51.184508092375594	151.0	pass	pass	fail	pass	fail	pass	pass	pass	warn	warn	warn
run-2-POR_R120_H1_S58_R2_001	run-2-POR_R120_H1_S58_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11397628.0	1.7 Gbp	0.0	151.0	43.0	58.84707754511032	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	warn
run-2-POR_R120_H3_S52_R1_001	run-2-POR_R120_H3_S52_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4597204.0	694.1 Mbp	0.0	151.0	48.0	23.813381984544705	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
run-2-POR_R120_H3_S52_R2_001	run-2-POR_R120_H3_S52_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4597204.0	694.1 Mbp	0.0	151.0	48.0	26.635626364224834	151.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
run-2-POR_R12_C1_S42_R1_001	run-2-POR_R12_C1_S42_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4013413.0	606 Mbp	0.0	151.0	49.0	17.832027185498905	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
run-2-POR_R12_C1_S42_R2_001	run-2-POR_R12_C1_S42_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4013413.0	606 Mbp	0.0	151.0	49.0	20.376939167476646	151.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
run-2-POR_R12_H1_S13_R1_001	run-2-POR_R12_H1_S13_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5047267.0	762.1 Mbp	0.0	151.0	45.0	58.81177402601163	151.0	pass	pass	warn	pass	warn	pass	pass	pass	warn	warn	fail
run-2-POR_R12_H1_S13_R2_001	run-2-POR_R12_H1_S13_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5047267.0	762.1 Mbp	0.0	151.0	45.0	60.941042100251074	151.0	pass	pass	fail	pass	warn	pass	pass	pass	warn	warn	fail
run-2-POR_R1_C1_S32_R1_001	run-2-POR_R1_C1_S32_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4329734.0	653.7 Mbp	0.0	151.0	50.0	16.901434387970845	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
run-2-POR_R1_C1_S32_R2_001	run-2-POR_R1_C1_S32_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4329734.0	653.7 Mbp	0.0	151.0	49.0	19.138579102436317	151.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
run-2-POR_R1_C2_S47_R1_001	run-2-POR_R1_C2_S47_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3777244.0	570.3 Mbp	0.0	151.0	47.0	39.124829270078656	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
run-2-POR_R1_C2_S47_R2_001	run-2-POR_R1_C2_S47_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3777244.0	570.3 Mbp	0.0	151.0	47.0	42.07795383177473	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
run-2-POR_R1_C3_S16_R1_001	run-2-POR_R1_C3_S16_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4799321.0	724.6 Mbp	0.0	151.0	47.0	33.277644505232004	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
run-2-POR_R1_C3_S16_R2_001	run-2-POR_R1_C3_S16_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4799321.0	724.6 Mbp	0.0	151.0	47.0	35.461298214131496	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
run-2-POR_R24_C3_S57_R1_001	run-2-POR_R24_C3_S57_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7935534.0	1.1 Gbp	0.0	151.0	47.0	22.507158486303645	151.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
run-2-POR_R24_C3_S57_R2_001	run-2-POR_R24_C3_S57_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7935534.0	1.1 Gbp	0.0	151.0	47.0	27.03189049348059	151.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
run-2-POR_R24_H1_S49_R1_001	run-2-POR_R24_H1_S49_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4390265.0	662.9 Mbp	0.0	151.0	50.0	9.141301499378027	151.0	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	fail
run-2-POR_R24_H1_S49_R2_001	run-2-POR_R24_H1_S49_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4390265.0	662.9 Mbp	0.0	151.0	50.0	11.996414840749123	151.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
run-2-POR_R3_C2_S60_R1_001	run-2-POR_R3_C2_S60_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8704499.0	1.3 Gbp	0.0	151.0	46.0	31.2148253537785	151.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	warn	warn
run-2-POR_R3_C2_S60_R2_001	run-2-POR_R3_C2_S60_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8704499.0	1.3 Gbp	0.0	151.0	45.0	37.48143208003592	151.0	pass	pass	fail	pass	warn	pass	pass	pass	fail	warn	warn
run-2-POR_R3_H1_S41_R1_001	run-2-POR_R3_H1_S41_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3608232.0	544.8 Mbp	0.0	151.0	47.0	39.42679075462009	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
run-2-POR_R3_H1_S41_R2_001	run-2-POR_R3_H1_S41_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3608232.0	544.8 Mbp	0.0	151.0	46.0	42.11162039414022	151.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	warn	fail
run-2-POR_R3_H3_S24_R1_001	run-2-POR_R3_H3_S24_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5391491.0	814.1 Mbp	0.0	151.0	47.0	30.623320501420952	151.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
run-2-POR_R3_H3_S24_R2_001	run-2-POR_R3_H3_S24_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5391491.0	814.1 Mbp	0.0	151.0	47.0	33.590990669441645	151.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
run-2-POR_R72_H1_S34_R1_001	run-2-POR_R72_H1_S34_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4630054.0	699.1 Mbp	0.0	151.0	51.0	13.151789563081861	151.0	pass	pass	fail	pass	warn	fail	pass	pass	fail	warn	fail
run-2-POR_R72_H1_S34_R2_001	run-2-POR_R72_H1_S34_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4630054.0	699.1 Mbp	0.0	151.0	50.0	15.69716276376777	151.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	warn	fail
run-3_MON_R0_H2_S7_R1_001	run-3_MON_R0_H2_S7_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19077947.0	2.8 Gbp	0.0	151.0	43.0	49.50013701212724	151.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	fail
run-3_MON_R0_H2_S7_R2_001	run-3_MON_R0_H2_S7_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19077947.0	2.8 Gbp	0.0	151.0	43.0	52.449828735885816	151.0	pass	pass	warn	pass	warn	pass	pass	pass	warn	warn	fail
run-3_MON_R120_C3_S10_R1_001	run-3_MON_R120_C3_S10_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19622358.0	2.9 Gbp	0.0	151.0	43.0	41.830966447189034	151.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
run-3_MON_R120_C3_S10_R2_001	run-3_MON_R120_C3_S10_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19622358.0	2.9 Gbp	0.0	151.0	43.0	52.82150246697959	151.0	pass	pass	warn	pass	warn	pass	pass	pass	warn	pass	fail
run-3_MON_R3_H2_S12_R1_001	run-3_MON_R3_H2_S12_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21150038.0	3.1 Gbp	0.0	151.0	42.0	42.44530445465165	151.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	fail
run-3_MON_R3_H2_S12_R2_001	run-3_MON_R3_H2_S12_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21150038.0	3.1 Gbp	0.0	151.0	43.0	50.5852848576094	151.0	pass	pass	warn	pass	warn	pass	pass	pass	warn	pass	fail
run-3_POC_R120_C1_S4_R1_001	run-3_POC_R120_C1_S4_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16160207.0	2.4 Gbp	0.0	151.0	43.0	53.196845572016294	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	pass	fail
run-3_POC_R120_C1_S4_R2_001	run-3_POC_R120_C1_S4_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16160207.0	2.4 Gbp	0.0	151.0	44.0	54.64796043252525	151.0	pass	pass	warn	pass	warn	pass	pass	pass	warn	warn	fail
run-3_POC_R12_C3_S6_R1_001	run-3_POC_R12_C3_S6_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21008116.0	3.1 Gbp	0.0	151.0	43.0	46.507472872109965	151.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
run-3_POC_R12_C3_S6_R2_001	run-3_POC_R12_C3_S6_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21008116.0	3.1 Gbp	0.0	151.0	43.0	49.86297535354776	151.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	fail
run-3_POC_R1_H1_S5_R1_001	run-3_POC_R1_H1_S5_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15125371.0	2.2 Gbp	0.0	151.0	43.0	55.22410820185816	151.0	pass	pass	warn	pass	fail	pass	pass	pass	warn	warn	fail
run-3_POC_R1_H1_S5_R2_001	run-3_POC_R1_H1_S5_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15125371.0	2.2 Gbp	0.0	151.0	43.0	57.120763961686016	151.0	pass	pass	warn	pass	warn	warn	pass	pass	warn	warn	fail
run-3_POC_R3_H2_S11_R1_001	run-3_POC_R3_H2_S11_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20965923.0	3.1 Gbp	0.0	151.0	42.0	41.63546439088759	151.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	fail
run-3_POC_R3_H2_S11_R2_001	run-3_POC_R3_H2_S11_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20965923.0	3.1 Gbp	0.0	151.0	42.0	49.345375153608565	151.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	fail
run-3_POR_R120_C1_S123_R1_001	run-3_POR_R120_C1_S123_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34978730.0	5.2 Gbp	0.0	151.0	50.0	6.977384456431988	151.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
run-3_POR_R120_C1_S123_R2_001	run-3_POR_R120_C1_S123_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34978730.0	5.2 Gbp	0.0	151.0	50.0	8.07569720724744	151.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
run-3_POR_R120_H1_S13_R1_001	run-3_POR_R120_H1_S13_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21549300.0	3.2 Gbp	0.0	151.0	43.0	42.31517098138122	151.0	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
run-3_POR_R120_H1_S13_R2_001	run-3_POR_R120_H1_S13_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21549300.0	3.2 Gbp	0.0	151.0	43.0	48.61917649140705	151.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	fail
run-3_POR_R24_C3_S124_R1_001	run-3_POR_R24_C3_S124_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30147489.0	4.5 Gbp	0.0	151.0	49.0	9.404025680978972	151.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
run-3_POR_R24_C3_S124_R2_001	run-3_POR_R24_C3_S124_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30147489.0	4.5 Gbp	0.0	151.0	49.0	10.49771694325852	151.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
run-3_POR_R3_C2_S9_R1_001	run-3_POR_R3_C2_S9_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18499464.0	2.7 Gbp	0.0	151.0	46.0	25.243277054465786	151.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	warn	fail
run-3_POR_R3_C2_S9_R2_001	run-3_POR_R3_C2_S9_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18499464.0	2.7 Gbp	0.0	151.0	46.0	29.331743846147468	151.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	warn	fail
run-3_POR_R3_H1_S8_R1_001	run-3_POR_R3_H1_S8_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16881208.0	2.5 Gbp	0.0	151.0	47.0	26.752851875921735	151.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
run-3_POR_R3_H1_S8_R2_001	run-3_POR_R3_H1_S8_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16881208.0	2.5 Gbp	0.0	151.0	47.0	28.30008929300864	151.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
