Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
POR_R12_H3	20149061.0	275.0	1972454.0	9.79	249.65	8834.0	2768.0	4899.0	369.0	1.0	3565.0	2.51	0.38	1.62	0.13	1.22	2921019.0	14.5	1215.0	0.01	0.0	75.62	0.08	0	15238252	16121
POR_R1_C1	15994188.0	273.0	2678234.0	16.75	244.13	26138.0	15897.0	19693.0	620.0	20.0	5805.0	2.66	0.29	1.6	0.12	1.5	4044429.0	25.29	3584.0	0.02	0.0	57.9	0.05	0	9259945	7996
POR_R1_C2	15014549.0	275.0	1644201.0	10.95	249.39	7716.0	2481.0	4149.0	371.0	5.0	3191.0	2.59	0.33	1.59	0.13	1.3	2435155.0	16.22	1143.0	0.01	0.0	72.74	0.09	0	10920538	13512
POR_R1_C3	16155170.0	273.0	1991838.0	12.33	246.33	9616.0	2900.0	5277.0	401.0	9.0	3929.0	2.57	0.32	1.59	0.12	1.35	2780846.0	17.21	1652.0	0.01	0.0	70.36	0.09	0	11366295	14539
POR_R1_H1	18689639.0	274.0	3339652.0	17.87	247.85	12822.0	1720.0	4407.0	565.0	2.0	7848.0	2.59	0.35	1.62	0.13	1.28	4943357.0	26.45	10720.0	0.06	0.0	55.56	0.07	0	10382829	13081
POR_R1_H2	17470187.0	275.0	3155895.0	18.06	250.16	11470.0	1281.0	3794.0	658.0	0.0	7018.0	2.54	0.37	1.63	0.13	1.23	4760145.0	27.25	2167.0	0.01	0.0	54.64	0.04	0	9544992	6988
POR_R1_H3	21850264.0	275.0	2962890.0	13.56	251.25	13002.0	2964.0	5724.0	555.0	6.0	6717.0	2.52	0.38	1.65	0.13	1.22	4461832.0	20.42	3603.0	0.02	0.0	65.93	0.07	0	14406643	15296
POR_R24_C1	21431880.0	275.0	2136694.0	9.97	249.68	10825.0	3721.0	6092.0	341.0	4.0	4388.0	2.55	0.36	1.63	0.13	1.24	3334777.0	15.56	2052.0	0.01	0.0	74.37	0.09	0	15939068	19289
POR_R24_C2	15996585.0	275.0	2395191.0	14.97	250.11	9095.0	1871.0	4192.0	386.0	1.0	4516.0	2.53	0.36	1.62	0.13	1.24	3787361.0	23.68	1602.0	0.01	0.0	61.29	0.05	0	9804433	7998
POR_R24_C3	37618495.0	260.0	8779866.0	23.34	225.61	31324.0	2612.0	9079.0	1969.0	19.0	20257.0	2.8	0.24	1.54	0.12	1.83	6846397.0	18.2	16260.0	0.04	0.0	58.35	0.07	0	21949640	26332
POR_R24_H1	17263898.0	274.0	2822024.0	16.35	246.35	13131.0	1661.0	5645.0	544.0	4.0	6938.0	2.69	0.29	1.58	0.12	1.38	4488543.0	26.0	5950.0	0.03	0.0	57.56	0.06	0	9937023	10358
POR_R24_H2	15751177.0	275.0	1280599.0	8.13	251.42	14659.0	10015.0	11951.0	256.0	20.0	2432.0	2.47	0.38	1.62	0.13	1.19	1861868.0	11.82	1045.0	0.01	0.0	79.95	0.1	0	12591915	15750
POR_R24_H3	20794167.0	276.0	1349963.0	6.49	250.16	7353.0	3076.0	4440.0	226.0	15.0	2672.0	2.59	0.35	1.64	0.13	1.25	2235830.0	10.75	1759.0	0.01	0.0	82.65	0.1	0	17185822	20793
POR_R3_C1	15451984.0	275.0	1640831.0	10.62	250.06	7867.0	2883.0	4678.0	311.0	3.0	2875.0	2.5	0.38	1.62	0.13	1.2	2385980.0	15.44	898.0	0.01	0.0	73.85	0.09	0	11410369	13906
POR_R3_C2	26946850.0	267.0	3885228.0	14.42	237.6	17859.0	5354.0	7657.0	1213.0	11.0	8978.0	2.85	0.32	1.57	0.13	1.36	3379466.0	12.54	2081.0	0.01	0.0	72.91	0.12	0	19647737	32338
POR_R3_C3	14949566.0	275.0	2358291.0	15.77	250.71	8457.0	1701.0	3812.0	464.0	2.0	4179.0	2.5	0.37	1.62	0.13	1.22	3561488.0	23.82	1507.0	0.01	0.0	60.33	0.06	0	9019310	8970
POR_R3_H1	30984777.0	267.0	4288852.0	13.84	237.78	19500.0	6242.0	10009.0	1002.0	2.0	8487.0	2.61	0.28	1.52	0.12	1.49	4060240.0	13.1	2935.0	0.01	0.0	72.93	0.12	0	22595571	37179
POR_R3_H2	19612904.0	276.0	1091609.0	5.57	252.25	7107.0	3586.0	4828.0	209.0	5.0	2065.0	2.55	0.38	1.65	0.13	1.18	1659853.0	8.46	1212.0	0.01	0.0	85.85	0.11	0	16838655	21575
POR_R3_H3	18170886.0	273.0	2699842.0	14.86	247.6	10348.0	2766.0	5004.0	506.0	8.0	4830.0	2.54	0.35	1.59	0.12	1.24	3362329.0	18.5	1481.0	0.01	0.0	66.55	0.08	0	12092697	14537
POR_R72_C1	15851023.0	275.0	2406861.0	15.18	249.95	9479.0	1752.0	3742.0	371.0	5.0	5361.0	2.51	0.36	1.62	0.13	1.23	3675732.0	23.19	4084.0	0.03	0.0	61.54	0.06	0	9754835	9511
POR_R72_C2	17720826.0	275.0	1988406.0	11.22	250.54	8409.0	2530.0	4463.0	336.0	0.0	3610.0	2.54	0.36	1.62	0.13	1.23	3133158.0	17.68	1507.0	0.01	0.0	71.01	0.08	0	12583578	14177
POR_R72_C3	15342750.0	275.0	2007868.0	13.09	251.27	8539.0	1980.0	3976.0	691.0	6.0	3866.0	2.56	0.36	1.58	0.13	1.27	2382877.0	15.53	831.0	0.01	0.0	71.25	0.12	0	10932761	18413
POR_R72_H1	15468570.0	271.0	2635239.0	17.04	241.87	11025.0	970.0	4518.0	487.0	6.0	6014.0	2.71	0.28	1.58	0.12	1.48	3742150.0	24.19	2696.0	0.02	0.0	58.71	0.05	0	9080751	7734
POR_R72_H2	15160588.0	274.0	2612113.0	17.23	247.28	11931.0	2084.0	6041.0	397.0	2.0	5491.0	2.57	0.34	1.6	0.13	1.29	3881487.0	25.6	5091.0	0.03	0.0	57.08	0.05	0	8654316	7581
POR_R72_H3	16095937.0	276.0	961116.0	5.97	250.71	6472.0	2689.0	4244.0	135.0	11.0	2082.0	2.53	0.36	1.63	0.13	1.21	1493126.0	9.28	1290.0	0.01	0.0	84.64	0.1	0	13624308	16097
