Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
POR_R0_C1	22794527.0	276.0	3525933.0	15.47	252.62	14153.0	4516.0	7357.0	779.0	2.0	6015.0	2.6	0.38	1.64	0.14	1.15	5015212.0	22.0	1154.0	0.01	0.0	62.46	0.07	0	14236273	15955
POR_R0_C2	18534989.0	275.0	2938727.0	15.86	252.05	10948.0	1942.0	4515.0	459.0	3.0	5971.0	2.48	0.4	1.64	0.13	1.17	4254032.0	22.95	1737.0	0.01	0.0	61.13	0.05	0	11331225	9268
POR_R0_C3	16973590.0	273.0	1558506.0	9.18	246.24	9288.0	3530.0	5634.0	336.0	3.0	3315.0	2.6	0.33	1.6	0.12	1.32	2130695.0	12.55	1209.0	0.01	0.0	78.15	0.11	0	13264510	18670
POR_R0_H1	16457340.0	275.0	2452058.0	14.9	247.22	9183.0	1638.0	3960.0	387.0	4.0	4832.0	2.6	0.33	1.61	0.12	1.32	4036826.0	24.53	1568.0	0.01	0.0	60.51	0.05	0	9958659	8229
POR_R0_H2	19312110.0	273.0	3317637.0	17.18	246.4	12629.0	2662.0	5618.0	650.0	7.0	6354.0	2.56	0.34	1.59	0.12	1.3	4292598.0	22.23	2134.0	0.01	0.0	60.52	0.06	0	11688153	11588
POR_R0_H3	19298869.0	275.0	2734515.0	14.17	249.79	10838.0	2815.0	5321.0	509.0	6.0	5002.0	2.54	0.36	1.61	0.13	1.25	4192025.0	21.72	1794.0	0.01	0.0	64.04	0.06	0	12358956	11579
POR_R120_C1	48328377.0	259.0	11564547.0	23.93	225.02	40681.0	5463.0	14767.0	2853.0	12.0	23049.0	2.78	0.23	1.52	0.12	1.85	9463793.0	19.58	14515.0	0.03	0.0	56.41	0.05	0	27261358	24164
POR_R120_C2	20884976.0	275.0	1955291.0	9.36	250.18	10289.0	3581.0	6302.0	320.0	7.0	3660.0	2.54	0.36	1.64	0.13	1.24	3145805.0	15.06	1558.0	0.01	0.0	75.48	0.09	0	15763526	18796
POR_R120_C3	21022157.0	274.0	3515176.0	16.72	245.05	11959.0	1377.0	4099.0	650.0	10.0	7200.0	2.7	0.31	1.62	0.12	1.4	5989266.0	28.49	2630.0	0.01	0.0	54.74	0.03	0	11508778	6307
POR_R120_H1	32803193.0	268.0	783311.0	2.39	238.15	14513.0	9876.0	12008.0	260.0	7.0	2238.0	2.8	0.3	1.56	0.13	1.35	727131.0	2.22	1650.0	0.01	0.0	95.19	0.2	0	31225494	65607
POR_R120_H2	19787541.0	276.0	250939.0	1.27	250.39	6143.0	4238.0	5339.0	53.0	4.0	747.0	2.59	0.34	1.64	0.12	1.22	368169.0	1.86	854.0	0.0	0.0	96.74	0.12	0	19143832	23747
POR_R120_H3	17159924.0	273.0	2593112.0	15.11	246.46	11748.0	2009.0	5875.0	621.0	3.0	5249.0	2.63	0.31	1.58	0.12	1.36	3737688.0	21.78	1632.0	0.01	0.0	63.04	0.06	0	10817196	10296
POR_R12_C1	14882175.0	274.0	2644811.0	17.77	248.34	9376.0	1598.0	3711.0	668.0	7.0	4990.0	2.58	0.33	1.58	0.13	1.3	3746328.0	25.17	1133.0	0.01	0.0	57.0	0.04	0	8483949	5954
POR_R12_C2	18254907.0	276.0	1402972.0	7.69	251.96	8396.0	3755.0	5332.0	208.0	6.0	2850.0	2.55	0.35	1.62	0.12	1.22	2309294.0	12.65	1395.0	0.01	0.0	79.57	0.09	0	14524817	16429
POR_R12_C3	15086708.0	276.0	2381599.0	15.79	253.19	8689.0	1953.0	3992.0	502.0	2.0	4193.0	2.54	0.36	1.61	0.13	1.2	3897012.0	25.83	1227.0	0.01	0.0	58.33	0.05	0	8799327	7543
POR_R12_H1	18094926.0	274.0	643580.0	3.56	244.94	7287.0	4111.0	5491.0	139.0	0.0	1657.0	2.63	0.29	1.61	0.12	1.41	896497.0	4.95	1388.0	0.01	0.0	91.34	0.14	0	16528128	25333
POR_R12_H2	20719114.0	276.0	1234489.0	5.96	252.01	8198.0	4115.0	5530.0	187.0	3.0	2478.0	2.49	0.37	1.64	0.13	1.19	1840504.0	8.88	1131.0	0.01	0.0	85.05	0.1	0	17622270	20720
