"","POC_R0_C1","POC_R0_C2","POC_R0_C3","POC_R0_H1","POC_R0_H2","POC_R0_H3","POC_R1_C1","POC_R1_C2","POC_R1_C3","POC_R1_H1","POC_R1_H2","POC_R1_H3","POC_R3_C1","POC_R3_C2","POC_R3_C3","POC_R3_H1","POC_R3_H2","POC_R3_H3","POC_R12_C1","POC_R12_C2","POC_R12_C3","POC_R12_H1","POC_R12_H2","POC_R12_H3","POC_R24_C1","POC_R24_C2","POC_R24_C3","POC_R24_H1","POC_R24_H2","POC_R24_H3","POC_R72_C1","POC_R72_C2","POC_R72_C3","POC_R72_H1","POC_R72_H2","POC_R72_H3","POC_R120_C1","POC_R120_C2","POC_R120_C3","POC_R120_H1","POC_R120_H2","POC_R120_H3"
"Pocillopora_acuta_HIv2___RNAseq.g27471.t1",5.87018976267548,6.41729723471411,6.36589102935017,6.61758518005519,6.29735796166161,6.56533061099959,6.54834587356377,6.64225848271553,5.87018976267548,7.00263535238267,6.7117948832094,6.2000388404797,6.46478875616014,6.90453096858085,5.87018976267548,6.60546164710528,6.72810175425868,6.69173211593487,6.61585182328983,6.36434085623163,6.57281108099712,6.26439932708854,6.19628075997614,6.39078714529729,5.87018976267548,6.53495779145982,6.34397116892441,6.93128562796158,6.60620537586871,6.41048706150565,5.87018976267548,6.54065738508523,6.44104443743801,6.81903251120591,6.35859578814236,6.29516545787537,6.44993616349845,5.87018976267548,6.29301085521042,6.52848644909443,6.91059931689727,6.45263072019682
"Pocillopora_acuta_HIv2___RNAseq.g27479.t1",5.87018976267548,5.87018976267548,6.13608204433732,5.87018976267548,6.25253786317784,6.36408199963846,6.23505283401141,5.87018976267548,6.12441999840506,6.29288497520582,6.656401044615,5.87018976267548,5.87018976267548,6.2548783563657,5.87018976267548,6.73654508555083,6.35893867696185,6.47673832231872,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,6.19628075997614,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,6.20225636598949,5.87018976267548,6.33229891018156,5.87018976267548,6.21094262507905,5.87018976267548,5.87018976267548,6.20640184981332,6.27024832635464,5.87018976267548,5.87018976267548,6.20986964154159,6.6188075095986
"Pocillopora_acuta_HIv2___TS.g10294.t1",5.87018976267548,5.87018976267548,6.32943929195301,6.2470083730472,5.87018976267548,6.79900690105196,6.35190472146612,6.40740987218869,6.77320319597712,6.29288497520582,6.37108963908602,5.87018976267548,6.81858280524663,6.55918688883431,5.87018976267548,5.87018976267548,6.39233207881274,5.87018976267548,5.87018976267548,5.87018976267548,6.66470601097658,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,6.33094918828483,5.87018976267548,5.87018976267548,5.87018976267548,6.5962882164623,6.7146260580667,6.661238161186,5.87018976267548,5.87018976267548,6.47327647575816,5.87018976267548,6.33303897677628,6.52848644909443,6.523890945088,6.54124549390883
"Pocillopora_acuta_HIv2___TS.g10396.t1",5.87018976267548,6.45005722239549,6.68020379542091,5.87018976267548,6.29735796166161,6.39372604376786,6.38482732824724,6.15191968012886,6.3442904392217,6.654131226792,5.87018976267548,6.25079211778377,5.87018976267548,6.47578341836104,6.22003139695866,6.44215961866425,6.50797068757922,6.90611828570247,6.27191503205011,5.87018976267548,5.87018976267548,6.57601371281227,6.51829738235289,6.73810077249637,5.87018976267548,6.47244617491677,5.87018976267548,6.66168106841822,6.31308754860923,5.87018976267548,6.44194526207919,6.10198395081401,5.87018976267548,6.3509800345271,6.46695937443481,6.63027716946058,6.4255614196568,5.87018976267548,5.87018976267548,6.466565416821,6.58508835765039,6.56813412525975
"Pocillopora_acuta_HIv2___RNAseq.g27689.t1",5.87018976267548,6.41729723471411,6.28971791157999,6.51922836308229,5.87018976267548,6.17355560648795,5.87018976267548,6.32904762318478,6.66508407770657,6.29288497520582,6.45645923330254,5.87018976267548,6.54672935295232,6.44512164971759,6.33214542710967,5.87018976267548,5.87018976267548,5.87018976267548,6.66610654341074,6.5440054061402,5.87018976267548,5.87018976267548,5.87018976267548,6.57197302772607,5.87018976267548,6.27330311995876,6.68367600033298,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,6.66396220002392,6.7146260580667,6.21094262507905,6.26960186028521,5.87018976267548,6.28150180527334,6.46791778888894,6.82054808199033,5.87018976267548,6.20986964154159,6.30561531320107
"Pocillopora_acuta_HIv2___RNAseq.g27771.t1",5.87018976267548,6.38234058782158,6.46143849978847,6.40159855312739,5.87018976267548,6.4978972833478,5.87018976267548,5.87018976267548,6.22926345955653,5.87018976267548,5.87018976267548,6.49820890108532,5.87018976267548,5.87018976267548,5.87018976267548,6.3382107672867,6.72810175425868,6.33013144635705,5.87018976267548,6.29865577044302,6.44573986382534,5.87018976267548,6.59331115390847,6.89533870941998,5.87018976267548,5.87018976267548,6.24537410244425,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,6.32018556830139,6.46695937443481,6.43087926064783,5.87018976267548,5.87018976267548,5.87018976267548,6.43289638111832,5.87018976267548,6.34681646946904
"Pocillopora_acuta_HIv2___TS.g10623.t1",5.87018976267548,6.25820497342525,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,6.71992130477322,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,6.45103266753048,6.56397167291398,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,6.26960186028521,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548
"Pocillopora_acuta_HIv2___RNAseq.g28017.t1",5.87018976267548,6.20647267759897,5.87018976267548,6.40159855312739,5.87018976267548,5.87018976267548,5.87018976267548,6.19533204772097,6.64543325708318,5.87018976267548,6.12158137680538,6.80786562291471,6.29211160290492,5.87018976267548,6.29813639118023,6.48732581418392,5.87018976267548,6.33013144635705,5.87018976267548,6.22045701078002,6.50353126993218,5.87018976267548,5.87018976267548,5.87018976267548,6.42433690095458,6.15569600517463,5.87018976267548,6.2469278386267,6.26663844581528,6.2982608088884,6.14108706899129,6.10198395081401,6.25213074221675,6.32018556830139,6.21636543999011,6.29516545787537,6.37309971718816,6.21692662690252,5.87018976267548,6.466565416821,5.87018976267548,6.41972889299977
"Pocillopora_acuta_HIv2___RNAseq.g28123.t1",5.87018976267548,6.25820497342525,6.195610738979,6.43344166497426,6.29735796166161,6.22027264153,6.27784950090914,6.19533204772097,6.22926345955653,6.38696994591818,6.63695492209641,5.87018976267548,6.29211160290492,6.3779688366088,6.29813639118023,6.20185284438896,6.42363305215719,6.33013144635705,6.43650930140232,6.47394611851789,6.24839542832268,6.2118493582635,6.49113256945229,6.34585321471874,6.22194968518365,6.21957850249548,6.3993065080978,6.40148560837581,6.55264088928287,6.25334714797247,6.14108706899129,6.41120456738962,6.14065596334111,6.48133971227908,6.21636543999011,6.46906242838867,6.10819596008443,6.31711406079687,6.36977102493016,6.21613477056441,6.37825776704176,6.34681646946904
"Pocillopora_acuta_HIv2___RNAseq.g28136.t1a",5.87018976267548,6.25820497342525,5.87018976267548,6.2470083730472,5.87018976267548,5.87018976267548,6.61604638022445,6.70502644498551,6.51383977353117,6.35770100378576,6.77988498880582,6.1397053020796,6.33205596969398,5.87018976267548,5.87018976267548,6.70589786192493,7.092225163953,6.55653690411863,8.14423824784094,6.56569153776709,6.69286060530385,6.71969879256295,7.16081678559614,7.62322284736775,5.87018976267548,5.87018976267548,5.87018976267548,6.78045586313061,6.52408454265186,6.73757303118905,5.87018976267548,7.23068121189564,6.60403995064863,5.87018976267548,6.70834227079606,6.5705845924079,6.34460174952631,6.75374365002432,6.54815545236658,5.87018976267548,6.77215822878372,6.38462022533043
"Pocillopora_acuta_HIv2___TS.g11006.t1",5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,7.36997148900307,6.53037593464354,7.49983832537328,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,6.55653690411863,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548
"Pocillopora_acuta_HIv2___RNAseq.g28225.t1",5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,7.9130178175573,6.82740306120062,7.90625086671166,5.87018976267548,5.87018976267548,5.87018976267548,6.2759488338095,6.24040191496511,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,6.1530662366257,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548,5.87018976267548
