"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Pocillopora_acuta_HIv2___TS.g16187.t1",60.4896796691379,1.30270584819727,0.509479598062012,0.00143090038041346,0.00754688883697542
"Pocillopora_acuta_HIv2___TS.g16199.t1",14.0410923363599,2.93075473943692,1.38920974273517,0.00139508947521885,0.00739344843116925
"Pocillopora_acuta_HIv2___RNAseq.g31363.t1",87.7848929122935,1.50071023345797,0.431910963636447,6.26528467232594e-05,0.000495254904251224
"Pocillopora_acuta_HIv2___RNAseq.g31385.t1",27.8015826317079,5.59601527494006,1.16137670656819,2.27680353140021e-07,3.08172054455993e-06
"Pocillopora_acuta_HIv2___TS.g13477.t1",10.7376812059184,7.32389725301921,2.79172191654771,3.00294296586652e-06,3.20977573517937e-05
"Pocillopora_acuta_HIv2___TS.g13497.t1b",117.184621688722,6.95032444531353,0.683714171323918,1.32697389190153e-24,1.44150369862316e-22
"Pocillopora_acuta_HIv2___RNAseq.g9841.t1",262.484136065552,1.4648498508422,0.337469817032172,1.94030456228694e-06,2.15967672717875e-05
"Pocillopora_acuta_HIv2___RNAseq.g9863.t1",380.622591416527,3.81134821545752,0.241407273513252,2.95051133809785e-57,2.87232278763826e-54
"Pocillopora_acuta_HIv2___TS.15401_t",156.03945050965,2.7375238267667,0.404660615363253,1.00728660594909e-12,3.18692891039718e-11
"Pocillopora_acuta_HIv2___TS.g13484.t1",1841.58556078057,2.52235453601236,0.239889734551261,5.59328256993556e-27,7.37351953789786e-25
"Pocillopora_acuta_HIv2___RNAseq.g9880.t1",1419.36893688884,3.6272269506938,0.253050838869932,9.27203019133712e-48,5.72400868714473e-45
"Pocillopora_acuta_HIv2___RNAseq.g9884.t1",70.6790190570955,1.2032125811545,0.430457256775442,0.000853388987143082,0.00488690693519877
"Pocillopora_acuta_HIv2___TS.g13490.t1",375.148836505732,1.30261901127491,0.338298400166901,1.90133917746535e-05,0.000171445657003297
"Pocillopora_acuta_HIv2___TS.g13497.t1c",10388.685740747,1.85570570075235,0.224562089750238,9.04845871263603e-18,5.08945641056734e-16
"Pocillopora_acuta_HIv2___TS.g13540.t1",52.4853620648521,1.3039673415625,0.466018156797147,0.000733351967104943,0.0042907701431792
"Pocillopora_acuta_HIv2___RNAseq.g22189.t1",71.1246471462872,2.08737780643947,0.552191208025357,1.18298806594907e-05,0.0001122286766763
"Pocillopora_acuta_HIv2___RNAseq.g22191.t1",780.466582954128,1.14228582733718,0.261013437587411,2.56500631149234e-06,2.78758586303918e-05
"Pocillopora_acuta_HIv2___RNAseq.g22195.t1",1185.00649749958,1.19362075638642,0.216118959214221,6.77834285190794e-09,1.220246343703e-07
"Pocillopora_acuta_HIv2___TS.g20314.t2",3678.21917758226,1.1038827803854,0.176686961404581,9.8496346082457e-11,2.36756031879684e-09
"Pocillopora_acuta_HIv2___TS.g20331.t1",1924.11981342759,1.16090793957534,0.235542601005074,1.74666719173413e-07,2.42113325793989e-06
"Pocillopora_acuta_HIv2___RNAseq.g22261.t1",619.927633234805,1.72614643478599,0.382483767501308,6.8983242459791e-07,8.50065652336792e-06
"Pocillopora_acuta_HIv2___RNAseq.g22284.t1",1500.01709206912,1.0446094169311,0.215754442562181,3.24298163582261e-07,4.24256491015218e-06
"Pocillopora_acuta_HIv2___RNAseq.g22286.t1",5696.57446599957,1.30336233515785,0.2201781837434,5.19970692528095e-10,1.12776162798446e-08
"Pocillopora_acuta_HIv2___RNAseq.g23779.t1",26.7661866403866,9.10247115235026,2.8215758717009,2.65189085661565e-10,6.01451697775973e-09
"Pocillopora_acuta_HIv2___RNAseq.14958_t",2742.55680048383,1.25346959745376,0.267505741922743,5.09916329410026e-07,6.46941965598856e-06
"Pocillopora_acuta_HIv2___RNAseq.g23704.t1",37.3979667811937,1.5472411111434,0.565421919698956,0.000636819982116507,0.00379094809889526
"Pocillopora_acuta_HIv2___RNAseq.g23705.t1",31.5361693332088,1.64358617564331,0.635652733598874,0.000861836255001544,0.00492970337860883
"Pocillopora_acuta_HIv2___RNAseq.g23720.t1",9890.8452711838,1.11527906549936,0.174524976330943,3.88869371363508e-11,9.93206120946696e-10
"Pocillopora_acuta_HIv2___RNAseq.g23750.t1",287.104333022062,3.45804712039697,0.32014632734271,2.23323725304122e-28,3.40514868142929e-26
"Pocillopora_acuta_HIv2___TS.g31673.t1",4106.24375323287,2.70945811815156,0.275481871330986,6.58142423202839e-24,6.6367501488793e-22
"Pocillopora_acuta_HIv2___TS.g31679.t1",15.8764392019503,1.77454022049936,1.22361604434787,0.00689425283052578,0.0283648298753963
"Pocillopora_acuta_HIv2___TS.g31700.t1a",53.282432247511,1.69146543758005,0.641229261610533,0.000711744959833264,0.00418518924364198
"Pocillopora_acuta_HIv2___RNAseq.g23799.t1",111.209984428402,1.41637274138732,0.309287159015606,6.89181670775199e-07,8.49677412030738e-06
"Pocillopora_acuta_HIv2___RNAseq.g23811.t1",1962.91566632635,1.39056764228863,0.189249594081179,3.32922448313769e-14,1.25958147821671e-12
"Pocillopora_acuta_HIv2___RNAseq.g23814.t1",790.245386889812,1.96935060825289,0.217963180434058,1.66351953659003e-20,1.20300979973229e-18
"Pocillopora_acuta_HIv2___RNAseq.g23820.t1",4998.68225963167,1.53544377730053,0.392704722706271,1.15491294240999e-05,0.000109853444138817
"Pocillopora_acuta_HIv2___RNAseq.g23875.t1",11.5796948216043,1.69282823230029,1.50335658048377,0.00973444508328098,0.0377491250962042
"Pocillopora_acuta_HIv2___TS.g29894.t1",6.56986534084607,4.20810501377553,1.86129548677596,0.000951026133283568,0.00536829225235066
"Pocillopora_acuta_HIv2___RNAseq.g23846.t1",49.3981082533118,1.50268339360473,0.446180993031447,9.30659390310961e-05,0.000703792047450276
"Pocillopora_acuta_HIv2___RNAseq.g23910.t1",44.2818775174426,1.81097638259078,0.50785300145494,3.35285138651532e-05,0.000284179945106838
"Pocillopora_acuta_HIv2___RNAseq.g23915.t1a",83.9286337350236,1.49916503690207,0.497539224988077,0.000292793275884303,0.00192590712211736
"Pocillopora_acuta_HIv2___RNAseq.g5842.t1",24.9930322664015,1.41637845274309,0.654125513711576,0.00322303183113847,0.0150735696005074
"Pocillopora_acuta_HIv2___TS.g27755.t1",5.90909533219631,3.8514586612892,1.96670634461631,0.00167344923843505,0.00862310131800273
"Pocillopora_acuta_HIv2___TS.g27680.t2",2735.11941625015,1.19296472832261,0.153921988183585,1.96094388699284e-15,8.66203328510923e-14
"Pocillopora_acuta_HIv2___RNAseq.g18748.t1a",384.341320301958,1.45907293093689,0.230678502532929,3.83714273318569e-11,9.83015381777966e-10
"Pocillopora_acuta_HIv2___RNAseq.g18770.t1",104.856302972456,1.74203643657172,0.388572123789624,7.68573385089688e-07,9.35257737981015e-06
"Pocillopora_acuta_HIv2___RNAseq.g18800.t1",84.0010209471616,1.19807289400441,0.361817959080237,0.000167740676182486,0.00118165439879068
"Pocillopora_acuta_HIv2___RNAseq.g11.t1",208.392312830383,1.48877071044492,0.334196062410151,1.12416522685538e-06,1.3173030581915e-05
"Pocillopora_acuta_HIv2___RNAseq.g16.t1",984.820189399203,1.37623505883825,0.273254866492869,7.50077272165679e-08,1.11743412806271e-06
"Pocillopora_acuta_HIv2___RNAseq.g17.t1",352.326561137331,5.02449114884987,0.445365610832812,9.4783584994478e-31,1.67766945440226e-28
"Pocillopora_acuta_HIv2___RNAseq.g25.t1",180.27734555803,3.2943045348863,0.407779872651757,4.4522542388505e-17,2.34772931332385e-15
"Pocillopora_acuta_HIv2___RNAseq.g34.t2",149.869427958114,3.31472545920282,0.453020949930396,1.54105725055382e-14,6.02870171078325e-13
"Pocillopora_acuta_HIv2___TS.g16064.t1b",6319.99816322917,1.19553773847464,0.160306870442664,1.86485119155945e-14,7.22836883760509e-13
"Pocillopora_acuta_HIv2___TS.g16064.t1a",36.4531816868765,3.38299900599694,0.63930482021095,8.79821047296367e-09,1.54969732276398e-07
"Pocillopora_acuta_HIv2___TS.g16106.t1",37.2465991211835,1.70993914009784,0.689409734632644,0.00107754758966919,0.00596018510535771
"Pocillopora_acuta_HIv2___RNAseq.g23982.t1",42.5743130489545,3.43616893647593,0.598709681913682,7.14349850584435e-10,1.52324423488986e-08
"Pocillopora_acuta_HIv2___TS.g15110.t1",494.952853019946,1.68572582493744,0.221914971532747,3.83704373887607e-15,1.64053064315358e-13
"Pocillopora_acuta_HIv2___RNAseq.g20190.t1",754.093666206302,1.40984813984036,0.1946683970052,7.07793295893419e-14,2.58513075214406e-12
"Pocillopora_acuta_HIv2___RNAseq.g20191.t1",166.936163390065,1.07139957260276,0.325212907856288,0.000217506541940643,0.00148151455410646
"Pocillopora_acuta_HIv2___RNAseq.g4310.t1",9.357517397987,7.03324768106157,2.79266710402884,8.31086684995749e-06,8.14703140353501e-05
"Pocillopora_acuta_HIv2___RNAseq.g9807.t1",23.7285863247231,1.84701994697121,0.700425666915205,0.000636676621565541,0.00379094809889526
"Pocillopora_acuta_HIv2___RNAseq.g18682.t1",641.624269134365,1.48753093407225,0.19842647265207,9.64640447752828e-15,3.87555783699553e-13
"Pocillopora_acuta_HIv2___RNAseq.g12465.t1",24.472287488434,1.19540372860823,0.643594369957779,0.00827616910134474,0.0329471714570835
"Pocillopora_acuta_HIv2___RNAseq.g8517.t1",5.67792205260691,3.68167904102063,2.06926774885151,0.00229506153299603,0.0112621757389807
"Pocillopora_acuta_HIv2___RNAseq.g22664.t1",13.49181472366,4.77070871954087,1.43902310351694,8.830661256341e-05,0.000671156842735432
"Pocillopora_acuta_HIv2___RNAseq.g23262.t1",7.64752949943022,6.37237686316227,2.96084710058059,0.000146580368460773,0.00105101861362907
"Pocillopora_acuta_HIv2___RNAseq.g23513.t1",5.15370996580816,5.38281302324674,3.07789626456392,0.000891581110149478,0.00507233299145728
"Pocillopora_acuta_HIv2___RNAseq.g22623.t1",13019.4156709656,2.57362254531172,0.240591108987859,7.86103986506776e-28,1.11781337092545e-25
"Pocillopora_acuta_HIv2___RNAseq.g22629.t1",374.397332607313,1.45256214263194,0.293551549175343,1.09464081389629e-07,1.57961537289219e-06
"Pocillopora_acuta_HIv2___TS.g24060.t1",1041.90821053628,1.14904317191315,0.250767413421785,9.73349311627456e-07,1.15990792968939e-05
"Pocillopora_acuta_HIv2___RNAseq.g22680.t1",106.053723172739,1.88045017743876,0.689571046180308,0.000472234430925296,0.00291601016861434
"Pocillopora_acuta_HIv2___RNAseq.g22691.t1",2549.62402218496,1.36898084745994,0.297056866198502,6.32565157443608e-07,7.87548288246688e-06
"Pocillopora_acuta_HIv2___RNAseq.g22725.t1",9216.96712247857,1.50276150222819,0.210926309909657,1.03226856619498e-13,3.67996474351565e-12
"Pocillopora_acuta_HIv2___RNAseq.g22728.t1",4577.9446693912,4.07989022101733,0.222433312746502,1.79566089752299e-76,4.13181572520041e-73
"Pocillopora_acuta_HIv2___RNAseq.g22733.t1",1719.12326801748,1.78039043834783,0.185275524806903,8.63012659579376e-23,7.5583783483092e-21
"Pocillopora_acuta_HIv2___RNAseq.g22746.t1",4501.93109778511,1.67136105741902,0.243551894322119,8.72635270823965e-13,2.78528011851518e-11
"Pocillopora_acuta_HIv2___RNAseq.g22766.t1",98.2882235810715,1.39851681807932,0.433189685808199,0.000165924207011117,0.00117277509177838
"Pocillopora_acuta_HIv2___RNAseq.g22801.t1",366.540878851199,9.21338977359881,0.799055835733569,4.34010516644025e-30,7.37264442065565e-28
"Pocillopora_acuta_HIv2___TS.g24249.t2",6968.7511398026,1.17643891616314,0.373919714372787,0.000322934729159317,0.00209972357451666
"Pocillopora_acuta_HIv2___RNAseq.g22818.t1",647.573723131695,1.95143819568269,0.30797209916568,2.31797155825698e-11,6.14347414775313e-10
"Pocillopora_acuta_HIv2___RNAseq.g22819.t1",4591.02092120609,1.61741327673093,0.250357150906307,1.3993958495187e-11,3.87528537715183e-10
"Pocillopora_acuta_HIv2___RNAseq.g22856.t1",474.387857174645,1.22506174577922,0.291657501497833,4.92880751061424e-06,5.06920141816972e-05
"Pocillopora_acuta_HIv2___TS.g24323.t1",3376.80206299041,1.73448430588674,0.173861771664153,2.37149538202959e-24,2.52205544598954e-22
"Pocillopora_acuta_HIv2___RNAseq.g22906.t1",32.3963654657137,2.25398724201322,0.803270131499013,0.000307297929809968,0.00201138295873289
"Pocillopora_acuta_HIv2___RNAseq.g22921.t1",62.9148046086208,2.02106980765157,0.597888307844056,5.58551122394303e-05,0.000446682068212392
"Pocillopora_acuta_HIv2___RNAseq.g22956.t1",2918.29581863865,1.08137042282353,0.199366909896195,1.40900722637937e-08,2.38073310459869e-07
"Pocillopora_acuta_HIv2___TS.g24434.t1",586.478546044857,1.11682285072219,0.23328548254132,3.78909896707077e-07,4.91825045925786e-06
"Pocillopora_acuta_HIv2___TS.g24452.t1",1190.06796815879,2.40078321534831,0.248989953999952,4.56622993617511e-23,4.09843425228823e-21
"Pocillopora_acuta_HIv2___RNAseq.g23034.t1",21.7948368040091,2.6337888668199,0.885018576792079,0.000158630668886985,0.00112657150959553
"Pocillopora_acuta_HIv2___RNAseq.g23053.t1",3012.24899210209,1.18053689462436,0.213369200908364,6.60549317830918e-09,1.19252238114254e-07
"Pocillopora_acuta_HIv2___TS.g24515.t1a",154.986607989223,1.30563527506847,0.319230762384869,7.02621231709578e-06,6.98504438159518e-05
"Pocillopora_acuta_HIv2___RNAseq.g23081.t1",821.923603060966,2.80822296016062,0.356481411799753,2.41580558732449e-16,1.18500882210795e-14
"Pocillopora_acuta_HIv2___RNAseq.g23086.t1",10115.0502338039,9.61061180348188,0.401254406965734,1.85331966867229e-127,1.56364580445882e-123
"Pocillopora_acuta_HIv2___TS.g24551.t1b",31.7530604932681,1.29520616449953,0.620981738594786,0.00449813556871622,0.0200444206654535
"Pocillopora_acuta_HIv2___RNAseq.16206_t",404.565229585723,1.84390771813604,0.286023261185321,1.21887040045949e-11,3.40141441080817e-10
"Pocillopora_acuta_HIv2___RNAseq.g23120.t1",79.4660966119564,1.08940846772764,0.391484888149922,0.00108905268406848,0.00601724786868744
"Pocillopora_acuta_HIv2___RNAseq.g23139.t1",11.1181206593085,1.44167020010666,2.57123073987183,0.011762532698154,0.0440546707787772
"Pocillopora_acuta_HIv2___RNAseq.g23168.t1",3895.78057962327,1.12692390284471,0.173275606466108,1.81938062510626e-11,4.95164978516823e-10
"Pocillopora_acuta_HIv2___RNAseq.g23181.t1",1708.1568922016,1.07244676303826,0.218173016723047,2.14044149226165e-07,2.91429341638702e-06
"Pocillopora_acuta_HIv2___RNAseq.g23211.t1",5902.18043928655,2.08539446527476,0.220698076656545,2.93883650217606e-22,2.44687140482165e-20
"Pocillopora_acuta_HIv2___RNAseq.g23282.t1",96.3272157252711,1.10659912316571,0.35915697340203,0.000422435658327993,0.00264463738509519
"Pocillopora_acuta_HIv2___RNAseq.g23302.t1",14.604489534445,2.22012040900782,0.958087952221609,0.00115767398714228,0.00633828386081725
"Pocillopora_acuta_HIv2___RNAseq.g23306.t1",1746.11801162687,1.41594654983136,0.188696754421753,1.00824390037032e-14,4.02518318016927e-13
"Pocillopora_acuta_HIv2___RNAseq.g23316.t1",27.7825537140958,2.82050397346213,0.654880251043505,1.15855235335686e-06,1.35446275361734e-05
"Pocillopora_acuta_HIv2___RNAseq.g23324.t1",9.62800791772589,2.60603337322111,1.85572358468171,0.0044101024130903,0.0197285440398955
"Pocillopora_acuta_HIv2___RNAseq.g23331.t1",448.067679942461,2.43427755130718,0.248923997439851,1.16271408039176e-23,1.1586400034959e-21
"Pocillopora_acuta_HIv2___TS.g24784.t1",35.1249344470424,3.82578661707105,0.808476326711628,1.22298716662224e-07,1.74591247458407e-06
"Pocillopora_acuta_HIv2___RNAseq.g23358.t1",50.0420862435287,1.35040865763944,0.458435815477488,0.000445778077293735,0.00277157674143496
"Pocillopora_acuta_HIv2___RNAseq.g23385.t1",5477.23686963935,1.05351641086491,0.168326718163889,1.02784627517422e-10,2.45663995004105e-09
"Pocillopora_acuta_HIv2___RNAseq.g23394.t1",1034.71180173122,1.49349407952928,0.275060281234671,7.96637280383763e-09,1.41529756303169e-07
"Pocillopora_acuta_HIv2___TS.g24859.t1",50.7020289831758,1.00884222378678,0.506959212535765,0.00927000692132747,0.0362283944002563
"Pocillopora_acuta_HIv2___RNAseq.g23439.t1",13.5074729720606,2.74929335185925,1.3280131072978,0.00147706982785754,0.00775284329171087
"Pocillopora_acuta_HIv2___RNAseq.g23449.t1",229.55484127052,4.77390701876017,1.3176554719226,9.70487903375838e-06,9.39350643301944e-05
"Pocillopora_acuta_HIv2___RNAseq.g23450.t1",185.298929481674,2.06426294568575,0.409609455942009,4.18152126521277e-08,6.5292094228131e-07
"Pocillopora_acuta_HIv2___RNAseq.g23467.t1",13.9643638392916,1.4945256290638,1.10429551450446,0.0103630631350924,0.0397785094043561
"Pocillopora_acuta_HIv2___RNAseq.g23495.t2",235.681094456363,1.57581197760546,0.254586348714682,8.08758600868829e-11,1.96831624486451e-09
"Pocillopora_acuta_HIv2___RNAseq.g23496.t1",206.506047336888,1.21122877794698,0.278066519990479,2.51763206270675e-06,2.74221074432633e-05
"Pocillopora_acuta_HIv2___RNAseq.g23514.t1",130.030492289871,1.75282315161881,0.312899106269006,2.43434028657779e-09,4.78381886596044e-08
"Pocillopora_acuta_HIv2___RNAseq.g7259.t1",1451.99615074092,1.05803641183427,0.16263262222487,1.97771851762662e-11,5.33099397227343e-10
"Pocillopora_acuta_HIv2___RNAseq.g7273.t1",4246.08352701118,1.77419551547905,0.167303646436794,3.39611396062878e-27,4.54809737870238e-25
"Pocillopora_acuta_HIv2___RNAseq.g7293.t1",838.308510694705,1.02200916202439,0.225213615492322,1.47211568716833e-06,1.67388679954706e-05
"Pocillopora_acuta_HIv2___RNAseq.g7311.t1",24.7274067807726,1.83082071453768,1.21757621463985,0.00569201443572065,0.0243034037419914
"Pocillopora_acuta_HIv2___RNAseq.g7313.t1",710.955612875192,1.10849213561406,0.310130221404738,7.45401592900285e-05,0.000576968187091716
"Pocillopora_acuta_HIv2___RNAseq.g7330.t2",3773.010820292,1.60129396185437,0.201073423256661,2.24341572560351e-16,1.10904483263185e-14
"Pocillopora_acuta_HIv2___TS.g5871.t2",12330.2837204073,1.72754707824265,0.32599113047453,1.49384616939225e-08,2.50734352741958e-07
"Pocillopora_acuta_HIv2___RNAseq.g7334.t1",43.6237670711857,1.39611012945267,0.57766696376148,0.00180914481513288,0.00922281257116382
"Pocillopora_acuta_HIv2___TS.g5881.t1",1099.78424549395,1.93933856448708,0.971762772421259,0.00250051996862127,0.0121362724689881
"Pocillopora_acuta_HIv2___RNAseq.g7345.t1",2891.50326358481,2.1864200604637,0.178802302570507,2.18076375626688e-35,5.20729353159159e-33
"Pocillopora_acuta_HIv2___RNAseq.g7346.t1",848.073639210935,1.44003785381838,0.24131655981307,3.6403216613879e-10,8.08247206766571e-09
"Pocillopora_acuta_HIv2___RNAseq.g7401.t1",1931.42418452228,1.23105051640517,0.229731446408656,1.63281760738871e-08,2.72613762932821e-07
"Pocillopora_acuta_HIv2___TS.g6002.t2",3159.2242783325,1.01713099929358,0.170941595655988,7.29836159519277e-10,1.55413481281343e-08
"Pocillopora_acuta_HIv2___TS.g6008.t1",8555.17532225444,1.41485764414102,0.286803564387228,1.25245685947101e-07,1.78395810748851e-06
"Pocillopora_acuta_HIv2___RNAseq.g7494.t1",1080.76843840728,1.78152169000967,0.190781766228988,1.14333065415893e-21,9.1289722988696e-20
"Pocillopora_acuta_HIv2___RNAseq.g7509.t2",2801.53673880049,1.03909465401136,0.212535127402235,2.6076129686494e-07,3.50139479307613e-06
"Pocillopora_acuta_HIv2___TS.g6060.t1",314.075127880743,1.12259492158298,0.466716703869058,0.00284396104875831,0.0135587677726731
"Pocillopora_acuta_HIv2___RNAseq.g7527.t1",870.213274340216,1.54645008416085,0.33776277838803,5.98942703056549e-07,7.48264499361516e-06
"Pocillopora_acuta_HIv2___RNAseq.g7533.t1",8637.53488706112,3.04257372025261,0.256190233549255,1.41938470520406e-33,2.99383718945166e-31
"Pocillopora_acuta_HIv2___TS.g6081.t1",239.159623283668,2.75950171707264,0.405625769329309,6.99038767831065e-13,2.25680743017501e-11
"Pocillopora_acuta_HIv2___TS.g6082.t1",32.8539466430544,6.43364800619775,1.15854364020643,1.38628893943608e-08,2.35019151681625e-07
"Pocillopora_acuta_HIv2___TS.g6083.t2",18.6803510507615,5.47219394160643,1.26770822840628,3.22773390745217e-06,3.42545798455018e-05
"Pocillopora_acuta_HIv2___RNAseq.g7553.t1",538.362691369785,1.01772359657178,0.317252848467816,0.000320214838139977,0.00208568136082371
"Pocillopora_acuta_HIv2___TS.g6120.t1",2752.01892652589,1.32369459721252,0.211408726977032,6.71222354916442e-11,1.65426572787634e-09
"Pocillopora_acuta_HIv2___TS.g6139.t1",2743.76515131489,1.28327080505819,0.164937727585789,1.36935951384013e-15,6.18926047407276e-14
"Pocillopora_acuta_HIv2___RNAseq.g7587.t1",1071.30859723627,1.23374746122614,0.224999990318414,8.04824355153017e-09,1.42753393505803e-07
"Pocillopora_acuta_HIv2___RNAseq.g7595.t1",504.211076081474,1.08017327851575,0.247376711137191,2.99213386382507e-06,3.20092562245462e-05
"Pocillopora_acuta_HIv2___TS.g6154.t1",1174.43443618146,1.14195899462738,0.195082434627888,1.07796259534438e-09,2.25118079626745e-08
"Pocillopora_acuta_HIv2___RNAseq.g7610.t1",5087.99599937676,1.05433498022518,0.178463143906653,8.967893570072e-10,1.89155295126744e-08
"Pocillopora_acuta_HIv2___TS.g6175.t1",4419.10446797083,1.03717111844967,0.197694178236369,4.02600845378832e-08,6.31756354456517e-07
"Pocillopora_acuta_HIv2___RNAseq.g7621.t1",218.309520640702,2.39972381486792,0.270826487905742,7.07194857354074e-20,4.83778622553756e-18
"Pocillopora_acuta_HIv2___RNAseq.g7622.t1",302.079815957646,1.93864547940783,0.374177231152939,2.09016014649034e-08,3.4308718202216e-07
"Pocillopora_acuta_HIv2___RNAseq.g7647.t1",368.4998349986,2.3315954572263,0.488720590115769,1.39867073891347e-07,1.97334197729313e-06
"Pocillopora_acuta_HIv2___TS.g6212.t1",75.3748420206672,1.86227352533468,0.527602750810701,3.67735703199188e-05,0.000307898060988245
"Pocillopora_acuta_HIv2___RNAseq.g7652.t1",210.539626936536,1.0756654932412,0.269988304429093,1.54509199093526e-05,0.0001426251764499
"Pocillopora_acuta_HIv2___TS.g6218.t1",30.3865187904977,1.52588291041715,0.669085635088396,0.00210731625342516,0.0104769753860625
"Pocillopora_acuta_HIv2___TS.g6221.t1",974.446100038403,2.21336543296975,0.310715790988658,9.31145968484236e-14,3.34301214302191e-12
"Pocillopora_acuta_HIv2___RNAseq.g7709.t1",2327.11359783454,1.10188587118361,0.213900827291885,5.9993569146808e-08,9.1365657561664e-07
"Pocillopora_acuta_HIv2___RNAseq.g7726.t1",489.761510892174,1.79533572032353,0.455444947968205,7.72218312499124e-06,7.62607011613942e-05
"Pocillopora_acuta_HIv2___RNAseq.g7729.t1",8.20827280822466,1.67686670448067,2.33017553277778,0.0109337927971838,0.0415099882198353
"Pocillopora_acuta_HIv2___RNAseq.g7752.t1b",2309.51219160008,1.87412907403661,0.274255824146096,8.79873296844838e-13,2.80484546806545e-11
"Pocillopora_acuta_HIv2___RNAseq.g7762.t1",293.42268188079,1.35337549505036,0.490653700817078,0.000757064455947494,0.00441115525885981
"Pocillopora_acuta_HIv2___RNAseq.g7763.t1",76.1581257240661,1.59286314311022,0.543617271304862,0.000349515712098909,0.00225218742080843
"Pocillopora_acuta_HIv2___RNAseq.g7832.t1b",1575.26377299131,1.05811886941977,0.174916401690341,3.71365489851514e-10,8.22364996818169e-09
"Pocillopora_acuta_HIv2___RNAseq.g7835.t1",3911.85712425865,1.28247082943092,0.153979114141346,1.55904356146878e-17,8.5228837115197e-16
"Pocillopora_acuta_HIv2___TS.g6432.t1",1047.07493142512,1.38813126551133,0.30155726740399,6.37063253397894e-07,7.92758505740123e-06
"Pocillopora_acuta_HIv2___RNAseq.g7917.t1",2343.8743626411,1.16453666467972,0.176898248094993,1.00628499679869e-11,2.8268678750246e-10
"Pocillopora_acuta_HIv2___TS.g6501.t1",116.267736977657,1.94424954073757,0.358984473495741,5.83727413454708e-09,1.06830980202112e-07
"Pocillopora_acuta_HIv2___RNAseq.g7949.t1b",115.230652973845,3.82292785537072,0.399327808218135,7.32074473631139e-23,6.47885909163558e-21
"Pocillopora_acuta_HIv2___RNAseq.g7959.t1",1627.28062168385,1.04610174939499,0.237941741711557,2.72982807671686e-06,2.94019908296938e-05
"Pocillopora_acuta_HIv2___TS.g6534.t1",25.190740744479,1.97881195971865,0.681889056763554,0.000283259359380685,0.00187000494037643
"Pocillopora_acuta_HIv2___TS.g6545.t1",510.043608033979,2.6886233817357,0.391766474908523,4.92174814332847e-13,1.61365760694024e-11
"Pocillopora_acuta_HIv2___TS.g6554.t1",2017.40326277283,1.71543249817402,0.195609038847591,2.2176087002546e-19,1.45791931979596e-17
"Pocillopora_acuta_HIv2___TS.g6560.t2",25.3673301318236,3.37891148056237,1.18889663797171,0.00019619330552009,0.00135383008615567
"Pocillopora_acuta_HIv2___RNAseq.g8035.t1",78.5266835920011,1.24456348664283,0.858750397083654,0.0135278791998032,0.0493804658820621
"Pocillopora_acuta_HIv2___RNAseq.g8036.t1",272.957763739536,1.24920454421708,0.318391765502263,1.54195747326159e-05,0.000142387762151493
"Pocillopora_acuta_HIv2___RNAseq.g8056.t1",3561.31058008535,2.68001823770424,0.201178245473134,1.35770667481766e-41,4.90927337804427e-39
"Pocillopora_acuta_HIv2___RNAseq.g8057.t1",306.09490080951,1.28855252577918,0.291937755029013,1.73072639130771e-06,1.94608688095911e-05
"Pocillopora_acuta_HIv2___TS.g6623.t1",7300.12360796118,1.50569932147637,0.178729634117325,5.47947175409561e-18,3.13780338388946e-16
"Pocillopora_acuta_HIv2___RNAseq.g8095.t1",1484.07816215587,1.06826234981274,0.198154739975057,1.72380213413488e-08,2.87047077743999e-07
"Pocillopora_acuta_HIv2___RNAseq.g8102.t1",186.942164873776,1.36347988548424,0.354768830627677,1.79750513487985e-05,0.000163128908099476
"Pocillopora_acuta_HIv2___RNAseq.g8109.t1",1133.14500196048,1.09879751553597,0.243151650765705,1.41825316847899e-06,1.61991904094637e-05
"Pocillopora_acuta_HIv2___RNAseq.g8113.t1",85.0487544432556,1.43708267567949,0.366477961475871,1.21948219475737e-05,0.000115344969474977
"Pocillopora_acuta_HIv2___RNAseq.g500.t1",76.0468134756777,6.84646807728974,0.832419656615736,1.0136581551667e-16,5.15194810550687e-15
"Pocillopora_acuta_HIv2___RNAseq.g418.t1",39.1745879103473,1.20639462858776,0.593028291279706,0.00574150909872636,0.0244528582867008
"Pocillopora_acuta_HIv2___RNAseq.g443.t1",164.482707009324,1.92860484632329,0.560385449431379,4.7586032119474e-05,0.000387532194007724
"Pocillopora_acuta_HIv2___RNAseq.g495.t1",42.9217626652481,2.07776351505096,0.625144499967312,6.70680359608547e-05,0.00052588570576369
"Pocillopora_acuta_HIv2___RNAseq.g499.t1",34.3358434590901,1.13478728288359,0.577802392920827,0.00751877997868134,0.0304541270667953
"Pocillopora_acuta_HIv2___RNAseq.g514.t1",78.327539181928,2.05395340244747,0.453724872928511,5.26579521417514e-07,6.6699121229473e-06
"Pocillopora_acuta_HIv2___RNAseq.g518.t1c",121.512742043233,2.78481234911415,0.420690524232109,2.58064247061911e-12,7.80389982961054e-11
"Pocillopora_acuta_HIv2___RNAseq.g610.t1",1046.00523511449,1.53399984690566,0.259367138820283,4.56061056066046e-10,9.96836044049024e-09
