"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Pocillopora_acuta_HIv2___RNAseq.g16898.t1",29.1292190625539,1.20462221477854,0.77704201144755,0.0132307251288676,0.0485407861627436
"Pocillopora_acuta_HIv2___RNAseq.g16900.t1",445.526437068354,1.34568134739907,0.290153328689063,5.69822961715663e-07,7.16838418687134e-06
"Pocillopora_acuta_HIv2___RNAseq.g16931.t1",1382.93012010408,1.60638974060227,0.436255102348744,2.66939274730548e-05,0.000231466254974474
"Pocillopora_acuta_HIv2___RNAseq.g16946.t1",440.741833046724,1.2964321181719,0.245522278780093,2.25915818975715e-08,3.68200598460678e-07
"Pocillopora_acuta_HIv2___RNAseq.g16966.t1",227.52338485932,1.78331832836858,1.65321113341191,0.00792447466086494,0.0318122725045444
"Pocillopora_acuta_HIv2___TS.g17358.t1",212.102845965462,5.63895281611434,1.11838073181198,1.93073702725027e-08,3.18571609496294e-07
"Pocillopora_acuta_HIv2___TS.g17378.t2",1734.30290202815,1.76055787817336,0.235481536154789,8.84680690813476e-15,3.57702124044407e-13
"Pocillopora_acuta_HIv2___RNAseq.g17005.t1",115.144258666371,1.6076223908539,0.365179796739137,1.27970723077464e-06,1.47767653823617e-05
"Pocillopora_acuta_HIv2___RNAseq.g17006.t1",903.078803483003,1.2317292518036,0.24320197439161,7.81622961331005e-08,1.16169458451257e-06
"Pocillopora_acuta_HIv2___RNAseq.g17018.t1",282.454480986892,1.62091121278944,0.256110828611392,3.19029641446752e-11,8.25660455486578e-10
"Pocillopora_acuta_HIv2___TS.g17408.t1",239.432938460589,1.28749179349747,0.252795133573632,6.24735383354057e-08,9.49140293401833e-07
"Pocillopora_acuta_HIv2___RNAseq.g17031.t1",1745.5638724372,1.5805198054454,0.215711780839995,3.19342707455156e-14,1.21001246532896e-12
"Pocillopora_acuta_HIv2___RNAseq.g17039.t1",1456.2892521824,1.07610472830811,0.193377986758403,6.42517027204805e-09,1.16328672929763e-07
"Pocillopora_acuta_HIv2___RNAseq.g17045.t1",192.981460983456,2.13676387875958,0.362865647039273,3.52683989918271e-10,7.87194397603294e-09
"Pocillopora_acuta_HIv2___TS.g17433.t1",654.709268045119,1.33805144355974,0.300753159776731,1.39327337562448e-06,1.59282486045308e-05
"Pocillopora_acuta_HIv2___RNAseq.g17047.t1",1278.16915084659,2.17871947874846,0.255782768161876,1.50062440603608e-18,9.21900590805318e-17
"Pocillopora_acuta_HIv2___RNAseq.8770_t",1072.36579072878,3.89288285770544,1.38427567320654,0.000148752017273391,0.00106327656289376
"Pocillopora_acuta_HIv2___RNAseq.g17109.t1",2513.41423719135,2.46457264590728,0.207411516057649,1.25957800068555e-33,2.7017948114705e-31
"Pocillopora_acuta_HIv2___RNAseq.g17127.t1",154.797504405839,2.63291051861508,0.347906041314995,3.05511377177455e-15,1.31959018220794e-13
"Pocillopora_acuta_HIv2___RNAseq.g17179.t1",2379.03548939333,1.17951072855431,0.21271314751973,6.13445866720339e-09,1.11704520378119e-07
"Pocillopora_acuta_HIv2___RNAseq.g17194.t1",1587.17194780363,1.61879452860719,0.216457413599111,9.790160372215e-15,3.92708001871844e-13
"Pocillopora_acuta_HIv2___TS.g17618.t2",8086.91660310437,1.97026918464038,0.175373050193738,2.98776013846832e-30,5.17967101813505e-28
"Pocillopora_acuta_HIv2___RNAseq.g17246.t1",1016.27673493416,3.21316765805684,0.249517619567887,4.32852084900504e-39,1.33608769767276e-36
"Pocillopora_acuta_HIv2___RNAseq.g17247.t1",2238.43335472546,3.09576110610897,0.232008718650386,9.20789024611924e-42,3.37769434810904e-39
"Pocillopora_acuta_HIv2___RNAseq.g17251.t1",3936.98752456879,1.03232801932219,0.190084706750073,1.47418064227798e-08,2.47762192806759e-07
"Pocillopora_acuta_HIv2___RNAseq.g17256.t1",1448.1618237428,1.42448581790978,0.423855521679405,0.000104967726828184,0.000783496943010368
"Pocillopora_acuta_HIv2___RNAseq.g21679.t1",37.7069840660892,1.32708091029792,0.591152652032511,0.00300340378665087,0.0141959203069879
"Pocillopora_acuta_HIv2___RNAseq.g21681.t1",31.5843244976902,3.75525551216921,1.00322316611241,8.41939453185191e-06,8.2502243513629e-05
"Pocillopora_acuta_HIv2___RNAseq.g21683.t1",2147.99969074042,3.48210088043423,0.383390035460062,7.54414514290021e-21,5.64940407431796e-19
"Pocillopora_acuta_HIv2___RNAseq.g21726.t1",383.250970262168,1.31699986348135,0.362441636080856,4.35843926621644e-05,0.000358054061237275
"Pocillopora_acuta_HIv2___RNAseq.g21751.t1",2459.91430758295,1.955406396175,0.204898963837231,1.50562400734639e-22,1.28312623737187e-20
"Pocillopora_acuta_HIv2___RNAseq.g21793.t1b",323.002756646424,1.32864102208946,0.293574718122522,9.90821782822666e-07,1.17795632433182e-05
"Pocillopora_acuta_HIv2___RNAseq.g21808.t1",632.025749268248,1.23379495199018,0.425938010780148,0.000613080810963075,0.00366675056859319
"Pocillopora_acuta_HIv2___TS.g6865.t1",688.087339679168,1.33629292676829,0.220248110531158,2.23209402582148e-10,5.09896497180213e-09
"Pocillopora_acuta_HIv2___TS.g6881.t2",2407.2126031734,1.02431617506552,0.297834556597178,0.000141848912451601,0.00102050688468595
"Pocillopora_acuta_HIv2___RNAseq.g21869.t1",21.2748110983383,1.28198976618019,0.687624904994352,0.00707143255457395,0.0289385657863898
"Pocillopora_acuta_HIv2___TS.g6928.t1",7.79364358167786,2.8484176282256,1.73536922939579,0.00363116762394348,0.0166772788476925
"Pocillopora_acuta_HIv2___RNAseq.g21884.t1",1046.11729795988,1.1947124323619,0.175173527151238,1.9010725903668e-12,5.82542958048112e-11
"Pocillopora_acuta_HIv2___RNAseq.g21917.t1",101.859993942701,1.53775936565318,0.364223035359727,3.07355740820253e-06,3.27833171340135e-05
"Pocillopora_acuta_HIv2___RNAseq.g21940.t1",1121.69258721736,1.02026448983635,0.165027199542779,1.71415619502083e-10,3.94786237053433e-09
"Pocillopora_acuta_HIv2___RNAseq.9213_t",3994.44077620996,1.01332789831404,0.18493912251823,1.1650073092698e-08,2.00186693855587e-07
"Pocillopora_acuta_HIv2___RNAseq.g21965.t1",5581.93488526944,1.05175774386595,0.183339061285297,2.48587871880509e-09,4.87752529082758e-08
"Pocillopora_acuta_HIv2___RNAseq.g22042.t1",3926.18132107925,1.42044267556516,0.248081643934854,1.54359303559345e-09,3.13562466483994e-08
"Pocillopora_acuta_HIv2___RNAseq.g22043.t1",1074.21210676663,1.00643220258418,0.178889264676102,5.07990684837688e-09,9.43342056047448e-08
"Pocillopora_acuta_HIv2___RNAseq.g22052.t1",77.7386412543592,1.77601396948685,0.473428498543859,1.70415354457384e-05,0.000155717090711026
"Pocillopora_acuta_HIv2___RNAseq.g22092.t1",229.307922653075,4.02679534026933,0.433079530881821,1.16146074785835e-21,9.24457012234046e-20
"Pocillopora_acuta_HIv2___RNAseq.g22110.t1",106.973664635075,1.08626343541066,0.361215877877961,0.00055547764757189,0.00336597910885614
"Pocillopora_acuta_HIv2___RNAseq.g23559.t1",129.16194426423,1.29211461793386,0.338662218302743,2.24590985498382e-05,0.000198671350613479
"Pocillopora_acuta_HIv2___TS.g23864.t1",238.809920925169,1.03269305748713,0.307087617837749,0.000184849991916194,0.00128784424590993
"Pocillopora_acuta_HIv2___TS.g23869.t1",339.703876881598,1.12771606745618,0.25524883699629,2.18100269885321e-06,2.40223495694837e-05
"Pocillopora_acuta_HIv2___TS.g23877.t1",233.17154003512,1.0487539991435,0.279539997448477,4.19628162338302e-05,0.000346306110757899
"Pocillopora_acuta_HIv2___TS.g23888.t1",217.4821628413,1.0536339641118,0.349585172882685,0.000573508502603689,0.00346437107910033
"Pocillopora_acuta_HIv2___TS.g23892.t2",3667.37558450003,1.78465717439339,0.22643590133304,3.37582853705274e-16,1.62753516383508e-14
"Pocillopora_acuta_HIv2___RNAseq.g23604.t1",631.964120024271,1.05328753853372,0.198266729499571,2.73409063443823e-08,4.42188933215757e-07
"Pocillopora_acuta_HIv2___TS.g23904.t1b",184.425025349981,1.85255494619916,0.323192657036859,1.00386935296527e-09,2.10687704750447e-08
"Pocillopora_acuta_HIv2___TS.g23904.t1a",92.2338543507588,3.52856073248485,0.398153411507762,5.59553569960648e-20,3.89627478200027e-18
"Pocillopora_acuta_HIv2___TS.g23905.t1",68.1177585743688,3.8894955701935,0.573386780225042,7.03904381488357e-13,2.26962086622316e-11
"Pocillopora_acuta_HIv2___RNAseq.g23612.t3",53.5914319901343,2.78440945076833,0.648677099275437,1.04817384112595e-06,1.23915591278556e-05
"Pocillopora_acuta_HIv2___RNAseq.g23613.t1",5.78231046025061,2.37736765561158,2.50182178977979,0.00849897577695628,0.0337122043395299
"Pocillopora_acuta_HIv2___RNAseq.g23621.t1",16.351483104841,2.94877931544491,1.21748999994207,0.000628288772299148,0.00374884891929838
"Pocillopora_acuta_HIv2___TS.g23920.t1",23.1741608702201,2.53416534453425,0.772312331568751,6.2795495166725e-05,0.000495880521672699
"Pocillopora_acuta_HIv2___RNAseq.g11430.t1",1323.71780329308,1.15517889485428,0.223939514768771,5.27265798249321e-08,8.10299005433429e-07
"Pocillopora_acuta_HIv2___RNAseq.g11431.t1",134.369299567832,3.04637878066943,0.456757672512084,1.68269501184079e-12,5.21944772606646e-11
"Pocillopora_acuta_HIv2___RNAseq.g11438.t1",2641.77168205594,1.10359335299621,0.24989499520876,2.05553276472842e-06,2.27492740743511e-05
"Pocillopora_acuta_HIv2___RNAseq.g11440.t1",235.120430749786,1.158487754522,0.299358427567054,2.17076411916659e-05,0.000192922087851916
"Pocillopora_acuta_HIv2___RNAseq.g11463.t1",685.031254153147,1.01500616632455,0.256096733512116,1.88696427296601e-05,0.000170392267973752
"Pocillopora_acuta_HIv2___TS.g89.t3",1306.97723074298,1.2790962458747,0.208696669644213,1.62392855570957e-10,3.75715316943007e-09
"Pocillopora_acuta_HIv2___RNAseq.g11498.t1",30.0446007972598,1.52144919552685,0.613054679678822,0.00131288444317168,0.0070418347406481
"Pocillopora_acuta_HIv2___RNAseq.g11500.t1",76.4697147461599,1.07955756239219,0.394971604392842,0.00128980252644616,0.00694009178292489
"Pocillopora_acuta_HIv2___TS.g104.t2b",40.5815375286285,1.70696916548102,0.594557971254245,0.00036549556719363,0.00233671591342207
"Pocillopora_acuta_HIv2___RNAseq.g11530.t1",4036.98496757946,1.04895876369762,0.18301383065674,2.61477038515041e-09,5.11061414814996e-08
"Pocillopora_acuta_HIv2___RNAseq.g11552.t1",404.31993599117,2.73954868826061,0.901156933449004,0.000114464363571916,0.000845159715976884
"Pocillopora_acuta_HIv2___RNAseq.g11554.t1",53.6786960528131,1.40301087302773,0.559204563581551,0.00143669974779486,0.00757116537922877
"Pocillopora_acuta_HIv2___RNAseq.g11560.t1",49.1619785188358,2.35457331306157,0.989025042745899,0.000838710532311213,0.004814833813411
"Pocillopora_acuta_HIv2___RNAseq.g11563.t1",3962.96212348764,1.57682009557702,0.174324740058059,2.10823542004489e-20,1.51165854721689e-18
"Pocillopora_acuta_HIv2___TS.g207.t1",18.6010842171573,1.58671371517808,1.32182094778331,0.0100315756802693,0.0386936164104851
"Pocillopora_acuta_HIv2___RNAseq.g11621.t1",945.386365854413,1.07523926388775,0.221028499231048,2.75360602780279e-07,3.67791673718821e-06
"Pocillopora_acuta_HIv2___RNAseq.g11623.t1",1679.13235047329,1.87222082715634,0.178429424781482,1.0357749164473e-26,1.31741200553757e-24
"Pocillopora_acuta_HIv2___TS.g289.t1",428.770322702838,1.63245704288034,1.04407681879702,0.00657935709875831,0.0273493361022617
"Pocillopora_acuta_HIv2___RNAseq.g11723.t1",18331.315976876,1.05399163691256,0.215654739849346,2.44322603282879e-07,3.2946453978119e-06
"Pocillopora_acuta_HIv2___RNAseq.g11729.t1",818.208286901095,1.56224885064603,0.225510127830608,5.7441038199438e-13,1.86875336486629e-11
"Pocillopora_acuta_HIv2___RNAseq.g11734.t1",4961.80305617462,1.10993680404906,0.15165266406406,6.06889974437629e-14,2.23595227700012e-12
"Pocillopora_acuta_HIv2___RNAseq.g11740.t1",2238.55625032501,1.17361844591093,0.180105585093611,1.54875879261998e-11,4.24708925243816e-10
"Pocillopora_acuta_HIv2___RNAseq.g11783.t1",1051.47541831158,1.2619651198469,0.286925113761215,1.9377738541289e-06,2.15783332583014e-05
"Pocillopora_acuta_HIv2___TS.g401.t1",346.418454107766,1.49823811087611,0.269228564074125,3.64783671069088e-09,6.98414485509053e-08
"Pocillopora_acuta_HIv2___TS.g412.t1",2630.53837465578,1.3870247979847,0.213774525405632,1.43494323502893e-11,3.95641048167944e-10
"Pocillopora_acuta_HIv2___RNAseq.g11843.t1",5185.31059949482,1.30135666357878,0.168600680521978,2.29123555901613e-15,1.00161421820824e-13
"Pocillopora_acuta_HIv2___RNAseq.g11864.t1",778.040294618993,1.75704021896101,0.282310790139022,5.47440175035103e-11,1.37190675943698e-09
"Pocillopora_acuta_HIv2___RNAseq.g11883.t1",380.735813022741,1.49923152283952,0.276013963475823,7.7182449703813e-09,1.37792613487426e-07
"Pocillopora_acuta_HIv2___RNAseq.g20033.t1",6.72100638961452,6.21462689125428,2.88693145611625,0.000137794072970851,0.000993931542024855
"Pocillopora_acuta_HIv2___RNAseq.g20067.t1",232.520937777828,1.17256627831034,0.347439104938251,0.000137500670540803,0.000992097911077045
"Pocillopora_acuta_HIv2___RNAseq.g20101.t1",2616.69971631485,6.36382167959719,0.331987160618632,5.90310294957556e-83,1.86766798445884e-79
"Pocillopora_acuta_HIv2___RNAseq.g20129.t1",86.5875164740095,1.07827211119396,0.4475581429462,0.00308403954615041,0.0145120143061188
"Pocillopora_acuta_HIv2___RNAseq.g20135.t1",22.9974715743099,1.92848013775959,0.683241012268688,0.000371151348365471,0.00236510870555852
"Pocillopora_acuta_HIv2___RNAseq.g4322.t1",11.0018279628392,7.3511905513384,2.81171406332631,3.55538604235231e-06,3.73987589512326e-05
"Pocillopora_acuta_HIv2___RNAseq.g4313.t1",12.6525640335734,1.52867888657007,1.06742279982795,0.00941266484377289,0.0366924318282359
"Pocillopora_acuta_HIv2___RNAseq.g4341.t1",344.007645386878,2.28760261278424,0.262039717377458,2.1561115337278e-19,1.42118070391105e-17
"Pocillopora_acuta_HIv2___RNAseq.g4342.t1",383.933125371026,2.32007197726306,0.230603817466898,7.06777248805258e-25,7.84615743180258e-23
"Pocillopora_acuta_HIv2___RNAseq.g4349.t1",415.701130462823,1.01373334803166,0.218489348187729,9.25719245540983e-07,1.10784301767791e-05
"Pocillopora_acuta_HIv2___RNAseq.g4350.t1",1417.12023537407,2.54910127440923,0.254940852442536,1.24389934666676e-24,1.3570834639432e-22
"Pocillopora_acuta_HIv2___RNAseq.g4352.t1",852.169910113266,1.63740294110476,0.229417319624856,1.22858744519989e-13,4.3370678975529e-12
"Pocillopora_acuta_HIv2___RNAseq.g4371.t1",10555.7223043277,3.81437074064317,0.205377399336671,3.49678424400565e-78,8.85071060000271e-75
"Pocillopora_acuta_HIv2___TS.g29624.t2",8940.86058872762,3.51420472079558,0.256309008678467,6.23579201271618e-44,2.7690198532256e-41
"Pocillopora_acuta_HIv2___RNAseq.g4374.t1",57.5202521732468,4.31900391088894,0.83852856612739,1.44774361440263e-08,2.43966968203362e-07
"Pocillopora_acuta_HIv2___RNAseq.g4375.t1",8314.09080179798,1.37906952205682,0.185169285112137,1.61030997005221e-14,6.28990056357893e-13
"Pocillopora_acuta_HIv2___RNAseq.g4377.t1",7236.20967596731,1.38177528597553,0.155369953796941,1.0074561857506e-19,6.74824960658039e-18
"Pocillopora_acuta_HIv2___RNAseq.g4388.t1",1279.27099813524,1.78451570250978,0.222353357749119,1.15678960461137e-16,5.85590033646369e-15
"Pocillopora_acuta_HIv2___TS.g29655.t1",933.411884126783,2.7830594251831,0.425798106403215,4.49766258205226e-12,1.32065356861166e-10
"Pocillopora_acuta_HIv2___RNAseq.g4401.t1",218.16536414024,1.92521909343995,0.592907988203453,9.41411536011966e-05,0.000710861198925981
"Pocillopora_acuta_HIv2___TS.g29657.t1",1060.37010363665,1.3871605960184,0.381596570520235,3.94738002392704e-05,0.000328226464473119
"Pocillopora_acuta_HIv2___RNAseq.g4407.t1a",35.44572248687,1.07740365378735,0.62997107412524,0.0132530519202949,0.048601564351577
"Pocillopora_acuta_HIv2___RNAseq.g4428.t1",108.023255061883,1.00403304457755,0.365274481586687,0.00140955780515567,0.00745295960022879
"Pocillopora_acuta_HIv2___TS.g29705.t1",405.99381122002,1.06424304782477,0.263293873334556,1.25641297897725e-05,0.000118395640025663
"Pocillopora_acuta_HIv2___RNAseq.g4479.t1",26.9241145048793,2.32520763286907,0.69517855571518,5.48048122669143e-05,0.000439115100755893
"Pocillopora_acuta_HIv2___RNAseq.g4491.t1",62.6372123641655,1.01635840464179,0.439363877242006,0.00433831353983461,0.0194713539080541
"Pocillopora_acuta_HIv2___TS.g29753.t1",353.97396917545,1.08500743172578,0.244307450050046,2.08651091446625e-06,2.30719431000678e-05
"Pocillopora_acuta_HIv2___RNAseq.g4506.t1",507.85740005153,1.02865139914849,0.236296671528137,3.42964527023147e-06,3.62605478006803e-05
"Pocillopora_acuta_HIv2___TS.g29761.t1a",8516.24226153158,1.29502864475449,0.198900118588103,1.4331001424688e-11,3.95563769967587e-10
"Pocillopora_acuta_HIv2___TS.g29762.t1",310.705672003464,1.13668938578987,0.25938606949465,2.52032091329028e-06,2.74373516715227e-05
"Pocillopora_acuta_HIv2___RNAseq.g4540.t1",237.601800063545,1.01970280989109,0.261278062046188,2.40364764383992e-05,0.000210441803919863
"Pocillopora_acuta_HIv2___RNAseq.10538_t",69.3989717852274,1.45124610177328,0.38744308686172,2.39695882599281e-05,0.000209928805691017
"Pocillopora_acuta_HIv2___RNAseq.g4548.t1",74.2241051167709,1.19355440895303,0.440340823692188,0.00113426213947212,0.00622221695105739
"Pocillopora_acuta_HIv2___TS.g29805.t1",104.417767794784,1.59491489265247,0.362804040241129,1.35436921305212e-06,1.55537382720336e-05
"Pocillopora_acuta_HIv2___RNAseq.g4551.t1",142.103066942889,1.04505603023411,0.350429780530726,0.000645340823451117,0.00383702644641091
"Pocillopora_acuta_HIv2___TS.g29814.t1a",9280.36394671198,3.0242652042425,0.426117178246259,8.32625326951202e-14,3.01065423578027e-12
"Pocillopora_acuta_HIv2___RNAseq.g4564.t1",38.7221175696597,1.48912815288734,0.641997010519538,0.00204509279630984,0.0102198112077786
"Pocillopora_acuta_HIv2___TS.g560.t1",225.020160524424,1.57005138080696,0.345120067055225,6.63873743467356e-07,8.2207966344923e-06
"Pocillopora_acuta_HIv2___RNAseq.g24147.t1",5703.41316758119,1.42644513824376,0.194494589017896,3.59387563212499e-14,1.35768038992113e-12
"Pocillopora_acuta_HIv2___RNAseq.g24155.t1",10710.6807208803,2.78373885030784,0.223378707312631,5.96439084191664e-37,1.58910206947107e-34
"Pocillopora_acuta_HIv2___RNAseq.g24159.t1",216.207637109067,2.29393940977257,0.342563692076389,1.8527823253673e-12,5.69123464045775e-11
"Pocillopora_acuta_HIv2___RNAseq.g24160.t1",106.263364344365,2.61235763205196,0.470048304313582,1.9728301907905e-09,3.94737588609474e-08
"Pocillopora_acuta_HIv2___RNAseq.g24161.t1",409.240738810251,2.62859279039205,0.346766756234919,2.64651217869172e-15,1.14701831772031e-13
"Pocillopora_acuta_HIv2___RNAseq.g24162.t1",665.672223155345,2.84942994499269,0.274789192457262,2.5157135895389e-26,3.10610861779606e-24
"Pocillopora_acuta_HIv2___RNAseq.g24163.t1",1531.45937745614,3.24244846351393,0.329164880979992,4.59692727028808e-24,4.74909494441884e-22
"Pocillopora_acuta_HIv2___RNAseq.g24164.t1",1805.39266311761,2.93721364746655,0.277039955361475,2.12322726509321e-27,2.9856114059319e-25
"Pocillopora_acuta_HIv2___RNAseq.g24165.t1",1066.12121860121,1.70504861146356,0.261863628190953,8.86408962280248e-12,2.51241850439814e-10
"Pocillopora_acuta_HIv2___RNAseq.g24194.t1",623.781348887067,1.49067387562773,0.259265247339589,1.28965648741835e-09,2.65818366067149e-08
"Pocillopora_acuta_HIv2___RNAseq.g24207.t1b",174.346125806838,1.14972597467689,0.360496123179434,0.000272103880491631,0.00180199406570478
"Pocillopora_acuta_HIv2___RNAseq.g24221.t1",37.3160278602133,1.431711207136,0.629838636930624,0.00239885326958345,0.0116944096892193
"Pocillopora_acuta_HIv2___RNAseq.g24223.t1",294.817935061455,1.20525860140831,0.268844874230104,1.43891209096342e-06,1.64203354077435e-05
"Pocillopora_acuta_HIv2___TS.g655.t1",495.962370764499,1.29175831964706,0.339234408855238,2.31015072390682e-05,0.000203488345039214
"Pocillopora_acuta_HIv2___TS.g656.t1",224.720829301791,1.45408387332856,0.348287721041116,4.15632005901842e-06,4.33638157517787e-05
"Pocillopora_acuta_HIv2___RNAseq.g24234.t1",335.256696329497,1.37862137984184,0.358395810175687,1.77339320481e-05,0.000161229724881271
"Pocillopora_acuta_HIv2___RNAseq.g24240.t1",116.666599910498,1.20958382063458,0.508825309553407,0.00263484652679741,0.012705391586925
"Pocillopora_acuta_HIv2___TS.g2253.t1",369.191760440614,1.0383056230662,0.240781987006216,4.06697867595304e-06,4.25193297261658e-05
"Pocillopora_acuta_HIv2___RNAseq.g21367.t1",65.4388460002795,1.24680289773303,0.557503290196004,0.0034494754950276,0.0159586317409328
"Pocillopora_acuta_HIv2___RNAseq.g21401.t1",3164.14800515114,1.23285468938724,0.227059523842559,1.08638376658976e-08,1.87952559919025e-07
"Pocillopora_acuta_HIv2___RNAseq.g21448.t1",260.503545113991,2.73247963172856,0.436520159362517,2.76144202993895e-11,7.220543307829e-10
"Pocillopora_acuta_HIv2___RNAseq.g21450.t1",48.4571817236127,4.77379314986478,0.77565872565938,4.67882499824809e-11,1.18307432098559e-09
"Pocillopora_acuta_HIv2___RNAseq.g21452.t1",57.7224279809295,3.8523118900266,0.547961121163234,1.47631082936889e-13,5.16831305700636e-12
"Pocillopora_acuta_HIv2___RNAseq.g21453.t1",127.708407857035,4.36750070062455,0.551062589159399,1.54983554712405e-16,7.78331101850334e-15
"Pocillopora_acuta_HIv2___RNAseq.g21460.t2a",601.917387788112,2.19048826743083,0.269708158225205,4.23025475066685e-17,2.23532313140144e-15
"Pocillopora_acuta_HIv2___RNAseq.g21460.t2b",53.5864755910127,2.14341002144901,0.477691103270532,5.96160259759981e-07,7.45156164680735e-06
"Pocillopora_acuta_HIv2___RNAseq.g21461.t1",44.5693604853439,2.47646639350465,0.723007830927354,3.72608376170148e-05,0.000311462701758342
"Pocillopora_acuta_HIv2___RNAseq.g21488.t1",2563.04533212939,1.28819303995987,0.352742158149811,4.05980526411445e-05,0.000336469322331372
"Pocillopora_acuta_HIv2___RNAseq.g21498.t1",7748.500083511,1.94157360172694,0.247376822846075,3.57253120070252e-16,1.71909386351676e-14
"Pocillopora_acuta_HIv2___RNAseq.g21517.t1",27553.2027569059,1.01453707500905,0.24049474342443,4.72414300982287e-06,4.87058182165485e-05
"Pocillopora_acuta_HIv2___RNAseq.g21520.t1",53.9080224321364,1.76257891219911,0.45847416099868,1.21247445691536e-05,0.000114810852895565
"Pocillopora_acuta_HIv2___RNAseq.g21532.t1",7797.99057823717,1.98165551605281,0.238046249733231,8.38276232648902e-18,4.7466688421871e-16
"Pocillopora_acuta_HIv2___RNAseq.g21563.t1",46.8894565808677,2.39259744210021,0.517465931510799,2.91062514515098e-07,3.85307704230735e-06
"Pocillopora_acuta_HIv2___TS.g2459.t1",9.62248112414992,2.11680162699825,1.46904727987327,0.00575997966535303,0.0245127746981543
"Pocillopora_acuta_HIv2___RNAseq.g21564.t1",12.9769179734331,2.52779242298687,1.1174720882881,0.00116741062400835,0.00637917320904043
"Pocillopora_acuta_HIv2___RNAseq.g21565.t1",24.2873037017444,1.89829581875253,0.664416518381929,0.000337052357672035,0.00218299186925202
"Pocillopora_acuta_HIv2___RNAseq.g21589.t1",269.304475558203,1.27381988759569,0.372926539836252,0.000102357852770436,0.000766276134715326
"Pocillopora_acuta_HIv2___TS.g2495.t1",249.028851737884,3.38097424483579,0.458841690258295,1.10009139192679e-14,4.3849469639463e-13
"Pocillopora_acuta_HIv2___TS.g2496.t1",175.490168932986,2.14548741625698,0.434387763312962,6.60454529247583e-08,9.98015796405109e-07
"Pocillopora_acuta_HIv2___RNAseq.g21602.t1",35.9873574643961,1.33633259889564,0.556675342389282,0.00204756829126424,0.0102301620647827
"Pocillopora_acuta_HIv2___RNAseq.g21615.t1",230.613897828536,1.22536694201387,0.311802004203048,1.56523845519734e-05,0.000144274401090677
"Pocillopora_acuta_HIv2___RNAseq.g21621.t1",51.4643375836875,3.46192295663226,0.543161822912597,1.20352563475285e-11,3.36601517582646e-10
"Pocillopora_acuta_HIv2___TS.g2519.t1",1529.80363814239,1.2516644138295,0.186988292076217,4.21241645162332e-12,1.24121621428449e-10
"Pocillopora_acuta_HIv2___RNAseq.g21633.t1",106.083932042604,1.02074724281575,0.332099127977904,0.000503420205863466,0.00308973540994428
"Pocillopora_acuta_HIv2___RNAseq.g21641.t1",2413.60236330665,1.66186071865417,0.198622190042116,7.53796859521591e-18,4.28749490142719e-16
"Pocillopora_acuta_HIv2___RNAseq.g8199.t1",15.1394296747624,1.57585781389027,0.91545002064109,0.00602185795679683,0.025392453201572
"Pocillopora_acuta_HIv2___RNAseq.g8155.t1",3330.58682652041,1.2268584033606,0.189642852979804,1.96707794061739e-11,5.31362964300607e-10
"Pocillopora_acuta_HIv2___RNAseq.g8156.t1",2079.10171413722,1.118180493482,0.183838791492181,2.76985701597927e-10,6.2652234970019e-09
"Pocillopora_acuta_HIv2___TS.g29974.t1",58.1056676888912,1.02485629107634,0.441239185904488,0.00417054498608495,0.0188467531053019
"Pocillopora_acuta_HIv2___RNAseq.g8171.t1",291.162800187568,2.12558932966846,0.317991841396157,2.12591886457975e-12,6.4908482969093e-11
"Pocillopora_acuta_HIv2___TS.g29999.t1b",30.6440385977014,1.16338441076322,0.667134303781555,0.0107068483721737,0.0407939030950996
"Pocillopora_acuta_HIv2___RNAseq.11228_t",118.737073253275,1.05355178329224,0.334375513125988,0.000364631995641226,0.00233262920811197
"Pocillopora_acuta_HIv2___RNAseq.g8276.t1",927.084516702703,1.1127828404532,0.222215003896154,1.24868103746227e-07,1.78058398530747e-06
"Pocillopora_acuta_HIv2___RNAseq.g8303.t1",656.976153271283,1.39034971945071,0.245920576055298,2.49239275566364e-09,4.88646869518594e-08
"Pocillopora_acuta_HIv2___RNAseq.g8315.t1",28.1835152283487,1.16808609488787,0.706427412560898,0.0120202515679626,0.0448058474463899
"Pocillopora_acuta_HIv2___TS.g30126.t1",64.309076002989,3.60096097927979,0.539392411821779,1.80195888871174e-12,5.55534487602713e-11
"Pocillopora_acuta_HIv2___RNAseq.g8334.t1",6259.32627648763,1.19674540530162,0.199697330247013,4.25883856432517e-10,9.34102798107751e-09
"Pocillopora_acuta_HIv2___RNAseq.g8355.t1",510.045465182283,3.36951885663648,0.354312609805583,1.2835993919624e-22,1.10132827830374e-20
"Pocillopora_acuta_HIv2___TS.g30183.t1",2947.88912313056,1.48183551775644,0.311562250194171,2.72611682407453e-07,3.65083295947886e-06
"Pocillopora_acuta_HIv2___TS.g30191.t1",1333.93495500112,1.82527442084135,0.227610523516936,1.19489047487328e-16,6.02467585846962e-15
"Pocillopora_acuta_HIv2___RNAseq.g8390.t1",5305.90156052517,2.46545252692341,0.229032671028622,3.83336868401833e-28,5.64106946285976e-26
"Pocillopora_acuta_HIv2___RNAseq.g8399.t1",115500.596325403,2.94835049817376,0.216758662941582,2.95461339490816e-43,1.24640366064201e-40
