Gene	p	padj	loglik_full	loglik_red	df_full	df_red	mean	converge_combined	converge_case	converge_control	converge_sigmoid	impulseTOsigmoid_p	impulseTOsigmoid_padj	sigmoidTOconst_p	sigmoidTOconst_padj	isTransient	isMonotonous	allZero
Pocillopora_acuta_HIv2___RNAseq.g12122.t1	4.58241178804055e-11	1.15343776282789e-09	-253.416633332782	-282.02043864134	17	12	591.826230590076	0	0	0	0	0.0561330470910574	0.122282038487665	7.79844443675783e-15	1.76561930308591e-13	FALSE	TRUE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12123.t1	0.212956134607278	0.402595797032226	-273.712811570662	-277.265253289853	17	12	1513.29493357804	0	0	0	0	0.00418018747069533	0.0134712288163999	0.958415927497132	1	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___TS.g3093.t2	0.0397157448438545	0.10569125820297	-239.576110139357	-245.407390312504	17	12	663.72369986198	0	0	0	0	0.00110829514832119	0.00421529270023106	0.325458037667842	0.588480233468065	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12125.t1	0.06529744762969	0.157970097752629	-167.917567667807	-173.104733920322	17	12	30.3833975764346	0	0	0	0	0.00717953756685565	0.0215729235133118	0.0809083470329773	0.192458688435762	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12126.t1	1.36546244632352e-06	1.39599107825352e-05	-251.065682929448	-268.671275665674	17	12	696.505658175272	0	0	0	0	9.96130585757449e-20	3.73920660176117e-18	0.403495905739729	0.692415217787287	TRUE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.21139_t	5.26747878172618e-08	7.42168579049935e-07	-211.575813934955	-232.695733132745	17	12	253.941110887382	0	0	0	0	2.92529299293614e-21	1.25942000751516e-19	0.396523174173085	0.683330639027143	TRUE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12129.t1	0.0264031488172196	0.0756021851331771	-198.028558704739	-204.376427110532	17	12	133.720458720868	0	0	0	0	8.36592416348466e-05	0.000418781873036933	0.180238033025514	0.370392471517773	TRUE	FALSE	FALSE
Pocillopora_acuta_HIv2___TS.g3099.t1	1.8689981558407e-07	2.32411884397496e-06	-269.535006802503	-289.293292171863	17	12	1931.62159624829	0	0	0	0	0.531904315654828	0.703170899705985	5.33219198101349e-07	4.27879696854526e-06	FALSE	TRUE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12131.t1	0.144954720036128	0.298168855690454	-296.520361320917	-300.626145194373	17	12	2607.53850318465	0	0	0	0	0.00591936798947386	0.0182777292738204	0.856012536970636	1	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___TS.g3101.t1	1.17711399446775e-10	2.75603571396717e-09	-282.808633862882	-310.417778896319	17	12	837.264839616074	0	0	0	0	1.14420888167416e-18	3.81993628859803e-17	0.00155287272195387	0.00617059891357049	TRUE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12133.t1	0.384443427172519	0.628283025508563	-275.666310260576	-278.298633247597	17	12	1377.0635501062	0	0	0	0	0.434576563387115	0.606413939477674	0.112924533676961	0.253462920301256	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___TS.g3103.t1	0.332524757841731	0.566413608977776	-255.900433275705	-258.769569699609	17	12	922.29117874284	0	0	0	0	0.0320943938504078	0.0769775734248834	0.00189819441015373	0.00739670849560226	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12135.t1	0.0152831838405777	0.047956590591457	-323.460796025026	-330.4867376652	17	12	3108.64387368229	0	0	0	0	3.11967690924663e-06	2.09459063673111e-05	3.77512158368176e-07	3.10529216122964e-06	TRUE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12136.t1	0.0772433960862986	0.180587628312378	-245.944383335127	-250.909378868763	17	12	475.389359907909	0	0	0	0	0.00605443108174361	0.0186356685412567	0.00048113331532065	0.00216112568185403	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12137.t1	1.14371679073814e-05	9.39759671779936e-05	-229.188921959529	-244.469200494685	17	12	123.522396009359	0	0	0	0	0.040839176326162	0.094014213693636	2.79917648435158e-14	6.02561671167836e-13	FALSE	TRUE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12138.t1	8.68164755558376e-05	0.000566880405079009	-214.824862464677	-227.855635828018	17	12	363.172282725401	0	0	0	0	0.000409390321072411	0.00174758131399793	0.0117349549323549	0.03691098904205	FALSE	FALSE	FALSE
