"","MEdarkmagenta","MEgrey60","MEivory","MEorangered4","MEsienna3","MEdarkturquoise","MEfloralwhite","MEyellow","MEpurple","MEturquoise","MEroyalblue","MElightsteelblue1","MEdarkorange","MEsteelblue","MEdarkgreen","MEtan","MEorange","MEsalmon","MEdarkolivegreen","MElightcyan","MEmagenta","MEbrown","MEred","MEblack","MEdarkgrey","MEplum1","MEviolet","MEgreenyellow","MEpaleturquoise","MEsaddlebrown","MEskyblue","MEwhite","MEyellowgreen","MElightyellow","MEpink","MEdarkred","MElightcyan1","MEcyan","MElightgreen"
"POR_R72_C1",0.091413075600843,0.0981318642738811,0.0795766201715066,0.108524172847534,0.161264540710116,-0.0892406591970944,-0.132505849048122,0.14393945523803,0.109614230839536,0.100076617145604,-0.0512414826459823,0.111012018434676,-0.116196633134753,-0.093452886374553,-0.149664068955054,-0.164087842586596,-0.0397050968064923,-0.0151237131057944,-0.0748107291682426,0.0985417107762463,-0.0287040231627135,0.0369163906871215,-0.0351234545909841,0.0729447041696601,0.132844552009587,0.108317911222901,0.231601407144503,0.347397742818916,0.260114345870929,-0.230673871690532,-0.201654325808843,0.17088721875497,0.00626572674553758,-0.125539528894776,-0.0476903016214048,-0.132892878799105,-0.0815960192575093,-0.0928194223113496,-0.146651407822473
"POR_R72_C2",0.047089822835006,-0.0895411461624875,-0.0279605236207972,0.00259435745546987,0.0273782865109493,-0.0714453322419731,0.177042814836422,0.141697843384507,0.159150444597555,0.145758234961919,0.397435464077685,-0.0775267633645833,-0.126201155448137,-0.0891395853150405,-0.0774504173093992,-0.121704991461178,6.17896025417285e-05,0.0316503194384058,0.000570130763279758,0.115804753201537,-0.00552045360895432,0.108266755366867,0.0280988353069553,0.0831891088545601,0.142000452187836,0.0722422499369399,0.232311756514292,-0.018886423595225,0.0145159797758143,-0.00435248869433998,-0.0416580163471423,0.0657654031372304,-0.0235051456624749,0.18015845379554,-0.0950130450637276,-0.136370564963851,-0.106306103738234,-0.0932679096196649,-0.101318590570536
"POR_R72_C3",0.105070323166254,0.0491044351406814,0.0463599108130457,0.183928686597239,0.164037230381163,0.285085145113864,0.212249199094674,0.177321674437559,0.193431394663273,0.203953188238305,-0.0289201625417748,0.00721452867751433,-0.119666611056633,-0.0781097665306821,-0.0741160149987018,-0.150052643114278,-0.0019081321246037,0.12486823550539,-0.0200191670056623,0.0881570930943472,-0.0274572507237568,0.102034849913707,-0.00101211063867061,0.0832187896090966,0.115552581007117,0.0288445353583623,-0.109616235449866,-0.0562052132647486,0.0308823015367027,0.181254087411443,0.0774050683520551,-0.137171392789085,-0.159992216771337,-0.114437169014678,-0.0820609440558966,-0.164276460686554,-0.10682973519109,-0.091226031418883,-0.122673506670835
"POR_R72_H1",0.301151992230481,0.196154905388696,0.197360235980672,0.188131397006604,-0.170186786546503,0.148936028559546,0.0247771203538524,0.1064905583371,-0.0216682189786375,-0.24853944378079,-0.111843894003545,-0.093988275476884,-0.00980576208837894,-0.118539373449228,-0.184637102876535,-0.123121965057097,-0.299864797838077,-0.365273579457669,-0.229531778437765,-0.589816690189435,-0.117479840764124,-0.18086466247344,-0.227508744277153,0.0307628085931594,-0.576974596308484,-0.576293680307454,-0.225193814895412,-0.157271139440381,-0.284646422075901,0.156396786230988,0.0587340713284768,-0.26579351354713,-0.209860028759613,-0.198077854485671,-0.131712727862235,0.0817816498010873,0.258000100940824,0.162824336166297,-0.0681659015555388
"POR_R72_H2",0.360159142419018,0.328056419797296,0.309257732709336,0.0852299616292718,-0.0802301771753805,-0.180848024519424,-0.190973562147109,0.121367670538881,-0.530553317857667,-0.26192864452373,-0.122746465287933,-0.0468551498240351,-0.00898278356609163,-0.14422306436569,-0.196460484531281,-0.112896704893179,-0.368803314156143,-0.381443122147659,-0.78345728294635,-0.494638182056395,-0.0348253482850617,-0.616035288218954,-0.486365594580125,0.0747327680703376,0.175225492629193,0.325692326736905,-0.11275084678871,0.129279360998217,-0.372940453996612,-0.315313761956588,-0.364694893370737,-0.146571981844642,-0.115862125762834,-0.196709463423401,-0.127172296140384,0.209510407864676,0.373661378050888,0.1094067295071,-0.0530131765566656
"POR_R72_H3",0.109469407306519,-0.170743372014272,-0.167759321954802,-0.203940466848511,-0.225835671180725,-0.0844819957967259,-0.151958686916067,-0.0461978656311819,0.0239166769156765,-0.177934339827852,-0.0533871364448492,-0.0780570334257166,0.144019028709059,0.00838488940974424,-0.0537769858786224,-0.00137609036500303,-0.090617393858658,-0.206223828427656,0.0463537032054888,0.0588297948016255,0.0893339409140864,0.131472905137583,0.128946725301592,0.0530651077851404,0.00302062751258778,0.114498627379456,-0.0471683855548291,-0.0220270611461382,0.0968816035806586,0.0904499620298271,0.210143345405607,0.184595400196232,0.20823747346288,0.228358071475632,0.305479350089781,0.138597126589685,0.276894284672495,0.218367120722053,0.0584979310305284
"POR_R120_C1",0.0833865083381193,0.14669109874629,0.20246997522272,0.205763230310133,0.147377788181047,0.270460436577227,0.192690907371409,0.134139023864991,0.12178187099502,0.17726065292581,-0.0845186649017573,-0.0477701821439508,-0.183621229050646,-0.134794150388694,-0.142332857473866,-0.184659716899431,-0.0904008462267253,0.0687075693452988,-0.0629259895821804,0.0813189904140207,-0.0671009573097738,-0.058130193294364,-0.13928627348882,0.0455383142169393,0.0916459184345355,-0.0422398029754975,-0.164002041083499,-0.106415076723959,-0.0807716084564109,0.151314119169164,0.0324851747832031,-0.203283718051852,-0.186834688082995,-0.165963483257735,-0.129969197238868,-0.187032277505896,-0.133216213679784,-0.101245374380825,-0.14511406903106
"POR_R120_C2",0.0491867696975439,-0.0628402958516004,0.0392076591003823,0.142010153045115,0.0654009357295293,0.246849304196919,0.178549780404087,0.127164201991604,0.163153174981642,0.189249419452878,-0.0445449252221782,-0.0280041986849037,-0.124161809489735,-0.0925125702816205,-0.0433067716283471,-0.107715618409819,0.00132190176931823,0.12381048369689,0.0162790745166602,0.100164946266992,-0.00414585572014659,0.0933535839568162,0.00858535577660056,0.0729676753205776,0.107409011440089,0.0259593816143629,-0.106786300722682,-0.0873573945972337,-0.0279066787588989,0.142842377071525,0.0435800033482466,-0.167790781771982,-0.146469714290558,-0.100181389057476,-0.0949923866631372,-0.135250633978782,-0.112801185298085,-0.0876064165376133,-0.0682137195002855
"POR_R120_C3",0.146400555012413,0.133513496745499,0.191953367774676,0.211202263290194,0.141741589987036,0.260463639917224,0.188283830753543,0.180005929339526,0.133605314568947,0.173460727093047,-0.0895028695450994,-0.0657839858997313,-0.151669115026623,-0.116750764783109,-0.127989797166459,-0.170231235840354,-0.0634332633961448,0.109341170640674,-0.108701399608257,0.0482613861868585,-0.0824683489770489,-0.0444157938620063,-0.159139931925807,0.0539668076549558,0.102043228829163,-0.020417146278785,-0.186457832720678,-0.125785766695734,-0.0980486895939376,0.146307785797047,0.0322382178765584,-0.224307946836798,-0.232403075251769,-0.169887557627379,-0.133977490079225,-0.158258363663169,-0.0909330744465739,-0.124316114531502,-0.152626071514425
"POR_R120_H1",0.0943402089123777,-0.162262545255608,-0.137326170933149,-0.220983307237229,-0.265764573761838,-0.0798731656633112,-0.156081827157186,-0.033483240152893,0.058778640474602,-0.189766981510569,-0.0617862203224219,-0.136919694259897,0.0503390441590756,-0.0929226490180491,-0.0619118446362939,-0.0179058502127082,-0.143150914924168,-0.243501667583518,0.113259437794992,0.115884505245631,0.114290684639938,0.145379831693559,0.136701157930746,0.0705108550272025,0.0233794643783436,0.145864359608986,-0.0874012989424592,-0.0327076459375263,0.0985212763360768,0.0843976414760012,0.194528402330017,0.150394508675138,0.219959242774636,0.194224202756695,0.27831912462783,0.12676566138352,0.257067222468717,0.225852868550919,0.0795534150794419
"POR_R120_H2",0.0550149168851158,-0.182902916279319,-0.104200547657616,-0.228047167548154,-0.292352476497062,-0.100641847259775,-0.158314501977432,-0.0815167660820784,0.00742985033347101,-0.21515172158219,-0.0681855703067148,-0.15839672354026,0.0898877907796852,-0.0859038555158279,-0.0395085275487814,0.0336127647399311,-0.142616281694457,-0.263659198757262,0.118600993092213,0.0939127078543249,0.111986747361903,0.112591898860018,0.116387536507227,0.0497527962233284,-0.00520112313153161,0.135239666048909,-0.0985190041527923,-0.0578609524784772,0.0360421493438444,0.0600534369981724,0.179387329581314,0.113418793705316,0.221355989701519,0.167843994043365,0.244173440193912,0.178968331320567,0.262735600302194,0.218359333907213,0.100958097607791
"POR_R120_H3",0.187936325721363,-0.088436656773641,-0.0445734512522241,-0.216276971151487,-0.278723483392388,-0.103190011953178,-0.16891002434907,0.0167930258176383,0.0300782006085442,-0.204476583869829,-0.0738247143425996,-0.129284815297206,0.0457187480764997,-0.0907768245460075,-0.110026819374337,-0.0908143263301932,-0.181205454448218,-0.30579369091335,-0.0260646394418376,0.0456737127736192,0.0355032171061268,0.0458676270792886,0.00207535801983035,0.0681533395152764,0.0142280623470801,0.0943855135198572,-0.0977429134287311,-0.0553321242603837,0.0654329416154179,0.0796739026837993,0.170984488655475,0.133868040837247,0.102609757248676,0.158436161006225,0.2522259286612,0.073740152837391,0.273528335288596,0.168422021937518,0.00274344464435447
