Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
run-2-POC_R3_H1_S39_R2_trim	run-2-POC_R3_H1_S39_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3260792.0	448.4 Mbp	0.0	20-141	43.0	72.43870489438066	137.52447748890452	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
run-2-POC_R3_H2_S59_R1_trim	run-2-POC_R3_H2_S59_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10001261.0	1.3 Gbp	0.0	20-141	41.0	49.428730919650725	137.72073321554151	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
run-2-POC_R3_H2_S59_R2_trim	run-2-POC_R3_H2_S59_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10001261.0	1.3 Gbp	0.0	20-141	42.0	60.92509606368135	137.71277161949877	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
run-2-POC_R72_C1_S45_R1_trim	run-2-POC_R72_C1_S45_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4369611.0	589 Mbp	0.0	20-141	42.0	65.1262780136288	134.79105691559272	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
run-2-POC_R72_C1_S45_R2_trim	run-2-POC_R72_C1_S45_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4369611.0	588.9 Mbp	0.0	20-141	42.0	70.87274806387647	134.78375718113122	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
run-2-POR_R0_C1_S65_R1_trim	run-2-POR_R0_C1_S65_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9648161.0	1.3 Gbp	0.0	20-141	47.0	21.75221096248729	137.88749721319948	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R0_C1_S65_R2_trim	run-2-POR_R0_C1_S65_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9648161.0	1.3 Gbp	0.0	20-141	47.0	27.29407150464266	137.8810005347133	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R0_C3_S31_R1_trim	run-2-POR_R0_C3_S31_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4653808.0	624.2 Mbp	0.0	20-141	46.0	41.67857453787756	134.13429067120947	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
run-2-POR_R0_C3_S31_R2_trim	run-2-POR_R0_C3_S31_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4653808.0	624.2 Mbp	0.0	20-141	46.0	45.619500080506334	134.12491834643802	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R0_H2_S15_R1_trim	run-2-POR_R0_H2_S15_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5649766.0	755.6 Mbp	0.0	20-141	48.0	20.650001015720033	133.74268828124917	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R0_H2_S15_R2_trim	run-2-POR_R0_H2_S15_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5649766.0	755.6 Mbp	0.0	20-141	48.0	23.24517063067791	133.73998551444433	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R120_C1_S54_R1_trim	run-2-POR_R120_C1_S54_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3639653.0	488.2 Mbp	0.0	20-141	49.0	14.895900138004803	134.13141170325852	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R120_C1_S54_R2_trim	run-2-POR_R120_C1_S54_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3639653.0	488.2 Mbp	0.0	20-141	49.0	17.689185978181587	134.12742093820484	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R120_H1_S58_R1_trim	run-2-POR_R120_H1_S58_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11274391.0	1.5 Gbp	0.0	20-141	42.0	48.80582377190636	138.00608139277767	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
run-2-POR_R120_H1_S58_R2_trim	run-2-POR_R120_H1_S58_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11274391.0	1.5 Gbp	0.0	20-141	43.0	58.087291477866145	137.99074530943622	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
run-2-POR_R120_H3_S52_R1_trim	run-2-POR_R120_H3_S52_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4523925.0	607.8 Mbp	0.0	20-141	48.0	22.171077885611144	134.3500699061103	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R120_H3_S52_R2_trim	run-2-POR_R120_H3_S52_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4523925.0	607.8 Mbp	0.0	20-141	48.0	25.126156994398922	134.34351210508575	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R12_C1_S42_R1_trim	run-2-POR_R12_C1_S42_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3946934.0	531.6 Mbp	0.0	20-141	49.0	16.349301001077823	134.68673507081698	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R12_C1_S42_R2_trim	run-2-POR_R12_C1_S42_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3946934.0	531.6 Mbp	0.0	20-141	48.0	18.82462451664164	134.6796523580075	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R12_H1_S13_R1_trim	run-2-POR_R12_H1_S13_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4984803.0	670.7 Mbp	0.0	20-141	44.0	55.22852604094457	134.55364996369966	pass	pass	fail	pass	pass	pass	pass	warn	warn	warn	pass
run-2-POR_R12_H1_S13_R2_trim	run-2-POR_R12_H1_S13_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4984803.0	670.6 Mbp	0.0	20-141	44.0	59.98504890127331	134.53894547086415	pass	pass	fail	pass	pass	pass	pass	warn	warn	warn	pass
run-2-POR_R1_C1_S32_R1_trim	run-2-POR_R1_C1_S32_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4269539.0	572.8 Mbp	0.0	20-141	49.0	15.226461303132439	134.15070666879961	pass	pass	fail	pass	pass	warn	pass	warn	fail	fail	pass
run-2-POR_R1_C1_S32_R2_trim	run-2-POR_R1_C1_S32_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4269539.0	572.7 Mbp	0.0	20-141	49.0	17.616790825980303	134.14526392662066	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
run-2-POR_R1_C2_S47_R1_trim	run-2-POR_R1_C2_S47_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3719360.0	502.7 Mbp	0.0	20-141	47.0	37.130251396487864	135.15094155983826	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R1_C2_S47_R2_trim	run-2-POR_R1_C2_S47_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3719360.0	502.6 Mbp	0.0	20-141	47.0	40.89527635254816	135.14070404585735	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R1_C3_S16_R1_trim	run-2-POR_R1_C3_S16_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4737441.0	636.5 Mbp	0.0	20-141	47.0	30.796701016856144	134.35544674857164	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R1_C3_S16_R2_trim	run-2-POR_R1_C3_S16_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4737441.0	636.4 Mbp	0.0	20-141	47.0	34.17711826951738	134.3468161397683	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R24_C3_S57_R1_trim	run-2-POR_R24_C3_S57_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7816199.0	1 Gbp	0.0	20-141	47.0	21.377664218587597	136.9874048754388	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R24_C3_S57_R2_trim	run-2-POR_R24_C3_S57_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7816199.0	1 Gbp	0.0	20-141	46.0	25.71742872288627	136.9809960058591	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R24_H1_S49_R1_trim	run-2-POR_R24_H1_S49_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4318388.0	582.3 Mbp	0.0	20-141	49.0	8.170117729691679	134.85246763375594	pass	pass	fail	pass	pass	warn	pass	warn	fail	fail	pass
run-2-POR_R24_H1_S49_R2_trim	run-2-POR_R24_H1_S49_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4318388.0	582.4 Mbp	0.0	20-141	49.0	10.331459325470917	134.86964557144935	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R3_C2_S60_R1_trim	run-2-POR_R3_C2_S60_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8543110.0	1.1 Gbp	0.0	20-141	45.0	29.896878778477753	137.67983919205068	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R3_C2_S60_R2_trim	run-2-POR_R3_C2_S60_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8543110.0	1.1 Gbp	0.0	20-141	45.0	36.30480977708971	137.67010514906164	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
run-2-POR_R3_H1_S41_R1_trim	run-2-POR_R3_H1_S41_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3554882.0	480.1 Mbp	0.0	20-141	46.0	37.21023706699659	135.0655723593638	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R3_H1_S41_R2_trim	run-2-POR_R3_H1_S41_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3554882.0	480.1 Mbp	0.0	20-141	46.0	40.975224163205176	135.05497285141954	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R3_H3_S24_R1_trim	run-2-POR_R3_H3_S24_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5316189.0	710.3 Mbp	0.0	20-141	47.0	28.433417406464745	133.60746824463916	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R3_H3_S24_R2_trim	run-2-POR_R3_H3_S24_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5316189.0	710.2 Mbp	0.0	20-141	47.0	32.18434255767063	133.59949561612652	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-2-POR_R72_H1_S34_R1_trim	run-2-POR_R72_H1_S34_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4554916.0	604.5 Mbp	0.0	20-141	50.0	11.513031621135042	132.703597387965	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
run-2-POR_R72_H1_S34_R2_trim	run-2-POR_R72_H1_S34_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4554916.0	604.4 Mbp	0.0	20-141	50.0	13.928648798049093	132.6985421904597	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
run-3_MON_R0_H2_S7_R1_trim	run-3_MON_R0_H2_S7_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18941760.0	2.4 Gbp	0.0	20-141	42.0	45.21231829545	130.20666965477338	pass	pass	warn	pass	pass	pass	pass	warn	fail	pass	pass
run-3_MON_R0_H2_S7_R2_trim	run-3_MON_R0_H2_S7_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18941760.0	2.4 Gbp	0.0	20-141	42.0	51.769809240709755	130.20746049997467	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
run-3_MON_R120_C3_S10_R1_trim	run-3_MON_R120_C3_S10_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19517390.0	2.4 Gbp	0.0	20-141	42.0	39.165060733222866	127.12725190202174	pass	pass	warn	pass	pass	pass	pass	warn	fail	warn	pass
run-3_MON_R120_C3_S10_R2_trim	run-3_MON_R120_C3_S10_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19517390.0	2.4 Gbp	0.0	20-141	42.0	52.41404489283473	127.12702774295128	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
run-3_MON_R3_H2_S12_R1_trim	run-3_MON_R3_H2_S12_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21041031.0	2.7 Gbp	0.0	20-141	41.0	39.27662233180945	132.35189891597992	pass	pass	warn	pass	pass	pass	pass	warn	fail	pass	pass
run-3_MON_R3_H2_S12_R2_trim	run-3_MON_R3_H2_S12_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21041031.0	2.7 Gbp	0.0	20-141	42.0	49.88861168135577	132.3454536519622	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
run-3_POC_R120_C1_S4_R1_trim	run-3_POC_R120_C1_S4_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16060102.0	2 Gbp	0.0	20-141	42.0	48.60525925020857	129.2978319191248	pass	pass	warn	pass	pass	pass	pass	warn	fail	pass	pass
run-3_POC_R120_C1_S4_R2_trim	run-3_POC_R120_C1_S4_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16060102.0	2 Gbp	0.0	20-141	43.0	54.09364009983256	129.29910351752437	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
run-3_POC_R12_C3_S6_R1_trim	run-3_POC_R12_C3_S6_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20865468.0	2.7 Gbp	0.0	20-141	42.0	42.319857110775835	130.2985848675908	pass	pass	warn	pass	pass	pass	pass	warn	fail	pass	pass
run-3_POC_R12_C3_S6_R2_trim	run-3_POC_R12_C3_S6_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20865468.0	2.7 Gbp	0.0	20-141	42.0	49.054233055680996	130.2998898467075	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
run-3_POC_R1_H1_S5_R1_trim	run-3_POC_R1_H1_S5_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15021563.0	1.9 Gbp	0.0	20-141	42.0	50.182363493029335	129.86315838105529	pass	pass	warn	pass	pass	pass	pass	warn	warn	pass	pass
run-3_POC_R1_H1_S5_R2_trim	run-3_POC_R1_H1_S5_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15021563.0	1.9 Gbp	0.0	20-141	42.0	56.4482174074591	129.86327048656653	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
run-3_POC_R3_H2_S11_R1_trim	run-3_POC_R3_H2_S11_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20854624.0	2.7 Gbp	0.0	20-141	41.0	38.25059323895919	131.40720945148664	pass	pass	warn	pass	pass	pass	pass	warn	fail	pass	pass
run-3_POC_R3_H2_S11_R2_trim	run-3_POC_R3_H2_S11_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20854624.0	2.7 Gbp	0.0	20-141	42.0	48.76244792879442	131.40674893011737	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
run-3_POR_R120_C1_S123_R1_trim	run-3_POR_R120_C1_S123_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34339678.0	4.3 Gbp	0.0	20-141	49.0	6.022713455334486	126.80516992617112	pass	pass	warn	pass	pass	warn	pass	warn	fail	warn	pass
run-3_POR_R120_C1_S123_R2_trim	run-3_POR_R120_C1_S123_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34339678.0	4.3 Gbp	0.0	20-141	49.0	7.0255425684647435	126.82904574702185	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
run-3_POR_R120_H1_S13_R1_trim	run-3_POR_R120_H1_S13_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21435725.0	2.8 Gbp	0.0	20-141	42.0	39.456249443315755	132.61145116388644	pass	pass	warn	pass	pass	pass	pass	warn	fail	warn	pass
run-3_POR_R120_H1_S13_R2_trim	run-3_POR_R120_H1_S13_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21435725.0	2.8 Gbp	0.0	20-141	43.0	48.14726914634034	132.60261269446215	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
run-3_POR_R24_C3_S124_R1_trim	run-3_POR_R24_C3_S124_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29775438.0	3.8 Gbp	0.0	20-141	48.0	8.185940657225066	128.35247669572485	pass	pass	warn	pass	pass	warn	pass	warn	fail	warn	pass
run-3_POR_R24_C3_S124_R2_trim	run-3_POR_R24_C3_S124_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29775438.0	3.8 Gbp	0.0	20-141	48.0	9.35870549256195	128.36479097301608	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
run-3_POR_R3_C2_S9_R1_trim	run-3_POR_R3_C2_S9_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18376014.0	2.4 Gbp	0.0	20-141	45.0	23.59933675337781	131.868545376598	pass	pass	warn	pass	pass	warn	pass	warn	fail	warn	pass
run-3_POR_R3_C2_S9_R2_trim	run-3_POR_R3_C2_S9_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18376014.0	2.4 Gbp	0.0	20-141	45.0	28.62127604649019	131.8654276710934	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
run-3_POR_R3_H1_S8_R1_trim	run-3_POR_R3_H1_S8_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16736783.0	2.1 Gbp	0.0	20-141	46.0	24.199386745432655	130.1638101539585	pass	pass	warn	pass	pass	warn	pass	warn	fail	warn	pass
run-3_POR_R3_H1_S8_R2_trim	run-3_POR_R3_H1_S8_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16736783.0	2.1 Gbp	0.0	20-141	46.0	27.54037850951479	130.16029669501003	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
