"Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_combined","converge_case","converge_control","converge_sigmoid","impulseTOsigmoid_p","impulseTOsigmoid_padj","sigmoidTOconst_p","sigmoidTOconst_padj","isTransient","isMonotonous","allZero","response_type"
"Porites_compressa_HIv1___RNAseq.g8485.t1",3.95684797881855e-06,0.000117644145255509,-227.768179142737,-244.213364573172,17,12,323.651205080182,0,0,0,0,2.97704316197538e-07,1.64289947387631e-05,0.00101001181687952,0.00989223524632203,TRUE,FALSE,FALSE,"Transient"
"Porites_compressa_HIv1___RNAseq.g8495.t1",3.06167113411786e-06,9.48524512746012e-05,-118.087686143703,-134.813235852771,17,12,17.9147444107926,0,0,0,0,0.144097796376329,0.442704572781075,6.483679191691e-12,4.83803563653923e-10,FALSE,TRUE,FALSE,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g8508.t1",0.000111613967177426,0.00182474087686402,-99.823873709498,-112.573063878585,17,12,13.0640415795491,0,0,0,0,0.0576163015147992,0.238537956422561,2.95134755412313e-06,6.32026711841644e-05,FALSE,TRUE,FALSE,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g8512.t1",3.97716666182171e-07,1.65804619725554e-05,-164.16566506529,-183.108760522195,17,12,164.736183155831,0,0,0,0,0.148218719335127,0.451175273534537,6.61177736949391e-09,2.61161801472265e-07,FALSE,TRUE,FALSE,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g8513.t1",0.0045840194696713,0.0342319865147533,-166.971099273872,-175.449095412738,17,12,82.2484666795931,0,0,0,0,0.00907007107632157,0.0626460482732285,8.64394423900341e-05,0.0012152853275027,FALSE,FALSE,FALSE,"Other"
"Porites_compressa_HIv1___TS.g18992.t1",0.0024085607363637,0.0207730916308732,-130.046503914716,-139.282950743951,17,12,25.6552510737593,0,0,0,0,0.0004845092650242,0.00660841690993533,0.0457658434058977,0.218680539194536,FALSE,FALSE,FALSE,"Other"
"Porites_compressa_HIv1___RNAseq.g8515.t1",0.00059141590675666,0.00695376017404811,-172.37978389217,-183.24054127606,17,12,110.280077760676,0,0,0,0,0.475458216602415,0.903709555011717,4.83332356272443e-06,9.74644016428669e-05,FALSE,TRUE,FALSE,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g8521.t1",0.00125821015322687,0.012482103850499,-147.294529510536,-157.286704034599,17,12,30.4021106585843,0,0,0,0,7.68041798261553e-05,0.00152077827209724,0.135106629027595,0.488303774003429,FALSE,FALSE,FALSE,"Other"
"Porites_compressa_HIv1___RNAseq.g8522.t1",0.00140929693483479,0.0136806313942428,-168.648240532452,-178.509052985676,17,12,62.6586324380322,0,0,0,0,0.00285585815235719,0.0258577864909131,6.53347338252881e-08,2.11463998408025e-06,FALSE,TRUE,FALSE,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g8529.t1",0.00609473995308287,0.0428049178100239,-305.24797553639,-313.386752929688,17,12,2285.2273294916,0,0,0,0,0.100324934223477,0.347342708720638,0.409463120225829,1,FALSE,FALSE,FALSE,"Other"
"Porites_compressa_HIv1___TS.g19016.t1",9.22028902833665e-06,0.000241224396584464,-191.064377472175,-206.58176780123,17,12,130.374264825676,0,0,0,0,8.14748230238803e-10,1.04320471451771e-07,0.275863394910554,0.796541793901935,TRUE,FALSE,FALSE,"Transient"
"Porites_compressa_HIv1___RNAseq.g8545.t1",0.00130012239344093,0.0128088605902988,-198.973158759428,-208.927400423028,17,12,92.7661459924855,0,0,0,0,0.921300783938066,1,3.48791534634428e-06,7.3141336901962e-05,FALSE,TRUE,FALSE,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g8556.t1",0.00119021926974586,0.0119127530980775,-213.046817306317,-223.103253656745,17,12,213.797731551116,0,0,0,0,3.07836902672209e-05,0.000721244750463648,8.35378199028917e-07,2.09139004213806e-05,TRUE,FALSE,FALSE,"Transient"
"Porites_compressa_HIv1___TS.g19033.t1",0.00343537737582659,0.0273645823203433,-154.725745576933,-163.544973628457,17,12,38.4751991771645,0,0,0,0,0.0463114008205166,0.204752445771769,0.000105224898235631,0.00143981296715284,FALSE,FALSE,FALSE,"Other"
"Porites_compressa_HIv1___RNAseq.g8563.t1",0.000304506872811739,0.00408215889542868,-203.343473296234,-214.960472797258,17,12,86.4617347898337,0,0,0,0,0.000146454733393414,0.00257548135927143,0.000540135943086941,0.00583067097133592,FALSE,FALSE,FALSE,"Other"
