"","POR_R0_C1","POR_R0_C2","POR_R0_C3","POR_R0_H1","POR_R0_H2","POR_R0_H3","POR_R1_C1","POR_R1_C2","POR_R1_C3","POR_R1_H1","POR_R1_H2","POR_R1_H3","POR_R3_C1","POR_R3_C2","POR_R3_C3","POR_R3_H1","POR_R3_H2","POR_R3_H3","POR_R12_C1","POR_R12_C2","POR_R12_C3","POR_R12_H1","POR_R12_H2","POR_R12_H3","POR_R24_C1","POR_R24_C2","POR_R24_C3","POR_R24_H2","POR_R24_H3","POR_R72_C1","POR_R72_C2","POR_R72_C3","POR_R72_H3","POR_R120_C1","POR_R120_C2","POR_R120_C3","POR_R120_H1","POR_R120_H2","POR_R120_H3"
"Porites_compressa_HIv1___TS.g7606.t1",6.84345749235221,7.61399154285867,7.2222921893095,6.34983227214132,7.23025855978292,6.53858156792558,6.99757975590119,6.609156052292,6.82162370612886,5.95259633467598,7.11257013049063,6.79183439996762,6.67208675713486,7.09679642904355,6.46363466685368,7.01317649979144,7.09298146007012,7.06058803213785,7.33466445858743,7.32544401169601,6.44723291597083,7.51290318387525,7.19827612291786,6.75638177362187,7.04026117615351,6.61580198238693,7.3223496171981,6.95254944727371,6.36646869572841,6.61366764315685,6.60403318816312,6.51056090981918,7.0193506476636,6.97998838090354,6.73725243800035,5.95259633467598,7.32594445665024,6.99996928592676,6.90525567567551
"Porites_compressa_HIv1___TS.g7608.t2",7.14171259109878,6.9387892267,6.91203292493212,7.66234002713801,7.62968896662588,7.60399196330482,8.11528445741032,7.7141997681334,7.1792745595244,7.60983524007738,7.4088203313327,7.08012629008322,7.57991748339302,7.14396526931075,7.1349025136288,6.77197238572967,6.8715307943448,6.69842405462199,7.16023083397693,7.35516632139715,7.43816659109028,6.86631353531886,7.07592122729642,6.74115357018283,7.32807653108087,7.54919365466049,7.21650597113075,7.21799453230232,7.12380210312268,7.62222151564071,7.74435629098722,7.35191769241486,7.5243508102238,6.86276908830698,7.37423546426043,7.34968846300043,7.24775271823012,7.14112671913976,7.97578124365466
"Porites_compressa_HIv1___RNAseq.g4328.t1",7.04295833435532,6.77181523468422,7.2222921893095,7.15633602731989,7.3279742041428,7.40056856836789,7.71301264967574,7.57555177454246,7.06942661192685,7.28782245261053,7.30019322635818,7.6036854892194,7.52689861721961,7.35142000352509,7.31735017253951,7.1204814572147,7.05284561584278,7.20458776515687,5.95259633467598,7.25051877026434,7.30809143416204,6.97217951898543,7.55219536871473,6.86824841515745,7.52014957696651,7.42777920170493,7.05546465576773,6.98093482738159,7.59053739347533,7.69520204494899,7.30480634238901,7.30963740879288,7.46443411362299,7.27531014798189,7.47546076506293,7.6112896082689,7.63458063037127,7.5861786232023,7.46630618131954
"Porites_compressa_HIv1___RNAseq.g4329.t1",7.50069982806769,7.68983889914869,8.14046320086049,7.95773613634124,7.91088261039437,7.86808840318188,8.35717423061803,7.64689275674146,7.73558534526584,7.49184356851498,7.93971117659086,7.71466820103728,7.67927212947577,7.60306214562924,8.52931686793708,8.57190107552605,8.71453772214344,8.61328509038519,7.3020397902726,7.00995275804174,8.06387549283972,7.95599264526958,7.71123750135242,7.94473838426294,7.79198220467941,7.99637995407582,6.46562418446101,7.44552369326679,8.01319510029895,8.18302928934813,7.74435629098722,7.86654831954296,6.8043212637654,8.18723528319563,8.05686889651497,7.90113745266827,7.65730511324773,7.68551723951385,7.04634534163786
"Porites_compressa_HIv1___RNAseq.g4330.t1",8.29997595072077,8.11288453044599,8.1594041555138,8.57576374947018,8.55201575743497,8.47984063677881,8.3121891861893,8.37688652908898,7.7445639555982,8.92170561350994,8.40774149700859,8.52002042867877,8.30449930858229,7.99280593522143,8.28068204743392,8.46181320221728,8.3644613744805,7.96994343710221,8.29459522943724,8.4922879269327,7.79704694432339,8.30684483890055,8.21821131874033,8.04940833929923,8.66788573046516,8.3389563304611,7.84987963591082,8.65205828061472,8.1838809577418,8.73867236247622,8.59705339980794,8.55572625351038,8.58076028837824,8.51954992806249,8.35292163659589,8.05726320939216,8.44638013148721,7.80327270217204,8.33791309440229
"Porites_compressa_HIv1___TS.g7612.t1a",6.4833860880437,6.55456326508321,6.60261973440721,6.8011527877456,6.8594019180987,6.58884875527906,7.09904609148474,6.68987395151787,6.35607292500067,6.62423625852316,6.37236322710197,6.92177284817861,6.45283284350852,6.64618891955054,6.59702825454848,7.30516885647653,6.62224557360789,6.76784761577787,6.89854013656751,6.14821743961211,6.83487608568702,6.75531039869631,6.80299756506136,6.524584371407,6.68940548207685,6.70682441941389,6.18299522320072,6.38377716559745,6.65291859734147,6.50711993525424,6.62157488978517,7.01076738534496,6.19836295530303,7.36549639173313,6.54230453378588,6.91387309749762,6.81553212806497,6.5921073961316,6.50920342993851
"Porites_compressa_HIv1___RNAseq.g4333.t1",8.13353705089404,8.33974695230867,8.00803372086859,8.51319009420659,8.39884622024731,8.2400179269145,8.38995080733349,7.97841449620237,7.97272137160483,7.75080018743903,8.40774149700859,8.45123977038044,8.14983910622067,8.23270747852706,8.24219763374902,8.81078984258525,8.40146876079634,8.83345996366914,7.68970850376154,8.14813714322958,8.31986645499576,8.06932590585,8.77703272881569,8.29205201046998,8.32498017018597,8.18917384637896,7.91230310643853,8.37568984217866,8.34443873373379,8.36293547231477,8.50392701579903,8.34480383054263,8.37820889572253,8.36914212585421,8.20895353407067,8.22560148516634,8.09444768641405,7.69322076874838,8.41486357730124
"Porites_compressa_HIv1___TS.g7614.t1",10.3234054965916,10.4677267033417,10.5820046873242,9.91537500861678,9.57662433256551,9.96104475381073,9.09251641653926,10.0110410645004,10.6743378599545,9.69282265492029,9.12379179108369,9.35951570622578,9.86840616588667,9.573256273822,10.0766528797731,10.4685346838615,11.1362019729926,10.5626566048088,10.9821394421663,9.8778591912376,10.8994613475639,10.5475989996778,10.7763797934895,10.5128496897979,10.0152550037216,9.51436048014298,9.1257145080942,9.97470268129274,10.3249829652849,9.39932623532977,9.55665789399904,9.30144577827297,9.31583719873219,9.62111208406465,9.66764371679747,9.91762406583704,9.08807236094457,9.3439733720792,9.68079602282806
"Porites_compressa_HIv1___RNAseq.g4334.t1",11.25829511723,11.5991113109411,11.5661727930578,10.941216067136,10.8111929757565,11.2636301548887,10.7796973035003,11.2001738279508,11.890030279693,10.4477807329797,10.7293674712392,10.7941056595587,11.1223794863437,11.4601925082596,11.1206216648579,11.6625209538966,11.6738269003099,11.5286599785143,11.7584510826747,11.2880791126902,11.07087835667,11.3858732095197,11.4375322094096,11.7362855266863,11.1252152210335,10.7648656067946,11.0983636834688,11.0743609345424,11.1036162261119,10.8737927705261,10.9968026253507,10.8958018748072,10.8608831065391,10.5409243012886,10.7792152903631,10.9126460353801,10.5581397801502,10.8145777568127,11.0259309901648
"Porites_compressa_HIv1___RNAseq.g4335.t1",6.76446456378802,6.55456326508321,6.68569345840529,7.17577210029668,6.8594019180987,7.18520973447963,7.27471293855413,7.05946573321401,6.58749418678095,7.73405401174054,5.95259633467598,6.32480454464443,6.93877596720867,6.74488728773773,6.93492344180964,6.48249247099091,6.23392713299791,6.53284786212132,5.95259633467598,6.88530306305109,6.89814000201549,6.75531039869631,6.58359457369961,5.95259633467598,6.97656068366786,6.78721131028418,7.03328133027903,7.02631394949704,5.95259633467598,6.96481684647786,7.06292193962648,6.76374628929557,6.37725677054848,6.40229436444324,6.91692752859636,5.95259633467598,6.98935171649875,6.89557204829929,6.79604720813844
