"Date","SampleID","TA","Mass","Salinity"
"20250714","MT 1",2437.39427613682,59.621,35.86
"20250714","MT2",2420.81684371663,60.321,35.86
"20250714","MT3",2485.06799843594,60.03,35.86
"20250714","T1",2342.135806866,59.98,35
"20250714","T2",2338.99976782661,60.338,35.11
"20250714","T3",2311.70511779433,59.881,35.08
"20250714","T4",2330.22563872578,59.451,35.03
"20250714","T5",2360.78936730718,59.812,35.11
"20250714","T6",2327.48060079092,59.799,35.04
