Sample	bam_file	reads_aligned	total_alignments	non_unique_alignments	reads_aligned_genes	ambiguous_alignments	not_aligned	5_3_bias	reads_aligned_exonic	reads_aligned_intronic	reads_aligned_intergenic	reads_aligned_overlapping_exon
POC_R12_H2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R12_H2_Aligned.sortedByCoord.out.bam	47215.0	167658.0	98752.0	10906.0	0.0	37439736.0	2.1	10906.0	14980.0	29954.0	8929.0
POC_R12_H3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R12_H3_Aligned.sortedByCoord.out.bam	35745.0	123434.0	73582.0	10468.0	0.0	30517818.0	2.39	10468.0	13280.0	22106.0	6599.0
POC_R1_C1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R1_C1_Aligned.sortedByCoord.out.bam	49644.0	173096.0	100286.0	12780.0	0.0	40545904.0	2.47	12780.0	17998.0	30422.0	9186.0
POC_R1_C2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R1_C2_Aligned.sortedByCoord.out.bam	58282.0	202952.0	123226.0	15390.0	0.0	50593367.0	4.09	15390.0	26958.0	31488.0	11827.0
POC_R1_C3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R1_C3_Aligned.sortedByCoord.out.bam	52936.0	181764.0	104706.0	12706.0	0.0	37455750.0	2.79	12706.0	18486.0	32286.0	10392.0
POC_R1_H1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R1_H1_Aligned.sortedByCoord.out.bam	81158.0	282904.0	157918.0	18362.0	0.0	58648512.0	5.31	18362.0	32142.0	52838.0	14937.0
POC_R1_H2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R1_H2_Aligned.sortedByCoord.out.bam	54917.0	187816.0	110820.0	13996.0	0.0	39938184.0	4.9	13996.0	19462.0	36466.0	11092.0
POC_R1_H3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R1_H3_Aligned.sortedByCoord.out.bam	61256.0	223336.0	134858.0	12940.0	0.0	39524570.0	2.82	12940.0	18674.0	33390.0	8914.0
POC_R24_C1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R24_C1_Aligned.sortedByCoord.out.bam	61849.0	221060.0	128878.0	12792.0	0.0	42117666.0	8.17	12792.0	19276.0	36184.0	10006.0
POC_R24_C2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R24_C2_Aligned.sortedByCoord.out.bam	52785.0	192758.0	111670.0	10168.0	0.0	32687380.0	4.26	10168.0	14772.0	28930.0	7691.0
POC_R24_C3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R24_C3_Aligned.sortedByCoord.out.bam	55965.0	189849.0	109466.0	14178.0	0.0	45237363.0	1.94	14178.0	19888.0	36233.0	11931.0
POC_R24_H1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R24_H1_Aligned.sortedByCoord.out.bam	44839.0	155228.0	89510.0	12582.0	0.0	37864869.0	2.19	12582.0	16728.0	28040.0	8601.0
POC_R24_H2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R24_H2_Aligned.sortedByCoord.out.bam	40864.0	142336.0	82620.0	10310.0	0.0	33384944.0	3.41	10310.0	13668.0	25178.0	7880.0
POC_R24_H3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R24_H3_Aligned.sortedByCoord.out.bam	46176.0	163574.0	96066.0	10958.0	0.0	35974310.0	2.09	10958.0	15324.0	27494.0	8355.0
POC_R3_C1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R3_C1_Aligned.sortedByCoord.out.bam	48277.0	165897.0	96077.0	12390.0	0.0	40682169.0	3.18	12390.0	17870.0	30150.0	10293.0
POC_R3_C2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R3_C2_Aligned.sortedByCoord.out.bam	48805.0	169206.0	94300.0	11482.0	0.0	37197724.0	2.49	11482.0	17276.0	30132.0	9567.0
POC_R3_C3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R3_C3_Aligned.sortedByCoord.out.bam	68801.0	253620.0	149230.0	13626.0	0.0	44276380.0	1.86	13626.0	19600.0	36878.0	10562.0
POC_R3_H1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R3_H1_Aligned.sortedByCoord.out.bam	40131.0	143946.0	85648.0	9952.0	0.0	30728844.0	11.03	9952.0	12378.0	24278.0	6163.0
POC_R3_H2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R3_H2_Aligned.sortedByCoord.out.bam	66311.0	225026.0	129350.0	17278.0	0.0	61940940.0	6.72	17278.0	30010.0	43126.0	11720.0
POC_R3_H3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R3_H3_Aligned.sortedByCoord.out.bam	42732.0	155732.0	93396.0	8638.0	0.0	33889914.0	2.48	8638.0	12458.0	26894.0	7192.0
POC_R72_C1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R72_C1_Aligned.sortedByCoord.out.bam	45638.0	157146.0	90866.0	11682.0	0.0	37475764.0	1.85	11682.0	17348.0	28622.0	9282.0
POC_R72_C2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R72_C2_Aligned.sortedByCoord.out.bam	59356.0	200830.0	115858.0	15796.0	0.0	46348401.0	14.71	15796.0	21792.0	37366.0	12178.0
POC_R72_C3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R72_C3_Aligned.sortedByCoord.out.bam	45743.0	158286.0	92268.0	10982.0	0.0	35619252.0	1.78	10982.0	15330.0	28382.0	8578.0
POC_R72_H1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R72_H1_Aligned.sortedByCoord.out.bam	59568.0	209870.0	123284.0	14830.0	0.0	44410698.0	1.71	14830.0	19914.0	34472.0	10349.0
POC_R72_H2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R72_H2_Aligned.sortedByCoord.out.bam	44894.0	159692.0	93328.0	10852.0	0.0	34176060.0	2.0	10852.0	14738.0	25368.0	7597.0
POC_R72_H3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/POC_Pcomp/POC_R72_H3_Aligned.sortedByCoord.out.bam	51840.0	188858.0	109632.0	9332.0	0.0	30726752.0	2.07	9332.0	13612.0	28442.0	7055.0
