Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
POC_R0_C1	19155605.0	276.0	61526.0	0.32	264.89	126584.0	0.0	40748.0	65192.0	15.0	20629.0	0.71	0.02	2.81	0.01	3.51	265984.0	1.39	659.0	0.0	0.0	98.29	0.0	0	18827436	0
POC_R0_C2	18332777.0	275.0	119137.0	0.65	260.46	206294.0	0.0	66477.0	106102.0	27.0	33688.0	1.0	0.02	2.75	0.01	3.32	465280.0	2.54	1267.0	0.01	0.0	96.81	0.0	0	17747093	0
POC_R0_C3	19413836.0	275.0	86160.0	0.44	246.56	94670.0	0.0	30331.0	48777.0	19.0	15543.0	1.88	0.01	1.85	0.01	3.61	278440.0	1.43	506.0	0.0	0.0	98.12	0.0	0	19048730	0
POC_R0_H1	18505556.0	276.0	115594.0	0.62	264.93	232737.0	0.0	74979.0	120163.0	47.0	37548.0	0.73	0.02	2.92	0.01	3.42	482416.0	2.61	1168.0	0.01	0.0	96.76	0.0	0	17906378	0
POC_R0_H2	17194253.0	276.0	128285.0	0.75	264.94	252798.0	0.0	81783.0	129668.0	41.0	41306.0	0.74	0.01	2.83	0.01	3.6	527933.0	3.07	1231.0	0.01	0.0	96.18	0.0	0	16536804	0
POC_R0_H3	20720904.0	277.0	101226.0	0.49	261.56	181362.0	0.0	59028.0	92817.0	20.0	29497.0	0.96	0.01	2.68	0.01	3.63	394605.0	1.9	1000.0	0.0	0.0	97.6	0.0	0	20224073	0
POC_R120_C1	29678285.0	266.0	213131.0	0.72	256.85	378599.0	0.0	121729.0	195332.0	42.0	61496.0	0.9	0.02	2.79	0.01	3.65	838051.0	2.82	2356.0	0.01	0.0	96.45	0.0	0	28624747	0
POC_R120_C2	16540844.0	276.0	86178.0	0.52	265.71	172603.0	0.0	55975.0	88435.0	16.0	28177.0	0.69	0.01	2.98	0.01	3.45	362086.0	2.19	938.0	0.01	0.0	97.28	0.0	0	16091642	0
POC_R120_C3	18412529.0	276.0	96533.0	0.52	265.72	194696.0	0.0	62856.0	99673.0	20.0	32147.0	0.69	0.02	2.84	0.01	3.79	408576.0	2.22	912.0	0.0	0.0	97.25	0.0	0	17906508	0
POC_R120_H1	18059569.0	276.0	73350.0	0.41	250.57	85506.0	0.0	27652.0	44211.0	8.0	13635.0	1.78	0.01	2.09	0.01	3.27	247910.0	1.37	671.0	0.0	0.0	98.22	0.0	0	17737638	0
POC_R120_H2	30156569.0	276.0	420919.0	1.4	267.71	770393.0	0.0	252019.0	394402.0	86.0	123886.0	0.66	0.02	3.25	0.01	3.32	1836011.0	6.09	11783.0	0.04	0.0	92.48	0.0	0	27887856	0
POC_R120_H3	19432523.0	276.0	152227.0	0.78	257.7	245642.0	0.0	79437.0	126531.0	26.0	39648.0	1.2	0.01	2.24	0.01	3.44	575063.0	2.96	1189.0	0.01	0.0	96.25	0.0	0	18704044	0
POC_R12_C1	15950909.0	277.0	147222.0	0.92	265.24	289619.0	0.0	93599.0	148505.0	48.0	47467.0	0.74	0.01	2.7	0.01	3.47	602122.0	3.77	1548.0	0.01	0.0	95.29	0.0	0	15200017	0
POC_R12_C2	20841125.0	277.0	165889.0	0.8	263.67	307987.0	0.0	99597.0	158087.0	52.0	50251.0	0.87	0.01	2.82	0.01	3.55	662782.0	3.18	1821.0	0.01	0.0	96.02	0.0	0	20010633	0
POC_R12_C3	34184331.0	266.0	155085.0	0.45	255.78	277531.0	0.0	88778.0	143460.0	41.0	45252.0	0.96	0.01	2.5	0.01	3.27	607117.0	1.78	1672.0	0.0	0.0	97.77	0.0	0	33420457	0
POC_R12_H1	18800091.0	277.0	119346.0	0.63	261.45	211001.0	0.0	68414.0	108702.0	14.0	33871.0	0.98	0.02	2.87	0.01	3.41	469337.0	2.5	1298.0	0.01	0.0	96.86	0.0	0	18210110	0
POC_R12_H2	18767083.0	277.0	184514.0	0.98	265.59	369029.0	0.0	119812.0	189092.0	54.0	60071.0	0.72	0.02	2.88	0.01	3.24	763122.0	4.07	1839.0	0.01	0.0	94.94	0.0	0	17817608	0
POC_R12_H3	15294654.0	276.0	100585.0	0.66	266.61	212820.0	0.0	68805.0	109221.0	25.0	34769.0	0.62	0.01	2.9	0.01	3.55	433497.0	2.83	1041.0	0.01	0.0	96.5	0.0	0	14759531	0
