Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
POC_R1_C1	20322596.0	275.0	119398.0	0.59	262.75	222820.0	0.0	72195.0	114259.0	25.0	36341.0	0.84	0.02	2.71	0.01	3.51	485089.0	2.39	1315.0	0.01	0.0	97.02	0.0	0	19716794	0
POC_R1_C2	25354966.0	275.0	93157.0	0.37	264.91	185556.0	0.0	60489.0	94647.0	30.0	30390.0	0.71	0.02	3.1	0.01	3.59	408108.0	1.61	1429.0	0.01	0.0	98.02	0.0	0	24852272	0
POC_R1_C3	18780811.0	276.0	54311.0	0.29	255.76	83113.0	0.0	27103.0	42315.0	10.0	13685.0	1.31	0.01	2.36	0.01	3.26	198985.0	1.06	499.0	0.0	0.0	98.65	0.0	0	18527016	0
POC_R1_H1	29405414.0	267.0	116350.0	0.4	252.57	181616.0	0.0	58463.0	93088.0	18.0	30047.0	1.16	0.02	2.27	0.01	3.44	419548.0	1.43	1230.0	0.0	0.0	98.17	0.0	0	28868286	0
POC_R1_H2	20024009.0	277.0	109433.0	0.55	266.1	221003.0	0.0	71447.0	113366.0	28.0	36162.0	0.7	0.02	3.1	0.01	3.39	452922.0	2.26	1131.0	0.01	0.0	97.19	0.0	0	19460523	0
POC_R1_H3	19823541.0	276.0	71536.0	0.36	251.4	93524.0	0.0	30098.0	48138.0	17.0	15271.0	1.59	0.01	2.18	0.01	3.76	253309.0	1.28	534.0	0.0	0.0	98.36	0.0	0	19498162	0
POC_R24_C1	21120682.0	277.0	57270.0	0.27	248.44	66564.0	0.0	21509.0	34123.0	5.0	10927.0	1.8	0.01	1.98	0.01	3.49	195833.0	0.93	402.0	0.0	0.0	98.8	0.0	0	20867177	0
POC_R24_C2	16396475.0	277.0	56185.0	0.34	241.97	48475.0	0.0	15947.0	24338.0	9.0	8181.0	2.2	0.01	1.9	0.01	3.32	173392.0	1.06	326.0	0.0	0.0	98.6	0.0	0	16166572	0
POC_R24_C3	22674647.0	277.0	106815.0	0.47	264.83	205968.0	0.0	66342.0	105659.0	32.0	33935.0	0.77	0.01	2.83	0.01	3.87	435562.0	1.92	1217.0	0.01	0.0	97.6	0.0	0	22131053	0
POC_R24_H1	18977274.0	274.0	96101.0	0.51	263.38	182968.0	0.0	59157.0	93936.0	30.0	29845.0	0.79	0.02	2.82	0.01	3.09	395315.0	2.08	1046.0	0.01	0.0	97.4	0.0	0	18484812	0
POC_R24_H2	16733336.0	277.0	167129.0	1.0	266.17	336912.0	0.0	108193.0	173517.0	45.0	55157.0	0.69	0.02	2.92	0.01	3.68	698019.0	4.17	1623.0	0.01	0.0	94.82	0.0	0	15866565	0
POC_R24_H3	18033331.0	277.0	71044.0	0.39	259.11	117893.0	0.0	38128.0	59954.0	12.0	19799.0	1.12	0.01	2.6	0.01	3.21	273970.0	1.52	741.0	0.0	0.0	98.08	0.0	0	17687576	0
POC_R3_C1	20389362.0	276.0	85678.0	0.42	263.74	163001.0	0.0	52581.0	83611.0	23.0	26786.0	0.85	0.02	2.82	0.01	3.71	357352.0	1.75	925.0	0.0	0.0	97.82	0.0	0	19945407	0
POC_R3_C2	18647667.0	275.0	109782.0	0.59	260.2	188008.0	0.0	60779.0	96557.0	23.0	30649.0	1.01	0.01	2.54	0.01	3.7	426862.0	2.29	1031.0	0.01	0.0	97.12	0.0	0	18109992	0
POC_R3_C3	22206991.0	276.0	76948.0	0.35	245.4	77790.0	0.0	24907.0	40116.0	6.0	12761.0	1.97	0.01	1.99	0.01	3.65	246977.0	1.11	525.0	0.0	0.0	98.54	0.0	0	21882541	0
POC_R3_H1	15404553.0	278.0	115474.0	0.75	265.24	226056.0	0.0	72847.0	116459.0	24.0	36726.0	0.81	0.01	2.67	0.01	3.71	482151.0	3.13	936.0	0.01	0.0	96.11	0.0	0	14805992	0
POC_R3_H2	31036781.0	266.0	57195.0	0.18	262.13	114834.0	0.0	37142.0	58986.0	20.0	18686.0	0.66	0.02	3.13	0.01	3.63	253096.0	0.82	1066.0	0.0	0.0	99.0	0.0	0	30725424	0
POC_R3_H3	16987689.0	277.0	92456.0	0.54	260.51	158655.0	0.0	51710.0	81251.0	19.0	25675.0	1.03	0.02	2.79	0.01	3.7	356535.0	2.1	793.0	0.0	0.0	97.35	0.0	0	16537905	0
POC_R72_C1	18783520.0	275.0	84589.0	0.45	262.7	161679.0	0.0	52397.0	82872.0	12.0	26398.0	0.83	0.01	2.62	0.01	3.26	347918.0	1.85	922.0	0.0	0.0	97.69	0.0	0	18350091	0
POC_R72_C2	23233557.0	277.0	124086.0	0.53	265.41	247602.0	0.0	79553.0	127758.0	21.0	40270.0	0.74	0.01	2.72	0.01	3.89	510343.0	2.2	1054.0	0.0	0.0	97.26	0.0	0	22598074	0
POC_R72_C3	17855369.0	277.0	197926.0	1.11	266.28	397408.0	0.0	128642.0	203408.0	64.0	65294.0	0.7	0.01	2.82	0.01	3.66	821134.0	4.6	1874.0	0.01	0.0	94.28	0.0	0	16834435	0
POC_R72_H1	22264917.0	277.0	120453.0	0.54	262.06	220014.0	0.0	71257.0	112739.0	22.0	35996.0	0.96	0.01	2.57	0.01	3.31	482251.0	2.17	1128.0	0.01	0.0	97.29	0.0	0	21661085	0
POC_R72_H2	17132924.0	277.0	189190.0	1.1	264.65	372978.0	0.0	120213.0	191786.0	40.0	60939.0	0.77	0.01	2.71	0.01	3.55	779826.0	4.55	1636.0	0.01	0.0	94.33	0.0	0	16162272	0
POC_R72_H3	15415216.0	277.0	75276.0	0.49	251.13	93038.0	0.0	29977.0	48045.0	17.0	14999.0	1.73	0.01	1.86	0.01	3.04	267127.0	1.73	452.0	0.0	0.0	97.78	0.0	0	15072361	0
