"","MElightcyan","MEroyalblue","MEsalmon","MEviolet","MEdarkolivegreen","MEpurple","MEturquoise","MElightyellow","MEred","MEpaleturquoise","MEyellow","MEblue","MEmidnightblue","MEorange","MEpink","MEtan","MEgrey60","MEsteelblue","MEdarkred","MEgreenyellow","MEgreen","MEsaddlebrown","MEdarkgreen","MEwhite","MEdarkturquoise","MEblack","MEcyan","MEmagenta","MEbrown","MEdarkgrey"
"MON_R12_C3",0.0729318926586724,0.130596918344085,-0.0765186767965382,-0.0132374975584343,0.00368179940611259,-0.063411460882391,-0.0724929033090365,-0.140578502936886,-0.140321167598913,-0.146811836250913,-0.0991416933336981,0.0536522315338661,-0.0717998573291109,-0.216077771966991,-0.171205053466841,0.0815976026669978,-0.0287418320132723,-0.0197399711727464,0.0367000754672439,0.104094284450616,0.123572744197745,-0.000959961547679211,-0.0633549721302425,0.117927956712825,0.0371208204605688,0.131038393761949,0.220435310001327,0.0655508205598624,0.0949849884539361,-0.0125398467207269
"MON_R12_H1",0.620095718523924,0.280580336286806,0.220973485483394,-0.00367105047086924,0.445625424518384,0.296508069665301,0.509247996979882,0.534000243325754,0.151385484451768,0.243233861727395,-0.122717673465187,-0.519778251104546,-0.250714887355341,0.116771660263969,-0.241143913441176,-0.410809599010351,-0.376779082922714,-0.238562704979118,0.245623022339886,0.00615764836900874,-0.222561222805724,-0.0538685872996507,-0.053163722694567,-0.249202437157187,-0.208897305101188,-0.473312710758688,-0.229836625705358,-0.0225483452832402,-0.292096366378988,0.00239904069341877
"MON_R12_H2",-0.0565235840221713,-0.12977514565153,-0.103967839179112,-0.0353589702747871,0.0193711708505383,-0.0906317357503382,0.148970046338811,-0.0865845617912297,-0.15286679207265,-0.000166904525139894,-0.110646139398608,-0.161025380787107,-0.171259469052255,0.339429969804815,0.226372249435857,0.097050911716185,0.0140128761747925,0.162685687641471,0.167053165558766,0.0762611440527519,0.148021219953996,0.318473337669304,-0.0834003019962848,-0.0306061413434935,-0.165733016715712,-0.195467631298746,-0.0137340593749634,-0.0222624267276121,-0.208816496558764,-0.171810177989739
"MON_R12_H3",-0.0855184045702629,-0.139820992495729,-0.0937264464778719,-0.0140614170858498,0.0156992135132469,-0.0715422858390265,0.140509397733448,-0.0781218954225153,-0.14150440217068,0.0136170987216951,-0.0885085072989068,-0.168062313195635,-0.150349234811701,0.303758143719378,0.199046725030497,0.13736885695974,0.0577211315053636,0.205826385291629,0.192107870739999,0.108599427737766,0.187743460286659,0.356076048116839,-0.0635222720607334,0.012131298731291,-0.10721395046568,-0.124227366702397,-0.0467844466424322,-0.0222489193864218,-0.194908522858299,-0.1421651434206
"MON_R24_C1",-0.0497500855698309,0.0332536481964729,-0.05002734534228,-0.170310856615595,-0.1726644426769,-0.0459112778190513,-0.055026810192547,0.100023292333063,0.201563250181438,0.182556725676251,0.297351018480613,0.0546042189420585,0.217554319400815,0.0117184651925236,0.0569179884014243,0.0265364570819178,0.230085312179259,0.110545765373176,-0.249064473405971,-0.266741770880131,-0.170452270364869,-0.125030100657095,-0.0121935971145546,-0.177989481754585,0.0221266879844994,0.0476924928970318,-0.0636233049556668,-0.0170947754785531,0.0181735732809138,0.0986924946841095
"MON_R24_C2",0.0190679446897892,0.0763284460572768,-0.0760178331969771,0.0157618497349408,0.0168924737264981,-0.0535978010665816,-0.0934387282087852,-0.140621697766283,-0.143917199218168,-0.153782144110823,-0.104183133915397,0.0986347668336021,-0.0544957434639162,-0.203927178111958,-0.147437838583881,0.0975021452584825,-0.0341327306784154,-0.0360988112288416,0.0578390112216009,0.10815819130354,0.151438441918962,0.0134632895041183,-0.0710200747617761,0.10060117234573,0.26216219210565,0.251971911890464,0.140495126944176,0.0490278974702434,0.115515724607871,-0.0369581510052214
"MON_R24_C3",0.00925021076824012,0.076748607553051,-0.0628448643923496,-0.167049907384637,-0.167860608833219,-0.0454259374307453,-0.0645875983826216,0.0625286941315154,0.190921629632973,0.127403127628448,0.276828258225862,0.0364301750736687,0.171069207868868,-0.172725748475298,-0.127309706545929,0.0066284668731975,0.172398560385958,0.081583756054874,-0.246166229342739,-0.268552334606092,-0.172823498167006,-0.134734897392901,-0.00471786796616301,-0.183469962731619,0.0639054361874634,0.0173348699309148,-0.0146456349925521,0.277337033096266,0.0818719008495049,0.0939263490893553
"MON_R24_H1",0.0820082968751514,0.0432425617356312,-0.108341953486286,-0.048138006373161,0.00891259742204881,-0.0869009439445798,0.132336031197285,-0.0905879244727066,-0.15610677573036,-0.0583913202030736,-0.108082956821168,-0.105759455233589,-0.165849442069682,-0.0214240835200984,-0.130991480777002,0.075817298928618,-0.0212918144851578,0.109797113737112,0.145232513057292,0.0632692561995512,0.132079257581178,0.26907032740186,-0.0945426877340476,-0.045473288284363,0.0350619003561966,-0.0813392889805767,-0.0818998582266102,0.0282814400113593,-0.217107748057061,-0.178271053293038
"MON_R24_H2",0.0562252895826327,0.054782521496328,-0.112222187621079,-0.0445139247756533,0.0147372976604453,-0.0874012544792252,0.106699697296116,-0.0973889957405539,-0.152342190573313,-0.0485647369494791,-0.109033823993773,-0.0682166431757145,-0.137869391167198,0.058432454822255,-0.0594576256309518,0.0786757460416173,-0.0453803222707607,0.0926213942529777,0.107891006622922,0.0700144444968894,0.124150704681846,0.238243925496193,-0.0784089592488638,-0.0174470825201193,-0.105239983329985,-0.134003695976601,-0.107117055268025,-0.0155823290752765,-0.15678109702764,-0.125328791666693
"MON_R24_H3",0.549829334207407,0.230351422161968,0.203506732393315,-0.00962238958209138,0.400942251667317,0.274718719549635,0.49331503889155,0.46887376073426,0.111260618932064,0.16446515772089,-0.142712185026683,-0.403215756008752,-0.23541109252295,0.0958775986690859,-0.22421233855071,-0.398158458035061,-0.356683799136142,-0.266190189094788,0.225583202506936,-0.0156033704165903,-0.226882080376389,-0.0932058960900597,-0.0720614896271052,-0.240943449451858,-0.0186156559173575,-0.352922203064146,-0.0231986325441806,-0.193200732833868,-0.289191020836338,-0.167338733182864
"MON_R72_C1",0.114843440524401,0.124495706988965,0.269641757059232,0.214828474347609,0.255192447918149,0.361848230094578,-0.15321184455501,0.0979663230702478,0.160803624969609,-0.108688203963794,-0.111883266741622,0.077071364090453,0.0575580370273985,-0.108674277497941,-0.0501660756203123,-0.303324352255602,-0.29147702732387,-0.354857676930007,0.0409318470885101,0.0619165469324146,-0.173001308419388,-0.195921778202849,-0.0352207859275955,-0.0905131249793899,0.0412689827888446,0.148453256278185,0.273906612619152,0.0845151174418763,0.137564223233955,0.102127307989917
"MON_R72_C2",-0.0109555726763066,0.133444202253299,0.120257903376206,0.125410343133773,-0.0147457890355368,0.0553116335422657,-0.0995135747996705,0.0698935501589114,0.0840947071554782,-0.0160573609520502,0.0357063199929487,0.152175101697002,0.199719130907674,0.0638438222456463,0.122384867188104,-0.0854456355096706,0.00637105158360214,-0.130466195213604,-0.0898004933678857,0.0104178305330815,-0.0692705622656613,-0.0852314180079079,0.126791553603663,0.0681809551907041,-0.169269821052233,-0.0149835745879904,0.0203247905078162,-0.136682796729913,0.028226351581648,0.117022992975993
"MON_R72_C3",-0.0674221143677917,0.0382407902156052,-0.0454095613257958,-0.179233736248698,-0.171879032163139,-0.0386957735734525,-0.125797351653876,0.0559114102872036,0.207346591340641,0.135733728692038,0.297838271015549,0.103775215597689,0.220207569803422,-0.0085090116162222,0.0739985964175355,0.047621969712883,0.229609505641511,0.063626596031185,-0.245951940272356,-0.254793617706243,-0.164956216648306,-0.148572027919281,-0.00183808113850815,-0.161113077661278,0.000476980554356604,0.0519911056076857,-0.037017919918429,-0.00851141482046399,0.125962815303408,0.168457957637912
"MON_R72_H3",-0.0810944657558053,-0.0682385718665504,-0.0808226146202426,-0.020113966805607,0.00213565673754714,-0.0590988137442177,0.0753980736001055,-0.0778532893329523,-0.129281138314484,-0.0041490990323904,-0.0811603228734887,-0.00763226997017484,-0.0641376724545863,0.204555671257175,0.135010965439288,0.148699109506521,0.0716708997955296,0.170614321537529,0.144931665228134,0.11774749329133,0.184321435039042,0.286408405710438,-0.0601236273928351,0.0498304423553015,-0.0378197692206852,-0.00668034853850076,-0.0896767263727702,-0.252539452359008,-0.250751180901706,-0.246662111927352
"MON_R120_C1",0.0891117338556879,0.0925265451093648,0.309210839153426,0.224233683311069,0.22927253865022,0.383489393716552,-0.0755811266256474,0.112806826161355,0.181450097599411,-0.063400867823942,-0.0824085955618968,0.0700519474708247,0.0882073976761095,-0.232349256943901,-0.200735727545489,-0.296678615566325,-0.256061137784194,-0.294069728668661,0.061691000657014,0.0960339899345094,-0.147497056752848,-0.166413384764658,-0.00648848037870694,-0.0462872237462133,0.280305854501622,0.286348412365425,0.167272826308922,-0.0557987469229076,0.119384652300363,0.0736195717593189
"MON_R120_C2",-0.0258909325942768,0.0292600887872695,-0.0805048913114914,0.0399804599077704,0.00731737296795968,-0.0609766899654719,-0.0920067109223678,-0.142907284421535,-0.138362963719325,-0.135037480651657,-0.102313803917761,0.0944855220369289,-0.0780162189821446,-0.235480579688367,-0.164050885312731,0.108130277192072,-0.0453133743201028,-0.015959501985061,0.0913881465210462,0.100449728134522,0.154512940589348,0.0209037112704549,-0.0574065414826186,0.132705421434204,0.383995238499932,0.344769412808445,0.22050180949872,-0.0267577533718816,0.138428525899999,-0.0778648821636408
"MON_R120_C3",-0.00321164209088827,0.057032145046681,-0.0961167465711904,-0.0134547759525885,0.0148653537945361,-0.057523016710907,-0.0896042578022232,-0.14735325185205,-0.152173208563572,-0.119028392799059,-0.0974468914434975,0.000241982719698607,-0.131573046309681,-0.325564705890238,-0.291712065366236,0.111012532762526,-0.0478439971122539,-0.0467792736376733,0.0876466843004153,0.126216635647286,0.154991028495297,0.00847248051775969,-0.0798818369424025,0.118548322962229,0.0812568021039681,0.0962574707725032,0.206348729557698,0.118741391703419,0.167352150388305,0.10937073646841
"MON_R120_H1",-0.0905804389488335,-0.0749556646626969,-0.0877223758554489,-0.227465422369593,-0.254126184709565,-0.0711541235669335,0.0958997477104273,0.165982588798223,0.170864596576366,0.387487020038732,0.288149419800109,0.032866835449773,0.209044181820841,0.274574649077854,0.175225222483397,0.035579231357713,0.276838628318555,0.281680838688662,-0.255773063363234,-0.291220710642469,-0.184632579497379,-0.02103208361057,-0.00835535750440758,-0.21813708291344,-0.219789639844359,-0.180164559361277,-0.418857584151739,-0.357506405851199,-0.303012266704006,-0.219942127929962
"MON_R120_H2",0.0450669127060187,-0.00787801829064522,-0.094831182736797,-0.059386657727651,-0.00614867952572967,-0.0782572006196121,0.197948019176185,-0.0555078563688097,-0.146932703599969,-0.00758411325723532,-0.0932148366842667,-0.0612894735745633,-0.0988598188846814,0.00462805780576406,-0.127179515833925,0.0786473365365393,8.99877586665672e-05,0.187206333061138,0.151512422887132,0.0592200214120762,0.127682194869272,0.275520593006753,-0.0784244783580145,-0.0547383316703438,0.0383659833200877,-0.0230974456694671,-0.112970949488199,-0.314122169734937,-0.331487576937557,-0.374374448716403
"MON_R120_H3",-0.107061481492987,-0.0905935180621401,-0.0799036607791007,-0.204397855796837,-0.253208920080334,-0.0723159644248809,0.112782119472705,0.175290771791028,0.144966914169537,0.381859512594433,0.245341935987696,0.0769094516506967,0.185453958062352,0.277333020394925,0.216664667459086,0.0257066557610197,0.23591149381201,0.253610225639224,-0.249835360507686,-0.289566081975959,-0.182879736412537,-0.0158761831681549,-0.00237734319946384,-0.215425509169876,-0.156481283704426,-0.124590727110754,-0.383280520381577,-0.397005193218991,-0.360076888994416,-0.356293278881483
