"","POR_R0_C1","POR_R0_C2","POR_R0_C3","POR_R0_H1","POR_R0_H2","POR_R0_H3","POR_R1_C1","POR_R1_C2","POR_R1_C3","POR_R1_H1","POR_R1_H2","POR_R1_H3","POR_R3_C1","POR_R3_C2","POR_R3_C3","POR_R3_H1","POR_R3_H2","POR_R3_H3","POR_R12_C1","POR_R12_C2","POR_R12_C3","POR_R12_H1","POR_R12_H2","POR_R12_H3","POR_R24_C1","POR_R24_C2","POR_R24_C3","POR_R24_H1","POR_R24_H2","POR_R24_H3","POR_R72_C1","POR_R72_C2","POR_R72_C3","POR_R72_H1","POR_R72_H2","POR_R72_H3","POR_R120_C1","POR_R120_C2","POR_R120_C3","POR_R120_H1","POR_R120_H2","POR_R120_H3"
"Porites_compressa_HIv1___RNAseq.g9668.t2",12.8969218188296,13.618364429664,13.7237493458278,13.3138257817146,12.7678689782315,13.8405880395982,13.0597366861556,14.2428819884664,13.5308401338217,13.8304689762481,13.3346083712514,14.4299133765469,13.8712893349591,13.4116877494838,13.5579190672222,14.1136397629917,14.4482283650315,13.7758081959098,13.0360177378851,13.7586078837684,13.4434053654754,12.1687149641032,12.5777231386458,13.6456605295317,14.0550589977455,13.2835626655373,13.3213986409577,13.501311135529,14.0075933466715,13.4141991296455,14.095608638642,14.2743016164248,14.4732020171082,12.9140893094397,13.0973548504558,13.90361075618,13.0743317111462,13.6411266075919,13.0257902370771,12.9108816112085,11.9910595632788,13.5994428867545
"Porites_compressa_HIv1___RNAseq.g9669.t1",9.44893716673259,8.8081898100551,9.48013525934927,9.49860100921966,9.73617731480517,9.49480155641568,9.68850367129922,9.71674060923012,9.36614110280354,9.31067843356831,9.63173749880381,9.25997212370586,9.7556455606494,9.52533219042972,9.71038459278898,8.36205660281675,8.36092686371206,8.56498625157541,9.45440254028,9.95857708127263,9.61201393207607,8.91981954076783,9.22458119401998,8.60471025455209,9.55134306501473,9.92934647761785,9.62689956091232,5.10631280729138,9.16500697090584,8.99008436441016,9.33433214308201,9.63610678077335,9.67245723893385,8.63321561849752,8.39249596073961,9.26630251316099,9.43654038399211,9.72126914360522,10.0616014969056,9.50647329477009,9.38062278625515,9.19876673197319
"Porites_compressa_HIv1___RNAseq.g9670.t1",5.60044986865084,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.9770884763789,5.48748261639878,5.10631280729138,5.99881591194095,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.91204451875334,5.41253531993279,5.10631280729138,5.41300045227218,5.42725421248776,6.25811177599191,5.10631280729138,5.10631280729138,5.10631280729138,5.72999544154645,6.66282558661296,5.58704305156003,5.76486532512072,5.10631280729138,5.10631280729138,5.34733853742074,5.10631280729138,5.59406446058195,5.10631280729138,5.10631280729138,5.44139651437783,5.87148118913335
"Porites_compressa_HIv1___TS.g4315.t2",11.2352700261042,9.95898479406481,10.6423825308037,9.81334782945565,11.4673152293416,10.1381563436197,10.897892626185,10.4486207105386,10.5584942835808,10.2311750150731,10.2536555400076,9.99824861967712,11.5111701902636,9.74045863682893,11.7728994841048,10.5058825188445,9.40171151673095,11.6422498062555,10.8436262468493,11.0900662974765,11.6538097367061,10.4058859316885,10.2429647869835,10.6400603963276,10.6813671494929,11.6616606052266,9.83980602531411,9.01735657971086,11.1493827916886,9.81115009320221,10.530816165347,10.5633409576986,11.8373557093338,11.8317193071339,9.99924408373562,11.3560544583869,10.6604717367536,11.4426203284317,11.3390544029996,11.1946455339301,10.8362297727979,11.2321832349899
"Porites_compressa_HIv1___RNAseq.g9672.t1",10.8294871234731,10.2168946240547,10.6884956761948,10.482792191415,11.7781430077893,10.6459318275644,11.9589672232403,9.54278702795402,10.9184788757265,11.5137866096921,12.0934646790799,11.4884373371745,11.4894868280162,10.0139703753548,11.6278064609238,11.0388405712868,10.6646596697184,11.2965381127122,11.5464248542027,10.6336693378534,12.2046698490375,7.90437630985282,8.99599600706328,9.19385062867623,11.0677256265583,11.8164482528908,9.42797387586232,8.97119321794385,10.1548508160286,10.3274622196667,11.0005779815082,11.3504395009566,11.6835404194124,9.95157424317575,9.67830172776846,10.3844762197153,12.3232892264551,12.0649367437835,12.1883542811235,9.06058334511792,9.01549930983228,9.46810417801325
"Porites_compressa_HIv1___RNAseq.g9673.t1",8.71238563596519,8.92401980283531,8.98762942380398,8.81913144682047,8.56535652286436,8.60218701572535,8.19703878575427,8.74311994222282,8.84454040185388,8.78453139414687,8.34851593892779,8.78093438893635,8.74865125676003,9.14305397578038,8.43956346418503,8.97507371113888,8.70566321325545,8.15080023770462,8.58966394141987,8.96348322135251,8.63191648822149,9.22710657581409,9.0140638146203,9.18351299322859,8.80726064533436,8.63268277663638,9.65396203412456,8.88414383472328,9.06054134123084,9.13389361935761,8.79355743328169,8.84366799335996,8.05125725119293,8.76543074775366,7.87194234748289,8.99534929948253,8.63784799460059,8.71713244089661,8.10972007298567,9.30671957036538,9.17768545293318,8.80376588442738
"Porites_compressa_HIv1___TS.g4318.t1a",8.15947366012431,7.86788283407307,8.27544453825772,7.75096813933843,8.29375534912734,8.52013053076809,8.38946685974388,8.59486891937792,7.72443756233533,8.299071836879,7.61042447962828,8.08082151956325,8.8261109177703,8.56504727345906,8.33897389614491,8.2274555685411,8.05157239796457,8.21385404428502,8.22045151857975,8.63031959901197,8.66613456253078,8.49350868268079,8.22351003290767,8.30705035687237,8.81968390876657,8.04786718090486,7.81383910888328,5.10631280729138,8.4448080017847,8.15740813079015,8.51307897529775,8.48511564687803,8.76885500688999,8.28114447898736,7.45747247549452,8.68813449122435,8.21311975626054,8.78739308069751,8.49943862023301,8.8952447618478,8.5796537280096,8.47449187579312
"Porites_compressa_HIv1___TS.g4318.t1b",5.9261346773507,5.10631280729138,5.94061608260314,5.89918052894509,5.82498529019808,5.10631280729138,5.10631280729138,6.07598810623012,6.13577864451566,5.78682820939458,5.73948031066156,6.21977908879841,5.10631280729138,6.53062968413416,5.10631280729138,5.9890668675379,6.59868290853761,5.10631280729138,5.10631280729138,5.74593412178057,5.10631280729138,6.44666960864236,6.16027266695955,5.10631280729138,5.10631280729138,5.10631280729138,6.5743307486337,5.10631280729138,6.45267852054089,6.65186028861267,5.10631280729138,5.58704305156003,5.10631280729138,5.10631280729138,5.10631280729138,6.46283124478556,5.10631280729138,5.10631280729138,5.10631280729138,6.15431273422669,6.32623113338597,5.10631280729138
"Porites_compressa_HIv1___RNAseq.g9676.t1",11.0042293079817,10.2735429534321,10.5595738597163,10.1582584918773,11.3961022121447,9.97673626187532,10.8729768971995,10.1157327489598,10.4802260702081,11.1031768114367,11.2063951137374,10.8972234223045,10.7853526427004,9.68083531274078,10.9426074708034,10.5267080972837,9.47292128028955,10.7068123147919,10.3472837854354,10.7401077980614,10.9321023484884,10.2236886781542,10.2525732853051,8.08934745805515,10.9839144444941,11.1416476104564,9.76236923079255,10.9215655796967,10.5458687831442,8.64166095912185,10.9412851139049,10.4296699726348,10.9445477239634,10.8435768302818,11.5341840416482,10.6904308569179,10.8515060239011,10.6153456973324,11.0948325765427,10.9242065333491,10.8927843006913,11.0228352516266
"Porites_compressa_HIv1___RNAseq.g9677.t1",7.73814955788286,8.062681990162,8.67968813757442,8.45491167629369,8.21548021491322,7.83694274805713,8.37040480994479,8.59197230220595,8.45510298252931,8.75203796946676,7.44677497186151,8.32325147081439,8.41421008135099,8.30491955380607,7.68671673120664,8.02667767456604,8.32950864004726,8.04824158517903,7.82514811450345,8.43385256374453,8.34500327971528,8.61120245705807,7.89819438674483,8.06102386215201,8.77784495449058,8.28899913618948,8.17461597811398,5.10631280729138,8.14806595634477,8.83017136787062,8.35146194881006,8.2740149425666,8.57841829722721,9.05059241603183,5.10631280729138,8.28896220702903,8.02164989606375,8.83079746042722,8.95779195806647,8.94857484019636,8.92614983875611,8.47449187579312
"Porites_compressa_HIv1___RNAseq.g9678.t1",8.29481342505492,8.6894152645571,9.00045496935106,8.2969202310725,7.95040222608597,8.22551542589867,8.67177258201282,8.54480399384877,8.48516089466593,8.16631643128224,8.17759796723109,8.63890954155591,8.24710458925392,8.98034806931915,8.2173451123572,8.18875193284644,8.55140429911679,8.27025459953296,8.00474897836621,7.67199866867707,8.04692082517773,9.01999670732307,8.95817823454927,8.71329200181958,8.69779551268397,8.35239862062756,8.31838104740338,9.22030624557345,7.97648534977332,8.65142567072513,8.38732216218561,8.08237690538314,8.51204965628671,7.92953583977958,6.75537577219938,7.78204232144497,8.89798495770852,8.78248777251022,8.21159558148277,8.72015742681662,8.60078491949472,7.92212022263765
"Porites_compressa_HIv1___RNAseq.16_t",5.9261346773507,5.80681645882157,5.10631280729138,7.01173284120513,8.01381270928708,6.85094016195831,8.55036582847647,5.71168766194486,5.10631280729138,8.41205645330227,9.51669323441112,7.89364410895135,7.71120487842388,5.10631280729138,7.76297804961455,5.96346934030552,5.10631280729138,5.60593593816994,5.83839991137804,5.10631280729138,8.71596588766323,5.10631280729138,5.10631280729138,5.10631280729138,7.39196836652792,8.04143405168821,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,7.01592715825495,7.97006828222946,8.0779353491483,5.10631280729138,5.10631280729138,5.10631280729138,9.2893057429669,8.68065763615442,8.46906691158956,5.10631280729138,5.10631280729138,5.10631280729138
"Porites_compressa_HIv1___TS.g4323.t1",5.76673112438009,5.10631280729138,5.68618155980113,5.10631280729138,5.61708978811497,5.10631280729138,5.10631280729138,5.10631280729138,5.76555537143742,5.10631280729138,5.10631280729138,6.20192062951027,5.53216647654869,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.84292049363343,5.10631280729138,5.41253531993279,5.10631280729138,5.41300045227218,5.85220485424932,5.10631280729138,5.10631280729138,5.10631280729138,5.64245057943115,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.66865907378428,5.10631280729138,5.10631280729138,5.10631280729138,5.74698993927689,5.67038191528152,6.20789159523159
"Porites_compressa_HIv1___RNAseq.17_t",10.2958638891732,10.5386182698958,10.6208301765574,9.81548774049095,9.82051891551773,10.2245059258691,9.71495275350897,10.111721818094,10.9116413271588,9.19494221225012,9.60278423281239,10.1029328532704,10.2154391426839,10.7576735531303,9.95977862052656,10.6042256793358,10.8403129116862,10.5093949324395,10.2241636248089,10.1860665194346,9.89144751857284,10.4178536765958,10.2581487847006,10.3979946291072,10.2020888511928,9.90688239797414,10.0900219512433,10.1506708256537,9.95998545927445,10.3278943169352,10.025592536523,10.2391608634599,9.94999429726099,9.62790664697731,8.39249596073961,9.86203410172413,9.52143872536279,10.0051983143926,9.7922854281316,9.89242988785839,9.90997075321697,9.58475557333961
"Porites_compressa_HIv1___RNAseq.g9681.t1",7.60752615023403,7.78018547986511,7.65236915338208,7.32346811640498,7.24414728992256,7.83694274805713,7.39694585636565,7.75832469171412,8.10325699849335,7.40290432530641,7.04230007920812,7.5629537401368,7.53806509040875,8.17290610995435,7.47493860733315,7.52152184834179,8.13382797293469,6.9699163149664,7.2220910082627,6.98305041715375,7.15459935522507,7.83816019769523,7.1583498383735,7.2345865376709,7.85228065069409,7.50437130071123,7.69074740430285,5.10631280729138,7.25312684958166,7.09113812010155,7.44938841574825,7.56002454972558,7.52490473773836,5.10631280729138,8.50397610336852,7.26386501381918,7.28798218722071,7.28725200085001,7.0745005637027,7.19517884526168,7.42970585904307,7.80433990913766
