"","POR_R0_C1","POR_R0_C2","POR_R0_C3","POR_R0_H1","POR_R0_H2","POR_R0_H3","POR_R1_C1","POR_R1_C2","POR_R1_C3","POR_R1_H1","POR_R1_H2","POR_R1_H3","POR_R3_C1","POR_R3_C2","POR_R3_C3","POR_R3_H1","POR_R3_H2","POR_R3_H3","POR_R12_C1","POR_R12_C2","POR_R12_C3","POR_R12_H1","POR_R12_H2","POR_R12_H3","POR_R24_C1","POR_R24_C2","POR_R24_C3","POR_R24_H1","POR_R24_H2","POR_R24_H3","POR_R72_C1","POR_R72_C2","POR_R72_C3","POR_R72_H1","POR_R72_H2","POR_R72_H3","POR_R120_C1","POR_R120_C2","POR_R120_C3","POR_R120_H1","POR_R120_H2","POR_R120_H3"
"Porites_compressa_HIv1___TS.g23573.t1",6.19092234357133,6.83830503760614,5.5566759160694,6.52361819308245,5.73028198260291,6.70115252676271,6.84803575217547,6.7421161283787,5.97292788721874,6.92595890698369,7.46597474027611,6.98107179262233,6.16373367551512,6.81992443323016,6.7787640198115,5.10631280729138,6.47239732977838,6.44231949148909,5.10631280729138,5.87805792656319,6.63662559196191,5.10631280729138,5.53293334020036,5.97990401631354,5.81819616049455,6.31133332107559,6.20395633277221,8.30055181934996,5.73924803942783,6.1402214066337,7.48870719087473,7.08846710428088,6.31354482443908,5.10631280729138,7.97331438527171,5.61555262748683,6.75770315370441,6.13813281870434,5.10631280729138,5.72012711394853,5.77206472079037,5.10631280729138
"Porites_compressa_HIv1___TS.g23576.t1",6.19092234357133,5.88763256956788,6.23052545288524,6.68200646539201,6.41901634257339,6.21359368251741,6.68802054008384,6.09795786947134,6.00241740748943,6.5075890598647,6.93195963933607,6.98990588053123,6.26831480353396,5.76376855239585,6.58496797294801,6.37023236600322,6.14979396424083,6.09131649662354,6.06733063769303,5.9742293291477,5.10631280729138,6.13596941630492,6.14238545306834,5.10631280729138,6.35352446368678,6.47812415447312,6.34295229088072,5.10631280729138,6.47126773314848,5.10631280729138,6.76991562804848,6.17919536758603,6.34035518430345,5.10631280729138,5.10631280729138,6.2462050136204,5.10631280729138,6.1901086145097,6.67364965605624,6.04071438411047,5.82794994119187,6.23830288562041
"Porites_compressa_HIv1___RNAseq.g26237.t1",5.32816074401467,5.10631280729138,5.36703219638855,6.57121069609131,5.36269970953968,6.21359368251741,5.10631280729138,6.42367811458878,5.10631280729138,5.10631280729138,5.10631280729138,5.40048750208577,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,6.51345586288133,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.25963947862959,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,6.09789160331445,5.10631280729138,6.46373555961667,5.10631280729138,5.10631280729138,5.10631280729138,5.27684271712933,5.51577401797971,5.10631280729138,5.10631280729138,5.2926542899376,5.28570984359342,5.10631280729138
"Porites_compressa_HIv1___TS.g23582.t1",5.76673112438009,5.10631280729138,5.5566759160694,5.50647056033358,5.10631280729138,5.10631280729138,5.98128366520418,5.10631280729138,5.76555537143742,5.10631280729138,5.10631280729138,5.10631280729138,6.14777247435884,5.67689974815567,6.73841572526587,5.78761698378359,5.50339616247002,5.69631336922265,6.19056558550311,5.54515096805141,6.19280773200837,5.37163333822828,5.65575984293382,5.99668017383171,5.46495239699558,5.93127516805435,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,6.25762216803379,5.10631280729138,5.10631280729138,5.58670266765546,6.16909074701246,6.06853451012482,5.87298377268997,5.47822421703111,5.4166392051035,5.10631280729138
"Porites_compressa_HIv1___RNAseq.g26256.t1",7.32412283283921,7.22898359691765,7.15322204667216,7.47783251096784,7.31860081291293,7.05034574489934,7.97395316871686,7.34315625672577,7.30720768839096,7.75248004469769,7.80181728086503,7.98413642368522,7.47334557584226,7.65313391475185,7.65698399620013,7.23876296840251,7.28371580187476,7.34497791517563,7.35393558696087,7.39894185913914,7.78822982056253,7.20257045877541,7.68465082550562,7.40699631473603,7.4593045645167,7.64036925335172,8.34545250235256,7.40164133403661,7.40253905633075,7.71815526068939,7.35643373398029,7.74523215280946,7.5149877444794,8.06548888580086,7.13606094317835,7.76575799912536,7.55687737663468,7.69175051918316,7.74992065914189,7.96255146344321,7.79938518258127,7.53323699652261
"Porites_compressa_HIv1___RNAseq.g26257.t1",6.05698484920308,5.92479805028599,6.25758555027431,6.36666925561695,6.78809632749007,6.51457234451221,6.87761411790401,6.86296931604667,5.87689364847309,6.00053576537897,6.12715837884092,6.41173513030282,6.20999912592316,6.68435872616667,6.60819888038335,6.28407216916252,5.99750954633222,5.10631280729138,5.99830786033073,6.80712514753353,6.63662559196191,6.12539493717576,5.95056791949098,5.92727015991613,6.76088753651789,6.56278818472656,6.80871585280441,5.10631280729138,5.99451998307836,6.44645580882559,6.86809050432656,6.58116605306766,6.57602998683325,5.10631280729138,5.10631280729138,6.31302673942013,6.91293053146185,6.63171680557816,6.92316113669217,6.80477490582521,6.50385788250682,6.47647335933776
"Porites_compressa_HIv1___RNAseq.g26261.t1",6.39539921461626,6.60053421934963,6.65133826681252,6.57121069609131,6.30292338727886,6.34151597790364,6.78660285514082,6.52640410120174,6.75821101243371,5.10631280729138,6.98835222372657,6.53526571884686,6.42494220087394,7.21170211178613,6.11929075036247,6.14879141849773,6.67787095271745,5.84305097181098,6.13110310340795,6.46804316514782,6.23189097335039,7.12780946239117,6.53705563006961,6.49346167270385,6.76720225618074,6.69700103288077,7.71204639704654,5.10631280729138,6.81015380550792,6.43888996735283,6.52366410057823,6.78457077056197,6.73380837660636,5.10631280729138,7.24104391774135,6.6735880619265,6.83782055490975,6.71874816700621,6.89053953419734,6.98014734609608,6.83221547991199,6.23830288562041
"Porites_compressa_HIv1___TS.g23604.t1",7.33180429334951,6.77946987131539,7.18323038839328,7.28513065147735,7.3593229472376,7.23842049471711,7.94825163122032,7.54221274945899,6.65915494492035,7.48698645660725,7.28227354166352,7.77272047525339,7.47334557584226,6.59467314968363,7.27751227282043,6.55167516470064,6.77136385336896,6.45861476151515,7.2220910082627,7.05977194699575,7.40078323958857,6.38375698832436,5.82656980738163,6.02920747899303,7.47020395935016,6.97041993992112,6.72057272595769,5.10631280729138,6.5251728375385,6.3923054929,7.24483676658464,7.56510323699151,7.43289464755985,8.34625327282383,7.20698907804438,7.04087500954053,7.57884164620506,7.15001616372145,7.44392928977925,7.07586047446425,7.09539324610693,6.56706258682052
"Porites_compressa_HIv1___TS.g23605.t1",6.75030473232171,5.76236258893743,6.94945139957828,6.52361819308245,6.5431383663975,7.54248524785674,7.27476493866633,6.86296931604667,6.43028046218286,7.7658157538355,7.61042447962828,6.78954733222944,6.67250868575832,5.90815359142333,7.07629970291721,7.37351754600887,6.43837275875265,6.69082043527499,7.31144452510672,5.10631280729138,6.99218927614198,6.05908333620428,5.61822731282062,5.10631280729138,7.1341430304098,7.21805326125945,5.10631280729138,5.10631280729138,5.80260278443006,5.63149627781459,6.82000925338698,6.76576129016971,6.63778718372045,5.10631280729138,5.10631280729138,5.94749274408934,7.95703018073022,7.93312245262231,8.2238250862243,5.7973971363104,5.76027122601332,5.7138475755007
"Porites_compressa_HIv1___RNAseq.10692_t",6.03247555495109,5.10631280729138,5.94061608260314,7.07435713361129,7.15348426547525,7.52338160270083,7.96116186305217,6.408151943533,5.72363656802871,7.88035252315493,7.99590727408198,7.17766509411463,6.93140432186858,5.10631280729138,6.97927762493885,6.60596740028887,5.71036214719013,5.10631280729138,5.10631280729138,5.10631280729138,7.82974403567066,5.10631280729138,5.10631280729138,5.10631280729138,7.00115191177758,7.26460616577546,6.20395633277221,5.10631280729138,5.10631280729138,5.10631280729138,7.12275567163876,7.0514967583869,7.65659804834716,5.10631280729138,5.10631280729138,5.10631280729138,8.42961293145567,8.26448509926157,8.21159558148277,5.47822421703111,5.46441804718378,5.10631280729138
"Porites_compressa_HIv1___TS.g23607.t1",6.92035617074466,6.1985464843393,7.1162599392688,7.48899750857636,7.42770209540925,7.29294070216779,7.73856257075186,7.69370958624138,6.273087153012,7.42015042211452,7.91603346176361,7.425755291832,7.67214666808889,6.98717349348161,7.22315067729217,7.72786478395639,6.59120062954226,6.91684770190795,7.19875968438708,6.88302578203035,7.96593752045212,6.43901010032906,6.87594639201012,6.88551199920055,7.90587588975677,7.49479768301815,7.14143046481867,5.10631280729138,6.35441517165392,6.5471051776154,7.2906220061246,7.12439069464669,7.37889599779697,5.10631280729138,7.39916508347892,5.93094975555346,7.70364234553935,7.87818321737651,6.85702033999512,6.16940089756097,6.41075590546496,5.7138475755007
"Porites_compressa_HIv1___RNAseq.g26266.t1b",5.6470911473671,5.76236258893743,6.23052545288524,5.10631280729138,5.67664496304397,5.10631280729138,5.10631280729138,5.10631280729138,5.76555537143742,5.10631280729138,5.83552610747364,7.20023846178583,5.6438233056969,5.83982166286899,5.10631280729138,6.18949782322111,5.26884761537965,5.9350834207006,5.9226855531017,5.67933051671772,5.10631280729138,5.58914601540839,5.30799295007685,5.41300045227218,5.95975825234286,5.56244240953087,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,6.54464454619226,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,6.16909074701246,5.96014072048389,5.10631280729138,5.2926542899376,5.10631280729138,5.10631280729138
"Porites_compressa_HIv1___RNAseq.g26266.t1a",7.20313803406294,7.35893145090589,7.36559358254543,8.13986346223969,7.39882718221572,8.21001068692376,6.65320656607673,7.12556990335384,6.5827567608802,8.38677420183191,8.41723299097985,7.5965573004572,7.33930842887845,6.46258806175689,6.6309588485953,7.33745072642605,7.09114722914252,6.74211856475873,7.85434254511714,5.76655763059752,7.98434555846996,5.96149237626949,5.8531774422908,5.97990401631354,7.02686164955225,7.37422037465212,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,7.39855231786728,7.64387236419678,7.069407508709,5.10631280729138,5.10631280729138,5.10631280729138,7.34110189219795,7.21790810177792,7.46522823421502,5.10631280729138,5.10631280729138,5.10631280729138
"Porites_compressa_HIv1___RNAseq.g26267.t1",9.93081852540809,9.42912689835503,10.1747789566087,9.09843253219978,8.84232256713315,9.79232890318387,9.03302392515556,9.01740744085066,9.52363138425033,10.1037750203621,9.73444416960219,10.0263864300672,9.04604433955532,8.41788109466921,8.99885448982883,10.6215374001607,10.8560747350754,9.9302568908229,9.48215367701733,7.64159069035588,9.20423341599938,9.93169591390627,8.50104308388908,9.29212000309168,9.42200218501152,9.73308827348539,8.01440492919621,5.10631280729138,7.4814870196332,7.87411655351796,7.89572503690165,9.00851085882056,8.16128181352979,6.46955970067477,5.10631280729138,7.62072875856044,8.09842488525071,9.11681731061219,8.40629533571276,7.55943778471984,7.90493532870512,7.87620612397498
"Porites_compressa_HIv1___RNAseq.g26268.t1",5.48981329404833,5.53789719222505,5.10631280729138,5.99008051858241,5.10631280729138,5.54139282619316,5.10631280729138,6.408151943533,5.87689364847309,5.10631280729138,5.10631280729138,5.10631280729138,5.98900507008122,5.10631280729138,5.95432137093901,5.78761698378359,6.21702325955491,6.13748554929721,5.10631280729138,5.10631280729138,5.96613277685288,5.44852023207763,5.3913003164151,5.46022429989359,5.85220485424932,5.69356655348237,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.10631280729138,5.97489079379888,5.86460418251626,5.10631280729138,5.10631280729138,5.10631280729138,5.91726780198923,6.08291247981416,6.29861803367384,5.88785099669419,5.68413049095885,5.57828461740524
"Porites_compressa_HIv1___TS.g23611.t1",9.32003290589369,9.74907679974661,9.84526155625877,8.20083649167211,7.66291353166851,8.48528940439479,8.33149058343386,8.03392267649486,9.31925725203389,7.71167589844339,8.00878432620563,8.56081344694488,8.11291497300673,9.42171651745082,7.60593792180778,8.55323381222768,8.70566321325545,7.80624429078844,9.51386641528737,8.19190275893083,7.72350666055545,9.03728460236809,8.17655681191706,8.70968257360832,8.54960158251554,7.91318896702908,8.20456967434036,5.10631280729138,7.87148273156678,7.98107294648899,7.04349359411651,7.78462607967957,7.38987287257657,5.10631280729138,6.47532794264751,7.54196620661318,6.79843578498899,7.7407859594613,6.78704770353187,7.97269365506704,8.03918205758477,7.88396507695435
"Porites_compressa_HIv1___RNAseq.g26270.t1",8.78403240535971,8.7253888916144,8.92340163484682,7.77819351870915,8.78605986682672,7.83183809170768,7.92206505171501,8.03822542663065,8.61305035343935,9.06375404028607,8.62206190614578,8.95905101794752,8.40123338468081,8.22720831261566,8.21064270677327,8.31979523279337,8.47288762821708,9.02870711115519,8.8399622222369,8.52192504967022,8.5302338118163,8.64412267190794,8.44155702890488,8.55118638721246,8.38035600550761,8.30511838349916,7.89017616367992,5.10631280729138,7.70414197872379,7.8447999966758,7.7519279273768,8.32470688747056,7.90961355038351,7.92953583977958,5.10631280729138,7.95523944075131,7.76200537704248,8.16420066242092,8.24796932906006,7.78156166058353,7.73602020377342,7.36278919747616
"Porites_compressa_HIv1___RNAseq.g26271.t2",9.28259731413809,8.81153760107189,8.67167155110307,8.47688531157996,8.89976595112094,8.76126425142831,8.42683631807297,9.00009211757773,9.16402977314679,9.31511907941785,8.87929567271862,9.41116883796783,8.87923747566643,8.54392324928875,8.68539372124685,8.23126791115249,7.97698878631514,8.59668640431267,9.148437376412,9.36009317674775,9.0578250794512,9.04585081694545,8.84577981450276,9.03179856681822,8.69929186552919,8.86667358333657,8.1896727582002,5.10631280729138,7.81898329296543,7.72625422925025,8.79355743328169,8.86384283041013,8.50718801686662,9.42395509073417,6.47532794264751,8.2221544402167,8.44137006361739,8.22862078993617,8.37383239375741,8.53182950969114,7.98610177759712,8.49965024304586
"Porites_compressa_HIv1___TS.g23614.t1",10.2645939714158,10.0548784373868,10.548744179581,10.2014200529358,10.5105960963786,10.1074943925682,10.31780531848,10.2134744151234,10.337479636675,9.93548960563991,10.0235848092242,9.99520097190045,10.1190224906971,9.9194296333565,10.4360891450688,10.5228741454994,10.7485661591548,10.5771984542928,10.1937623220721,10.8706870598889,10.4680751083251,11.0073021622233,10.8786185561702,10.826710949516,10.5274997502938,10.1261518829327,10.2151061506938,9.83336288159489,10.9712889170498,10.8292730179696,9.72210894574429,10.2897582666474,10.1596967425681,10.9124975702631,10.6396223409327,10.9933579261434,10.1448570953346,10.3869473860885,10.1623009915241,11.2722376808203,11.121062628094,10.814076843763
"Porites_compressa_HIv1___RNAseq.g26273.t1",6.89901858469002,7.13075007202579,6.76480849751219,7.02768379541865,6.84957268654588,7.44412621902679,7.64481517813655,6.7536258065063,7.06772114741881,6.73546561135627,6.39199143374555,7.04163702307811,7.10507780815702,6.62536386482659,7.26413301058212,6.87639463066639,6.68480447001458,7.02080644208807,6.81688068208266,6.66134854367851,7.06695644172911,6.93405379829073,6.83914607898848,7.08396809646548,6.79212919923561,7.26460616577546,6.76546741399067,7.40164133403661,7.13784689792654,7.19142740970812,6.86809050432656,6.97412526910145,7.15072163988471,7.49660045421416,6.75537577219938,6.97095397334515,7.57884164620506,7.39820865552522,7.13028204920261,7.42548943048044,7.52608486811181,7.23141593379506
"Porites_compressa_HIv1___RNAseq.g26274.t1",10.3328787464877,10.0421721496446,10.0435567685841,10.0660535165454,10.3290980040074,10.2330521969481,9.85401905449417,9.88253783093026,10.1572025425565,9.73829685672847,10.001588863563,9.92112284923557,9.72706335952118,9.68083531274078,9.95977862052656,11.0759352174498,11.1868501812641,11.2660565804988,10.4373096360872,9.7503876346905,10.1674827989673,10.41208855412,10.1509088342487,10.519757726868,10.0110877949874,9.72124839384575,9.38981917245317,7.66350691587518,10.188587090423,10.0304701647648,9.54013888174363,9.8607041585302,9.70232618665464,9.95157424317575,11.1079037689811,9.95472967544125,10.1087790714897,9.63177461464399,9.98915075475352,9.43853672609859,9.80190754025643,10.0544881442027
"Porites_compressa_HIv1___RNAseq.g26275.t1",10.1999408221619,9.94388157536292,10.1318693296849,9.9866482800925,10.3937335652794,10.3864815511118,10.1257680646739,10.8647270517574,10.0957509754912,10.0700824949086,10.530853266906,10.6748306926152,10.5800459629018,10.4735595622409,10.7289483208211,10.6990055611525,10.2853186033223,10.7962280256427,10.2857291104947,11.1021649822378,10.5309000192092,10.3288566901828,10.5041891669671,10.4548147152529,10.4220354491711,10.3628216658214,10.250960974693,10.3362824910754,10.5680014609411,10.8498713788556,10.452806799069,10.8858963989713,10.389309280362,10.2884523898021,10.1555043969913,10.3003656534582,10.0755174109151,10.3200628773534,10.4227671772875,10.633498651026,10.6306891956723,10.6500338021734
"Porites_compressa_HIv1___RNAseq.g26276.t1",5.41974559667424,5.96018616513714,5.88022309433177,5.84910978953076,6.14240509522628,5.96695545503392,5.10631280729138,5.98178452594699,5.51219635211667,5.93603639310128,5.91949695271792,5.7266434717659,6.00822764872527,6.08233243794078,5.90706423476426,5.75324363454954,6.03825841819625,5.60593593816994,6.06733063769303,5.10631280729138,6.23189097335039,6.13596941630492,6.22024017759665,5.80894704079941,6.04118622351707,5.10631280729138,6.27595356607791,5.10631280729138,5.55564517122723,6.01834220943795,5.10631280729138,5.95351604645488,5.8166263596113,5.10631280729138,5.10631280729138,5.87896677478298,5.10631280729138,6.08291247981416,6.35350484105124,6.29516135162945,6.21422480717173,5.10631280729138
"Porites_compressa_HIv1___RNAseq.g26277.t1",6.86629555088848,7.33006541824275,6.53550421321999,6.89394340194547,7.05592126057138,6.28874492199836,6.98925106964477,6.97283207866234,6.53427516057908,6.47084059441904,7.21485513063767,7.17005193512149,6.96208121855334,6.53062968413416,6.34986955151948,6.16937352001674,6.44698221511487,6.52141348884176,6.84843767804144,6.45027156060255,6.71194065914376,6.14641894265945,6.9160560776711,6.44347113199325,6.26727141631779,5.79928685759345,6.9298394335075,5.10631280729138,6.90848369364653,6.37629814981614,7.27932528725272,6.97412526910145,6.93666494789762,7.57283700806175,5.10631280729138,6.87760593323509,6.75770315370441,7.09523248024946,6.75045594023614,6.87643706613976,6.69863329035323,6.91993193984935
"Porites_compressa_HIv1___TS.g23620.t1",7.99562261981593,7.71601776690356,7.67714342011791,7.48899750857636,8.49229693746583,7.52338160270083,8.92679548419527,8.27117602182943,8.02297611540999,7.75248004469769,7.62744097543506,8.00894404047752,8.47983392112362,7.82935998806751,8.47898866386791,8.2274555685411,8.84758292727945,8.61537225400869,7.99172969065575,7.95481499893977,8.19602483145819,8.17548205946602,8.29739627138936,7.87452561712497,8.14883422001292,8.48071421380596,7.79407542455279,5.10631280729138,8.6223433331798,8.70998123009191,7.91002527296077,8.34794536027352,8.67249336430342,8.88641061874618,8.54361787286981,8.59158244511995,7.74282611010827,8.37783620926969,8.82076658046195,8.34073256115414,8.37027618689237,8.70800461483702
"Porites_compressa_HIv1___RNAseq.g26280.t1",6.27034558403667,6.50878659846565,6.38264190784166,6.83977598192998,6.39683328591668,7.05952420180169,6.46076929812845,6.59424197180619,6.31476143007828,6.54312895701735,6.29461345261602,6.8600686743475,6.43696979551273,6.87009685513827,6.19117429733269,6.35358476426402,7.82318621812948,7.32150842112274,6.19056558550311,6.35656617744523,6.26941617093476,6.5132281513516,6.40816176384225,7.46128663202992,6.65490797478296,5.88997698362372,6.62520065462214,5.10631280729138,6.53390160191973,8.15937895836756,6.82000925338698,6.4129044433847,6.44102130848073,5.10631280729138,5.10631280729138,6.55201617679681,6.94882102529264,7.00233416544659,7.37790913517258,7.08895885550595,7.03699302099752,6.11007278548094
"Porites_compressa_HIv1___TS.g23625.t1",7.69792876652999,7.70869878087676,7.67304553945462,7.56465720196858,7.60575594813023,7.44412621902679,7.43528702885483,7.71015178590244,7.22601097375563,8.22475372864279,7.7717202041555,7.89364410895135,7.63193577113036,7.88719569186784,7.41634069788478,7.23876296840251,7.39790831241582,7.74426051050177,7.58379002854639,7.55336394122682,7.54683597698145,7.47811590103516,7.47744538312948,7.60414595830051,7.78795685576998,7.70768577508525,7.29436805279092,8.23904549238074,8.06359211418147,7.76080650094373,7.5456049492357,7.68625152818619,7.98223881935259,8.46809956310683,5.10631280729138,7.81087644455111,7.57884164620506,7.85937425038949,7.71523422525177,8.04169069715353,7.98919009247411,7.81251263247288
"Porites_compressa_HIv1___RNAseq.g26284.t1",5.98111538562485,6.34335956934242,5.83691058543622,5.10631280729138,6.22609798713047,5.63817931801057,5.10631280729138,6.16071852196108,6.251557794953,6.00053576537897,6.39199143374555,5.82081512064957,6.20999912592316,6.27003407196655,5.10631280729138,5.93698973024712,5.9245100319062,6.18136428373153,5.10631280729138,6.44127237585299,6.06421822663597,5.69630408591532,5.76989003577617,5.88999787896717,6.15004038514915,5.10631280729138,6.52101438090715,5.10631280729138,5.78219074717744,6.05336892643762,6.31340446657146,6.03573436090862,6.48792785441974,5.10631280729138,5.10631280729138,5.94749274408934,5.10631280729138,6.16449513656978,5.10631280729138,6.16940089756097,6.17373149676865,5.10631280729138
"Porites_compressa_HIv1___RNAseq.g26285.t1",6.03247555495109,6.63521373076779,6.23052545288524,6.92876082663641,6.22609798713047,6.49996126222148,6.98925106964477,6.77631293700821,6.00241740748943,6.84798356861432,6.63940820706907,6.20192062951027,6.67250868575832,6.38987681126667,6.69662675540899,5.10631280729138,5.78984324901506,6.18136428373153,5.99830786033073,6.28540009471026,6.34036959280143,5.69630408591532,5.78453779689708,5.57362290089906,6.56091346469011,6.9988947407917,6.20395633277221,5.10631280729138,6.23390738634141,6.11931281728414,6.66282558661296,6.92528106251521,6.75209436965149,5.10631280729138,6.59585064991723,6.19890504956359,6.2390169530786,6.74138953350994,7.33199438775643,5.92904285806782,6.15982447583714,6.47647335933776
"Porites_compressa_HIv1___TS.g23628.t1",6.5218656423267,6.74892167862631,6.23052545288524,6.99557583162764,6.11268218822109,6.70115252676271,6.68802054008384,6.46892146397971,6.56683165243139,7.06852241051447,6.29461345261602,6.78954733222944,5.90693665271043,6.46258806175689,5.10631280729138,6.16937352001674,6.51345586288133,6.09131649662354,5.62672249316764,6.51121887620125,6.15198737620734,6.85680266920161,6.26082657489716,6.17525860944189,6.38959192191838,5.84614233022773,6.5743307486337,5.10631280729138,6.37483362084366,6.40806722240945,6.60529149677339,6.58116605306766,6.34035518430345,5.10631280729138,5.10631280729138,6.40550209710326,5.91726780198923,6.1901086145097,6.11201218779554,6.16940089756097,6.32623113338597,5.65050054606446
"Porites_compressa_HIv1___RNAseq.g26291.t1",11.3421066992756,10.6091968747288,10.6840491512976,10.8322851514687,11.1509765556745,10.995231763364,10.9996123373325,11.4687779954758,11.0319073731555,10.7640747307363,11.0159397408163,10.1845585411348,11.1874793927243,10.4698600741598,11.3259066325534,11.7899318123758,11.6051096107671,11.6527594716725,11.738512255419,11.5122933399571,11.3864264378759,11.4810313383586,11.3094550021812,11.4324634845061,10.7826638260728,10.7313999917526,10.3925049891978,10.1087964566937,11.0421596912716,11.6217198661945,10.1355597886535,10.6754749778256,10.7824622476024,11.346590463714,11.2826001281889,11.3906485796272,11.2707585456741,11.3096908756361,11.3251192680511,11.982794138907,11.9353684642457,11.7155086979828
"Porites_compressa_HIv1___RNAseq.g26292.t1",7.09748295726879,7.11935659397725,7.26928987032712,7.32346811640498,7.41814662394584,7.23044225251982,7.64481517813655,7.53603320880172,6.81126928839125,7.43717583081667,7.34638605303918,7.381039291425,7.28752333806492,6.42686544042985,7.41634069788478,7.14897861718619,6.78413167189177,7.28143621257296,7.43502836611744,7.28800197635741,7.2366356444577,6.87264998081166,7.16914967739798,7.45239035736329,7.18007366656879,7.52331617920784,6.9298394335075,5.10631280729138,7.2768871802787,7.17524756583874,7.02978605134709,7.61486771335095,7.70069816477206,8.4084891210792,6.5372493881976,7.25430519024828,7.90651216098527,7.42455214888005,8.10972007298567,7.09545767633815,6.96912027055985,7.61097530195424
"Porites_compressa_HIv1___TS.g23635.t1",6.08079373900994,5.76236258893743,5.62565278117142,5.94599709578575,5.73028198260291,5.75590740319266,5.10631280729138,5.87458143577493,6.05833094528209,5.10631280729138,5.10631280729138,5.65431673868046,5.7352590917085,5.10631280729138,5.74235604483257,5.59028417199582,5.73124311504768,6.09131649662354,5.62672249316764,5.92770095091377,5.10631280729138,5.80250003480347,5.50869610062004,5.69067834432025,5.81819616049455,5.10631280729138,5.10631280729138,5.10631280729138,5.86028687172535,5.74778871900873,5.10631280729138,5.86129117623548,5.76486532512072,5.10631280729138,5.10631280729138,5.66865907378428,5.51577401797971,5.85320469147344,6.24046757327609,5.59729596476642,5.56208435239983,5.10631280729138
"Porites_compressa_HIv1___RNAseq.g26293.t1",7.73247562738552,7.18624570672857,7.50737480680625,6.91147588131594,7.55476897958829,7.22241468541674,7.27476493866633,7.58469458622419,7.55392668774427,7.86808608356625,7.88835253026157,7.39396972495887,7.88006548679649,8.32162131006445,8.03172835811431,7.38767323032081,7.7071041786279,7.47767930244814,7.31144452510672,7.79034849502253,7.90920165192797,7.26172778052433,7.42835634732748,7.70404259860412,7.54068612870496,7.7158715219779,7.73301858406473,5.10631280729138,7.78714012271674,7.3430260376358,8.13904860846593,7.78893421197438,7.9608474827018,7.92953583977958,7.3690229654004,7.87286988945504,7.60045477445347,7.78812641085439,8.10972007298567,7.62606662978724,7.24812852362469,7.68449637099576
"Porites_compressa_HIv1___TS.g23637.t1",7.16016727122826,7.7661832702672,6.98463867221341,6.80226254047217,7.42770209540925,7.42355578917005,7.578524640045,7.63742462938457,6.61394027720012,7.88035252315493,7.7717202041555,7.425755291832,7.68964402388701,7.09416956208452,7.10704953629401,6.86583520867112,7.34204831988576,7.46357104427493,7.65244032839796,7.13710730944163,7.53419658311744,7.3796389732087,7.09156456467657,6.78414410206846,7.36483162358772,7.39509070949496,6.67387721165195,8.3303260234569,7.55985014141033,7.39564682789499,7.77565573792075,7.14546914447859,7.43289464755985,5.10631280729138,5.10631280729138,7.42501462834255,7.88925496455138,7.1712895511008,6.85702033999512,7.56851354975245,7.60382155211137,7.39645397837831
"Porites_compressa_HIv1___TS.g23640.t1",7.06022672068829,7.62548585472811,6.80568202859945,7.08953942803008,7.11776824625844,7.61030535361695,7.13995941947794,7.51102732788888,6.8744431135719,7.5661020012241,6.98835222372657,7.38752027500225,7.44759671308578,7.23028910933258,7.16641031191931,7.42925617542814,7.13011895675216,7.59196912291791,7.31144452510672,7.18135626828603,7.53419658311744,6.96850417011891,7.21146595274052,7.01084782923597,7.04203815354054,7.16976557526599,7.04008255503381,5.10631280729138,7.3678428079543,7.03332340422378,6.75273578376648,7.12439069464669,7.32260111640336,5.10631280729138,5.10631280729138,7.23983260583771,7.28798218722071,7.42019765247923,7.10269703199145,7.22482082362996,7.10437310737011,7.16702023982487
"Porites_compressa_HIv1___RNAseq.g26297.t1",6.56570068050252,6.38725491373055,6.4173188154526,6.52361819308245,6.19904052320636,6.84006414253528,7.20911675675695,6.39238931317498,5.91031497557432,6.90051749657407,7.32536083117767,7.01603866323858,6.72901762790848,5.97060751493139,7.20919739865088,6.53767497682201,6.67089535232983,6.87267509789016,6.19056558550311,6.6389402334253,6.73599281548146,6.69167123774652,6.20350169714632,6.59593156846381,6.63390286255439,6.75003460777726,6.34295229088072,7.45825959645809,6.42416552030798,6.53328760200866,6.86809050432656,6.66689521030798,6.99741073040656,5.10631280729138,5.10631280729138,6.2462050136204,5.10631280729138,6.45374011070731,6.29861803367384,6.26861982261304,6.48889615403757,6.42814008325575
