gene_id	module	color
Montipora_capitata_HIv3___RNAseq.g4581.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4751.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4752.t1	ME15	midnightblue
Montipora_capitata_HIv3___RNAseq.g4753.t1	ME11	greenyellow
Montipora_capitata_HIv3___RNAseq.g4754.t1	ME8	pink
Montipora_capitata_HIv3___RNAseq.g4755.t1	ME8	pink
Montipora_capitata_HIv3___RNAseq.g4756.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4757.t1	ME8	pink
Montipora_capitata_HIv3___RNAseq.g4758.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4759.t1	ME5	green
Montipora_capitata_HIv3___RNAseq.g4760.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4761.t1	ME10	purple
Montipora_capitata_HIv3___TS.g26455.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4764.t1	ME18	lightgreen
Montipora_capitata_HIv3___RNAseq.214_t	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4766.t1	ME18	lightgreen
Montipora_capitata_HIv3___TS.g26284.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26302.t1	ME14	cyan
Montipora_capitata_HIv3___RNAseq.g4732.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4582.t1	ME7	black
Montipora_capitata_HIv3___RNAseq.g4583.t1	ME16	lightcyan
Montipora_capitata_HIv3___RNAseq.g4584.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4585.t1	ME10	purple
Montipora_capitata_HIv3___RNAseq.g4586.t1	ME7	black
Montipora_capitata_HIv3___RNAseq.g4588.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4589.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4590.t1	ME9	magenta
Montipora_capitata_HIv3___RNAseq.g4591.t1b	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4591.t1a	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4592.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4593.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4594.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26285.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4597.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4598.t1	ME4	yellow
Montipora_capitata_HIv3___RNAseq.g4599.t1	ME10	purple
Montipora_capitata_HIv3___TS.g26291.t1	ME13	salmon
Montipora_capitata_HIv3___RNAseq.g4604.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4605.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4606.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4607.t1	ME7	black
Montipora_capitata_HIv3___TS.g26295.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4609.t1	ME5	green
Montipora_capitata_HIv3___TS.g26297.t1	ME7	black
Montipora_capitata_HIv3___RNAseq.g4611.t2	ME10	purple
Montipora_capitata_HIv3___TS.g26298.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4614.t1	ME8	pink
Montipora_capitata_HIv3___RNAseq.g4617.t1	ME22	darkgreen
Montipora_capitata_HIv3___TS.g26304.t1b	ME0	grey
Montipora_capitata_HIv3___TS.g26304.t1a	ME16	lightcyan
Montipora_capitata_HIv3___TS.g26305.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4620.t1	ME7	black
Montipora_capitata_HIv3___TS.g26306.t1	ME15	midnightblue
Montipora_capitata_HIv3___TS.g26307.t1c	ME1	turquoise
Montipora_capitata_HIv3___TS.g26307.t1b	ME1	turquoise
Montipora_capitata_HIv3___TS.g26307.t1a	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4623.t1	ME6	red
Montipora_capitata_HIv3___TS.g26309.t1b	ME11	greenyellow
Montipora_capitata_HIv3___TS.g26309.t1a	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4625.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4626.t1	ME5	green
Montipora_capitata_HIv3___RNAseq.g4627.t1	ME2	blue
Montipora_capitata_HIv3___TS.g26313.t3	ME4	yellow
Montipora_capitata_HIv3___RNAseq.g4629.t1	ME1	turquoise
Montipora_capitata_HIv3___TS.g26315.t1	ME7	black
Montipora_capitata_HIv3___RNAseq.g4631.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4632.t1	ME20	royalblue
Montipora_capitata_HIv3___RNAseq.g4633.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4634.t1	ME6	red
Montipora_capitata_HIv3___RNAseq.g4635.t1	ME5	green
Montipora_capitata_HIv3___TS.g26322.t1	ME4	yellow
Montipora_capitata_HIv3___RNAseq.g4637.t1	ME10	purple
Montipora_capitata_HIv3___RNAseq.g4638.t1	ME11	greenyellow
Montipora_capitata_HIv3___RNAseq.g4639.t1	ME21	darkred
Montipora_capitata_HIv3___RNAseq.g4640.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4641.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4642.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4643.t1	ME2	blue
Montipora_capitata_HIv3___TS.g26329.t1	ME10	purple
Montipora_capitata_HIv3___RNAseq.g4645.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26331.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4647.t1	ME27	white
Montipora_capitata_HIv3___RNAseq.g4648.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4649.t1	ME21	darkred
Montipora_capitata_HIv3___RNAseq.g4650.t1	ME23	darkturquoise
Montipora_capitata_HIv3___RNAseq.g4651.t1	ME3	brown
Montipora_capitata_HIv3___TS.g26337.t3	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4653.t1	ME16	lightcyan
Montipora_capitata_HIv3___RNAseq.97_t	ME6	red
Montipora_capitata_HIv3___RNAseq.g4656.t1	ME21	darkred
Montipora_capitata_HIv3___RNAseq.g4657.t1	ME18	lightgreen
Montipora_capitata_HIv3___RNAseq.g4658.t1	ME3	brown
Montipora_capitata_HIv3___TS.g26343.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4660.t1	ME4	yellow
Montipora_capitata_HIv3___TS.g26345.t1	ME3	brown
Montipora_capitata_HIv3___TS.g26346.t1	ME23	darkturquoise
Montipora_capitata_HIv3___TS.g26347.t1	ME12	tan
Montipora_capitata_HIv3___RNAseq.g4664.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4665.t1	ME13	salmon
Montipora_capitata_HIv3___RNAseq.g4666.t1	ME27	white
Montipora_capitata_HIv3___RNAseq.g4667.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26352.t1	ME7	black
Montipora_capitata_HIv3___RNAseq.g4669.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4670.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4671.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4672.t1	ME14	cyan
Montipora_capitata_HIv3___RNAseq.g4673.t1	ME21	darkred
Montipora_capitata_HIv3___RNAseq.g4674.t1	ME13	salmon
Montipora_capitata_HIv3___TS.g26359.t1	ME13	salmon
Montipora_capitata_HIv3___RNAseq.g4675.t1	ME14	cyan
Montipora_capitata_HIv3___RNAseq.g4676.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4677.t1	ME2	blue
Montipora_capitata_HIv3___TS.g26365.t1	ME17	grey60
Montipora_capitata_HIv3___RNAseq.g4682.t1	ME22	darkgreen
Montipora_capitata_HIv3___RNAseq.g4684.t1	ME1	turquoise
Montipora_capitata_HIv3___TS.g26369.t1	ME10	purple
Montipora_capitata_HIv3___RNAseq.g4685.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4686.t1	ME18	lightgreen
Montipora_capitata_HIv3___RNAseq.g4687.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4688.t1	ME16	lightcyan
Montipora_capitata_HIv3___RNAseq.g4689.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4690.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4691.t1	ME21	darkred
Montipora_capitata_HIv3___TS.g26377.t2	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4693.t1	ME2	blue
Montipora_capitata_HIv3___TS.g26379.t2	ME24	darkgrey
Montipora_capitata_HIv3___RNAseq.g4695.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4696.t1	ME19	lightyellow
Montipora_capitata_HIv3___RNAseq.g4697.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4698.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4699.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4700.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4701.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4702.t1	ME5	green
Montipora_capitata_HIv3___RNAseq.g4703.t1	ME27	white
Montipora_capitata_HIv3___RNAseq.g4704.t1	ME21	darkred
Montipora_capitata_HIv3___RNAseq.g4705.t1	ME23	darkturquoise
Montipora_capitata_HIv3___TS.g26395.t2	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4707.t1	ME33	darkolivegreen
Montipora_capitata_HIv3___RNAseq.g4708.t1	ME3	brown
Montipora_capitata_HIv3___TS.g26403.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4713.t3	ME8	pink
Montipora_capitata_HIv3___TS.g26405.t1	ME4	yellow
Montipora_capitata_HIv3___RNAseq.g4715.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4716.t1	ME5	green
Montipora_capitata_HIv3___RNAseq.g4717.t1	ME10	purple
Montipora_capitata_HIv3___RNAseq.164_t	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4719.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4720.t1	ME4	yellow
Montipora_capitata_HIv3___RNAseq.g4721.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4722.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4723.t1	ME17	grey60
Montipora_capitata_HIv3___TS.g26417.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4724.t1b	ME17	grey60
Montipora_capitata_HIv3___RNAseq.g4724.t1a	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4725.t1	ME4	yellow
Montipora_capitata_HIv3___RNAseq.g4727.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26422.t1	ME27	white
Montipora_capitata_HIv3___RNAseq.g4730.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4731.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4733.t1	ME9	magenta
Montipora_capitata_HIv3___RNAseq.g4734.t1	ME4	yellow
Montipora_capitata_HIv3___RNAseq.g4735.t1	ME12	tan
Montipora_capitata_HIv3___RNAseq.g4736.t1	ME13	salmon
Montipora_capitata_HIv3___RNAseq.g4737.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.190_t	ME21	darkred
Montipora_capitata_HIv3___RNAseq.g4739.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4740.t1	ME23	darkturquoise
Montipora_capitata_HIv3___RNAseq.g4741.t1	ME12	tan
Montipora_capitata_HIv3___RNAseq.g4742.t1	ME13	salmon
Montipora_capitata_HIv3___TS.g26435.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4744.t1	ME13	salmon
Montipora_capitata_HIv3___RNAseq.g4745.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4748.t1	ME4	yellow
Montipora_capitata_HIv3___RNAseq.g4749.t1	ME11	greenyellow
Montipora_capitata_HIv3___TS.g26442.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g5561.t1	ME31	paleturquoise
Montipora_capitata_HIv3___RNAseq.g5589.t1	ME7	black
Montipora_capitata_HIv3___RNAseq.g5606.t1	ME14	cyan
Montipora_capitata_HIv3___RNAseq.1100_t	ME19	lightyellow
Montipora_capitata_HIv3___TS.g27817.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.g6077.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g6080.t1	ME4	yellow
Montipora_capitata_HIv3___RNAseq.g6120.t1	ME3	brown
Montipora_capitata_HIv3___TS.g26479.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4784.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4803.t1	ME8	pink
Montipora_capitata_HIv3___TS.g26507.t1	ME3	brown
Montipora_capitata_HIv3___TS.g26580.t1b	ME0	grey
Montipora_capitata_HIv3___RNAseq.349_t	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4930.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g5028.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g5029.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g5094.t1	ME1	turquoise
Montipora_capitata_HIv3___TS.g26936.t1a	ME13	salmon
Montipora_capitata_HIv3___RNAseq.g5275.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g5336.t1	ME0	grey
Montipora_capitata_HIv3___TS.g27069.t1	ME0	grey
Montipora_capitata_HIv3___TS.g27130.t1	ME14	cyan
Montipora_capitata_HIv3___RNAseq.g5431.t1	ME20	royalblue
Montipora_capitata_HIv3___RNAseq.g5467.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g5472.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g5507.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4767.t1	ME31	paleturquoise
Montipora_capitata_HIv3___RNAseq.g4768.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4769.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26463.t2	ME12	tan
Montipora_capitata_HIv3___RNAseq.g4771.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4772.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26466.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4773.t1	ME27	white
Montipora_capitata_HIv3___RNAseq.g4774.t1	ME7	black
Montipora_capitata_HIv3___RNAseq.g4775.t1	ME9	magenta
Montipora_capitata_HIv3___RNAseq.g4776.t1a	ME8	pink
Montipora_capitata_HIv3___RNAseq.g4776.t1b	ME5	green
Montipora_capitata_HIv3___RNAseq.g4778.t1	ME8	pink
Montipora_capitata_HIv3___RNAseq.g4779.t1	ME8	pink
Montipora_capitata_HIv3___RNAseq.g4780.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4781.t1	ME25	orange
Montipora_capitata_HIv3___RNAseq.g4782.t1b	ME25	orange
Montipora_capitata_HIv3___RNAseq.g4782.t1a	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4783.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4785.t1a	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4785.t1b	ME17	grey60
Montipora_capitata_HIv3___RNAseq.g4788.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4789.t1	ME4	yellow
Montipora_capitata_HIv3___TS.g26487.t1	ME1	turquoise
Montipora_capitata_HIv3___TS.g26488.t2	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4795.t2	ME9	magenta
Montipora_capitata_HIv3___RNAseq.g4796.t2	ME26	darkorange
Montipora_capitata_HIv3___RNAseq.g4797.t1	ME11	greenyellow
Montipora_capitata_HIv3___RNAseq.g4798.t1	ME3	brown
Montipora_capitata_HIv3___TS.g26493.t2d	ME1	turquoise
Montipora_capitata_HIv3___TS.g26493.t2c	ME27	white
Montipora_capitata_HIv3___TS.g26493.t2b	ME0	grey
Montipora_capitata_HIv3___TS.g26493.t2a	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4800.t1	ME10	purple
Montipora_capitata_HIv3___RNAseq.g4801.t2	ME9	magenta
Montipora_capitata_HIv3___TS.g26496.t1	ME8	pink
Montipora_capitata_HIv3___RNAseq.g4804.t1	ME23	darkturquoise
Montipora_capitata_HIv3___RNAseq.g4805.t1	ME26	darkorange
Montipora_capitata_HIv3___RNAseq.g4806.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.259_t	ME26	darkorange
Montipora_capitata_HIv3___RNAseq.262_t	ME5	green
Montipora_capitata_HIv3___TS.g26505.t1	ME5	green
Montipora_capitata_HIv3___RNAseq.266_t	ME3	brown
Montipora_capitata_HIv3___TS.g26509.t1	ME9	magenta
Montipora_capitata_HIv3___RNAseq.g4816.t1	ME24	darkgrey
Montipora_capitata_HIv3___RNAseq.g4817.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4818.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4820.t1	ME26	darkorange
Montipora_capitata_HIv3___RNAseq.g4822.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4823.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4824.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.277_t	ME3	brown
Montipora_capitata_HIv3___TS.g26521.t1b	ME33	darkolivegreen
Montipora_capitata_HIv3___TS.g26521.t1a	ME18	lightgreen
Montipora_capitata_HIv3___RNAseq.g4828.t1	ME15	midnightblue
Montipora_capitata_HIv3___TS.g26523.t2	ME11	greenyellow
Montipora_capitata_HIv3___RNAseq.g4830.t1	ME8	pink
Montipora_capitata_HIv3___TS.g26525.t2	ME5	green
Montipora_capitata_HIv3___RNAseq.g4832.t1	ME24	darkgrey
Montipora_capitata_HIv3___RNAseq.g4833.t1	ME24	darkgrey
Montipora_capitata_HIv3___RNAseq.g4834.t1	ME5	green
Montipora_capitata_HIv3___RNAseq.g4835.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4836.t1	ME31	paleturquoise
Montipora_capitata_HIv3___RNAseq.g4837.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4838.t1	ME13	salmon
Montipora_capitata_HIv3___TS.g26534.t1b	ME1	turquoise
Montipora_capitata_HIv3___TS.g26534.t1a	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4841.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4842.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26537.t3	ME8	pink
Montipora_capitata_HIv3___RNAseq.g4844.t1	ME32	violet
Montipora_capitata_HIv3___RNAseq.g4845.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26540.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4847.t1	ME16	lightcyan
Montipora_capitata_HIv3___TS.g26542.t1	ME16	lightcyan
Montipora_capitata_HIv3___RNAseq.g4849.t1	ME13	salmon
Montipora_capitata_HIv3___TS.g26544.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26545.t2	ME1	turquoise
Montipora_capitata_HIv3___TS.g26546.t1	ME21	darkred
Montipora_capitata_HIv3___RNAseq.g4854.t3	ME18	lightgreen
Montipora_capitata_HIv3___TS.g26550.t1	ME5	green
Montipora_capitata_HIv3___TS.g26551.t1	ME24	darkgrey
Montipora_capitata_HIv3___RNAseq.g4857.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4858.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4859.t1	ME4	yellow
Montipora_capitata_HIv3___RNAseq.g4860.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4861.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4862.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4864.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4865.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4866.t1	ME2	blue
Montipora_capitata_HIv3___TS.g26565.t2	ME21	darkred
Montipora_capitata_HIv3___RNAseq.g4868.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4869.t1	ME24	darkgrey
Montipora_capitata_HIv3___TS.g26568.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26569.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4870.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4871.t1	ME13	salmon
Montipora_capitata_HIv3___RNAseq.g4872.t1	ME19	lightyellow
Montipora_capitata_HIv3___TS.g26575.t1	ME20	royalblue
Montipora_capitata_HIv3___RNAseq.g4873.t1	ME28	skyblue
Montipora_capitata_HIv3___RNAseq.g4874.t1	ME28	skyblue
Montipora_capitata_HIv3___RNAseq.g4875.t2	ME14	cyan
Montipora_capitata_HIv3___RNAseq.g4876.t1	ME20	royalblue
Montipora_capitata_HIv3___TS.g26578.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4881.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26585.t1	ME29	saddlebrown
Montipora_capitata_HIv3___RNAseq.g4886.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4887.t1	ME2	blue
Montipora_capitata_HIv3___TS.g26590.t1	ME23	darkturquoise
Montipora_capitata_HIv3___TS.g26591.t2	ME18	lightgreen
Montipora_capitata_HIv3___RNAseq.g4890.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4891.t1	ME27	white
Montipora_capitata_HIv3___RNAseq.g4892.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26597.t1	ME28	skyblue
Montipora_capitata_HIv3___TS.g26600.t1	ME28	skyblue
Montipora_capitata_HIv3___TS.g26601.t1	ME20	royalblue
Montipora_capitata_HIv3___RNAseq.g4901.t1	ME1	turquoise
Montipora_capitata_HIv3___TS.g26604.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4904.t1	ME12	tan
Montipora_capitata_HIv3___RNAseq.g4906.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4907.t1	ME25	orange
Montipora_capitata_HIv3___TS.g26609.t2	ME22	darkgreen
Montipora_capitata_HIv3___RNAseq.g4911.t2	ME8	pink
Montipora_capitata_HIv3___RNAseq.g4912.t1	ME8	pink
Montipora_capitata_HIv3___TS.g26614.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4914.t1	ME12	tan
Montipora_capitata_HIv3___RNAseq.g4915.t1	ME24	darkgrey
Montipora_capitata_HIv3___RNAseq.g4916.t1	ME25	orange
Montipora_capitata_HIv3___TS.g26618.t3	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4918.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4919.t1	ME1	turquoise
Montipora_capitata_HIv3___TS.g26621.t1	ME4	yellow
Montipora_capitata_HIv3___RNAseq.g4922.t1	ME6	red
Montipora_capitata_HIv3___RNAseq.g4923.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4924.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4925.t1	ME27	white
Montipora_capitata_HIv3___RNAseq.g4926.t1	ME29	saddlebrown
Montipora_capitata_HIv3___RNAseq.g4927.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4928.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4929.t1	ME13	salmon
Montipora_capitata_HIv3___RNAseq.g4931.t1	ME3	brown
Montipora_capitata_HIv3___RNAseq.g4932.t1	ME6	red
Montipora_capitata_HIv3___RNAseq.g4933.t1	ME6	red
Montipora_capitata_HIv3___RNAseq.g4934.t1	ME8	pink
Montipora_capitata_HIv3___TS.g26636.t1	ME12	tan
Montipora_capitata_HIv3___RNAseq.g4935.t1	ME24	darkgrey
Montipora_capitata_HIv3___RNAseq.g4936.t1	ME15	midnightblue
Montipora_capitata_HIv3___RNAseq.g4937.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.401_t	ME12	tan
Montipora_capitata_HIv3___RNAseq.g4940.t1	ME5	green
Montipora_capitata_HIv3___RNAseq.g4941.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4942.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26647.t1	ME2	blue
Montipora_capitata_HIv3___TS.g26648.t1	ME12	tan
Montipora_capitata_HIv3___TS.g26649.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4945.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4946.t1	ME15	midnightblue
Montipora_capitata_HIv3___TS.g26651.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26652.t1	ME10	purple
Montipora_capitata_HIv3___TS.g26653.t1	ME10	purple
Montipora_capitata_HIv3___RNAseq.g4947.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4949.t1	ME3	brown
Montipora_capitata_HIv3___TS.g26659.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4950.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4952.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4953.t1	ME6	red
Montipora_capitata_HIv3___RNAseq.g4954.t1	ME5	green
Montipora_capitata_HIv3___RNAseq.g4956.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26667.t4	ME22	darkgreen
Montipora_capitata_HIv3___TS.g26668.t3	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4960.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4961.t2	ME28	skyblue
Montipora_capitata_HIv3___RNAseq.g4964.t1	ME12	tan
Montipora_capitata_HIv3___RNAseq.g4965.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4966.t1	ME16	lightcyan
Montipora_capitata_HIv3___TS.g26676.t2	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4968.t1	ME18	lightgreen
Montipora_capitata_HIv3___RNAseq.g4970.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4971.t1	ME9	magenta
Montipora_capitata_HIv3___RNAseq.g4972.t1	ME4	yellow
Montipora_capitata_HIv3___RNAseq.g4973.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4974.t1a	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4974.t1b	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4976.t1	ME15	midnightblue
Montipora_capitata_HIv3___RNAseq.g4977.t1	ME32	violet
Montipora_capitata_HIv3___RNAseq.g4978.t1	ME26	darkorange
Montipora_capitata_HIv3___RNAseq.460_t	ME18	lightgreen
Montipora_capitata_HIv3___TS.g26688.t1c	ME4	yellow
Montipora_capitata_HIv3___TS.g26688.t1b	ME18	lightgreen
Montipora_capitata_HIv3___TS.g26688.t1a	ME15	midnightblue
Montipora_capitata_HIv3___RNAseq.g4982.t1	ME0	grey
Montipora_capitata_HIv3___TS.g26690.t1	ME12	tan
Montipora_capitata_HIv3___RNAseq.g4985.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g4986.t1	ME20	royalblue
Montipora_capitata_HIv3___RNAseq.g4987.t1	ME20	royalblue
Montipora_capitata_HIv3___RNAseq.g4988.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4989.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g4990.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.476_t	ME11	greenyellow
Montipora_capitata_HIv3___RNAseq.g4992.t1	ME11	greenyellow
Montipora_capitata_HIv3___RNAseq.g4993.t1	ME1	turquoise
Montipora_capitata_HIv3___TS.g26700.t2a	ME7	black
Montipora_capitata_HIv3___TS.g26700.t2b	ME16	lightcyan
Montipora_capitata_HIv3___TS.g26701.t1	ME7	black
Montipora_capitata_HIv3___RNAseq.g4996.t1	ME2	blue
Montipora_capitata_HIv3___RNAseq.g4997.t1	ME3	brown
Montipora_capitata_HIv3___TS.g26704.t1	ME18	lightgreen
