gene_id	module	color
Montipora_capitata_HIv3___RNAseq.g1031.t1	ME1	turquoise
Montipora_capitata_HIv3___TS.g38548.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g1037.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g1038.t1	ME1	turquoise
Montipora_capitata_HIv3___TS.g38565.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g1051.t1	ME1	turquoise
Montipora_capitata_HIv3___RNAseq.g1052.t1	ME10	purple
Montipora_capitata_HIv3___TS.g38569.t1	ME0	grey
Montipora_capitata_HIv3___RNAseq.g1066.t1	ME6	red
Montipora_capitata_HIv3___RNAseq.g1071.t1	ME0	grey
Montipora_capitata_HIv3___TS.g38587.t2c	ME0	grey
Montipora_capitata_HIv3___TS.g38592.t4	ME14	cyan
