"gene_id","module","color","kME_own","kME_25","kME_5","kME_10","kME_9","kME_26","kME_23","kME_12","kME_22","kME_27","kME_7","kME_21","kME_8","kME_3","kME_29","kME_6","kME_17","kME_31","kME_4","kME_11","kME_15","kME_1","kME_16","kME_18","kME_19","kME_20","kME_2","kME_30","kME_28","kME_13","kME_14","kME_24","kME_0"
"Montipora_capitata_HIv3___RNAseq.g31900.t1","ME0","grey",0.764193088206958,-0.0219629294051698,-0.465958429614228,-0.0908532404965634,-0.115645058192562,-0.0650676113711869,0.205970367217365,0.501672825460901,0.651628839277195,0.803176019951584,0.156698613767593,-0.00866060217943442,0.36805048737559,0.00370931722544018,0.316480441523121,0.427085122315055,0.166666698325947,0.698502650545881,0.622356376778936,0.66908450999926,-0.235121632845424,-0.0680119294015798,-0.188041660453919,0.0102914806943567,0.02134571775079,0.0358895498010941,-0.639542859404102,-0.337541999317847,-0.229012864307711,-0.746313053861525,-0.859642325927042,-0.71517532993711,0.764193088206958
"Montipora_capitata_HIv3___TS.g13565.t1","ME0","grey",0.763486164811123,-0.0104252712075286,-0.382517422223671,-0.00826942611594698,0.112320920408608,-0.0896875463076961,0.404374256464822,0.380046146296765,0.850719767925911,0.708438258282493,0.150369583383213,-0.0146779292653707,0.446485076317844,0.0410735818123085,0.423420176506082,0.429864077787464,0.20323645039628,0.665062929298974,0.688893444847207,0.444611895247034,-0.255602956255937,-0.130478746432,-0.218463574073219,-0.00334022108505299,-0.0296805627336524,0.00473550640757264,-0.633238462811482,-0.422468765451078,-0.31259696648504,-0.834250583910748,-0.743501203233483,-0.896857021809852,0.763486164811123
"Montipora_capitata_HIv3___RNAseq.g20581.t1","ME0","grey",0.763382996327574,-0.0103974174764731,-0.502595472611467,-0.0903723727447951,-0.131177256263049,-0.133065781437887,0.195509998373697,0.485387841994484,0.660805228670009,0.823626565265095,0.194979691492872,0.00419100039803817,0.398492678372287,0.0152008604539169,0.355064233598153,0.475330399266502,0.187200600845544,0.709934006981777,0.668635327800403,0.681041220396353,-0.249221342620672,-0.0818970112378846,-0.225550642463851,0.0185945281330693,0.0382161592272155,0.0167274582881334,-0.668362904544187,-0.370953570585529,-0.247851301162403,-0.77668751216816,-0.830561806723252,-0.727494238716645,0.763382996327574
"Montipora_capitata_HIv3___RNAseq.g6205.t1","ME0","grey",0.762253769623326,0.218600031553773,-0.2801948624877,0.0459291100272583,0.17183320529263,0.162468815138218,0.260077987111902,0.502680380128711,0.701295774048144,0.768425766261476,-0.0346436134843461,0.0105954447292517,0.425350142170406,-0.000473906023205961,0.341712924876567,0.224057536286788,0.0401651480980407,0.630707279057877,0.434860585683334,0.379822165633701,-0.214192444375738,-0.0414575081112045,-0.0250128955082116,0.0517504733362662,-0.0715646997417471,-0.185182130163276,-0.447113902506875,-0.178804788666054,-0.3835645806338,-0.666821421268243,-0.783264943491164,-0.766341814997197,0.762253769623326
"Montipora_capitata_HIv3___RNAseq.g11031.t1b","ME0","grey",0.761447095059485,0.143329893204671,-0.385060903669098,-0.0134472149537926,0.0362408372883928,0.090242137388988,0.12814696141102,0.532669025111657,0.610156376008738,0.775759337097164,0.0672593961473814,0.00879849853800856,0.49918054049106,0.107360534385594,0.238267137639682,0.37779621712409,0.112870943773885,0.591979249322275,0.518194527562834,0.567441572145126,-0.336455343455902,-0.139986818301624,-0.0984322335461035,0.0587393411525626,-0.0924892376920509,-0.02060347923269,-0.539368245943768,-0.306522937817736,-0.212692363755586,-0.697617846824817,-0.828253041752729,-0.690977534611093,0.761447095059485
"Montipora_capitata_HIv3___RNAseq.g3944.t1","ME0","grey",0.761164305437738,0.11912116891979,-0.484564278414217,-0.0883339272427271,-0.112036849712018,-0.128041765404583,0.0630594677543695,0.641317182475277,0.559991483650006,0.780920114430015,0.226310094357339,0.103538564151826,0.325696253597123,-0.00877959094800643,0.242044862204327,0.37105396704162,0.0855870396196396,0.530368537680263,0.402695216696591,0.470111720825425,-0.289695808465237,-0.0680058205819871,-0.214297431713554,0.00360030644945976,0.0783939314647215,-0.0255879335816431,-0.389676065301849,-0.0995902873295437,-0.400152403545955,-0.618287899832589,-0.74241674076961,-0.623373078350518,0.761164305437738
"Montipora_capitata_HIv3___TS.g50790.t1","ME0","grey",0.760907628120621,-0.0471892333279444,-0.521205831676037,-0.197100496420662,-0.104355731084659,-0.101969799241468,0.200464453079424,0.55458963564368,0.64304142296216,0.795786909017149,0.0693788020477647,-0.168760244872102,0.238623055279179,-0.135483562508951,0.288755573089076,0.298191715662807,0.0753343216206906,0.719488808815414,0.532657441469851,0.555490348951326,-0.151059774882609,0.0767047400073898,-0.1010665549795,0.121553414449231,0.0459416732082095,0.109048818543706,-0.542883874898098,-0.16916437837819,-0.271836900681491,-0.664238674705453,-0.840415629376512,-0.726952086657766,0.760907628120621
"Montipora_capitata_HIv3___RNAseq.g22195.t1e","ME0","grey",0.760829782869107,-0.0147794926848227,-0.433817586217427,-0.126902065556697,-0.179411261928575,-0.0607842691753267,0.161630619558731,0.573820701499809,0.631377346800609,0.805159787533867,0.176731653152809,-0.0200893357547265,0.347001486842183,0.0649428237118768,0.275922174606612,0.444853628769971,0.203131815315203,0.583515318144488,0.501559258767375,0.557287261916859,-0.248100502924168,-0.113176702000214,-0.204993873341919,-0.0477756996530119,-0.0198988071814762,0.0573040744124562,-0.500806338277031,-0.264543030191552,-0.187243333434764,-0.699618427117046,-0.805163909391261,-0.661795700207467,0.760829782869107
"Montipora_capitata_HIv3___RNAseq.g18650.t1","ME0","grey",0.760663748265043,-0.00471544732205571,-0.453184299335183,-0.0439278715837308,0.0725776781398007,-0.0945914560296082,0.354687076272964,0.400723379141393,0.792233038702813,0.746144672757947,0.139706515839271,-0.0240246747893231,0.416552376142648,-0.0128359775115818,0.421412427175788,0.406094475345343,0.170805596053559,0.728666865472723,0.707739297986598,0.532962404271199,-0.238666476094053,-0.0727960394695919,-0.198961216824068,0.0147683048218004,0.0131895433971391,-0.011231872952291,-0.668065125736122,-0.407699166941779,-0.315781656139225,-0.819752505988716,-0.772842096389833,-0.854704013794854,0.760663748265043
"Montipora_capitata_HIv3___RNAseq.g25819.t1","ME0","grey",0.760539467957741,-0.0216228708479846,-0.46895160952862,-0.126504110808695,-0.154905891578408,-0.118217125267136,0.181865625443053,0.55597633963356,0.630036578579664,0.764693471824869,0.230352696125094,0.0154731369001073,0.329122602697617,0.0385101841814188,0.275047493341103,0.444561012297642,0.198949743647507,0.591285605889961,0.521424794523278,0.56313799483594,-0.26662233529101,-0.103665126958166,-0.222721978044869,-0.00286530611006563,0.0483111246132001,0.0799831592801616,-0.529906307599907,-0.277434572841095,-0.230916297156482,-0.701328144013922,-0.815002220374787,-0.686868334661173,0.760539467957741
