"gene_id","module","color","kME_own","kME_25","kME_5","kME_10","kME_9","kME_26","kME_23","kME_12","kME_22","kME_27","kME_7","kME_21","kME_8","kME_3","kME_29","kME_6","kME_17","kME_31","kME_4","kME_11","kME_15","kME_1","kME_16","kME_18","kME_19","kME_20","kME_2","kME_30","kME_28","kME_13","kME_14","kME_24","kME_0"
"Montipora_capitata_HIv3___RNAseq.g4581.t1","ME1","turquoise",0.654179923259972,-0.359799384394576,-0.122548504836547,-0.35761923403509,-0.0151981265022279,0.178537234135701,-0.235771204832411,-0.32077787459521,-0.280566826159706,-0.332663407381551,-0.514574669341953,-0.488047046756916,-0.283274233673334,-0.56747363079211,-0.612131101573793,-0.582954451873486,-0.59786059032612,0.455394232146997,0.181239268139006,0.246068652403661,0.509054649249823,0.654179923259972,0.655160884994052,0.628712490760896,0.228531627882253,0.463040124260457,-0.326589320148868,0.0497714796194558,0.402187113367215,0.406701618575703,-0.151832032671844,-0.0296267365704275,-0.312063652048883
"Montipora_capitata_HIv3___RNAseq.g4750.t1","ME0","grey",0.173547387603447,0.277792520533018,-0.0576098892761535,0.107789201241308,-0.0086195388270524,-0.071212038396063,0.0365496635764047,0.315078307595596,0.105935454415315,0.196107802070736,0.0886734643634178,0.174655807080995,0.0804184914993834,0.118987352990707,0.114515873813679,0.0986907925624207,0.0336983130959616,-0.0773267561352473,-0.21073739123549,-0.161282400404456,-0.130424149799674,-0.11404257913462,-0.089240877515815,-0.0513037456137408,-0.0065049545063168,-0.220258809936718,0.262243225192585,0.179566427082339,-0.207337739709377,-0.0437623740229087,-0.00220232490163322,0.0299654625414007,0.173547387603447
"Montipora_capitata_HIv3___RNAseq.g4751.t1","ME0","grey",-0.208298652827896,-0.44273220697492,-0.34658927692125,-0.54695797912738,-0.285586769014514,-0.185748219979121,-0.240579134050219,-0.221296384331816,-0.153236279265706,-0.205359106669652,-0.120672178883896,-0.341473474716941,-0.384766996453587,-0.552748228175599,-0.470834613540802,-0.313875710374397,-0.354490501011841,0.470130852597272,0.244973661131138,0.294910623387987,0.363657593697024,0.587048822552224,0.390472681953352,0.576560763008127,0.471118143841873,0.523322077063085,-0.379378913262021,-0.00796708788923347,0.327282960320685,0.237112938055655,-0.208977097273527,-0.0841390989737961,-0.208298652827896
"Montipora_capitata_HIv3___RNAseq.g4752.t1","ME3","brown",0.810791838828006,0.297174038983823,0.327609624997071,0.548365195552902,0.0971759444035339,0.042432066465918,0.441568003457112,0.0801757652082128,0.310258868763449,0.297202427489385,0.359656512351978,0.355372219264999,0.453930934238783,0.810791838828006,0.81435038899705,0.715675051320695,0.827817202795324,-0.424856722175712,0.0442688906260036,-0.0507646889478509,-0.511009597093806,-0.849863283390377,-0.671333635069072,-0.784864178361747,-0.53889804439596,-0.500293174679372,0.105345875552476,-0.443114588833818,-0.0732797276032041,-0.568111523039791,0.153998923927136,0.0466365169804311,0.246795939740215
"Montipora_capitata_HIv3___RNAseq.g4753.t1","ME1","turquoise",0.709275150277581,-0.407707624623552,-0.537732387414878,-0.599649944078702,-0.0665510271365161,-0.267527302602526,-0.282863598273288,-0.0820026510480958,-0.138098598596005,-0.235573601491084,0.0357914158984815,-0.0583223927289886,-0.346866021763968,-0.750791696478714,-0.595448232832625,-0.46882155382329,-0.651310116333269,0.483402999054134,0.127653771063753,0.144269235542234,0.227957907937076,0.709275150277581,0.375333240813622,0.6483548320532,0.765823972662988,0.535321599060526,-0.251643364370026,0.265378462053597,-0.0338122472224382,0.342855063025585,-0.213267397464407,-0.191753068260874,-0.136827464251403
"Montipora_capitata_HIv3___RNAseq.g4754.t1","ME9","magenta",0.967166646024888,0.493841333324479,0.508105793989999,0.606893280220285,0.967166646024888,0.63670759832072,0.20874915414777,-0.106246941096306,-0.0204365660867638,-0.191313395738133,-0.363263372163986,0.201311584352966,0.445434719739741,0.358911837695408,0.15543130060354,-0.167972245814375,-0.0681723232235958,-0.236858862853792,-0.149939415967235,-0.287231689863817,-0.218038332301534,-0.339952060055509,0.187341916244337,-0.0190414699255509,-0.449571473502463,-0.433929130389103,0.154666177880364,-0.155763098456811,-0.109167264491032,-0.0489633249302153,0.141718006465178,-0.0344554310284235,-0.00191499267338259
"Montipora_capitata_HIv3___RNAseq.g4755.t1","ME9","magenta",0.961049718039565,0.552044600717843,0.401779463377811,0.602637954749171,0.961049718039565,0.536305962920645,0.211908121427081,-0.00544501986878022,0.0496345354334302,-0.109558545692061,-0.280828688779619,0.253910302201317,0.458814262400319,0.354688648772365,0.233132308309939,-0.107086588814165,-0.0270272223716723,-0.216955554185873,-0.149038223612234,-0.294971136051983,-0.282252164496097,-0.361558506025303,0.1290959959814,-0.00560617370454515,-0.401286171554996,-0.456870639871222,0.164812085130438,-0.13142987733052,-0.233352800518782,-0.124050300075292,0.0934620257820937,-0.0950486722538262,0.0962088963263813
"Montipora_capitata_HIv3___RNAseq.g4756.t1","ME1","turquoise",0.822242576161742,-0.506641080642784,-0.498905996210609,-0.745895322264879,-0.339537763598069,-0.142043143756519,-0.531480886833298,-0.258466768459678,-0.377369150955091,-0.370686586539515,-0.27039110898713,-0.471347352769629,-0.497006663879025,-0.760352130119681,-0.823020738975086,-0.60569983988732,-0.646422685297901,0.38982484596454,0.0573997000096541,0.162860219907354,0.458687343432155,0.822242576161742,0.631433580544604,0.7449821938224,0.567513211690711,0.71633419034943,-0.218320596283367,0.232026223700426,0.407549678235312,0.570528874845639,-0.0944458944988747,0.063985624966876,-0.385638925910481
"Montipora_capitata_HIv3___RNAseq.g4757.t1","ME9","magenta",0.6144191869024,0.168891229453766,-0.0300898266819678,0.15192706498285,0.6144191869024,0.168600569327737,0.102793246931603,-0.0872596980920853,0.23219590893004,-0.0550558857716937,-0.145477991572959,0.125361640120359,0.251223203632699,-0.116470715528934,0.0519832595264386,-0.194198978589048,-0.259575597159497,0.246595739326271,0.260434695676802,-0.0525884335488534,-0.0834464086917535,0.0601279809623415,0.157066615909255,0.1974100059108,0.0804489124439056,-0.0713984010360804,-0.221355594307282,-0.181503287814122,-0.258226283419975,-0.151627512681284,-0.102613636635666,-0.420028710961666,0.121131549287789
"Montipora_capitata_HIv3___RNAseq.g4758.t1","ME4","yellow",0.385603310312057,-0.0468023615218046,-0.103381560948797,0.105681974308436,0.257936485833549,-0.0198083821899059,0.0849368573151153,0.0830194720302106,0.372258394270156,0.274792029150399,0.244105059103352,0.231220897137475,0.473362278141594,0.316123041584758,0.329543613224196,0.405089105240131,0.232170128681392,0.0235431263956317,0.385603310312057,0.154541129271523,-0.488584470372312,-0.39380813789822,-0.412144845719288,-0.366028787644909,-0.166470790656144,-0.0260210113232506,-0.219419798752365,-0.385106612342508,-0.0280296493766276,-0.467010519403248,-0.0611832227514566,-0.284817288389788,0.271688763106875
"Montipora_capitata_HIv3___RNAseq.g4759.t1","ME10","purple",0.814397968102985,0.776563692836667,0.561227685571287,0.814397968102985,0.709643622138198,0.698145925287674,0.183849536279446,-0.162597299079721,-0.223568885531778,-0.175791821553791,-0.537645270207407,0.215047521934743,0.405818143569396,0.330811872459039,0.178177851767267,-0.257602391034479,-0.125562755113279,-0.145901467338557,-0.130436867038504,-0.093311005990458,0.0549822907244934,-0.256764513972017,0.320774499653619,0.013237419570261,-0.472079643677802,-0.717601201372705,0.0749155454352621,-0.149960656595707,-0.1600484694457,0.0562027770452288,0.114273939324725,0.0956876081631476,-0.0761021915970089
"Montipora_capitata_HIv3___RNAseq.g4760.t1","ME4","yellow",0.492562546809149,-0.231518098665849,-0.184630370192861,-0.0699807752664912,0.16598807114193,-0.00785921146991568,0.0278075830696479,-0.265157886186502,0.0658894294756905,-0.128029774465995,-0.115886825426323,-0.00770489824523247,0.127368585825195,-0.222586301193648,-0.18077162602995,-0.158491042379131,-0.315815464351176,0.37837206872473,0.492562546809149,0.25448467029061,0.133708158396701,0.207451160960061,0.126568664816805,0.132284432132464,0.20545649310495,0.18649897513504,-0.436326432208219,-0.323029890283243,0.11533117860199,-0.0260906453012742,-0.0560425273610068,-0.273518810325711,-0.0911226887189694
"Montipora_capitata_HIv3___RNAseq.g4761.t1","ME7","black",0.491888572211073,-0.317722036736311,-0.363828684628762,-0.424361701209265,-0.291703126990854,-0.398109705705473,-0.234121576673929,-0.106454081762215,0.212751860316615,0.174739972217535,0.491888572211073,0.136019974496442,0.275255323703131,0.225380336994015,-0.0142991744029018,0.513202274788808,0.21945674640229,-0.106564057124775,0.290548830663527,0.173581046532145,-0.572435642828612,-0.2272836058242,-0.390286909136817,-0.14438996844376,0.131163101869006,0.421502184922873,-0.13355969789713,-0.331360220703474,0.429496394460636,-0.167098643789948,0.153789755137002,0.0850384445802166,-0.0807286660213831
