Sample	bam_file	reads_aligned	total_alignments	non_unique_alignments	reads_aligned_genes	ambiguous_alignments	not_aligned	5_3_bias	reads_aligned_exonic	reads_aligned_intronic	reads_aligned_intergenic	reads_aligned_overlapping_exon
MON_R120_H2	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R120_H2_Aligned.sortedByCoord.out.bam	22691081.0	55373784.0	13598171.0	15791958.0	68.0	10962850.0	1.12	15791958.0	9704960.0	15685927.0	4506985.0
MON_R120_H3	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R120_H3_Aligned.sortedByCoord.out.bam	14899784.0	36073674.0	8688623.0	9456971.0	4.0	7414171.0	1.09	9456971.0	6850200.0	10754677.0	3283393.0
MON_R12_C1	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R12_C1_Aligned.sortedByCoord.out.bam	12781713.0	30157989.0	6762745.0	9582983.0	18.0	4638383.0	1.19	9582983.0	6260391.0	7426906.0	2814435.0
MON_R12_C2	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R12_C2_Aligned.sortedByCoord.out.bam	12925466.0	30616403.0	6952794.0	9009057.0	28.0	5889249.0	1.17	9009057.0	6618761.0	7846067.0	2902300.0
MON_R12_C3	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R12_C3_Aligned.sortedByCoord.out.bam	15209713.0	35009408.0	6921164.0	11569687.0	86.0	5672474.0	1.14	11569687.0	6545186.0	9873899.0	3244464.0
MON_R12_H1	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R12_H1_Aligned.sortedByCoord.out.bam	14734026.0	34335817.0	7218254.0	10083116.0	28.0	7721018.0	1.14	10083116.0	6209839.0	10655883.0	2963972.0
MON_R12_H2	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R12_H2_Aligned.sortedByCoord.out.bam	13855459.0	32997669.0	7603376.0	9241449.0	10.0	5929269.0	1.13	9241449.0	6690630.0	9253508.0	3077831.0
MON_R12_H3	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R12_H3_Aligned.sortedByCoord.out.bam	12709814.0	30181143.0	7028544.0	8051175.0	42.0	5150076.0	1.08	8051175.0	6493462.0	8470714.0	2763036.0
MON_R1_C1	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R1_C1_Aligned.sortedByCoord.out.bam	14114520.0	32926071.0	7008196.0	9745737.0	48.0	8145729.0	1.14	9745737.0	6909510.0	9153968.0	3225957.0
MON_R1_C2	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R1_C2_Aligned.sortedByCoord.out.bam	15140841.0	36893439.0	9266013.0	10459948.0	58.0	7136662.0	1.12	10459948.0	7048767.0	9794157.0	3417527.0
MON_R1_C3	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R1_C3_Aligned.sortedByCoord.out.bam	16818910.0	39309815.0	8510776.0	12488678.0	56.0	11174807.0	1.12	12488678.0	7369335.0	10797030.0	3578839.0
MON_R1_H1	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R1_H1_Aligned.sortedByCoord.out.bam	11325336.0	26266420.0	5384298.0	8468831.0	38.0	7616041.0	1.11	8468831.0	4467674.0	7837687.0	2430704.0
MON_R1_H2	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R1_H2_Aligned.sortedByCoord.out.bam	13189912.0	30721900.0	6588115.0	8872228.0	48.0	6972398.0	1.13	8872228.0	6493253.0	8678832.0	3019929.0
MON_R1_H3	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R1_H3_Aligned.sortedByCoord.out.bam	13353287.0	31497198.0	7136920.0	9314394.0	20.0	5673919.0	1.17	9314394.0	6541876.0	8401655.0	3040763.0
MON_R24_C1	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R24_C1_Aligned.sortedByCoord.out.bam	13477918.0	32325940.0	7709419.0	9602315.0	18.0	5866683.0	1.16	9602315.0	6670349.0	8139515.0	2993908.0
MON_R24_C2	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R24_C2_Aligned.sortedByCoord.out.bam	14626043.0	34268334.0	7321299.0	10634383.0	62.0	7428653.0	1.14	10634383.0	6300728.0	9842947.0	3112001.0
MON_R24_C3	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R24_C3_Aligned.sortedByCoord.out.bam	16039448.0	38070210.0	8701523.0	11294154.0	14.0	7952067.0	1.17	11294154.0	7303683.0	10578216.0	3333157.0
MON_R24_H1	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R24_H1_Aligned.sortedByCoord.out.bam	15879883.0	37012639.0	7817274.0	11253566.0	52.0	5324632.0	1.15	11253566.0	7195348.0	10610303.0	3233729.0
MON_R24_H2	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R24_H2_Aligned.sortedByCoord.out.bam	13051847.0	30395157.0	6382329.0	9427208.0	46.0	4758851.0	1.12	9427208.0	5604036.0	8859362.0	2732747.0
MON_R24_H3	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R24_H3_Aligned.sortedByCoord.out.bam	15368375.0	35802658.0	7367624.0	10948694.0	6.0	7142627.0	1.15	10948694.0	5976889.0	11253468.0	3097783.0
MON_R3_C1	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R3_C1_Aligned.sortedByCoord.out.bam	14529843.0	33985711.0	7243709.0	11444521.0	22.0	4665759.0	1.17	11444521.0	6020197.0	9142380.0	3010221.0
MON_R3_C2	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R3_C2_Aligned.sortedByCoord.out.bam	12850953.0	30149989.0	6588928.0	8879638.0	68.0	5895930.0	1.12	8879638.0	5881025.0	8673176.0	2900882.0
MON_R3_C3	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R3_C3_Aligned.sortedByCoord.out.bam	14467615.0	33286544.0	6671282.0	10734999.0	96.0	7945234.0	1.12	10734999.0	6148050.0	9660120.0	3109008.0
MON_R3_H1	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R3_H1_Aligned.sortedByCoord.out.bam	15352108.0	36120836.0	8063276.0	11230054.0	36.0	8046485.0	1.14	11230054.0	5782541.0	10883085.0	3161867.0
MON_R3_H2	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R3_H2_Aligned.sortedByCoord.out.bam	22903281.0	53364341.0	11690128.0	15392619.0	78.0	18974446.0	1.23	15392619.0	10847883.0	15378389.0	5012819.0
MON_R3_H3	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R3_H3_Aligned.sortedByCoord.out.bam	12539556.0	30326580.0	7498878.0	9000703.0	20.0	5498006.0	1.2	9000703.0	5181518.0	8420847.0	2555890.0
MON_R72_C1	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R72_C1_Aligned.sortedByCoord.out.bam	14974928.0	34351401.0	6689255.0	10264909.0	26.0	7568331.0	1.15	10264909.0	6286536.0	10993048.0	3307261.0
MON_R72_C2	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R72_C2_Aligned.sortedByCoord.out.bam	12753278.0	29836267.0	6406765.0	8912316.0	44.0	6204743.0	1.15	8912316.0	6380296.0	8005034.0	2846109.0
MON_R72_C3	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R72_C3_Aligned.sortedByCoord.out.bam	18368000.0	43339555.0	9633831.0	13419036.0	28.0	9101400.0	1.19	13419036.0	8664047.0	11431453.0	4163243.0
MON_R72_H1	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R72_H1_Aligned.sortedByCoord.out.bam	48294.0	186362.0	107416.0	11648.0	0.0	30558482.0	0.98	11648.0	11398.0	47634.0	6572.0
MON_R72_H2	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R72_H2_Aligned.sortedByCoord.out.bam	137802.0	578211.0	337244.0	42272.0	0.0	41441799.0	2.73	42272.0	37850.0	122727.0	23289.0
MON_R72_H3	/scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/aligned/MON_MCapV3/MON_R72_H3_Aligned.sortedByCoord.out.bam	13334861.0	30911966.0	6352224.0	8673098.0	42.0	6778721.0	1.16	8673098.0	6404667.0	9406359.0	2920653.0
