Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
MON_R0_C1	34387353.0	276.0	52156.0	0.15	228.9	6531.0	2824.0	5156.0	47.0	2.0	1326.0	3.31	0.1	2.39	0.06	2.16	33581.0	0.1	1358.0	0.0	0.0	99.59	0.16	0	34245240	55018
MON_R0_C2	16101198.0	275.0	25071.0	0.16	227.55	3825.0	1592.0	2962.0	28.0	4.0	831.0	3.32	0.1	2.54	0.07	2.32	13934.0	0.09	594.0	0.0	0.0	99.58	0.18	0	16032619	28980
MON_R0_C3	17414616.0	276.0	37196.0	0.21	227.07	3756.0	1508.0	3022.0	31.0	0.0	703.0	3.28	0.07	2.58	0.08	2.41	28061.0	0.16	883.0	0.01	0.0	99.44	0.18	0	17317130	31346
MON_R0_H1	25941298.0	276.0	51991.0	0.2	219.72	4691.0	1847.0	3726.0	41.0	1.0	923.0	3.35	0.05	2.45	0.08	2.55	46608.0	0.18	774.0	0.0	0.0	99.45	0.16	0	25800416	41509
MON_R0_H2	32910896.0	266.0	74036.0	0.22	211.6	10446.0	5012.0	8104.0	83.0	7.0	2252.0	3.4	0.07	2.37	0.06	2.32	30644.0	0.09	1758.0	0.01	0.0	99.46	0.22	0	32732057	72401
MON_R0_H3	17067830.0	276.0	24523.0	0.14	233.87	3815.0	1702.0	3106.0	24.0	3.0	682.0	3.3	0.12	2.72	0.1	2.39	12134.0	0.07	677.0	0.0	0.0	99.63	0.15	0	17004894	25602
MON_R120_C1	20292643.0	277.0	34768.0	0.17	226.62	4053.0	1496.0	3151.0	22.0	2.0	878.0	3.27	0.09	2.62	0.08	2.42	24990.0	0.12	715.0	0.0	0.0	99.54	0.17	0	20197675	34495
MON_R120_C2	18507536.0	277.0	30480.0	0.16	224.39	3675.0	1370.0	2968.0	28.0	1.0	678.0	3.34	0.08	2.59	0.08	2.45	26677.0	0.14	626.0	0.0	0.0	99.54	0.15	0	18421992	27761
MON_R120_C3	28419957.0	259.0	43313.0	0.15	206.63	9801.0	3924.0	7776.0	44.0	4.0	1977.0	3.56	0.11	2.48	0.05	2.06	15996.0	0.06	1277.0	0.0	0.0	99.45	0.34	0	28262746	96625
MON_R120_H1	15508429.0	277.0	25210.0	0.16	229.31	2668.0	1211.0	2129.0	29.0	2.0	508.0	3.23	0.08	2.63	0.08	2.39	18645.0	0.12	651.0	0.0	0.0	99.57	0.14	0	15442211	21712
MON_R120_H2	28172612.0	277.0	78215.0	0.28	219.46	4479.0	1692.0	3393.0	59.0	2.0	1025.0	3.27	0.05	2.76	0.09	2.5	91725.0	0.33	1290.0	0.0	0.0	99.26	0.13	0	27964757	36625
MON_R120_H3	18606948.0	276.0	52030.0	0.28	224.46	3351.0	1412.0	2472.0	43.0	5.0	831.0	3.2	0.04	2.5	0.09	2.54	49745.0	0.27	1117.0	0.01	0.0	99.29	0.16	0	18474286	29770
MON_R12_C1	15100946.0	277.0	24463.0	0.16	231.14	3288.0	1417.0	2732.0	27.0	2.0	527.0	3.2	0.09	2.74	0.08	2.55	19450.0	0.13	593.0	0.0	0.0	99.55	0.16	0	15032280	24160
MON_R12_C2	15870136.0	277.0	32502.0	0.2	228.01	3294.0	1415.0	2636.0	35.0	2.0	621.0	3.28	0.08	2.68	0.09	2.35	23354.0	0.15	949.0	0.01	0.0	99.49	0.16	0	15787941	25390
MON_R12_C3	18046013.0	277.0	24968.0	0.14	228.08	3218.0	1357.0	2586.0	22.0	1.0	609.0	3.32	0.11	2.64	0.06	2.18	15641.0	0.09	608.0	0.0	0.0	99.62	0.15	0	17977727	27069
MON_R12_H1	18594615.0	275.0	32564.0	0.18	222.58	2973.0	1538.0	2329.0	30.0	4.0	610.0	3.34	0.09	2.75	0.1	2.52	22062.0	0.12	694.0	0.0	0.0	99.54	0.16	0	18509543	29752
MON_R12_H2	16820137.0	277.0	37565.0	0.22	222.85	2742.0	1210.0	2039.0	41.0	2.0	660.0	3.34	0.07	2.5	0.09	2.52	30264.0	0.18	1281.0	0.01	0.0	99.45	0.14	0	16727479	23548
MON_R12_H3	15284909.0	277.0	29960.0	0.2	229.2	2525.0	1000.0	1858.0	26.0	0.0	641.0	3.22	0.09	2.63	0.09	2.51	22511.0	0.15	983.0	0.01	0.0	99.51	0.14	0	15210056	21399
MON_R1_C1	18187431.0	276.0	28296.0	0.16	227.76	2866.0	1276.0	2245.0	21.0	2.0	598.0	3.29	0.1	2.62	0.08	2.46	18373.0	0.1	858.0	0.0	0.0	99.59	0.15	0	18112623	27281
MON_R1_C2	18709242.0	277.0	50308.0	0.27	221.04	4594.0	2506.0	3825.0	48.0	3.0	718.0	3.32	0.06	2.56	0.08	2.49	43411.0	0.23	1404.0	0.01	0.0	99.35	0.14	0	18587926	26193
MON_R1_C3	22406370.0	277.0	36320.0	0.16	228.85	3935.0	1622.0	3219.0	32.0	1.0	683.0	3.35	0.11	2.0	0.1	2.19	30906.0	0.14	793.0	0.0	0.0	99.55	0.15	0	22304743	33608
MON_R1_H1	15133391.0	277.0	20916.0	0.14	222.1	2888.0	1142.0	2390.0	14.0	1.0	483.0	3.44	0.08	2.46	0.07	2.35	16301.0	0.11	476.0	0.0	0.0	99.6	0.15	0	15072998	22700
MON_R1_H2	16676138.0	277.0	24993.0	0.15	229.75	3195.0	1217.0	2521.0	32.0	0.0	642.0	3.36	0.1	2.47	0.07	2.31	14440.0	0.09	701.0	0.0	0.0	99.61	0.15	0	16610990	25014
MON_R1_H3	16190302.0	276.0	27570.0	0.17	227.83	3952.0	1527.0	3168.0	26.0	3.0	755.0	3.3	0.09	2.37	0.07	2.54	16118.0	0.1	696.0	0.0	0.0	99.56	0.17	0	16118396	27522
MON_R24_C1	16411293.0	277.0	33106.0	0.2	225.99	3412.0	1855.0	2816.0	29.0	2.0	565.0	3.21	0.08	2.73	0.08	2.71	25399.0	0.15	793.0	0.0	0.0	99.49	0.15	0	16327378	24617
MON_R24_C2	18340435.0	276.0	32483.0	0.18	220.78	3071.0	1171.0	2342.0	25.0	0.0	704.0	3.37	0.08	2.52	0.08	2.51	24651.0	0.13	562.0	0.0	0.0	99.53	0.15	0	18255227	27512
MON_R24_C3	20015554.0	275.0	41614.0	0.21	223.01	4498.0	1760.0	3475.0	56.0	3.0	964.0	3.31	0.07	2.62	0.08	2.65	28203.0	0.14	791.0	0.0	0.0	99.47	0.18	0	19908919	36027
MON_R24_H1	18542272.0	277.0	29194.0	0.16	228.97	2956.0	1240.0	2241.0	29.0	3.0	683.0	3.26	0.1	2.73	0.09	2.51	22875.0	0.12	802.0	0.0	0.0	99.58	0.14	0	18463443	25958
MON_R24_H2	15431326.0	277.0	23866.0	0.15	227.16	3287.0	1277.0	2746.0	26.0	0.0	515.0	3.33	0.09	2.88	0.09	2.43	19922.0	0.13	685.0	0.0	0.0	99.57	0.14	0	15365249	21604
MON_R24_H3	18939741.0	278.0	29006.0	0.15	226.04	3628.0	1316.0	3108.0	30.0	1.0	489.0	3.22	0.07	2.98	0.1	2.56	34017.0	0.18	571.0	0.0	0.0	99.53	0.13	0	18851524	24623
MON_R3_C1	16862764.0	277.0	25932.0	0.15	227.64	4135.0	1583.0	3523.0	18.0	1.0	593.0	3.25	0.08	2.54	0.07	2.49	19904.0	0.12	542.0	0.0	0.0	99.56	0.16	0	16789404	26982
MON_R3_C2	15798960.0	277.0	25557.0	0.16	228.66	3046.0	1348.0	2466.0	19.0	1.0	560.0	3.25	0.08	2.51	0.07	2.24	20231.0	0.13	648.0	0.0	0.0	99.56	0.15	0	15728826	23698
MON_R3_C3	18440310.0	275.0	24125.0	0.13	224.85	4215.0	1706.0	3477.0	32.0	0.0	706.0	3.44	0.09	2.45	0.07	2.26	12724.0	0.07	518.0	0.0	0.0	99.63	0.17	0	18371595	31348
