"Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_combined","converge_case","converge_control","converge_sigmoid","impulseTOsigmoid_p","impulseTOsigmoid_padj","sigmoidTOconst_p","sigmoidTOconst_padj","isTransient","isMonotonous","allZero","response_type"
"Montipora_capitata_HIv3___TS.g26337.t3",0.49738615895822,0.728417055016215,-207.083593567998,-209.268874941662,17,12,322.702114672874,0,0,0,0,0.000943964741345194,0.00686725220075811,0.368755218826836,0.769984439922323,FALSE,FALSE,FALSE,"Other"
"Montipora_capitata_HIv3___RNAseq.g4653.t1",0.642769683280753,0.841387954851565,-232.411998498147,-234.098221864971,17,12,698.062524840376,0,0,0,0,0.371077090094001,0.534772937058653,0.642707767138966,1,FALSE,FALSE,FALSE,"Other"
"Montipora_capitata_HIv3___RNAseq.97_t",0.0160815106178413,0.0671584417737999,-350.456359164712,-357.419730751706,17,12,3027.01641822361,0,0,0,0,0.0317841687084859,0.102591059029139,0.0338665489689338,0.129992421472924,FALSE,FALSE,FALSE,"Other"
"Montipora_capitata_HIv3___RNAseq.g4656.t1",0.4960256809279,0.72719336939386,-271.588640058302,-273.778904102178,17,12,1601.59466670619,0,0,0,0,0.0128495188490216,0.0524242945963674,0.889707229459665,1,FALSE,FALSE,FALSE,"Other"
"Montipora_capitata_HIv3___RNAseq.g4657.t1",0.980983169228033,1,-269.051333267031,-269.418915516974,17,12,366.679403315458,0,0,0,0,0.0656169818277754,0.17272040621455,0.256250537062359,0.605205840633384,FALSE,FALSE,FALSE,"Other"
"Montipora_capitata_HIv3___RNAseq.g4658.t1",0.279144600149078,0.51198914196194,-226.21943784084,-229.363718118251,17,12,154.649951844951,0,0,0,0,0.16569795422942,0.323158267099365,0.792168360683317,1,FALSE,FALSE,FALSE,"Other"
"Montipora_capitata_HIv3___TS.g26343.t1",0.929195352254451,1,-233.520889846673,-234.198279163764,17,12,163.255654839724,0,0,0,0,0.999975763685819,1,0.109454207921035,0.325495914423405,FALSE,FALSE,FALSE,"Other"
"Montipora_capitata_HIv3___RNAseq.g4660.t1",0.0814544246459919,0.222011296435134,-230.430309338476,-235.324563383726,17,12,88.8051325843905,0,0,0,0,0.1880053965916,0.350626229084232,0.76716914311055,1,FALSE,FALSE,FALSE,"Other"
"Montipora_capitata_HIv3___TS.g26345.t1",0.333332004477363,0.572140712077545,-226.640949267038,-229.506198256507,17,12,176.099709053915,0,0,0,0,0.492825168356965,0.637789956588934,0.543070482602649,0.960600018434489,FALSE,FALSE,FALSE,"Other"
"Montipora_capitata_HIv3___TS.g26346.t1",0.0149381417614803,0.0635061088789723,-230.788916649457,-237.842884122223,17,12,299.905481756837,0,0,0,0,0.154906606331401,0.309638269973131,0.0117053144107923,0.0547129395408357,FALSE,FALSE,FALSE,"Other"
"Montipora_capitata_HIv3___TS.g26347.t1",0.148767904204798,0.337553692054033,-186.778692350569,-190.847924263184,17,12,110.664670499653,0,0,0,0,0.394844252452567,0.555759400853501,0.0893846893265808,0.279660592403815,FALSE,FALSE,FALSE,"Other"
"Montipora_capitata_HIv3___RNAseq.g4664.t1",0.728210317262476,0.899459084157534,-141.407402562814,-142.815783733844,17,12,22.32440161835,0,0,0,0,0.0684706076429498,0.17809669053798,0.862598275898423,1,FALSE,FALSE,FALSE,"Other"
"Montipora_capitata_HIv3___RNAseq.g4665.t1",0.898681532810928,0.988314678129517,-269.239290641953,-270.049859042367,17,12,713.555149932434,0,0,0,0,0.119842352310693,0.261110538644204,0.246011214411625,0.588038721832807,FALSE,FALSE,FALSE,"Other"
"Montipora_capitata_HIv3___RNAseq.g4666.t1",0.0152652328320856,0.0645650253984569,-262.554793880125,-269.582178440599,17,12,928.573534241912,0,0,0,0,4.47736202900745e-06,8.43577621107108e-05,7.22966920828999e-07,1.08766758404119e-05,TRUE,FALSE,FALSE,"Transient"
