/datalog,,,,,,,,,,,,
/@hardware,/@hardware/#agg,/@software,/hostname,/record/#id,/record/date,/record/probe/name,/record/probe/type,/record/probe/value,/record/probe/value/#agg,/serial,/timezone,/timezone/#agg
1,,5.12_2B25,CBLSTimeSeries,2,06/24/2025 00:01:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,2,06/24/2025 00:01:00,Volt_16,volts,115,115,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Btemp,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Salt,Cond,29.5,29.5,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Temp_1,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Temp_4,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Temp_2,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Temp_3,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Temp_5,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Temp_6,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Heater_2A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Heater_5A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Heater_6A,Amps,1.8,1.8,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Heater_4W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Heater_5W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Heater_6W,pwr,209,209,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,3,06/24/2025 00:02:00,Volt_16,volts,114,114,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Btemp,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Salt,Cond,29.5,29.5,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Temp_1,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Temp_4,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Temp_2,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Temp_3,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Temp_5,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Temp_6,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Heater_2A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Heater_5A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Heater_6A,Amps,1.8,1.8,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Heater_4W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Heater_5W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Heater_6W,pwr,207,207,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,4,06/24/2025 00:03:00,Volt_16,volts,115,115,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Btemp,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Salt,Cond,29.5,29.5,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Temp_1,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Temp_4,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Temp_2,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Temp_3,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Temp_5,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Temp_6,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Heater_2A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Heater_4A,Amps,1.9,1.9,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Heater_5A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Heater_4W,pwr,218,218,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Heater_5W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Heater_6W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,5,06/24/2025 00:04:00,Volt_16,volts,114,114,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Btemp,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Salt,Cond,29.5,29.5,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Temp_1,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Temp_4,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Temp_2,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Temp_3,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Temp_5,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Temp_6,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Heater_2A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Heater_4A,Amps,1.9,1.9,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Heater_5A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Heater_4W,pwr,213,213,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Heater_5W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Heater_6W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,6,06/24/2025 00:05:00,Volt_16,volts,114,114,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Btemp,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Salt,Cond,29.5,29.5,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Temp_1,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Temp_4,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Temp_2,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Temp_3,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Temp_5,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Temp_6,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Heater_2A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Heater_5A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Heater_4W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Heater_5W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Heater_6W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,7,06/24/2025 00:06:00,Volt_16,volts,115,115,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Btemp,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Salt,Cond,29.5,29.5,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Temp_1,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Temp_4,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Temp_2,Temp,24.9,24.9,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Temp_3,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Temp_5,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Temp_6,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Heater_2A,Amps,1.9,1.9,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Heater_5A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Heater_2W,pwr,219,219,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Heater_4W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Heater_5W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Heater_6W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,8,06/24/2025 00:07:00,Volt_16,volts,115,115,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Btemp,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Salt,Cond,29.5,29.5,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Temp_1,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Temp_4,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Temp_2,Temp,24.9,24.9,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Temp_3,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Temp_5,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Temp_6,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Heater_2A,Amps,1.9,1.9,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Heater_5A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,9,06/24/2025 00:08:00,Heater_1W,pwr,0,0,AC5:86437,-10,
