"","Date","Treatment","Tank_ID","Time","Initials","Temperature_C","Salinity_psu","pH.total","pH_mv","tris.date","Probe.Set","notes","DateTime","(Intercept)","TTris","mVTris"
"67",2025-06-30,"Control","1","08:33","JA;ZD",25,34.96,8.09206122519163,-60.2,"20250618","Probe1","",2025-06-30 08:33:00,-87.4740635476373,1.08763928276064,-60.2830814786213
"68",2025-06-30,"Heat","2","08:33","JA;ZD",32.16,35.4,8.12542117650258,-67.7,"20250618","Probe1","",2025-06-30 08:33:00,-87.4740635476373,1.08763928276064,-52.4955842140552
"69",2025-06-30,"Heat","3","08:33","JA;ZD",31.97,35.38,8.10970559733996,-66.6,"20250618","Probe1","",2025-06-30 08:33:00,-87.4740635476373,1.08763928276064,-52.7022356777797
"70",2025-06-30,"Control","4","08:33","JA;ZD",25.01,35.06,8.19017874047571,-66,"20250618","Probe1","",2025-06-30 08:33:00,-87.4740635476373,1.08763928276064,-60.2722050857937
"71",2025-06-30,"Heat","5","08:33","JA;ZD",32.22,35.6,8.13489313957755,-68.3,"20250618","Probe1","",2025-06-30 08:33:00,-87.4740635476373,1.08763928276064,-52.4303258570895
"72",2025-06-30,"Control","6","08:33","JA;ZD",24.95,35.2,8.17773734815806,-65.2,"20250618","Probe1","",2025-06-30 08:33:00,-87.4740635476373,1.08763928276064,-60.3374634427594
"73",2025-06-30,"Control","1","10:45","JH;NB",25.1,34.78,8.13602890707319,-62.9,"20250618","Probe1","",2025-06-30 10:45:00,-87.4740635476373,1.08763928276064,-60.1743175503453
"74",2025-06-30,"Heat","2","10:45","JH;NB",32.13,35.09,8.1236161771622,-67.6,"20250618","Probe1","",2025-06-30 10:45:00,-87.4740635476373,1.08763928276064,-52.528213392538
"75",2025-06-30,"Heat","3","10:45","JH;NB",32.04,35.04,8.10819194283413,-66.6,"20250618","Probe1","",2025-06-30 10:45:00,-87.4740635476373,1.08763928276064,-52.6261009279864
"76",2025-06-30,"Control","4","10:45","JH;NB",25.04,34.99,8.19470806656687,-66.3,"20250618","Probe1","",2025-06-30 10:45:00,-87.4740635476373,1.08763928276064,-60.2395759073109
"77",2025-06-30,"Heat","5","10:45","JH;NB",32.25,35.15,8.1353535939159,-68.4,"20250618","Probe1","",2025-06-30 10:45:00,-87.4740635476373,1.08763928276064,-52.3976966786067
"78",2025-06-30,"Control","6","10:45","JH;NB",24.97,35.14,8.18072984522544,-65.4,"20250618","Probe1","",2025-06-30 10:45:00,-87.4740635476373,1.08763928276064,-60.3157106571042
