/datalog,,,,,,,,,,,,
/@hardware,/@hardware/#agg,/@software,/hostname,/record/#id,/record/date,/record/probe/name,/record/probe/type,/record/probe/value,/record/probe/value/#agg,/serial,/timezone,/timezone/#agg
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Heater_5A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Heater_4W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Heater_5W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Heater_6W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1586,07/09/2025 02:25:00,Volt_16,volts,115,115,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Temp_1,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Temp_4,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Temp_2,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Temp_3,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Temp_5,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Temp_6,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Heater_2A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Heater_5A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Heater_4W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Heater_5W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Heater_6W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1587,07/09/2025 02:26:00,Volt_16,volts,116,116,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Temp_1,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Temp_4,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Temp_2,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Temp_3,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Temp_5,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Temp_6,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Heater_2A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Heater_5A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Heater_4W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Heater_5W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Heater_6W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1588,07/09/2025 02:27:00,Volt_16,volts,115,115,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Temp_1,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Temp_4,Temp,25.2,25.2,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Temp_2,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Temp_3,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Temp_5,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Temp_6,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Heater_2A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Heater_5A,Amps,1.8,1.8,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Heater_4W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Heater_5W,pwr,209,209,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Heater_6W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1589,07/09/2025 02:28:00,Volt_16,volts,115,115,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Temp_1,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Temp_4,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Temp_2,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Temp_3,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Temp_5,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Temp_6,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Heater_2A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Heater_5A,Amps,1.8,1.8,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Heater_4W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Heater_5W,pwr,205,205,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Heater_6W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1590,07/09/2025 02:29:00,Volt_16,volts,114,114,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Temp_1,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Temp_4,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Temp_2,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Temp_3,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Temp_5,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Temp_6,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Heater_2A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Heater_5A,Amps,1.8,1.8,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Heater_4W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Heater_5W,pwr,206,206,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Heater_6W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1591,07/09/2025 02:30:00,Volt_16,volts,115,115,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Temp_1,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Temp_4,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Temp_2,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Temp_3,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Temp_5,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Temp_6,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Heater_2A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Heater_5A,Amps,1.8,1.8,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Heater_4W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Heater_5W,pwr,203,203,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Heater_6W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1592,07/09/2025 02:31:00,Volt_16,volts,114,114,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Temp_1,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Temp_4,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Temp_2,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Temp_3,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Temp_5,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Temp_6,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Heater_2A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Heater_5A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Heater_4W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Heater_5W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Heater_6W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1593,07/09/2025 02:32:00,Volt_16,volts,115,115,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Temp_1,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Temp_4,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Temp_2,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Temp_3,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Temp_5,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Temp_6,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Heater_2A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Heater_5A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Heater_3W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Heater_4W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Heater_5W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Heater_6W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Off_7W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Off_8W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1594,07/09/2025 02:33:00,Volt_16,volts,114,114,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Temp_1,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Temp_4,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Temp_2,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Temp_3,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Temp_5,Temp,25.1,25.1,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Temp_6,Temp,25,25,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Heater_1A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Heater_2A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Heater_3A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Heater_4A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Heater_5A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Heater_6A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Off_7A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Off_8A,Amps,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Heater_1W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Heater_2W,pwr,0,0,AC5:86437,-10,
1,,5.12_2B25,CBLSTimeSeries,1595,07/09/2025 02:34:00,Heater_3W,pwr,0,0,AC5:86437,-10,
