"Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_combined","converge_case","converge_control","converge_sigmoid","impulseTOsigmoid_p","impulseTOsigmoid_padj","sigmoidTOconst_p","sigmoidTOconst_padj","isTransient","isMonotonous","allZero","response_type","classification"
"Pocillopora_acuta_HIv2___TS.g10153.t1",0.153737579504361,0.259745899635434,-100.09400926077,-104.116834881016,17,12,4.36147724527319,0,0,0,0,0.0268662528472704,0.055014056836106,0.447138464980851,0.627432650953616,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g28292.t1a",0.898010774450751,0.955675530621064,-101.632684236746,-102.445997605479,17,12,6.54599481463208,0,0,0,0,0.106141022704659,0.171133444131935,0.963590781151651,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g28295.t1",0.0163568055531787,0.042039889458144,-175.99827749395,-182.940765875859,17,12,35.735781774347,0,0,0,0,0.000444821306160487,0.00155862436034682,0.597880345897708,0.774434365465319,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___RNAseq.g10157.t1",0.21284922201008,0.335185783947051,-142.848196599838,-146.40137924263,17,12,30.3840525534939,0,0,0,0,0.317590297983449,0.408932350129334,0.659034441542779,0.826643432232874,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g28301.t1",0.847973841277344,0.92073642034385,-123.936703371238,-124.940931056631,17,12,13.0360463322208,0,0,0,0,0.318785096427851,0.40996282819465,0.840331644563811,0.9578935807617,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10172.t1",0.824413979250979,0.904726055198604,-67.3342846276174,-68.4218707800487,17,12,2.12551087757741,0,0,0,0,0.482523423843454,0.56604189427024,0.99869545672211,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27421.t1",0.0806652224508131,0.155153182165939,-97.0779930220858,-101.985242735976,17,12,4.84163564787239,0,0,0,0,0.28586511875687,0.376062130223909,0.00378857668377774,0.0113220387953972,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27422.t1",0.0291204276476459,0.0678714686440461,-111.079833549183,-117.30463370499,17,12,5.89795963355978,0,0,0,0,0.00386808755673328,0.0104454278640629,0.145871900159853,0.259426059746642,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27424.t1",0.601932637857632,0.732224646188713,-126.954560187501,-128.775846869107,17,12,12.4175659247974,0,0,0,0,0.752996360659954,0.809643138093634,0.171692886461223,0.296448063774965,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10211.t1",0.259868329430406,0.391033243096455,-126.969267034766,-130.223309717789,17,12,5.34990713182351,0,0,0,0,0.0228499935818067,0.0480168003492278,0.809348180735647,0.93888153375478,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27465.t1",0.888900057911616,0.949304459380561,-82.0539242136616,-82.9039230292993,17,12,1.46181129356423,0,0,0,0,0.871310820153535,0.910366686165193,0.979332946290295,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27471.t1",0.664166585110449,0.783968920443966,-141.863373281559,-143.479701740444,17,12,6.94343804578614,0,0,0,0,0.411794055660937,0.499699969556179,0.961888924462429,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27479.t1",0.600902520382903,0.731491730710247,-79.1682252457337,-80.9929559226376,17,12,1.0083031549004,0,0,0,0,0.536256015270262,0.616234854259842,0.580825184105758,0.759004553954821,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10294.t1",0.525320576565942,0.663494226977828,-105.701434665238,-107.78603807235,17,12,6.16834677057067,0,0,0,0,0.137144942625983,0.210820775318582,0.971627833485977,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10396.t1",0.401141204407135,0.543921033765377,-124.417456848613,-126.978592280256,17,12,4.31188065052466,0,0,0,0,0.465906237277322,0.550562279159182,0.979919461047326,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27689.t1",0.2942888328707,0.431274327553213,-110.343196497567,-113.405465292935,17,12,5.13419656821431,0,0,0,0,0.0956324094470981,0.15747840512479,0.872521483307399,0.97493653130101,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27771.t1",0.094544172864188,0.176701849790025,-82.7533020878937,-87.4474357621859,17,12,1.74733130037241e-05,0,0,0,0,0.0696426475678719,0.121593088763759,0.93637788066523,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10623.t1",0.932061994276316,0.976417935116162,-30.6210898716816,-31.2849099428374,17,12,1.37038602691918,0,0,0,0,0.801339040204005,0.850114717215146,0.871411430584602,0.974426634098697,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g28017.t1",0.412624337280703,0.555199154328132,-100.166959395651,-102.680334311228,17,12,3.31519915394664,0,0,0,0,0.0658604853282101,0.116078465449148,0.916567624189658,0.997564751741471,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g28123.t1",0.738601697599245,0.842355157520818,-105.301262035564,-106.675803808564,17,12,3.63524564322967,0,0,0,0,0.766806275305283,0.820882277980473,0.967758295088685,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g28136.t1a",0.859253853431659,0.929302734419106,-148.129957462437,-149.093078499896,17,12,29.3843749362465,0,0,0,0,0.00623290986952369,0.0158030908870377,0.740518848064013,0.8905868593887,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g11006.t1",0.999999870729763,1,-29.1082141261216,-29.1110558539682,17,12,0.00010845983286394,0,0,0,0,0.504888068107087,0.586730654489742,0.339169597604155,0.507634957623933,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g28225.t1",0.999999998757614,1,-40.1835100846378,-40.1839530686682,17,12,5.5669273890414e-05,0,0,0,0,0.439103342449265,0.52523507093315,0.517923133089266,0.698335682833499,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g28373.t1",0.0707286431101124,0.13962664934378,-105.561158095479,-110.642987674335,17,12,2.34907879758625,0,0,0,0,0.537525232405812,0.617437333460754,0.0724316168763328,0.145339205723773,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g28392.t1",0.129255409085806,0.226501219415419,-87.4004217185639,-91.666377767505,17,12,2.97017362510127,0,0,0,0,0.308298895356074,0.399315302880481,0.170622584146041,0.294967621209289,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g11293.t3",0.808736171683255,0.893496525109785,-93.3229478118418,-94.4645306775664,17,12,1.12632459988558,0,0,0,0,0.607522772047894,0.680326214872778,0.529505292006948,0.709448911520026,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g28522.t1",0.197319418456835,0.315794636533107,-79.9440363073869,-83.608387219561,17,12,15.9935380770202,0,0,0,0,1,1,0.193461615378732,0.326198360543601,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g28551.t1a",0.118310405573863,0.210845289418916,-94.5861703105689,-98.9745066578957,17,12,5.60605205453841,0,0,0,0,0.0920616081580746,0.152636347076417,0.0114351814988585,0.0298706390619008,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27398.t1",0.0286126866061082,0.0668943585154615,-236.998563539639,-243.245501355472,17,12,418.817573194306,0,0,0,0,0.192896437140475,0.276480089576495,4.00090016371871e-06,2.27355778043537e-05,FALSE,TRUE,FALSE,"Monotonous",NA
"Pocillopora_acuta_HIv2___RNAseq.g27399.t1",0.0533397639364124,0.111096025330795,-256.859981684868,-262.311426330284,17,12,345.425351860895,0,0,0,0,0.168869226664832,0.249276005104614,0.407736292737025,0.584238020248254,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27400.t1",3.81925614236985e-05,0.000229091071300737,-257.321210127075,-271.267761412552,17,12,917.938852040299,0,0,0,0,8.12123245416251e-19,2.31223354611036e-17,0.466850075375594,0.647484164485497,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___TS.g10157.t2",2.002729439347e-09,3.14151414759456e-08,-236.187244915521,-260.79630059897,17,12,419.060396782397,0,0,0,0,7.10539088062543e-14,1.2022764854388e-12,1.45532777520946e-05,7.41215643077379e-05,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___RNAseq.g27403.t1",0.197366292506487,0.315831090371483,-185.248207436492,-188.912211662904,17,12,114.82847989628,0,0,0,0,0.000258515111214681,0.00095790007262002,0.934680030748241,1,TRUE,FALSE,FALSE,"Transient",NA
"Pocillopora_acuta_HIv2___TS.g10159.t1",0.0114170204845733,0.0312914184511806,-169.811611070173,-177.193906206269,17,12,44.2347357779964,0,0,0,0,0.0408424615352713,0.0781354478140064,0.569451378282708,0.748258091025183,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___RNAseq.g27405.t1",1.66829046426018e-13,5.16238616242098e-12,-303.894150023457,-338.385502537438,17,12,3030.34922173743,0,0,0,0,3.98850598436305e-18,1.07080008348761e-16,2.06710314448882e-15,4.10148126704023e-14,TRUE,FALSE,FALSE,"Transient","transient_up"
"Pocillopora_acuta_HIv2___RNAseq.g27406.t1",7.46414159602136e-08,8.46196161574403e-07,-219.803351657405,-240.549151438786,17,12,315.807767181529,0,0,0,0,0.0509723697061643,0.0939408758472951,7.73969150080821e-20,2.34266560341817e-18,FALSE,TRUE,FALSE,"Monotonous","transition_down"
"Pocillopora_acuta_HIv2___RNAseq.g27407.t1",0.707033212336161,0.81740961616938,-259.20383702262,-260.680981355297,17,12,846.132175245637,0,0,0,0,0.0264776753035517,0.0543388216692079,0.945304996441908,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10164.t1",0.348047806642982,0.489326964232391,-123.808256210361,-126.603862088815,17,12,23.0845526901225,0,0,0,0,0.0204555896395193,0.0437099778272147,0.997518269791245,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27408.t1",0.847670868435698,0.920554977780744,-297.91867054609,-298.923990439079,17,12,1606.17710952586,0,0,0,0,0.0772283563862945,0.132063931205387,0.965435477037118,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27409.t1",0.0142659428156464,0.0375601055383762,-330.008040721333,-337.11845041957,17,12,3210.5264351207,0,0,0,0,0.00632405169421379,0.0160113869967908,0.0158343329558951,0.0395993280109274,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___RNAseq.g27410.t1",0.000152941486071606,0.000772012467944128,-211.24020350929,-223.635356646878,17,12,164.77122985786,0,0,0,0,1,1,8.43540622356518e-10,8.55581401471896e-09,FALSE,TRUE,FALSE,"Monotonous","transition_up"
"Pocillopora_acuta_HIv2___RNAseq.g27411.t1",0.877831837372495,0.94188014006915,-284.9987151798,-285.891946826229,17,12,1468.98822024613,0,0,0,0,0.181932403455565,0.26379266771737,0.752124951437724,0.899786474184971,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10169.t1",0.166161572787243,0.275785971044562,-111.913634749824,-115.826014677234,17,12,6.71023680777973,0,0,0,0,0.503287865290508,0.585225541899882,0.0472113235818682,0.101316264107329,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27413.t1",0.220638336521745,0.344860609838243,-275.677686992448,-279.177700246373,17,12,1141.85051490148,0,0,0,0,0.430567188664579,0.517257177037872,4.06355838110698e-05,0.000190255696608202,FALSE,TRUE,FALSE,"Monotonous",NA
"Pocillopora_acuta_HIv2___TS.g10174.t1",3.96912390808705e-18,2.18529623381014e-16,-259.366936601444,-304.911011468414,17,12,623.116432040535,0,0,0,0,5.75793114397761e-28,3.53715666655038e-26,2.73092774240667e-10,2.9756255492951e-09,TRUE,FALSE,FALSE,"Transient","transient_up"
"Pocillopora_acuta_HIv2___TS.g10175.t2b",2.57389109060658e-05,0.000161742045076389,-234.390199996839,-248.774607717841,17,12,381.634619245541,0,0,0,0,0.748919750590566,0.806163465665917,6.09772676210174e-12,8.34247960359734e-11,FALSE,TRUE,FALSE,"Monotonous","transition_down"
"Pocillopora_acuta_HIv2___TS.g10175.t2a",1.54853072718721e-06,1.30479408333704e-05,-193.036192660596,-210.504912059568,17,12,66.716802509593,0,0,0,0,1.98146305808423e-05,9.40968585904014e-05,0.000153298375768896,0.000635963870600805,TRUE,FALSE,FALSE,"Transient","transient_up"
"Pocillopora_acuta_HIv2___TS.g10176.t1",0.039306883208896,0.0866342324242731,-163.870645057157,-169.715143979411,17,12,34.5939675231858,0,0,0,0,0.122426133448159,0.192317830467377,0.0436113923743981,0.0947814340545368,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27418.t1",0.00134292934124336,0.00508640861047085,-248.681899421146,-258.598620138348,17,12,774.050737135011,0,0,0,0,0.00477955005952098,0.0125309322016727,0.000120414840999541,0.000512153231475024,FALSE,TRUE,FALSE,"Monotonous","transition_up"
"Pocillopora_acuta_HIv2___RNAseq.g27419.t1",0.435160531882442,0.577735485237942,-222.454831373823,-224.877043710579,17,12,488.132212985955,0,0,0,0,0.0926107312802977,0.153383640936444,0.363513682050373,0.535522430243258,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27420.t1",0.177261193998884,0.29050739847465,-195.262756869529,-199.082453472073,17,12,126.884210345012,0,0,0,0,0.171149284781946,0.251762566307668,0.0206750767311255,0.0498653020743644,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27423.t1",0.000105271814940926,0.000556796279715052,-169.112594278058,-181.927409201434,17,12,45.8538911636813,0,0,0,0,0.841699742712317,0.884765595439285,1.21139597038491e-10,1.39941764230524e-09,FALSE,TRUE,FALSE,"Monotonous","transition_down"
"Pocillopora_acuta_HIv2___RNAseq.29_t",0.482466918926464,0.623643815752524,-92.1686706711947,-94.4090316183518,17,12,8.86385604588265,0,0,0,0,0.158169916873519,0.236548293862351,0.0146286779881184,0.037033481293307,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27428.t1",0.739340941439044,0.842851376745187,-150.416450471235,-151.788581278575,17,12,16.9753015559811,0,0,0,0,0.948958201413858,0.975274703373291,0.0694904518130642,0.140427917571677,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27429.t1",0.188039758794247,0.304045356504851,-278.030410617853,-281.764838598067,17,12,696.881352728445,0,0,0,0,0.0604131838256044,0.108104836977644,0.676701303406867,0.842237996320709,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.37_t",0.690065525203969,0.804892271958767,-162.610116854724,-164.142291645415,17,12,26.9307455725378,0,0,0,0,0.0728992555758867,0.126174901687591,0.163056844580309,0.284292258698181,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10192.t2",0.0253819847207664,0.0606429812166526,-347.066799887781,-353.464077584258,17,12,5234.19507285853,0,0,0,0,0.0338772426598505,0.0667825094198018,0.0828491575064151,0.162922087626547,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27433.t1",0.283996355005981,0.419419297146149,-276.672010431472,-279.789635978348,17,12,604.531377862046,0,0,0,0,9.68376299685361e-05,0.000396393784514239,0.984502623476313,1,TRUE,FALSE,FALSE,"Transient",NA
"Pocillopora_acuta_HIv2___RNAseq.g27435.t1",0.000596718199899065,0.00252062114037835,-222.77454306292,-233.625087196317,17,12,171.059354758824,0,0,0,0,7.24758534268613e-07,4.52583940991324e-06,0.0271237772863003,0.0631116829272896,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___RNAseq.g27437.t1",0.239933939505914,0.367534233215637,-173.937648949631,-177.312479425165,17,12,37.8441545122548,0,0,0,0,0.0190892107131112,0.0412032890000612,0.0405419002110925,0.0892234541202429,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10198.t2",0.364054796151123,0.505393001825957,-274.013065158116,-276.7353838203,17,12,1279.61470826906,0,0,0,0,0.000719710501577715,0.002385421876392,0.295806901514055,0.456485579177208,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10199.t1",0.956393334618837,0.991743146463014,-128.031197052455,-128.568114748139,17,12,4.74077044766868,0,0,0,0,0.503259236031006,0.585219535893758,0.426992195929716,0.60605579095624,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27441.t1",0.00137416349515357,0.00518601670837211,-137.764006265089,-147.654084651272,17,12,19.0062983012059,0,0,0,0,0.068774360087521,0.120237019132403,0.0391644392030781,0.0865804182027984,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___RNAseq.g27445.t1",0.149671571882572,0.25432261160556,-225.637867290628,-229.69855935074,17,12,428.487589325005,0,0,0,0,0.906561368689906,0.940030228931732,0.0103667202365769,0.0274388591128584,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27446.t1",0.293274013166001,0.430378047384214,-153.902808649352,-156.970466141339,17,12,32.0844543214487,0,0,0,0,0.232083199895845,0.31921839125364,0.926391873326093,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10210.t1",0.412158761561971,0.55478718075002,-135.727933404166,-138.243226782986,17,12,9.046362298078,0,0,0,0,0.1307422251489,0.202811194555158,0.343912297177587,0.513132125143945,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27451.t1",0.307441849925564,0.446145760109007,-298.102336404754,-301.096062195724,17,12,1017.28918929825,0,0,0,0,0.455957073614638,0.54135247441031,0.877804358618329,0.977598504500993,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27452.t1",0.309700412058066,0.448509927833018,-359.045235945027,-362.027425611624,17,12,4283.66859527781,0,0,0,0,0.72898769986174,0.788519482273035,0.280785881458355,0.438322630622321,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27453.t1",0.00545326223067227,0.0168349812223292,-193.692319601884,-201.963814664929,17,12,141.755534760775,0,0,0,0,0.000346034519034608,0.00124340108618962,0.113297534190019,0.211083131720511,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___RNAseq.g27454.t1",0.471822636997345,0.613766005406733,-334.269139060701,-336.549416027799,17,12,2321.86843290501,0,0,0,0,0.517684090771834,0.598366804520359,0.329992851299662,0.496761932898652,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10216.t2",0.341417797810386,0.48248066718731,-309.612830358485,-312.439531298105,17,12,3953.71207965921,0,0,0,0,0.00607498616104463,0.0154703113990825,0.307460570610584,0.47033212026204,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27456.t1",0.118282236773012,0.21082521741983,-185.840132166785,-190.228796482385,17,12,27.1832290918586,0,0,0,0,0.198760578129224,0.282853336706663,0.198117687063282,0.332363841598528,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27457.t1",0.382787870150292,0.524764124323844,-210.52802034775,-213.167520384506,17,12,114.417769051498,0,0,0,0,2.06434991365582e-05,9.77352908057893e-05,0.133360130692685,0.241244347596582,TRUE,FALSE,FALSE,"Transient",NA
"Pocillopora_acuta_HIv2___RNAseq.g27458.t1",0.00121028702803248,0.00465470605492028,-259.609369597516,-269.646470826661,17,12,664.359208158481,0,0,0,0,0.758172918427606,0.813770743146831,4.81373512784715e-14,8.37818337917906e-13,FALSE,TRUE,FALSE,"Monotonous","transition_down"
"Pocillopora_acuta_HIv2___RNAseq.g27459.t1",0.43424053244654,0.576821107783829,-226.362757625261,-228.788628955314,17,12,413.436960250778,0,0,0,0,0.190010735764091,0.273223278218056,0.7616996446242,0.907183686675905,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27460.t1",0.103805403398133,0.19020059992307,-179.039446807012,-183.606864291289,17,12,169.625401097759,0,0,0,0,1,1,0.0155137810070904,0.0389460706691336,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27461.t1",0.0843813264555082,0.160960203680828,-195.129109573503,-199.976163314353,17,12,122.290902579096,0,0,0,0,0.0558121843681346,0.101215130540656,0.00112353721488638,0.00383707266554582,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27462.t1",1.24308061544889e-09,2.03302777901054e-08,-323.604650850704,-348.719967210876,17,12,1203.29935369875,0,0,0,0,1.28088484115735e-19,3.96359166542252e-18,0.000267524492106244,0.00105258374469504,TRUE,FALSE,FALSE,"Transient","transient_up"
"Pocillopora_acuta_HIv2___RNAseq.g27470.t1",0.294145174038318,0.431190477588438,-143.862679490139,-146.92571021436,17,12,15.3488096695288,0,0,0,0,0.0256514994821429,0.0529395158116777,0.610709405762986,0.785665821897903,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10231.t1",0.370776596821948,0.512300653777419,-195.813956807073,-198.506209168714,17,12,62.2921049967491,0,0,0,0,0.0641735537397331,0.113611059328697,0.71790735077527,0.874256564574184,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27474.t1",0.000255892183290563,0.00120989705089098,-224.054840252651,-235.868962001791,17,12,433.132384684454,0,0,0,0,5.78312109876784e-15,1.10272800706704e-13,0.00355608092875709,0.0106923979201115,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___RNAseq.g27475.t1",0.00326208291497384,0.0108624312393008,-184.084724634648,-192.964958314898,17,12,73.8926304277842,0,0,0,0,0.000129935340294157,0.000515791393009165,0.383706431686066,0.558181517216809,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___RNAseq.g27476.t1",0.051933042008678,0.108690274459884,-177.51633202463,-183.002455195006,17,12,44.538944804673,0,0,0,0,0.0092329950809788,0.0221401913580129,0.54021194365746,0.720234462327509,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27480.t1",0.00522383165160176,0.0162595264223886,-264.375233538049,-272.697926222244,17,12,397.144152000037,0,0,0,0,0.677700778522529,0.743033898238544,0.000119222239081526,0.000508033805729084,FALSE,TRUE,FALSE,"Monotonous","transition_down"
"Pocillopora_acuta_HIv2___RNAseq.g27481.t1",0.471822926974191,0.613766005406733,-244.292778842864,-246.573054715175,17,12,386.602567782634,0,0,0,0,0.191165367675403,0.274612552563311,0.812333301080544,0.940943937499993,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27482.t1",0.303523073223753,0.441666801007796,-296.433405432574,-299.447306349012,17,12,2451.57598546757,0,0,0,0,0.0683870657416047,0.119710963409697,0.0175532184199301,0.0432219193021499,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27483.t1",0.0802602909485969,0.15451732277491,-250.36023352987,-255.274196976518,17,12,388.508805117086,0,0,0,0,1,1,2.98686007801186e-06,1.74054385994612e-05,FALSE,TRUE,FALSE,"Monotonous",NA
"Pocillopora_acuta_HIv2___TS.g10243.t2",0.0889520686832937,0.168288974059776,-314.58044615031,-319.356733982256,17,12,2904.13816067688,0,0,0,0,8.177658294584e-06,4.19927888666295e-05,0.00234128688509358,0.00739539465566349,TRUE,FALSE,FALSE,"Transient",NA
"Pocillopora_acuta_HIv2___RNAseq.g27485.t1",0.370691344301367,0.512211236466504,-268.105146899668,-270.797778084496,17,12,1065.88974642463,0,0,0,0,0.00324121289633456,0.00895029792376884,0.20619066860878,0.3427943917992,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27486.t1",0.016874920329437,0.0431669115832296,-281.21541723302,-288.119506248744,17,12,1504.55712235808,0,0,0,0,0.0264205702757054,0.0542618118615257,6.88080838966749e-06,3.73968712239479e-05,FALSE,TRUE,FALSE,"Monotonous","transition_up"
"Pocillopora_acuta_HIv2___RNAseq.97_t",0.000827619585339897,0.00334910416932593,-162.458010265542,-172.933357142672,17,12,34.8954139408559,0,0,0,0,0.000441274420341167,0.00154750074771218,0.232531863781474,0.377397277209429,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___TS.g10247.t2",0.0137198294446883,0.0363722394848744,-153.50001152966,-160.658202156666,17,12,25.8476610850535,0,0,0,0,0.00155778695744117,0.00472718877059743,0.0152402988175085,0.038359904410887,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___RNAseq.g27489.t1",0.81885304687878,0.900207777238227,-133.706434319958,-134.813289826856,17,12,11.7173554849994,0,0,0,0,0.630661084282558,0.700615511369341,0.999998037891329,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27490.t1",0.467474274844954,0.609858556800292,-158.776423621767,-161.073164028509,17,12,23.1949550896044,0,0,0,0,0.813597804253731,0.860906839254344,0.235391467378216,0.381053974679048,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27491.t1",0.247340496300059,0.376520954481187,-112.00980419985,-115.338817701315,17,12,7.43343653033372,0,0,0,0,0.585063607064017,0.660911965958706,0.072866967764008,0.146079498673911,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10252.t2",0.124819293229974,0.220288564424624,-245.00561728136,-249.320002856645,17,12,359.931228719122,0,0,0,0,0.394134143899176,0.482909200382656,0.933756893128443,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27493.t1",0.708136130848712,0.818349700653216,-204.980522683068,-206.4540895662,17,12,138.699601894611,0,0,0,0,1,1,0.175012543440011,0.300835277377952,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27494.t1",0.199947143416872,0.319283033738408,-245.279394371037,-248.924418934151,17,12,241.546712000855,0,0,0,0,0.439780510119303,0.525818106562107,0.0760800201817683,0.151452767652373,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g10254.t1",0.916278437802395,0.966909266648171,-234.460879564464,-235.196878576537,17,12,265.032279288533,0,0,0,0,0.00418154300702089,0.0111589839651303,0.764282015398826,0.908942178402211,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g27495.t1",0.782901182193417,0.875071183341669,-162.959442714161,-164.188127439337,17,12,42.0126709934221,0,0,0,0,0.814412262374375,0.861491500054162,0.452975726144231,0.632922553824272,FALSE,FALSE,FALSE,"Other",NA
