"Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_combined","converge_case","converge_control","converge_sigmoid","impulseTOsigmoid_p","impulseTOsigmoid_padj","sigmoidTOconst_p","sigmoidTOconst_padj","isTransient","isMonotonous","allZero","response_type"
"Pocillopora_acuta_HIv2___RNAseq.g29429.t1",0.00221765697812663,0.00947062227251474,-238.221246090505,-247.554296859631,17,12,406.009042320506,0,0,0,0,0.956687628774974,1,6.29088002459137e-11,9.07546649819157e-10,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.g29431.t1",3.02330140661232e-06,2.88288266829573e-05,-256.904001764377,-273.643326372034,17,12,938.373296140932,0,0,0,0,7.97472422056207e-26,5.03508738444693e-24,0.285162468804309,0.531345515127125,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___TS.g7369.t1",1.43981090262414e-16,8.00248490629771e-15,-240.080308786565,-281.908472378362,17,12,465.401484778434,0,0,0,0,0.0106872075123601,0.0303110537283177,3.7162325015985e-36,4.48623587592971e-34,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.g29437.t1",0.0160113554933126,0.0498013716158069,-311.010161427949,-317.97890996394,17,12,5586.8450932416,0,0,0,0,0.124022246739804,0.232166691887314,0.00534451477107948,0.0185783754654663,FALSE,FALSE,FALSE,"Other"
"Pocillopora_acuta_HIv2___RNAseq.g29439.t1",1.75218325172434e-07,2.19839176063239e-06,-251.059640207881,-270.88747729197,17,12,517.433403094285,0,0,0,0,1.60984302132514e-05,9.39749755968914e-05,6.92635906514129e-10,8.56009486429009e-09,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___RNAseq.g29441.t1",1.09469517155936e-05,9.05396006513054e-05,-369.949938276357,-385.278453859342,17,12,8877.88480530238,0,0,0,0,2.17676522880095e-19,7.82214095206946e-18,4.58360064827179e-08,4.32967347620791e-07,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___TS.g7378.t1",0.00210125870603984,0.00904134413291735,-195.528530138488,-204.924571234212,17,12,76.5441378557233,0,0,0,0,0.00528105501811179,0.0165334274322213,0.0864180806423988,0.203202000295099,FALSE,FALSE,FALSE,"Other"
"Pocillopora_acuta_HIv2___RNAseq.g29443.t1",0.000511187630514488,0.00265810521862978,-240.014935039351,-251.042332531244,17,12,468.7821184741,0,0,0,0,1.47250149635815e-09,1.65759400074931e-08,0.4070688328739,0.696921793517943,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___RNAseq.g29445.t1",3.65496567315257e-33,1.09214716847272e-30,-276.782415614917,-357.797361891778,17,12,874.547223191522,0,0,0,0,2.72373081286527e-47,5.5169259014949e-45,4.10935481624141e-19,1.41253221360098e-17,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___TS.g7387.t1b",5.07343731451209e-12,1.48368544720906e-10,-250.628022389286,-281.545433980746,17,12,1149.9601549079,0,0,0,0,5.88286336603655e-21,2.46590022759699e-19,0.0165620276605473,0.0496768870499804,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___TS.g7403.t1",0.00187127635267523,0.00816232408205498,-175.754904872502,-185.286160832656,17,12,49.8635633379068,0,0,0,0,0.000559705002239084,0.00231174175004455,5.35826305512107e-07,4.29400900168757e-06,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.g29478.t1",1.90515866791973e-06,1.89323966407038e-05,-281.709888541211,-298.952934108181,17,12,2070.85201916622,0,0,0,0,7.5795326287423e-12,1.17730465638416e-10,0.00159133614171857,0.00630600377587532,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___TS.g7413.t2",0.000101244757720561,0.000648740294693533,-296.074782608096,-308.933331436559,17,12,2396.72306485697,0,0,0,0,1.65101439443878e-11,2.45819508752651e-10,0.122341154743655,0.270752808547591,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___RNAseq.g29480.t1",5.01543236331961e-05,0.00035002270723723,-247.035141071171,-260.678562305712,17,12,604.008317046796,0,0,0,0,7.18716879598503e-05,0.000365227739119091,0.000503051176127817,0.00224621695336126,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___TS.g7415.t1",0.0013485512228455,0.00615893036194598,-207.412655418628,-217.324536078039,17,12,303.481950075617,0,0,0,0,0.000679382802262996,0.00273639036064289,0.0648741428733863,0.159880910658076,FALSE,FALSE,FALSE,"Other"
"Pocillopora_acuta_HIv2___RNAseq.g29483.t1",0.00594959537480551,0.0219375428725266,-242.021260599067,-250.188832925999,17,12,1027.55441850989,0,0,0,0,1.53956902216086e-06,1.0937898561397e-05,0.0121749324298039,0.0380924176582501,TRUE,FALSE,FALSE,"Transient"
