"","DateTimeGMTmin10","TempC","IntensityLux","Tank","Treatment","DateTimeEST"
"152",2025-05-22 06:37:36,31.268,0,"Tank1","Heated",2025-05-22 12:37:36
"153",2025-05-22 06:42:36,31.166,0,"Tank1","Heated",2025-05-22 12:42:36
"154",2025-05-22 06:47:36,31.37,0,"Tank1","Heated",2025-05-22 12:47:36
"155",2025-05-22 06:52:36,31.37,0,"Tank1","Heated",2025-05-22 12:52:36
"156",2025-05-22 06:57:36,31.268,0,"Tank1","Heated",2025-05-22 12:57:36
"157",2025-05-22 07:02:36,31.166,0,"Tank1","Heated",2025-05-22 13:02:36
"158",2025-05-22 07:07:36,31.37,0,"Tank1","Heated",2025-05-22 13:07:36
"159",2025-05-22 07:12:36,31.37,0,"Tank1","Heated",2025-05-22 13:12:36
"160",2025-05-22 07:17:36,31.268,0,"Tank1","Heated",2025-05-22 13:17:36
"161",2025-05-22 07:22:36,31.166,0,"Tank1","Heated",2025-05-22 13:22:36
"162",2025-05-22 07:27:36,31.268,0,"Tank1","Heated",2025-05-22 13:27:36
"163",2025-05-22 07:32:36,31.37,0,"Tank1","Heated",2025-05-22 13:32:36
"164",2025-05-22 07:37:36,31.268,0,"Tank1","Heated",2025-05-22 13:37:36
"165",2025-05-22 07:42:36,31.166,0,"Tank1","Heated",2025-05-22 13:42:36
"166",2025-05-22 07:47:36,31.37,0,"Tank1","Heated",2025-05-22 13:47:36
"167",2025-05-22 07:52:36,31.37,828.8,"Tank1","Heated",2025-05-22 13:52:36
"168",2025-05-22 07:57:36,31.268,807.3,"Tank1","Heated",2025-05-22 13:57:36
"169",2025-05-22 08:02:36,31.268,839.6,"Tank1","Heated",2025-05-22 14:02:36
"170",2025-05-22 08:07:36,31.472,839.6,"Tank1","Heated",2025-05-22 14:07:36
"171",2025-05-22 08:12:36,31.472,785.8,"Tank1","Heated",2025-05-22 14:12:36
"172",2025-05-22 08:17:36,31.268,807.3,"Tank1","Heated",2025-05-22 14:17:36
"173",2025-05-22 08:22:36,31.166,775,"Tank1","Heated",2025-05-22 14:22:36
"174",2025-05-22 08:27:36,31.37,818.1,"Tank1","Heated",2025-05-22 14:27:36
"175",2025-05-22 08:32:36,31.472,828.8,"Tank1","Heated",2025-05-22 14:32:36
"176",2025-05-22 08:37:36,31.268,796.5,"Tank1","Heated",2025-05-22 14:37:36
"177",2025-05-22 08:42:36,31.268,861.1,"Tank1","Heated",2025-05-22 14:42:36
"178",2025-05-22 08:47:36,31.472,839.6,"Tank1","Heated",2025-05-22 14:47:36
"179",2025-05-22 08:52:36,31.472,796.5,"Tank1","Heated",2025-05-22 14:52:36
"180",2025-05-22 08:57:36,31.268,764.2,"Tank1","Heated",2025-05-22 14:57:36
"181",2025-05-22 09:02:36,31.268,818.1,"Tank1","Heated",2025-05-22 15:02:36
"182",2025-05-22 09:07:36,31.37,785.8,"Tank1","Heated",2025-05-22 15:07:36
"183",2025-05-22 09:12:36,31.472,818.1,"Tank1","Heated",2025-05-22 15:12:36
"184",2025-05-22 09:17:36,31.37,796.5,"Tank1","Heated",2025-05-22 15:17:36
"185",2025-05-22 09:22:36,31.268,742.7,"Tank1","Heated",2025-05-22 15:22:36
"186",2025-05-22 09:27:36,31.268,764.2,"Tank1","Heated",2025-05-22 15:27:36
"187",2025-05-22 09:32:36,31.472,742.7,"Tank1","Heated",2025-05-22 15:32:36
"188",2025-05-22 09:37:36,31.37,0,"Tank1","Heated",2025-05-22 15:37:36
"189",2025-05-22 09:42:36,31.268,0,"Tank1","Heated",2025-05-22 15:42:36
"190",2025-05-22 09:47:36,31.166,0,"Tank1","Heated",2025-05-22 15:47:36
"191",2025-05-22 09:52:36,31.37,0,"Tank1","Heated",2025-05-22 15:52:36
"192",2025-05-22 09:57:36,31.37,0,"Tank1","Heated",2025-05-22 15:57:36
"193",2025-05-22 10:02:36,30.862,0,"Tank1","Heated",2025-05-22 16:02:36
"194",2025-05-22 10:07:36,30.457,0,"Tank1","Heated",2025-05-22 16:07:36
"195",2025-05-22 10:12:36,30.963,0,"Tank1","Heated",2025-05-22 16:12:36
"196",2025-05-22 10:17:36,31.472,0,"Tank1","Heated",2025-05-22 16:17:36
"197",2025-05-22 10:22:36,31.472,0,"Tank1","Heated",2025-05-22 16:22:36
"198",2025-05-22 10:27:36,31.37,0,"Tank1","Heated",2025-05-22 16:27:36
"199",2025-05-22 10:32:36,31.268,0,"Tank1","Heated",2025-05-22 16:32:36
"200",2025-05-22 10:37:36,31.166,0,"Tank1","Heated",2025-05-22 16:37:36
"201",2025-05-22 10:42:36,31.37,0,"Tank1","Heated",2025-05-22 16:42:36
"202",2025-05-22 10:47:36,31.37,0,"Tank1","Heated",2025-05-22 16:47:36
"203",2025-05-22 10:52:36,31.268,613.5,"Tank1","Heated",2025-05-22 16:52:36
"204",2025-05-22 10:57:36,31.268,570.5,"Tank1","Heated",2025-05-22 16:57:36
"205",2025-05-22 11:02:36,31.37,613.5,"Tank1","Heated",2025-05-22 17:02:36
"206",2025-05-22 11:07:36,31.37,581.3,"Tank1","Heated",2025-05-22 17:07:36
"207",2025-05-22 11:12:36,31.268,538.2,"Tank1","Heated",2025-05-22 17:12:36
"208",2025-05-22 11:17:36,31.268,559.7,"Tank1","Heated",2025-05-22 17:17:36
"209",2025-05-22 11:22:36,31.37,462.9,"Tank1","Heated",2025-05-22 17:22:36
"210",2025-05-22 11:27:36,31.472,516.7,"Tank1","Heated",2025-05-22 17:27:36
"211",2025-05-22 11:32:36,31.37,505.9,"Tank1","Heated",2025-05-22 17:32:36
"212",2025-05-22 11:37:36,31.268,473.6,"Tank1","Heated",2025-05-22 17:37:36
"213",2025-05-22 11:42:36,31.268,462.9,"Tank1","Heated",2025-05-22 17:42:36
"214",2025-05-22 11:47:36,31.472,462.9,"Tank1","Heated",2025-05-22 17:47:36
"215",2025-05-22 11:52:36,31.37,312.2,"Tank1","Heated",2025-05-22 17:52:36
"216",2025-05-22 11:57:36,31.268,355.2,"Tank1","Heated",2025-05-22 17:57:36
"217",2025-05-22 12:02:36,31.166,290.6,"Tank1","Heated",2025-05-22 18:02:36
"218",2025-05-22 12:07:36,31.37,366,"Tank1","Heated",2025-05-22 18:07:36
"219",2025-05-22 12:12:36,31.37,355.2,"Tank1","Heated",2025-05-22 18:12:36
"220",2025-05-22 12:17:36,31.268,301.4,"Tank1","Heated",2025-05-22 18:17:36
"221",2025-05-22 12:22:36,31.268,215.3,"Tank1","Heated",2025-05-22 18:22:36
"222",2025-05-22 12:27:36,31.268,344.4,"Tank1","Heated",2025-05-22 18:27:36
"223",2025-05-22 12:32:36,31.37,183,"Tank1","Heated",2025-05-22 18:32:36
"224",2025-05-22 12:37:36,31.37,290.6,"Tank1","Heated",2025-05-22 18:37:36
"225",2025-05-22 12:42:36,31.268,215.3,"Tank1","Heated",2025-05-22 18:42:36
"226",2025-05-22 12:47:36,31.268,236.8,"Tank1","Heated",2025-05-22 18:47:36
"227",2025-05-22 12:52:36,31.37,215.3,"Tank1","Heated",2025-05-22 18:52:36
"228",2025-05-22 12:57:36,31.37,96.9,"Tank1","Heated",2025-05-22 18:57:36
"229",2025-05-22 13:02:36,31.268,139.9,"Tank1","Heated",2025-05-22 19:02:36
"230",2025-05-22 13:07:36,31.166,215.3,"Tank1","Heated",2025-05-22 19:07:36
"231",2025-05-22 13:12:36,31.37,75.3,"Tank1","Heated",2025-05-22 19:12:36
"232",2025-05-22 13:17:36,31.37,107.6,"Tank1","Heated",2025-05-22 19:17:36
"233",2025-05-22 13:22:36,31.268,118.4,"Tank1","Heated",2025-05-22 19:22:36
"234",2025-05-22 13:27:36,31.268,64.6,"Tank1","Heated",2025-05-22 19:27:36
"235",2025-05-22 13:32:36,31.268,0,"Tank1","Heated",2025-05-22 19:32:36
"236",2025-05-22 13:37:36,31.37,53.8,"Tank1","Heated",2025-05-22 19:37:36
"237",2025-05-22 13:42:36,31.37,21.5,"Tank1","Heated",2025-05-22 19:42:36
"238",2025-05-22 13:47:36,31.268,0,"Tank1","Heated",2025-05-22 19:47:36
"239",2025-05-22 13:52:36,31.166,21.5,"Tank1","Heated",2025-05-22 19:52:36
"240",2025-05-22 13:57:36,31.37,0,"Tank1","Heated",2025-05-22 19:57:36
"241",2025-05-22 14:02:36,31.37,0,"Tank1","Heated",2025-05-22 20:02:36
"242",2025-05-22 14:07:36,31.268,0,"Tank1","Heated",2025-05-22 20:07:36
"243",2025-05-22 14:12:36,31.166,0,"Tank1","Heated",2025-05-22 20:12:36
"244",2025-05-22 14:17:36,31.268,0,"Tank1","Heated",2025-05-22 20:17:36
"245",2025-05-22 14:22:36,31.37,0,"Tank1","Heated",2025-05-22 20:22:36
"246",2025-05-22 14:27:36,31.268,0,"Tank1","Heated",2025-05-22 20:27:36
"247",2025-05-22 14:32:36,31.268,0,"Tank1","Heated",2025-05-22 20:32:36
"248",2025-05-22 14:37:36,31.268,0,"Tank1","Heated",2025-05-22 20:37:36
"249",2025-05-22 14:42:36,31.472,0,"Tank1","Heated",2025-05-22 20:42:36
"250",2025-05-22 14:47:36,31.37,0,"Tank1","Heated",2025-05-22 20:47:36
"251",2025-05-22 14:52:36,31.268,0,"Tank1","Heated",2025-05-22 20:52:36
