"module","treatment_time","correlation","pvalue","label"
"ME19","120hr-Heat",-0.348174596437715,0.0298497657014535,"-0.35"
"ME28","0hr-Control",-0.275622332146302,0.0894451834063508,""
"ME28","1hr-Control",0.159214583169175,0.332974875850854,""
"ME28","3hr-Control",0.0655321533546729,0.691839750104777,""
"ME28","12hr-Control",0.021189767982832,0.898118203921991,""
"ME28","24hr-Control",0.0348249372808933,0.83330124900511,""
"ME28","72hr-Control",0.195944405599288,0.231895337952956,""
"ME28","120hr-Control",0.235410737451443,0.149112622866295,""
"ME28","0hr-Heat",0.197738165218488,0.227564861172322,""
"ME28","1hr-Heat",-0.238370806597358,0.143918881391148,""
"ME28","3hr-Heat",0.0733656852514937,0.657143200848467,""
"ME28","12hr-Heat",-0.127717017911802,0.438443933232037,""
"ME28","24hr-Heat",-0.0774762114574478,0.63921073464135,""
"ME28","72hr-Heat",-0.078766081342982,0.633624402896142,""
"ME28","120hr-Heat",-0.230656880552858,0.157738685200519,""
"ME14","0hr-Control",-0.249300300909977,0.125891584559404,""
"ME14","1hr-Control",0.150623008160553,0.360048333193651,""
"ME14","3hr-Control",0.119157657535424,0.469981775981019,""
"ME14","12hr-Control",0.0768460098971222,0.641947268410646,""
"ME14","24hr-Control",-0.0610707257927435,0.71188697137222,""
"ME14","72hr-Control",0.152634938875263,0.353592660836759,""
"ME14","120hr-Control",0.358387107570372,0.0250708101560478,"0.36"
"ME14","0hr-Heat",0.130829086817946,0.427273501691732,""
"ME14","1hr-Heat",-0.272988830808094,0.0926746243588187,""
"ME14","3hr-Heat",0.131657331264205,0.424327631124213,""
"ME14","12hr-Heat",-0.122300117032526,0.458265696795587,""
"ME14","24hr-Heat",-0.0346724432539756,0.83402099153108,""
"ME14","72hr-Heat",-0.156833923585401,0.340347213774945,""
"ME14","120hr-Heat",-0.292745396466458,0.0705185314730517,""
"ME26","0hr-Control",-0.0823290797310442,0.618297784259448,""
"ME26","1hr-Control",0.295833331091389,0.0674684964691734,""
"ME26","3hr-Control",0.0587578172372752,0.722356588910388,""
"ME26","12hr-Control",0.0631164793983665,0.702669793753296,""
"ME26","24hr-Control",-0.102904182082953,0.533030673479449,""
"ME26","72hr-Control",0.0997470134835466,0.545735457163254,""
"ME26","120hr-Control",0.202408671774892,0.216549714325459,""
"ME26","0hr-Heat",0.145930681528312,0.375377903801628,""
"ME26","1hr-Heat",-0.320998278643368,0.0463173102788478,"-0.32"
"ME26","3hr-Heat",0.163904233687603,0.31874386236804,""
"ME26","12hr-Heat",-0.106860755340412,0.517314302413931,""
"ME26","24hr-Heat",0.000744269330955119,0.996412139256133,""
"ME26","72hr-Heat",-0.17807065361694,0.278113591828746,""
"ME26","120hr-Heat",-0.311595657971117,0.0534852776409263,""
"ME16","0hr-Control",0.138774612008043,0.399486805114237,""
"ME16","1hr-Control",0.189937407446097,0.246804236720855,""
"ME16","3hr-Control",-0.012173341468386,0.941367102989586,""
"ME16","12hr-Control",0.0839582876548183,0.611341765565415,""
"ME16","24hr-Control",0.0458611656699614,0.781603142625184,""
"ME16","72hr-Control",0.030752285153346,0.852567568764539,""
"ME16","120hr-Control",0.123398609079723,0.454207549627286,""
"ME16","0hr-Heat",0.136183931797976,0.408430091752762,""
"ME16","1hr-Heat",0.027463267609687,0.86818912611486,""
"ME16","3hr-Heat",0.265446515188589,0.102421051484249,""
"ME16","12hr-Heat",-0.110658817257459,0.502447159758346,""
"ME16","24hr-Heat",-0.316957633628914,0.0492962824534963,"-0.32"
"ME16","72hr-Heat",-0.287167053568253,0.0763022535934042,""
"ME16","120hr-Heat",-0.486240173959919,0.00169848383736267,"-0.49"
"ME3","0hr-Control",-0.158927008712989,0.333860137461705,""
"ME3","1hr-Control",0.0561577710333872,0.734185682184267,""
"ME3","3hr-Control",0.0736644216965475,0.655833389115098,""
"ME3","12hr-Control",0.0551739494060146,0.738677639329361,""
"ME3","24hr-Control",0.0526709116287044,0.75014438166285,""
"ME3","72hr-Control",0.269040183825027,0.0976840365747762,""
"ME3","120hr-Control",0.250698762502087,0.123712579582796,""
"ME3","0hr-Heat",0.229987473613015,0.158981865936103,""
"ME3","1hr-Heat",0.168344298190842,0.305627805994708,""
"ME3","3hr-Heat",-0.375831180857591,0.0183798878037388,"-0.38"
"ME3","12hr-Heat",-0.543853393393935,0.00034562279820224,"-0.54"
"ME3","24hr-Heat",-0.175378353350024,0.285562290751509,""
"ME3","72hr-Heat",0.00541667019649341,0.973892521680839,""
"ME3","120hr-Heat",0.064831833341269,0.694973350571479,""
"ME2","0hr-Control",0.00565931282972463,0.972723450819254,""
"ME2","1hr-Control",0.0935909872358673,0.570914201208114,""
"ME2","3hr-Control",0.129986569203826,0.430281823311872,""
"ME2","12hr-Control",0.0275413103532282,0.867817857160562,""
"ME2","24hr-Control",0.0240788605394443,0.884315363562384,""
"ME2","72hr-Control",0.1909124617719,0.244341484335693,""
"ME2","120hr-Control",0.289586235821336,0.0737500715787533,""
"ME2","0hr-Heat",0.238147864768083,0.144305361012751,""
"ME2","1hr-Heat",0.175363535982801,0.285603639808983,""
"ME2","3hr-Heat",0.115639462344978,0.48328464879354,""
"ME2","12hr-Heat",-0.435312556015156,0.00561086268304864,"-0.44"
"ME2","24hr-Heat",-0.37239173439219,0.0195648795398292,"-0.37"
"ME2","72hr-Heat",-0.222395862104524,0.173580985160998,""
"ME2","120hr-Heat",-0.415024605947969,0.00860973228845818,"-0.42"
"ME4","0hr-Control",-0.19092731047088,0.244304108444322,""
"ME4","1hr-Control",0.10978570484632,0.505845582532776,""
"ME4","3hr-Control",0.112087112261044,0.496912860597632,""
"ME4","12hr-Control",-0.0581198314722816,0.72525338510614,""
"ME4","24hr-Control",0.0627682159085548,0.704235986152573,""
"ME4","72hr-Control",0.316475773082781,0.0496615901093704,"0.32"
"ME4","120hr-Control",0.342921098667209,0.0325864372919762,"0.34"
"ME4","0hr-Heat",0.254904806520057,0.117329004340848,""
"ME4","1hr-Heat",0.209150264326614,0.201307763221942,""
"ME4","3hr-Heat",-0.129092787288037,0.433486036732643,""
"ME4","12hr-Heat",-0.386090056667454,0.0151970988280658,"-0.39"
"ME4","24hr-Heat",-0.263850346690144,0.104580400026282,""
"ME4","72hr-Heat",-0.169315662671611,0.302804809910658,""
"ME4","120hr-Heat",-0.325025311717226,0.0434946475668451,"-0.33"
"ME10","0hr-Control",0.233763659193264,0.152061311127489,""
"ME10","1hr-Control",-0.0166923054883047,0.919662613808809,""
"ME10","3hr-Control",0.206871105049351,0.206374285375853,""
"ME10","12hr-Control",-0.03504842154005,0.832246688334959,""
"ME10","24hr-Control",0.076405969656366,0.643860832478517,""
"ME10","72hr-Control",0.191826095924038,0.242048925893278,""
"ME10","120hr-Control",0.115129400851801,0.485229402217679,""
"ME10","0hr-Heat",-0.0988068907041145,0.549546229663802,""
"ME10","1hr-Heat",0.0454897061822002,0.783329560342067,""
"ME10","3hr-Heat",0.143458324082443,0.383608039834713,""
"ME10","12hr-Heat",-0.270807152994725,0.0954173459604958,""
"ME10","24hr-Heat",-0.0777119022819749,0.638188496913252,""
"ME10","72hr-Heat",-0.161602129360491,0.325681310506095,""
"ME10","120hr-Heat",-0.431405054280876,0.00610538805799212,"-0.43"
"ME12","0hr-Control",0.237219292469631,0.145923288178357,""
"ME12","1hr-Control",-0.0455945927370353,0.782841979177779,""
"ME12","3hr-Control",0.156096564427819,0.342650820255729,""
"ME12","12hr-Control",-0.0417973605251143,0.800544711676421,""
"ME12","24hr-Control",-0.0450843606680015,0.785214636300451,""
"ME12","72hr-Control",-0.0438269678478643,0.791069837259976,""
"ME12","120hr-Control",0.19008157780648,0.246439050773208,""
"ME12","0hr-Heat",0.11077645760875,0.501990153928487,""
"ME12","1hr-Heat",-0.0829392820262618,0.615688595092624,""
"ME12","3hr-Heat",0.413977197529836,0.00879615265554586,"0.41"
"ME12","12hr-Heat",0.0420052060362327,0.799573101552187,""
"ME12","24hr-Heat",-0.0538345402101224,0.744806893509784,""
"ME12","72hr-Heat",-0.277886592555798,0.0867386124577351,""
"ME12","120hr-Heat",-0.681517427765915,1.78625231422909e-06,"-0.68"
"ME20","0hr-Control",-0.12824666804192,0.436531529849443,""
"ME20","1hr-Control",-0.112631162720103,0.494813019581247,""
"ME20","3hr-Control",0.278743469231045,0.0857310469395908,""
"ME20","12hr-Control",0.0902279150766924,0.584889593723331,""
"ME20","24hr-Control",0.115868534916658,0.482412567099763,""
"ME20","72hr-Control",0.14900746756085,0.365283112977601,""
"ME20","120hr-Control",0.33104685546517,0.0395353481169517,"0.33"
"ME20","0hr-Heat",-0.298972587931415,0.06447540636435,""
"ME20","1hr-Heat",0.283512402573049,0.0802881682458667,""
"ME20","3hr-Heat",-0.0633954403672962,0.701416137027136,""
"ME20","12hr-Heat",-0.120815002889838,0.463782993232903,""
"ME20","24hr-Heat",-0.24140606634037,0.138732575667537,""
"ME20","72hr-Heat",-0.121034329331569,0.462965955826797,""
"ME20","120hr-Heat",-0.25272565041359,0.120604657598989,""
"ME24","0hr-Control",-0.198047260694058,0.226824265340405,""
"ME24","1hr-Control",-0.156894837046964,0.340157338614613,""
"ME24","3hr-Control",0.247144987187667,0.129305821927773,""
"ME24","12hr-Control",0.166550892130578,0.31088364973115,""
"ME24","24hr-Control",0.0947705598142961,0.566048822593963,""
"ME24","72hr-Control",-0.0139193255970052,0.932975372614782,""
"ME24","120hr-Control",0.370586520858803,0.020212001388167,"0.37"
"ME24","0hr-Heat",-0.337257498513105,0.0357640908022701,"-0.34"
"ME24","1hr-Heat",-0.0671589382590364,0.684580230614356,""
"ME24","3hr-Heat",0.0261282885126508,0.874544209402359,""
"ME24","12hr-Heat",0.0309303427709855,0.851723389282423,""
"ME24","24hr-Heat",-0.199800659064547,0.222654300749262,""
"ME24","72hr-Heat",0.0408105278601996,0.80516184842235,""
"ME24","120hr-Heat",-0.0216545326850524,0.895895655227954,""
"ME21","0hr-Control",-0.117080630667471,0.477811788679104,""
"ME21","1hr-Control",0.0627695537986776,0.704229967156404,""
"ME21","3hr-Control",0.203322975255599,0.214437206981919,""
"ME21","12hr-Control",-0.056132510970298,0.734300906904069,""
"ME21","24hr-Control",0.0306318129812075,0.853138824873253,""
"ME21","72hr-Control",0.243197321135578,0.135737375164226,""
"ME21","120hr-Control",0.200823265280037,0.220246761414411,""
"ME21","0hr-Heat",-0.0215853766493396,0.896226316728633,""
"ME21","1hr-Heat",0.291977977174352,0.0712931005417846,""
"ME21","3hr-Heat",0.0495125030828368,0.764689065395479,""
"ME21","12hr-Heat",-0.213802910765169,0.191236520803104,""
"ME21","24hr-Heat",-0.135642224492081,0.41031446003585,""
"ME21","72hr-Heat",-0.221863930372714,0.174638753928705,""
"ME21","120hr-Heat",-0.429751636723392,0.0063257069264232,"-0.43"
"ME5","0hr-Control",0.126859465312434,0.44155005865284,""
"ME5","1hr-Control",0.0878682246485431,0.594785445857548,""
"ME5","3hr-Control",0.123056764002324,0.4554683378035,""
"ME5","12hr-Control",0.0382755814017787,0.817051755996633,""
"ME5","24hr-Control",0.140302104750929,0.394267128408611,""
"ME5","72hr-Control",0.0477425941224715,0.772874901707362,""
"ME5","120hr-Control",0.223021406003787,0.172342946420046,""
"ME5","0hr-Heat",0.0364412062186665,0.825681112851753,""
"ME5","1hr-Heat",0.372044393830211,0.0196880259672321,"0.37"
"ME5","3hr-Heat",-0.123229416073322,0.45483132896162,""
"ME5","12hr-Heat",-0.296378168654395,0.0669413129705541,""
"ME5","24hr-Heat",-0.307240159838656,0.0570936854596142,""
"ME5","72hr-Heat",-0.224973356032848,0.168520496855519,""
"ME5","120hr-Heat",-0.388235632969261,0.0145939330104413,"-0.39"
"ME11","0hr-Control",0.0738387135766513,0.655069673461777,""
"ME11","1hr-Control",0.106185008750382,0.51998212922271,""
"ME11","3hr-Control",0.237016109437289,0.146279078481237,""
"ME11","12hr-Control",0.0546171364222402,0.74122375562367,""
"ME11","24hr-Control",0.0926668450772395,0.574739291150948,""
"ME11","72hr-Control",0.140731228163644,0.392807900248986,""
"ME11","120hr-Control",0.230108099716881,0.158757323261932,""
"ME11","0hr-Heat",-0.238065565284635,0.144448223401866,""
"ME11","1hr-Heat",0.279386473252996,0.0849809387942821,""
"ME11","3hr-Heat",-0.0871911566686679,0.597638345818309,""
"ME11","12hr-Heat",-0.18826527394722,0.25106633649289,""
"ME11","24hr-Heat",-0.248710817354325,0.12681862347891,""
"ME11","72hr-Heat",-0.191320237141045,0.243316464824117,""
"ME11","120hr-Heat",-0.381669348453139,0.0165063846363674,"-0.38"
