"Gene","cluster","membership","response_type"
"Porites_compressa_HIv1___RNAseq.g10414.t1",4,0.434219941490423,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10416.t1",2,0.862425242682313,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10430.t1",2,0.860166969549983,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10431.t1",2,0.799232907640992,"Other"
"Porites_compressa_HIv1___RNAseq.g10433.t1",2,0.597997644856295,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10434.t1",2,0.958165168279646,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10435.t1",2,0.851972305262301,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10436.t1",2,0.713611384253171,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10437.t1",2,0.851579819096038,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10439.t1",2,0.810222392739217,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10444.t1",2,0.831708822551791,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10459.t1",3,0.684100783172592,"Transient"
"Porites_compressa_HIv1___RNAseq.g10463.t1",5,0.652810078340755,"Other"
"Porites_compressa_HIv1___RNAseq.g10464.t1",5,0.9134740029687,"Transient"
"Porites_compressa_HIv1___RNAseq.g10466.t1",6,0.68922468616479,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10468.t1",3,0.571816405915835,"Other"
"Porites_compressa_HIv1___RNAseq.g10472.t1",2,0.553216236859379,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10481.t1",3,0.359457185853095,"Transient"
"Porites_compressa_HIv1___RNAseq.g10483.t1",6,0.465736291740433,"Other"
"Porites_compressa_HIv1___RNAseq.g10495.t1b",2,0.976678349546404,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10496.t1",2,0.671923179508118,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10502.t1",2,0.768738066867677,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10507.t1",4,0.54333752823793,"Transient"
"Porites_compressa_HIv1___RNAseq.g10509.t1",2,0.351994315126057,"Other"
"Porites_compressa_HIv1___RNAseq.g10511.t1",4,0.697668761776354,"Transient"
"Porites_compressa_HIv1___RNAseq.g10516.t1",1,0.539076010905689,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10517.t1",1,0.814021060765913,"Other"
"Porites_compressa_HIv1___RNAseq.g10518.t1",1,0.480540589602655,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10520.t1",2,0.554120864949087,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10524.t1",3,0.622527562032408,"Other"
"Porites_compressa_HIv1___RNAseq.g10535.t1",4,0.938446492010395,"Other"
"Porites_compressa_HIv1___RNAseq.g10536.t1",6,0.735834067792559,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10543.t1",1,0.880218122284825,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10544.t1",2,0.918178715325655,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10547.t1b",2,0.487837953223009,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10552.t1",2,0.477724659241356,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10559.t1",5,0.904093424640137,"Transient"
"Porites_compressa_HIv1___RNAseq.g10565.t1",5,0.952485719581433,"Transient"
"Porites_compressa_HIv1___RNAseq.g10566.t1",4,0.95639830276491,"Transient"
"Porites_compressa_HIv1___RNAseq.g10568.t1",3,0.593431204243906,"Other"
"Porites_compressa_HIv1___RNAseq.g10569.t1",3,0.613305807865371,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10578.t1",4,0.956796281158811,"Transient"
"Porites_compressa_HIv1___RNAseq.g10580.t1",1,0.432922801626203,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10582.t1",3,0.465067117047905,"Other"
"Porites_compressa_HIv1___RNAseq.g1059.t1",4,0.672488664506787,"Transient"
"Porites_compressa_HIv1___RNAseq.g10590.t1",4,0.661575030220965,"Transient"
"Porites_compressa_HIv1___RNAseq.g10591.t2",6,0.684200406804232,"Other"
"Porites_compressa_HIv1___RNAseq.g10592.t1",6,0.816520814106459,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10602.t1",4,0.582590364108644,"Transient"
"Porites_compressa_HIv1___RNAseq.g10603.t1",5,0.659941699508913,"Transient"
"Porites_compressa_HIv1___RNAseq.g10607.t1",5,0.930220473697595,"Transient"
"Porites_compressa_HIv1___RNAseq.g10611.t1",2,0.479430161708336,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10613.t1",5,0.926540256759211,"Other"
"Porites_compressa_HIv1___RNAseq.g10623.t3",3,0.832789944892384,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g1063.t1",1,0.834415372479608,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10631.t1",2,0.748074033791849,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10637.t1",1,0.767701870636821,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g1064.t2",2,0.954579620705472,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10652.t1",3,0.483361678057998,"Other"
"Porites_compressa_HIv1___RNAseq.g10654.t1",4,0.389628377509239,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10657.t1",6,0.534879826788594,"Transient"
"Porites_compressa_HIv1___RNAseq.g10658.t1",6,0.436860397750604,"Other"
"Porites_compressa_HIv1___RNAseq.g10661.t1",6,0.455781571338669,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10668.t1",4,0.672583217176671,"Transient"
"Porites_compressa_HIv1___RNAseq.g10673.t1",4,0.560804224850841,"Other"
"Porites_compressa_HIv1___RNAseq.g10677.t1",2,0.895543406627117,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10678.t1",2,0.917018312383736,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10679.t1",2,0.577774528151863,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10685.t1",1,0.863530242524129,"Other"
"Porites_compressa_HIv1___RNAseq.g10686.t1",2,0.763538742956864,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10697.t1",5,0.951083025424678,"Transient"
"Porites_compressa_HIv1___RNAseq.g10705.t1",5,0.915637279381982,"Transient"
"Porites_compressa_HIv1___RNAseq.g10708.t1",2,0.809067522329514,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10710.t1",4,0.66084800076522,"Transient"
"Porites_compressa_HIv1___RNAseq.g10713.t1",2,0.882335802577409,"Other"
"Porites_compressa_HIv1___RNAseq.g10721.t1",2,0.851506792247825,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10723.t1",4,0.742892314675932,"Other"
"Porites_compressa_HIv1___RNAseq.g10728.t1",5,0.453249312596331,"Transient"
"Porites_compressa_HIv1___RNAseq.g10729.t1",5,0.933617524060429,"Transient"
"Porites_compressa_HIv1___RNAseq.g10732.t1",5,0.668916405553026,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10733.t1",5,0.853045775296975,"Other"
"Porites_compressa_HIv1___RNAseq.g10737.t1",2,0.819388225181619,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10740.t1",5,0.566581928727768,"Transient"
"Porites_compressa_HIv1___RNAseq.g10743.t1",2,0.572325358270967,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10747.t1",5,0.978825645986982,"Transient"
"Porites_compressa_HIv1___RNAseq.g10748.t1",4,0.654766250938845,"Transient"
"Porites_compressa_HIv1___RNAseq.g10749.t1",3,0.474696566166366,"Transient"
"Porites_compressa_HIv1___RNAseq.g10750.t1",5,0.95422747722245,"Transient"
"Porites_compressa_HIv1___RNAseq.g10752.t1",4,0.803742170707349,"Transient"
"Porites_compressa_HIv1___RNAseq.g1076.t1",3,0.53460804320477,"Other"
"Porites_compressa_HIv1___RNAseq.g10761.t1",5,0.845539674640785,"Other"
