"gene_id","module","color","kME_own","kME_20","kME_16","kME_23","kME_2","kME_4","kME_18","kME_7","kME_13","kME_12","kME_17","kME_19","kME_8","kME_22","kME_9","kME_24","kME_1","kME_5","kME_15","kME_11","kME_14","kME_21","kME_10","kME_3","kME_6","kME_0"
"Pocillopora_acuta_HIv2___TS.g7586.t1","ME3","brown",0.880841419308386,0.305374239639258,0.253946019682933,0.196004334648063,0.611291949288059,0.547088552628528,-0.367050079640993,-0.477657187744649,-0.645419272921049,-0.373970690946667,-0.31215264165064,-0.424596091848967,-0.58767124784254,-0.0121881599467731,-0.26328807197687,-0.508681493577218,-0.762784772413896,-0.391608323660941,0.288433302510731,0.255840365220858,0.313827743552087,0.554891673700783,0.49643395207238,0.880841419308386,0.627656507292503,-0.0704227494152482
"Pocillopora_acuta_HIv2___RNAseq.g20019.t1","ME3","brown",0.880397784820699,0.251567032491011,0.268377378753443,0.14370225012257,0.511933162048904,0.541751316979382,-0.452660233886836,-0.580125726543888,-0.656333305971803,-0.364907644584767,-0.235957501545965,-0.324967723995491,-0.601096232936987,0.0549751556753382,-0.202327793227824,-0.536671897106143,-0.699702574738097,-0.296141360526682,0.205904822095157,0.212050730910384,0.407526017960121,0.549809063495905,0.484750453667698,0.880397784820699,0.671738552815166,0.0400750784103061
"Pocillopora_acuta_HIv2___TS.g19901.t1","ME3","brown",0.879721407125303,0.254888284876519,0.354348616198514,0.338151928322515,0.469309336391237,0.540602928307283,-0.392703813176442,-0.596214422992229,-0.6126750603841,-0.398730325383979,-0.0966197526123021,-0.306611885021305,-0.490023945574735,0.0161382098487709,-0.309236468712681,-0.374991856037761,-0.70414141626152,-0.223727019244696,0.219159017809779,0.454107612663846,0.478296177156085,0.657089933649258,0.339204434318658,0.879721407125303,0.717391902083232,0.0451358668544302
"Pocillopora_acuta_HIv2___TS.g11506.t1","ME3","brown",0.879437248470554,0.327084333965469,0.292158831952722,0.151323956193066,0.554077596073731,0.632735171600419,-0.478474244776672,-0.528327613696351,-0.681626200219614,-0.257122906550448,-0.206890970005736,-0.272566440390912,-0.673222849730922,-0.01944324189314,-0.269862545109696,-0.605197599485846,-0.718795823068545,-0.372106331769156,0.20905970862483,0.148499510546427,0.320053585870139,0.46527753698797,0.47896528412292,0.879437248470554,0.663038650944225,0.0127532984365482
"Pocillopora_acuta_HIv2___TS.g7018.t1","ME3","brown",0.878433716727201,0.180186041365144,0.307428659721968,0.168349538865942,0.593802498335321,0.611209238114185,-0.439910381261526,-0.492736164231339,-0.660236887494148,-0.358075975355635,-0.39764503193936,-0.483047425571834,-0.668332877381125,-0.138628466710436,-0.182714964021521,-0.485025520773184,-0.754037746351914,-0.409735399688184,0.140092083438231,0.242867785812138,0.312420588616382,0.454623705902319,0.473545505900568,0.878433716727201,0.771999343579146,-0.0973125515820403
"Pocillopora_acuta_HIv2___RNAseq.g29685.t1","ME3","brown",0.877923009773121,0.14928518596643,0.273281196108067,0.17446173433588,0.578710446223492,0.632995356663933,-0.463724160228128,-0.434900846018487,-0.605230337454537,-0.304079010785766,-0.450445235933599,-0.468459998203749,-0.695984489988951,-0.206191078257982,-0.245034461554408,-0.649644897788068,-0.733648968449489,-0.412591782087936,0.248408046475106,0.00849319554761048,0.238433400663408,0.392770199285971,0.511479928469933,0.877923009773121,0.758632647402826,-0.158580707316837
"Pocillopora_acuta_HIv2___RNAseq.g13721.t1","ME3","brown",0.877793353141264,0.170021963445352,0.318865794399292,0.229158689987919,0.583923733762356,0.599527432529763,-0.405800068512886,-0.427552365118195,-0.521536518680215,-0.373787383599823,-0.416367088783271,-0.525550798052811,-0.631651139933781,-0.205754681262563,-0.32293336648988,-0.511516393812473,-0.775792654388388,-0.358842285726522,0.389570159614235,0.225673759140172,0.308148935220775,0.514189489827104,0.405943346580519,0.877793353141264,0.770741997508031,-0.218820903110059
"Pocillopora_acuta_HIv2___RNAseq.g27030.t1","ME3","brown",0.877789702314111,0.137706132239167,0.426091512330162,0.166348458698479,0.639350547471803,0.585967468450862,-0.340535889421632,-0.435426972092708,-0.54452770211051,-0.415672884107865,-0.336032823206264,-0.538875753756941,-0.585880125254217,0.0206452728236468,-0.261377558700308,-0.56053977678704,-0.799896161159082,-0.394189999390335,0.209787258158564,0.198473096535368,0.311568288040439,0.5767779732121,0.512634359895285,0.877789702314111,0.652295217023003,-0.160201284557326
"Pocillopora_acuta_HIv2___RNAseq.g4606.t1","ME3","brown",0.877345723629273,0.430669039267379,0.322574160255966,0.312922394850732,0.616918924356123,0.518147627757366,-0.230989635816656,-0.449587056468016,-0.527528273872857,-0.372873631248561,-0.209276758182889,-0.33850651154818,-0.465626017915835,0.0517694026299649,-0.387524353191304,-0.508250695718191,-0.788346007169987,-0.355232129890084,0.339102814582023,0.332703974378194,0.373412174429556,0.669666042765901,0.419667281209512,0.877345723629273,0.553526664614676,-0.085713196196416
"Pocillopora_acuta_HIv2___RNAseq.g6437.t1","ME3","brown",0.876527695644279,0.361688873797856,0.284890726878011,0.331484297059822,0.572401017088214,0.511696180482601,-0.308698997789282,-0.494523737047479,-0.585538516189315,-0.342634420974216,-0.243650935759976,-0.303917461005074,-0.512352255567081,-0.0449121171312523,-0.288160845230994,-0.50072066473151,-0.733482273681168,-0.331551687472896,0.202582069342652,0.28369072265398,0.382266827195913,0.593115998743605,0.460272334066386,0.876527695644279,0.609493631258281,-0.0417387433493436
