"module","treatment_time","correlation","pvalue","label"
"ME22","72hr-Heat",-0.076611440492092,0.629646112393676,""
"ME22","120hr-Heat",-0.196235418905632,0.212939312621553,""
"ME9","0hr-Control",-0.148905005910299,0.346626402251503,""
"ME9","1hr-Control",-0.221469314864647,0.158674450596837,""
"ME9","3hr-Control",-0.330224299789743,0.0326930588183073,"-0.33"
"ME9","12hr-Control",-0.00922027642279243,0.95378678822919,""
"ME9","24hr-Control",-0.0829504933903097,0.601490194361311,""
"ME9","72hr-Control",-0.160642060281715,0.309495792494316,""
"ME9","120hr-Control",-0.188993293207902,0.230647602103144,""
"ME9","0hr-Heat",-0.155495729401032,0.325453126636689,""
"ME9","1hr-Heat",0.428409256827721,0.00464737227685789,"0.43"
"ME9","3hr-Heat",0.489368323423996,0.00100556392821044,"0.49"
"ME9","12hr-Heat",0.337963473275454,0.0285957150595528,"0.34"
"ME9","24hr-Heat",0.0557747266381597,0.725718574316801,""
"ME9","72hr-Heat",0.131596110469677,0.40612938075004,""
"ME9","120hr-Heat",-0.145211417366567,0.358852692989561,""
"ME0","0hr-Control",-0.114036733519462,0.472085369011955,""
"ME0","1hr-Control",-0.134799877612834,0.394695258805795,""
"ME0","3hr-Control",-0.0947604082349382,0.550553999100121,""
"ME0","12hr-Control",-0.091764474175223,0.563280195751751,""
"ME0","24hr-Control",-0.152180291916641,0.336000992167659,""
"ME0","72hr-Control",-0.0961210301957767,0.544819638699275,""
"ME0","120hr-Control",-0.066677324990415,0.674817749733827,""
"ME0","0hr-Heat",-0.138744084458965,0.380878977943543,""
"ME0","1hr-Heat",0.129293188344929,0.41446461877208,""
"ME0","3hr-Heat",0.912094287556174,4.43218995519178e-17,"0.91"
"ME0","12hr-Heat",-0.196361110135956,0.212640558311669,""
"ME0","24hr-Heat",-0.107529691499757,0.497891658916274,""
"ME0","72hr-Heat",0.0247964630396295,0.876132647866322,""
"ME0","120hr-Heat",0.126791087799236,0.423630085864391,""
"ME1","0hr-Control",-0.242116912880542,0.122387378847376,""
"ME1","1hr-Control",-0.228503760901931,0.145525547212938,""
"ME1","3hr-Control",-0.182257088943637,0.247999368167401,""
"ME1","12hr-Control",-0.177794020673219,0.25996774669172,""
"ME1","24hr-Control",-0.218884591662957,0.163716799124422,""
"ME1","72hr-Control",-0.221880434576041,0.157882967654744,""
"ME1","120hr-Control",-0.197800247282531,0.20924062713022,""
"ME1","0hr-Heat",-0.248734239425042,0.112193069505121,""
"ME1","1hr-Heat",-0.104461461399851,0.510305556326635,""
"ME1","3hr-Heat",0.485854339284147,0.00110692253566766,"0.49"
"ME1","12hr-Heat",0.327976581978207,0.033969796829146,"0.33"
"ME1","24hr-Heat",0.341668083832852,0.0267904857727734,"0.34"
"ME1","72hr-Heat",0.31115301528492,0.0448836103598996,"0.31"
"ME1","120hr-Heat",0.355780737365625,0.0207571474249224,"0.36"
"ME5","0hr-Control",-0.211615938244083,0.178517409654316,""
"ME5","1hr-Control",-0.0838572242595233,0.597507897556613,""
"ME5","3hr-Control",0.125359207198485,0.428926110700613,""
"ME5","12hr-Control",-0.207251431716398,0.187851822944299,""
"ME5","24hr-Control",-0.240877821452897,0.124371260424291,""
"ME5","72hr-Control",-0.172134846360734,0.275688111434704,""
"ME5","120hr-Control",-0.116130820803897,0.463933960960358,""
"ME5","0hr-Heat",-0.218165221841351,0.165140602424794,""
"ME5","1hr-Heat",-0.0432881083519203,0.785468017706789,""
"ME5","3hr-Heat",0.695900269666422,3.11572631411893e-07,"0.7"
"ME5","12hr-Heat",0.386425717085596,0.0114782134480418,"0.39"
"ME5","24hr-Heat",0.122950754503357,0.437917110131371,""
"ME5","72hr-Heat",-0.0882241638955761,0.578492311168995,""
"ME5","120hr-Heat",0.0509096284725207,0.748829668403535,""
